#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ATL 37,8,2:47,62,Field Goal
2,1,12:00,KAN 31,4,0:45,-1,Downs
3,1,8:03,ATL 20,3,1:28,-4,Punt
4,1,5:05,ATL 20,4,2:30,11,Interception
5,1,1:08,ATL 21,3,1:20,9,Punt
6,2,7:25,ATL 20,3,1:38,0,Punt
7,2,3:17,ATL 35,4,1:33,15,Punt
8,2,0:21,ATL 20,1,0:06,0,Interception
9,3,6:40,ATL 38,8,3:14,39,Downs
10,4,14:07,ATL 13,6,2:37,75,Downs
11,4,8:10,ATL 34,4,1:09,9,Downs
12,4,1:59,ATL 20,3,1:59,7,End of Game
