Quarter,Time,Down,ToGo,Location,DEN,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,DEN 20,0,0,Peyton Manning pass complete deep right to Demaryius Thomas for 54 yards (tackle by Phillip Adams),0.280,3.840
1,14:20,1,10,NYJ 26,0,0,Ronnie Hillman right end for 1 yard (tackle by Muhammad Wilkerson),3.840,3.430
1,13:43,2,9,NYJ 25,0,0,Peyton Manning pass incomplete short left intended for Demaryius Thomas,3.430,2.740
1,13:37,3,9,NYJ 25,0,0,Peyton Manning pass complete short left to Demaryius Thomas for 7 yards (tackle by Calvin Pryor and Demario Davis),2.740,2.370
1,12:57,4,2,NYJ 18,3,0,Brandon McManus 37 yard field goal good,2.370,3.000
1,12:57,,,DEN 35,3,0,"Brandon McManus kicks off 72 yards, returned by Walt Powell for 32 yards (tackle by Brandon Marshall)",0.000,-0.610
,,,,,,,"DEN challenged the runner was down by contact ruling, and the play was upheld.",,
1,12:47,1,10,NYJ 25,3,0,Chris Ivory up the middle for no gain (tackle by Derek Wolfe and DeMarcus Ware),0.610,0.060
1,12:16,2,10,NYJ 25,3,0,Geno Smith pass complete short right to Eric Decker for 15 yards (tackle by Terrance Knighton and Rahim Moore),0.060,1.600
1,11:54,1,10,NYJ 40,3,0,Chris Ivory right tackle for -1 yards (tackle by Sylvester Williams and Von Miller),1.600,0.920
1,11:18,2,11,NYJ 39,3,0,Chris Ivory left end for no gain (tackle by Corey Nelson and Malik Jackson),0.920,0.230
1,10:36,3,11,NYJ 39,3,0,Geno Smith pass complete short right to Jeff Cumberland for 5 yards (tackle by Kayvon Webster),0.230,-0.460
1,9:57,4,6,NYJ 44,3,0,"Ryan Quigley punts 46 yards, fair catch by Isaiah Burse",-0.460,0.380
1,9:49,1,10,DEN 10,3,0,Peyton Manning pass complete short left to Julius Thomas for 13 yards (tackle by Dawan Landry and David Harris),-0.380,0.480
1,9:16,1,10,DEN 23,3,0,Ronnie Hillman left tackle for 2 yards (tackle by Quinton Coples),0.480,0.200
1,9:16,2,8,DEN 25,3,0,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Wes Welker at DEN-18. Penalty on Peyton Manning: Illegal Motion (Declined)",0.200,-1.560
1,8:27,3,15,DEN 18,3,0,Peyton Manning sacked by Muhammad Wilkerson for -9 yards,-1.560,-2.490
1,7:50,4,24,DEN 9,3,0,"Britton Colquitt punts 53 yards, returned by Walt Powell for 15 yards (tackle by Nate Irving)",-2.490,-2.460
1,7:37,1,10,DEN 47,3,0,Chris Ivory right end for -1 yards (tackle by Nate Irving and Von Miller),2.460,1.780
1,6:58,2,11,DEN 48,3,0,Geno Smith pass complete short right to Jace Amaro for 15 yards (tackle by Nate Irving),1.780,3.380
1,6:23,1,10,DEN 33,3,0,Geno Smith pass incomplete short right intended for Jeremy Kerley,3.380,2.840
1,6:18,2,10,DEN 33,3,0,"Geno Smith pass incomplete short right intended for Jace Amaro. Penalty on Malik Jackson: Roughing the Passer, 15 yards (no play)",2.840,4.370
1,6:14,1,10,DEN 18,3,0,Geno Smith pass complete short middle to Chris Johnson for 2 yards (tackle by Corey Nelson and Brandon Marshall),4.370,4.090
1,5:34,2,8,DEN 16,3,0,Geno Smith pass complete short middle to Jace Amaro for 13 yards (tackle by Brandon Marshall),4.090,6.510
1,4:55,1,3,DEN 3,3,0,Chris Ivory right guard for 1 yard (tackle by Derek Wolfe and Von Miller),6.510,5.720
1,4:21,2,2,DEN 2,3,6,"Geno Smith pass complete short left to Jace Amaro for 2 yards, touchdown",5.720,7.000
1,4:21,,,DEN 2,3,7,Nick Folk kicks extra point good,0.000,0.000
1,4:21,,,NYJ 35,3,7,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
1,4:16,1,10,DEN 20,3,7,Ronnie Hillman right end for 12 yards (tackle by Dawan Landry),0.280,1.070
1,3:44,1,10,DEN 32,3,7,Ronnie Hillman left end for no gain (tackle by Calvin Pryor and David Harris),1.070,0.530
1,3:05,2,10,DEN 32,3,7,Ronnie Hillman left tackle for 3 yards (tackle by Leger Douzable and Jason Babin),0.530,0.230
1,2:45,3,7,DEN 35,3,7,Peyton Manning pass incomplete short left intended for Emmanuel Sanders,0.230,-1.040
1,2:31,4,7,DEN 35,3,7,"Britton Colquitt punts 41 yards. Penalty on Nate Irving: Offensive Holding, 10 yards",-1.040,-1.200
1,2:31,1,10,NYJ 34,3,7,Geno Smith right tackle for no gain (tackle by Malik Jackson),1.200,0.660
1,1:47,2,10,NYJ 34,3,7,Geno Smith pass complete short right to Jace Amaro for -2 yards (tackle by Malik Jackson),0.660,-0.300
1,1:10,3,12,NYJ 32,3,7,Geno Smith pass complete short left to Jace Amaro for 2 yards (tackle by Kayvon Webster),-0.300,-1.110
1,0:34,4,10,NYJ 34,3,7,"Ryan Quigley punts 49 yards, fair catch by Isaiah Burse",-1.110,0.060
1,0:28,1,10,DEN 17,3,7,Ronnie Hillman right guard for 3 yards (tackle by Demario Davis and Calvin Pace),-0.060,-0.060
Quarter,Time,Down,ToGo,Location,DEN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,DEN 20,3,7,"Ronnie Hillman up the middle for 12 yards (tackle by Darrin Walls). Penalty on Manuel Ramirez: Offensive Holding, 10 yards (no play)",-0.060,-1.290
2,14:35,2,17,DEN 10,3,7,Peyton Manning sacked by Leger Douzable for -7 yards,-1.290,-3.060
