Quarter,Time,Down,ToGo,Location,NOR,HOU,Detail,EPB,EPA
1,8:59,3,4,NOR 25,0,0,Brian Hoyer pass complete short left to Cecil Shorts for 8 yards (tackle by Brandon Browner),3.070,4.440
1,8:28,1,10,NOR 17,0,0,Alfred Blue right guard for 3 yards (tackle by Kenny Vaccaro),4.440,4.320
1,7:51,2,7,NOR 14,0,0,Brian Hoyer pass complete short middle to Alfred Blue for 4 yards (tackle by Kenny Vaccaro),4.320,4.340
1,7:07,3,3,NOR 10,0,6,"Brian Hoyer pass complete short right to Ryan Griffin for 10 yards, touchdown",4.340,7.000
1,7:07,,,NOR 10,0,7,Nick Novak kicks extra point good,0.000,0.000
1,7:07,,,HOU 35,0,7,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
1,6:57,1,10,NOR 20,0,7,Drew Brees pass complete short right to Mark Ingram for -2 yards (tackle by Benardrick McKinney and Johnathan Joseph),0.280,-0.630
1,6:20,2,12,NOR 18,0,7,Drew Brees pass complete short right to Brandin Cooks for -2 yards (tackle by Johnathan Joseph),-0.630,-1.690
1,5:43,3,14,NOR 16,0,7,Drew Brees pass complete short right to C.J. Spiller for 1 yard (tackle by Eddie Pleasant and John Simon),-1.690,-2.320
1,5:11,4,13,NOR 17,0,7,"Thomas Morstead punts 41 yards, returned by Keith Mumphery for 8 yards (tackle by Ramon Humber)",-2.320,-2.260
1,4:58,1,10,,0,7,Brian Hoyer pass complete short left to DeAndre Hopkins for 13 yards (tackle by Jairus Byrd),2.260,3.120
1,4:24,1,10,NOR 37,0,7,Chris Polk right guard for 6 yards (tackle by Kenny Vaccaro and Ramon Humber),3.120,3.380
1,3:57,2,4,NOR 31,0,7,Chris Polk left guard for 3 yards (tackle by Bobby Richardson and Jairus Byrd),3.380,3.070
1,3:57,3,1,NOR 28,0,7,"Penalty on Kevin Williams: Neutral Zone Infraction, 5 yards (no play)",3.070,4.040
1,3:26,1,10,NOR 23,0,7,Cecil Shorts for 6 yards (tackle by Kyle Wilson),4.040,4.380
1,2:54,2,4,NOR 17,0,7,Chris Polk left tackle for 2 yards (tackle by Kenny Vaccaro),4.380,4.050
1,2:23,3,2,NOR 15,0,7,Akeem Hunt right end for 12 yards (tackle by Jairus Byrd),4.050,4.050
1,1:35,3,2,NOR 15,0,7,Timeout #1 by Houston Texans,4.050,6.510
1,1:35,1,3,NOR 3,0,13,"Brian Hoyer pass complete short middle to Cecil Shorts for 3 yards, touchdown",6.510,7.000
1,1:35,,,NOR 3,0,14,Nick Novak kicks extra point good,0.000,0.000
1,1:35,,,HOU 35,0,14,"Nick Novak kicks off 68 yards, returned by C.J. Spiller for 25 yards (tackle by Brian Peters)",0.000,-0.410
1,1:22,1,10,NOR 22,0,14,Mark Ingram middle for -2 yards (tackle by Whitney Mercilus and J.J. Watt),0.410,-0.400
1,0:48,2,12,NOR 20,0,14,Drew Brees pass incomplete short left intended for C.J. Spiller,-0.400,-1.090
1,0:42,3,12,NOR 20,0,14,Drew Brees pass complete short left to Brandin Cooks for 11 yards (tackle by Johnathan Joseph),-1.090,-1.310
1,0:03,4,1,NOR 31,0,14,"Thomas Morstead punts 53 yards, returned by Keith Mumphery for no gain",-1.310,0.140
Quarter,Time,Down,ToGo,Location,NOR,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 16,0,14,Chris Polk left guard for 4 yards (tackle by Kenny Vaccaro),-0.140,0.010
2,14:24,2,6,HOU 20,0,14,Brian Hoyer pass complete deep left to Ryan Griffin for 21 yards,0.010,1.660
2,13:51,1,10,HOU 41,0,14,Brian Hoyer pass complete short right to DeAndre Hopkins for 1 yard (tackle by Michael Mauti),1.660,1.260
2,13:13,2,9,HOU 42,0,14,"Brian Hoyer pass incomplete deep middle intended for Cecil Shorts is intercepted by Jairus Byrd at NOR-35 and returned for 27 yards. Penalty on Brandon Browner: Illegal Block Above the Waist, 10 yards",1.260,-2.190
2,12:57,1,10,NOR 49,0,14,Mark Ingram right tackle for -1 yards (tackle by Benardrick McKinney),2.190,1.510
2,12:10,2,11,NOR 48,0,14,Drew Brees pass complete short middle to Brandin Cooks for 11 yards (tackle by Brian Cushing),1.510,2.850
2,11:41,1,10,HOU 41,0,14,C.J. Spiller left end for -2 yards (tackle by Kevin Johnson),2.850,2.040
2,11:20,2,12,HOU 43,0,14,"Drew Brees pass incomplete short right intended for Brandin Cooks. Penalty on Andrus Peat: Offensive Holding, 10 yards (no play)",2.040,0.690
2,11:14,2,22,NOR 47,0,14,Drew Brees pass complete short right to T.J. Graham for -1 yards (tackle by Kareem Jackson),0.690,-0.100
2,10:37,3,23,NOR 46,0,14,Drew Brees pass incomplete deep left intended for Willie Snead,-0.100,-0.320
2,10:29,4,23,NOR 46,0,14,"Thomas Morstead punts 43 yards, out of bounds",-0.320,0.370
2,10:21,1,10,HOU 11,0,14,Alfred Blue right guard for 6 yards (tackle by John Jenkins),-0.370,-0.160
2,9:52,2,4,HOU 17,0,14,Brian Hoyer pass complete short left to Akeem Hunt for -2 yards (tackle by Stephone Anthony),-0.160,-0.950
2,9:10,3,6,HOU 15,0,14,Brian Hoyer pass incomplete short middle intended for Nate Washington,-0.950,-2.440
2,9:05,4,6,HOU 15,0,14,"Shane Lechler punts 45 yards, returned by Marcus Murphy for 12 yards (tackle by Jon Weeks)",-2.440,-2.390
2,8:52,1,10,HOU 48,0,14,Drew Brees pass incomplete short right intended for Ben Watson,2.390,1.850
2,8:42,2,10,HOU 48,0,14,Mark Ingram right end for 29 yards (tackle by Kareem Jackson and Jadeveon Clowney),1.850,4.310
2,8:42,1,10,HOU 19,0,14,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",4.310,3.970
2,7:44,1,15,HOU 24,0,14,Drew Brees pass complete short right to Ben Watson for 4 yards (tackle by Johnathan Joseph and Benardrick McKinney),3.970,3.630
2,7:04,2,11,HOU 20,0,14,Drew Brees pass incomplete short right intended for Marques Colston,3.630,2.940
2,6:57,3,11,HOU 20,0,14,Drew Brees pass complete short right to Ben Watson for 8 yards (tackle by Eddie Pleasant),2.940,2.730
2,6:35,4,3,HOU 12,3,14,Kai Forbath 30 yard field goal good,2.730,3.000
2,6:35,,,NOR 35,3,14,"Kai Forbath kicks off 69 yards, returned by Keith Mumphery for 27 yards (tackle by Ramon Humber)",0.000,-0.480
2,6:25,1,10,HOU 23,3,14,Jonathan Grimes left tackle for 3 yards (tackle by Tavaris Barnes and Michael Mauti),0.480,0.340
2,5:56,2,7,HOU 26,3,14,Jonathan Grimes right end for 7 yards (tackle by Stephone Anthony),0.340,1.140
2,5:14,1,10,HOU 33,3,14,Brian Hoyer pass complete short left to Jonathan Grimes for 8 yards (tackle by Michael Mauti and Kenny Vaccaro),1.140,1.670
2,4:36,2,2,HOU 41,3,14,Jonathan Grimes left guard for 4 yards (tackle by Michael Mauti),1.670,1.930
2,3:57,1,10,HOU 45,3,14,"Brian Hoyer pass incomplete. Penalty on Duane Brown: Offensive Holding, 10 yards (no play)",1.930,1.270
2,3:49,1,20,HOU 35,3,14,Jonathan Grimes middle for 2 yards (tackle by Ramon Humber),1.270,1.270
2,3:43,1,20,HOU 35,3,14,Timeout #1 by New Orleans Saints,1.270,0.300
2,3:43,2,18,HOU 37,3,14,Brian Hoyer pass complete short left to Chris Polk for 6 yards (tackle by Bobby Richardson),0.300,0.430
2,2:56,3,12,HOU 43,3,14,Brian Hoyer pass complete short right to Cecil Shorts for 7 yards (tackle by Stephone Anthony),0.430,0.430
2,2:41,3,12,HOU 43,3,14,Timeout #2 by New Orleans Saints,0.430,-0.060
2,2:40,4,5,,3,14,"Shane Lechler punts 50 yards, touchback",-0.060,-0.280
2,2:31,1,10,NOR 20,3,14,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Eddie Pleasant),0.280,1.000
2,2:12,1,10,NOR 31,3,14,"Drew Brees pass incomplete short right intended for Willie Snead. Penalty on Drew Brees: Intentional Grounding, 11 yards",1.000,-1.030
2,2:04,2,21,NOR 20,3,14,"Drew Brees pass complete short left to Mark Ingram for 17 yards (tackle by Quintin Demps and Eddie Pleasant). Drew Brees fumbles, recovered by Drew Brees at NOR-15",-1.030,0.560
2,1:54,3,4,NOR 37,3,14,Drew Brees pass complete deep right to Willie Snead for 24 yards (tackle by Kevin Johnson),0.560,2.980
2,1:31,1,10,HOU 39,3,14,Drew Brees pass incomplete short middle intended for Willie Snead (defended by Johnathan Joseph),2.980,2.440
2,1:26,2,10,HOU 39,3,14,Drew Brees pass incomplete short left intended for Willie Snead,2.440,1.750
2,1:22,3,10,HOU 39,3,14,Drew Brees pass incomplete short right intended for Ben Watson (defended by Eddie Pleasant),1.750,1.750
2,1:17,3,10,HOU 39,3,14,Timeout #3 by New Orleans Saints,1.750,0.660
2,1:17,4,10,HOU 39,6,14,Kai Forbath 57 yard field goal good,0.660,3.000
2,1:17,,,NOR 35,6,14,"Kai Forbath kicks off 69 yards, returned by Keith Mumphery for 25 yards (tackle by Jamarca Sanford). Keith Mumphery fumbles, recovered by Keith Mumphery at HOU-21",0.000,-0.340
2,1:07,1,10,HOU 21,6,14,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins,0.340,-0.200
2,1:02,2,10,HOU 21,6,14,Jonathan Grimes middle for 3 yards (tackle by Stephone Anthony),-0.200,-0.490
2,0:25,3,7,HOU 24,6,14,Jonathan Grimes middle for 2 yards (tackle by Hau'oli Kikaha and Ramon Humber),-0.490,-1.630
Quarter,Time,Down,ToGo,Location,NOR,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,6,14,"Kai Forbath kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,HOU 20,6,14,"Brian Hoyer pass incomplete short right intended for Nate Washington. Penalty on Delvin Breaux: Defensive Pass Interference, 10 yards (no play)",0.280,0.940
3,14:54,1,10,HOU 30,6,14,Alfred Blue right tackle for 6 yards (tackle by Stephone Anthony),0.940,1.200
3,14:18,2,4,HOU 36,6,14,"Brian Hoyer pass incomplete deep middle intended for Cecil Shorts. Penalty on Delvin Breaux: Defensive Holding, 5 yards (no play)",1.200,1.660
3,14:10,1,10,HOU 41,6,14,Alfred Blue left tackle for 1 yard (tackle by Kevin Williams and Cameron Jordan),1.660,1.260
3,13:32,2,9,HOU 42,6,14,Brian Hoyer pass complete short middle to Ryan Griffin for 37 yards (tackle by Delvin Breaux and Jairus Byrd),1.260,4.170
3,12:55,1,10,NOR 21,6,14,Brian Hoyer pass complete short right to C.J. Fiedorowicz for 6 yards (tackle by Kenny Vaccaro and Hau'oli Kikaha),4.170,4.550
3,12:13,2,4,NOR 15,6,14,Brian Hoyer pass complete short middle to DeAndre Hopkins for 7 yards (tackle by John Jenkins),4.550,5.370
3,11:35,1,8,NOR 8,6,20,"Alfred Blue middle for 8 yards, touchdown",5.370,7.000
3,11:35,,,NOR 8,6,21,Nick Novak kicks extra point good,0.000,0.000
3,11:35,,,HOU 35,6,21,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,11:28,1,10,NOR 20,6,21,Mark Ingram middle for 16 yards (tackle by Quintin Demps and Johnathan Joseph),0.280,1.330
3,10:54,1,10,NOR 36,6,21,Drew Brees sacked by J.J. Watt for -5 yards,1.330,0.120
3,10:54,2,15,NOR 31,6,21,"Penalty on Andrus Peat: False Start, 5 yards (no play)",0.120,-0.560
3,9:47,2,20,NOR 26,6,21,Drew Brees pass incomplete short left intended for Mark Ingram,-0.560,-1.220
3,9:42,3,20,NOR 26,6,21,Drew Brees pass incomplete short left intended for Mark Ingram,-1.220,-1.630
3,9:37,4,20,NOR 26,6,21,"Thomas Morstead punts 44 yards, out of bounds",-1.630,-0.940
3,9:28,1,10,HOU 30,6,21,Chris Polk middle for 2 yards (tackle by John Jenkins and Tavaris Barnes),0.940,0.660
3,8:54,2,8,HOU 32,6,21,"Cecil Shorts for 7 yards (tackle by Kenny Vaccaro). Cecil Shorts fumbles (forced by Kenny Vaccaro), recovered by Jonathan Grimes at HOU-41",0.660,1.660
3,8:16,1,10,HOU 41,6,21,Chris Polk middle for 4 yards (tackle by John Jenkins),1.660,1.660
3,7:36,2,6,HOU 45,6,21,Brian Hoyer pass complete deep left to Nate Washington for 32 yards (tackle by Jairus Byrd),1.660,4.040
3,7:02,1,10,NOR 23,6,21,Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins (defended by Brandon Browner),4.040,3.500
3,6:56,2,10,NOR 23,6,21,Brian Hoyer pass incomplete short left intended for Ryan Griffin,3.500,2.810
3,6:51,3,10,NOR 23,6,21,Brian Hoyer pass complete short right to Nate Washington for 7 yards (tackle by Jairus Byrd and Stephone Anthony),2.810,2.480
3,6:09,4,3,NOR 16,6,24,Nick Novak 34 yard field goal good,2.480,3.000
3,6:09,,,HOU 35,6,24,"Nick Novak kicks off 67 yards, returned by C.J. Spiller for 25 yards (tackle by Akeem Dent). Penalty on Brandon Coleman: Illegal Block Above the Waist, 6 yards",0.000,0.380
3,5:57,1,10,NOR 7,6,24,Drew Brees pass complete short left to Mark Ingram for 3 yards (tackle by Benardrick McKinney),-0.380,-0.560
3,5:31,2,7,NOR 10,6,24,Mark Ingram right tackle for 1 yard (tackle by Brian Cushing and J.J. Watt),-0.560,-0.950
3,4:49,3,6,NOR 11,6,24,Drew Brees pass incomplete short right intended for Brandin Cooks,-0.950,-2.490
3,4:43,4,6,NOR 11,6,24,"Thomas Morstead punts 52 yards, returned by Keith Mumphery for 11 yards (tackle by Josh Hill). Penalty on T.J. Graham: Unsportsmanlike Conduct, 15 yards",-2.490,-3.120
3,4:30,1,10,NOR 37,6,24,Cecil Shorts for 7 yards (tackle by Kenny Vaccaro and Stephone Anthony),3.120,3.520
3,3:53,2,3,NOR 30,6,24,"Alfred Blue left guard for 6 yards (tackle by Kenny Vaccaro). Penalty on Xavier Su'a-Filo: Offensive Holding, 10 yards (no play)",3.520,2.170
3,3:37,2,13,NOR 40,6,24,Akeem Hunt right end for -2 yards (tackle by Delvin Breaux),2.170,1.220
3,3:10,3,15,NOR 42,6,24,Jonathan Grimes right guard for 4 yards (tackle by Ramon Humber and Tyeler Davison),1.220,0.720
3,3:10,4,11,NOR 38,6,24,"Penalty on HOU: Delay of Game, 5 yards (no play)",0.720,0.400
3,2:18,4,16,NOR 43,6,24,"Shane Lechler punts 43 yards, touchback",0.400,-0.280
3,2:09,1,10,NOR 20,6,24,Drew Brees sacked by J.J. Watt for -5 yards,0.280,-1.070
3,1:35,2,15,NOR 15,6,24,Mark Ingram right guard for 5 yards (tackle by Andre Hal),-1.070,-0.960
3,0:58,3,10,NOR 20,6,24,Drew Brees pass complete short middle to Ben Watson for 15 yards (tackle by Kareem Jackson and Eddie Pleasant),-0.960,1.270
3,0:24,1,10,NOR 35,6,24,Mark Ingram right guard for 4 yards (tackle by John Simon),1.270,1.260
Quarter,Time,Down,ToGo,Location,NOR,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NOR 39,6,24,Drew Brees pass complete short left to Willie Snead for 13 yards (tackle by Quintin Demps and Brian Cushing),1.260,2.390
4,14:29,1,10,HOU 48,6,24,Mark Ingram middle for -1 yards (tackle by Vince Wilfork and Jared Crick),2.390,2.390
4,13:44,1,10,HOU 48,6,24,Timeout #1 by New Orleans Saints,2.390,1.710
4,13:44,2,11,HOU 49,6,24,Drew Brees pass complete short right to C.J. Spiller for 7 yards (tackle by Johnathan Joseph),1.710,1.950
4,13:14,3,4,HOU 42,6,24,Drew Brees pass complete deep right to Ben Watson for 26 yards (tackle by Andre Hal),1.950,4.510
4,12:34,1,10,HOU 16,6,24,Drew Brees pass incomplete deep left intended for Josh Hill,4.510,3.900
4,12:26,2,10,HOU 16,6,24,Drew Brees pass incomplete deep middle intended for Brandin Cooks is intercepted by Kareem Jackson at HOU-0 and returned for 50 yards,3.900,-2.260
4,12:11,1,10,,6,24,Alfred Blue left guard for 2 yards (tackle by Tyeler Davison and John Jenkins),2.260,1.980
4,11:33,2,8,NOR 48,6,24,Alfred Blue left guard for 5 yards (tackle by Brandon Browner),1.980,1.950
4,10:50,3,3,NOR 43,6,24,Brian Hoyer pass complete short middle to Nate Washington for 4 yards (tackle by Stephone Anthony),1.950,2.980
4,10:05,1,10,NOR 39,6,24,Brian Hoyer pass incomplete short right intended for DeAndre Hopkins,2.980,2.440
4,10:05,2,10,NOR 39,6,24,"Penalty on C.J. Fiedorowicz: False Start, 5 yards (no play)",2.440,1.770
4,10:00,2,15,NOR 44,6,24,Alfred Blue middle for 3 yards (tackle by Delvin Breaux and John Jenkins),1.770,1.490
4,9:21,3,12,NOR 41,6,24,Brian Hoyer sacked by Cameron Jordan for -10 yards,1.490,1.490
4,9:14,3,12,NOR 41,6,24,Timeout #2 by New Orleans Saints,1.490,-0.130
4,9:14,4,22,HOU 49,6,24,"Shane Lechler punts 51 yards, touchback",-0.130,-0.280
4,9:06,1,10,NOR 20,6,24,Drew Brees pass complete short left to Marques Colston for 19 yards (tackle by Charles James),0.280,1.530
4,8:52,1,10,NOR 39,6,24,Drew Brees pass complete short left to Brandin Cooks for 7 yards (tackle by Kevin Johnson),1.530,1.930
4,8:31,2,3,NOR 46,6,24,Drew Brees pass complete short left to Mark Ingram for 5 yards (tackle by Jadeveon Clowney),1.930,2.320
4,8:07,1,10,HOU 49,6,24,Drew Brees pass complete short left to Mark Ingram for 6 yards (tackle by John Simon),2.320,2.590
4,7:43,2,4,HOU 43,6,24,Drew Brees pass complete short right to Willie Snead for 8 yards (tackle by Johnathan Joseph),2.590,3.250
4,7:29,1,10,HOU 35,6,24,Drew Brees pass complete short left to Mark Ingram for 16 yards (tackle by Quintin Demps),3.250,4.310
4,6:54,1,10,HOU 19,6,24,Drew Brees pass incomplete deep middle intended for Ben Watson,4.310,3.750
4,6:47,2,10,HOU 19,6,24,"Drew Brees pass complete short middle to Ben Watson for 4 yards (tackle by Brian Cushing). Penalty on Brian Cushing: Defensive Holding, 5 yards (no play)",3.750,4.650
4,6:22,1,10,HOU 14,6,24,Drew Brees pass incomplete short left intended for Ben Watson,4.650,4.000
4,6:18,2,10,HOU 14,6,24,Drew Brees pass incomplete short middle intended for Michael Hoomanawanui,4.000,3.110
4,6:12,3,10,HOU 14,6,24,Drew Brees pass complete short middle to Marques Colston for 8 yards (tackle by Kareem Jackson and Quintin Demps),3.110,3.110
4,5:49,3,10,HOU 14,6,24,Timeout #3 by New Orleans Saints,3.110,3.010
4,5:49,4,2,HOU 6,6,24,Drew Brees pass incomplete short right intended for Brandon Coleman (defended by Quintin Demps),3.010,0.380
4,5:43,1,10,HOU 6,6,24,Alfred Blue right guard for 12 yards (tackle by Stephone Anthony and Hau'oli Kikaha),-0.380,0.040
4,4:59,1,10,HOU 18,6,24,Alfred Blue left guard for no gain (tackle by Cameron Jordan and Tyeler Davison),0.040,-0.490
4,4:16,2,10,HOU 18,6,24,Alfred Blue right end for -2 yards (tackle by Michael Mauti),-0.490,-1.500
4,3:36,3,12,HOU 16,6,24,Akeem Hunt middle for 17 yards (tackle by Jairus Byrd and Ramon Humber),-1.500,1.140
4,2:50,1,10,HOU 33,6,24,Alfred Blue left guard for 4 yards (tackle by Kenny Vaccaro and Brandon Browner),1.140,1.130
4,2:08,2,6,HOU 37,6,24,Alfred Blue left tackle for 12 yards (tackle by Michael Mauti and Kenny Vaccaro),1.130,2.190
4,2:00,1,10,HOU 49,6,24,Brian Hoyer kneels for -1 yards,2.190,1.510
4,1:17,2,11,HOU 48,6,24,Brian Hoyer kneels for -1 yards,1.510,0.700
4,0:38,3,12,HOU 47,6,24,Brian Hoyer kneels for -1 yards,0.700,-0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
