Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
1,5:14,1,10,CHI 11,0,6,"Drew Brees pass complete short middle to Michael Thomas for 11 yards, touchdown",4.840,7.000
1,5:09,,,CHI 15,0,7,Wil Lutz kicks extra point good,0.000,0.000
1,5:09,,,NOR 35,0,7,"Wil Lutz kicks off 71 yards, returned by Cordarrelle Patterson for 26 yards (tackle by Chase Hansen)",0.000,0.280
1,5:03,1,10,CHI 20,0,7,Mitchell Trubisky pass complete short left to Cole Kmet for 9 yards (tackle by Demario Davis),0.280,0.950
1,4:34,2,1,CHI 29,0,7,David Montgomery left guard for 3 yards (tackle by Chauncey Gardner-Johnson),0.950,1.070
1,3:58,1,10,CHI 32,0,7,Mitchell Trubisky pass complete deep right to Javon Wims for 28 yards (tackle by Janoris Jenkins),1.070,2.920
1,3:42,1,10,NOR 40,0,7,Mitchell Trubisky pass incomplete deep middle intended for Javon Wims,2.920,2.370
1,3:34,2,10,NOR 40,0,7,David Montgomery right guard for no gain (tackle by Malcom Brown),2.370,1.680
1,2:56,3,10,NOR 40,0,7,Mitchell Trubisky pass complete short middle to Cole Kmet for 6 yards (tackle by Marshon Lattimore),1.680,1.080
1,2:12,,,,,,Timeout #1 by Chicago Bears,,
1,2:12,4,4,NOR 34,0,7,Mitchell Trubisky right end for 2 yards (tackle by Chauncey Gardner-Johnson),1.080,-1.070
1,2:05,1,10,NOR 32,0,7,Taysom Hill left end for 10 yards (tackle by Tashaun Gipson),1.070,1.730
1,1:38,1,10,NOR 42,0,7,Drew Brees pass complete short left to Michael Burton for 6 yards (tackle by Danny Trevathan),1.730,2.000
1,0:56,2,4,NOR 48,0,7,Drew Brees pass incomplete short right,2.000,1.290
1,0:52,3,4,NOR 48,0,7,"Penalty on Cesar Ruiz: False Start, 5 yards (no play)",1.290,0.630
1,0:52,3,9,NOR 43,0,7,Drew Brees pass complete short left to Deonte Harris for 17 yards (tackle by Eddie Jackson),0.630,2.920
1,0:13,1,10,CHI 40,0,7,Alvin Kamara left guard for -1 yards (tackle by Mario Edwards),2.920,2.240
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,CHI 41,0,7,Drew Brees pass incomplete short middle intended for Jared Cook,2.240,1.550
2,14:56,3,11,CHI 41,0,7,Alvin Kamara right guard for 9 yards (tackle by Danny Trevathan),1.550,1.300
2,14:14,4,2,CHI 32,0,7,Wil Lutz 50 yard field goal no good,1.300,-1.600
2,14:07,1,10,CHI 40,0,7,Mitchell Trubisky pass incomplete short right,1.600,1.050
2,14:00,2,10,CHI 40,0,7,David Montgomery left tackle for 2 yards (tackle by Cameron Jordan),1.050,0.630
2,13:16,3,8,CHI 42,0,7,Mitchell Trubisky pass incomplete short right intended for Anthony Miller,0.630,-0.590
2,13:10,4,8,CHI 42,0,7,"Pat O'Donnell punts 42 yards, fair catch by Deonte Harris at NO-16",-0.590,0.140
2,13:03,,,,,,Timeout #1 by New Orleans Saints,,
2,13:03,1,10,NOR 16,0,7,Latavius Murray left tackle for 4 yards (tackle by Brent Urban),-0.140,0.010
2,12:20,2,6,NOR 20,0,7,Alvin Kamara left guard for 7 yards (tackle by Robert Quinn),0.010,0.740
2,11:38,1,10,NOR 27,0,7,"Taysom Hill sacked by Tashaun Gipson for -3 yards. Taysom Hill fumbles (forced by Tashaun Gipson), recovered by John Jenkins at NO-24",0.740,-3.970
2,11:30,1,10,NOR 24,0,7,David Montgomery left tackle for 4 yards (tackle by Marcus Davenport),3.970,3.970
2,11:06,2,6,NOR 20,0,7,David Montgomery right guard for 6 yards (tackle by Chauncey Gardner-Johnson and Malcolm Jenkins),3.970,4.650
2,10:25,1,10,NOR 14,0,7,David Montgomery left guard for 4 yards (tackle by Marcus Davenport and David Onyemata),4.650,4.710
2,9:40,2,6,NOR 10,0,7,"Mitchell Trubisky pass complete short left to Cole Kmet for 1 yard (tackle by Malcolm Jenkins). Penalty on Cole Kmet: Unsportsmanlike Conduct, 15 yards",4.710,2.080
2,9:07,3,20,NOR 24,0,7,Mitchell Trubisky pass complete short middle to Anthony Miller for 11 yards (tackle by Chauncey Gardner-Johnson and Demario Davis),2.080,2.570
2,8:27,4,9,NOR 13,0,7,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",2.570,2.250
2,8:11,4,14,NOR 18,3,7,Cairo Santos 36 yard field goal good,2.250,3.000
2,8:06,,,CHI 35,3,7,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,8:06,1,10,NOR 25,3,7,Drew Brees pass complete short right to Jared Cook for 7 yards (tackle by Danny Trevathan),0.610,1.010
2,7:27,2,3,NOR 32,3,7,"Penalty on Robert Quinn: Neutral Zone Infraction, 5 yards (no play)",1.010,1.400
2,7:05,1,10,NOR 37,3,7,Drew Brees pass incomplete short right intended for Michael Thomas (defended by Tashaun Gipson),1.400,0.860
2,7:01,2,10,NOR 37,3,7,Deonte Harris right end for -2 yards (tackle by Mario Edwards),0.860,-0.100
2,6:27,3,12,NOR 35,3,7,Drew Brees pass incomplete short right,-0.100,-1.040
2,6:22,4,12,NOR 35,3,7,"Thomas Morstead punts 45 yards, fair catch by DeAndre Carter at CHI-20",-1.040,-0.280
2,6:15,1,10,CHI 20,3,7,Mitchell Trubisky pass complete short middle to Anthony Miller for 11 yards (tackle by Chauncey Gardner-Johnson),0.280,1.000
2,5:35,1,10,CHI 31,3,7,David Montgomery right guard for 1 yard (tackle by Alex Anzalone and Shy Tuttle),1.000,0.600
2,4:51,2,9,CHI 32,3,7,Mitchell Trubisky pass complete short left to Allen Robinson for 2 yards (tackle by Janoris Jenkins),0.600,0.170
2,4:26,3,7,CHI 34,3,7,Mitchell Trubisky pass incomplete short middle intended for David Montgomery (defended by P.J. Williams),0.170,-1.110
2,4:21,4,7,CHI 34,3,7,"Pat O'Donnell punts 47 yards, returned by Deonte Harris for 4 yards (tackle by Tashaun Gipson)",-1.110,-0.480
2,4:11,1,10,NOR 23,3,7,Alvin Kamara right guard for 3 yards (tackle by Manti Te'o),0.480,0.340
2,3:32,2,7,NOR 26,3,7,Drew Brees pass incomplete short right intended for Adam Trautman (defended by Khalil Mack),0.340,-0.360
2,3:28,3,7,NOR 26,3,7,Drew Brees pass complete short left to Deonte Harris for 24 yards (tackle by Eddie Jackson),-0.360,2.260
2,2:45,1,10,NOR 50,3,7,Drew Brees pass complete short right to Emmanuel Sanders for no gain (tackle by Eddie Jackson),2.260,1.710
2,2:12,2,10,NOR 50,3,7,Drew Brees pass complete short right to Michael Thomas for 6 yards (tackle by Kindle Vildor),1.710,1.820
2,2:00,3,4,CHI 44,3,7,Drew Brees pass incomplete short middle intended for Michael Thomas (defended by Kyle Fuller),1.820,0.330
2,1:55,4,4,CHI 44,3,7,"Penalty on Alex Anzalone: False Start, 5 yards (no play)",0.330,0.000
2,1:55,4,9,CHI 49,3,7,"Thomas Morstead punts 31 yards, fair catch by DeAndre Carter at CHI-18",0.000,-0.040
2,1:49,1,10,CHI 18,3,7,David Montgomery left tackle for 5 yards (tackle by Alex Anzalone),0.040,0.280
2,1:42,,,,,,Timeout #3 by New Orleans Saints,,
2,1:42,2,5,CHI 23,3,7,David Montgomery left tackle for 3 yards (tackle by Demario Davis),0.280,-0.140
2,1:00,3,2,CHI 26,3,7,Ryan Nall right guard for no gain (tackle by Malcom Brown and David Onyemata),-0.140,-1.630
2,0:14,,,,,,Timeout #2 by Chicago Bears,,
2,0:14,4,2,CHI 26,3,7,"Pat O'Donnell punts 46 yards, returned by Deonte Harris for 7 yards (tackle by Josh Woods). Penalty on Justin Hardee: Running Into the Kicker (Offsetting) . Penalty on Lil'Jordan Humphrey: Unsportsmanlike Conduct (Offsetting) (no play)",-1.630,-1.630
2,0:06,4,2,CHI 26,3,7,Pat O'Donnell punts 31 yards out of bounds,-1.630,0.670
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,3,7,"Wil Lutz kicks off 73 yards, returned by Cordarrelle Patterson for 42 yards (tackle by P.J. Williams)",0.000,1.200
3,14:54,1,10,CHI 34,3,7,"Penalty on Cole Kmet: False Start, 5 yards (no play)",1.200,0.870
3,14:54,1,15,CHI 29,3,7,David Montgomery right tackle for no gain (tackle by Cameron Jordan),0.870,-0.020
3,14:21,2,15,CHI 29,3,7,Mitchell Trubisky pass complete deep left to Allen Robinson for 21 yards (tackle by Janoris Jenkins),-0.020,2.260
3,13:41,1,10,CHI 50,3,7,Mitchell Trubisky pass incomplete short right,2.260,1.710
3,13:36,2,10,CHI 50,3,7,Mitchell Trubisky pass complete short right to Allen Robinson for 15 yards (tackle by Malcolm Jenkins). Penalty on Marshon Lattimore: Defensive Holding (Declined),1.710,3.250
3,13:14,1,10,NOR 35,3,7,DeAndre Carter right end for 3 yards (tackle by Cameron Jordan),3.250,3.110
3,12:32,2,7,NOR 32,3,7,Mitchell Trubisky sacked by Sheldon Rankins for -8 yards,3.110,1.350
3,11:49,3,15,NOR 40,3,7,Mitchell Trubisky pass incomplete short right intended for Javon Wims. Penalty on Anthony Miller: Disqualification (Offsetting) . Penalty on Kindle Vildor: Unsportsmanlike Conduct (Offsetting),1.350,0.590
3,11:44,4,15,NOR 40,3,7,"Pat O'Donnell punts 25 yards, fair catch by Deonte Harris at NO-15",0.590,0.220
3,11:37,1,10,NOR 15,3,7,Alvin Kamara right guard for 6 yards (tackle by Robert Quinn),-0.220,0.210
3,10:58,2,4,NOR 21,3,7,"Drew Brees aborted snap, recovered by Alvin Kamara at NO-21 (tackle by Akiem Hicks)",0.210,-0.630
3,10:17,3,4,NOR 21,3,7,Drew Brees pass complete deep left to Michael Thomas for 38 yards (tackle by Kyle Fuller),-0.630,2.850
3,9:32,1,10,CHI 41,3,7,Drew Brees pass complete short right to Jared Cook for 10 yards (tackle by Danny Trevathan),2.850,3.510
3,8:40,1,10,CHI 31,3,7,Drew Brees pass complete short right to Alvin Kamara for 7 yards (tackle by Tashaun Gipson),3.510,3.910
3,7:55,2,3,CHI 24,3,7,Alvin Kamara left tackle for 1 yard (tackle by Bilal Nichols),3.910,3.340
3,7:14,3,2,CHI 23,3,7,Drew Brees pass complete short right to Emmanuel Sanders for 3 yards (tackle by Duke Shelley),3.340,4.240
3,6:39,1,10,CHI 20,3,7,Latavius Murray right tackle for 1 yard (tackle by John Jenkins),4.240,3.820
3,5:55,2,9,CHI 19,3,7,Drew Brees pass incomplete deep middle intended for Jared Cook (defended by Duke Shelley),3.820,3.100
3,5:50,3,9,CHI 19,3,7,"Penalty on NOR: Delay of Game, 5 yards (no play)",3.100,2.480
3,5:50,3,14,CHI 24,3,7,Drew Brees pass complete short right to Jared Cook for 11 yards (tackle by Tashaun Gipson),2.480,2.670
3,5:09,4,3,CHI 13,3,7,"Penalty on Eddie Jackson: Neutral Zone Infraction, 5 yards (no play)",2.670,5.370
3,4:57,1,8,CHI 8,3,7,Latavius Murray left guard for 2 yards (tackle by Manti Te'o),5.370,4.950
3,4:18,2,6,CHI 6,3,13,"Drew Brees pass complete short right to Latavius Murray for 6 yards, touchdown",4.950,7.000
3,4:08,,,CHI 15,3,14,Wil Lutz kicks extra point good,0.000,0.000
3,4:08,,,NOR 35,3,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,4:08,1,10,CHI 25,3,14,Cordarrelle Patterson left guard for 2 yards (tackle by Sheldon Rankins),0.610,0.330
3,3:36,2,8,CHI 27,3,14,Mitchell Trubisky pass incomplete deep left intended for Javon Wims (defended by Marshon Lattimore),0.330,-0.360
3,3:28,3,8,CHI 27,3,14,Mitchell Trubisky pass complete short left to DeAndre Carter for 3 yards (tackle by Janoris Jenkins),-0.360,-1.370
3,2:52,4,5,CHI 30,3,14,"Pat O'Donnell punts 45 yards, returned by Deonte Harris for 11 yards (tackle by Patrick Scales)",-1.370,-1.330
3,2:41,1,10,NOR 36,3,14,Drew Brees pass complete short left to Latavius Murray for 5 yards (tackle by Kyle Fuller),1.330,1.470
3,2:09,2,5,NOR 41,3,14,Alvin Kamara right tackle for -1 yards (tackle by Khalil Mack),1.470,0.630
3,1:31,3,6,NOR 40,3,14,Drew Brees pass complete short left to Alvin Kamara for 10 yards (tackle by Tashaun Gipson),0.630,2.260
3,1:03,1,10,NOR 50,3,14,Drew Brees pass complete short right to Taysom Hill for 5 yards (tackle by Barkevious Mingo),2.260,2.390
3,0:22,2,5,CHI 45,3,14,Taysom Hill right tackle for 1 yard (tackle by Bilal Nichols and Danny Trevathan),2.390,1.820
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CHI 44,3,14,Drew Brees pass complete short right to Deonte Harris for 5 yards (tackle by Kindle Vildor),1.820,2.980
4,14:19,1,10,CHI 39,3,14,Alvin Kamara right guard for 4 yards (tackle by Akiem Hicks and Brent Urban),2.980,2.980
4,13:38,2,6,CHI 35,3,14,Drew Brees pass incomplete short left intended for Jared Cook,2.980,2.280
4,13:34,3,6,CHI 35,3,14,"Penalty on Erik McCoy: False Start, 5 yards (no play)",2.280,1.620
4,13:34,3,11,CHI 40,3,14,Drew Brees pass complete short left to Lil'Jordan Humphrey for 14 yards (tackle by Mario Edwards),1.620,3.840
4,12:50,1,10,CHI 26,3,14,Alvin Kamara right guard for 5 yards (tackle by Kindle Vildor),3.840,3.970
4,12:12,2,5,CHI 21,3,14,Drew Brees pass complete short middle to Jared Cook for 12 yards (tackle by Danny Trevathan),3.970,5.140
4,11:32,1,9,CHI 9,3,14,Alvin Kamara left guard for 4 yards (tackle by Akiem Hicks and Bilal Nichols),5.140,5.150
4,10:46,2,5,CHI 5,3,14,"Drew Brees sacked by Khalil Mack for no gain. Penalty on Kindle Vildor: Defensive Holding, 3 yards (no play)",5.150,6.740
4,10:17,1,2,CHI 2,3,14,Taysom Hill right end for no gain (tackle by Eddie Jackson),6.740,5.720
4,9:43,2,2,CHI 2,3,14,"Taysom Hill pass incomplete short right intended for Josh Hill. Penalty on Danny Trevathan: Defensive Pass Interference, 1 yard (no play)",5.720,6.970
4,9:39,1,1,CHI 1,3,14,Alvin Kamara left guard for -2 yards (tackle by Joel Iyiegbuniwe),6.970,5.530
4,8:53,,,,,,Timeout #1 by New Orleans Saints,,
4,8:53,2,3,CHI 3,3,20,"Alvin Kamara up the middle for 3 yards, touchdown",5.530,7.000
4,8:50,,,CHI 15,3,21,Wil Lutz kicks extra point good,0.000,0.000
4,8:50,,,NOR 35,3,21,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,8:50,1,10,CHI 25,3,21,David Montgomery up the middle for no gain (tackle by Malcom Brown),0.610,0.060
4,8:24,2,10,CHI 25,3,21,Mitchell Trubisky left end for 1 yard (tackle by Cameron Jordan),0.060,-0.490
4,7:50,3,9,CHI 26,3,21,Mitchell Trubisky pass incomplete short right intended for DeAndre Carter,-0.490,-1.630
4,7:45,4,9,CHI 26,3,21,"Pat O'Donnell punts 42 yards, fair catch by Deonte Harris at NO-32",-1.630,-1.070
4,7:38,1,10,NOR 32,3,21,Drew Brees pass complete short right to Deonte Harris for 10 yards (tackle by Danny Trevathan),1.070,1.730
4,7:04,1,10,NOR 42,3,21,Alvin Kamara left tackle for no gain (tackle by Akiem Hicks),1.730,1.190
4,6:24,2,10,NOR 42,3,21,Drew Brees pass complete short middle to Michael Burton for 9 yards (tackle by Danny Trevathan),1.190,1.690
4,5:39,3,1,CHI 49,3,21,Drew Brees up the middle for 2 yards (tackle by Akiem Hicks),1.690,2.460
4,5:01,1,10,CHI 47,3,21,Alvin Kamara right end for 25 yards (tackle by Eddie Jackson),2.460,4.110
4,4:12,1,10,CHI 22,3,21,Alvin Kamara right end for 8 yards (tackle by Bilal Nichols),4.110,4.850
4,3:26,2,2,CHI 14,3,21,Alvin Kamara up the middle for 1 yard (tackle by Bilal Nichols and Manti Te'o),4.850,4.390
4,3:16,,,,,,Timeout #1 by Chicago Bears,,
4,3:16,3,1,CHI 13,3,21,"Penalty on Brent Urban: Neutral Zone Infraction, 6 yards (no play)",4.390,5.600
4,3:16,1,7,CHI 7,3,21,Alvin Kamara right end for 5 yards (tackle by Danny Trevathan),5.600,5.720
4,3:09,,,,,,Timeout #2 by New Orleans Saints,,
4,3:09,2,2,CHI 2,3,21,Alvin Kamara right guard for 1 yard (tackle by Khalil Mack and Akiem Hicks),5.720,5.170
4,2:29,3,1,CHI 1,3,21,Alvin Kamara left guard for no gain (tackle by Tashaun Gipson and Bilal Nichols),5.170,3.550
4,2:22,,,,,,Timeout #2 by Chicago Bears,,
4,2:22,4,1,CHI 1,3,21,Drew Brees up the middle for no gain (tackle by Manti Te'o),3.550,0.380
4,2:19,1,10,CHI 1,3,21,Mitchell Trubisky pass incomplete short middle intended for Cole Kmet (defended by Marshon Lattimore),-0.380,-0.780
4,2:16,2,10,CHI 1,3,21,Mitchell Trubisky pass complete short right to DeAndre Carter for 8 yards (tackle by Marcus Williams),-0.780,-0.480
4,2:00,3,2,CHI 9,3,21,Mitchell Trubisky pass complete short left to Riley Ridley for 18 yards (tackle by Marcus Williams),-0.480,0.740
4,1:53,1,10,CHI 27,3,21,Mitchell Trubisky pass complete short middle to Allen Robinson for 5 yards (tackle by Marshon Lattimore),0.740,0.870
4,1:30,2,5,CHI 32,3,21,Mitchell Trubisky right end for 7 yards (tackle by Chauncey Gardner-Johnson),0.870,1.530
4,1:20,1,10,CHI 39,3,21,Mitchell Trubisky pass complete short left to Allen Robinson for 5 yards (tackle by Janoris Jenkins),1.530,1.660
4,0:57,2,5,CHI 44,3,21,Mitchell Trubisky pass complete short right to Riley Ridley for 18 yards (tackle by Demario Davis),1.660,3.050
4,0:33,1,10,NOR 38,3,21,Mitchell Trubisky pass complete short left to Allen Robinson for 7 yards (tackle by Demario Davis),3.050,3.450
4,0:27,2,3,NOR 31,3,21,Mitchell Trubisky pass complete short right to DeAndre Carter for 6 yards (tackle by Chauncey Gardner-Johnson),3.450,3.910
4,0:21,1,10,NOR 25,3,21,Mitchell Trubisky pass complete short middle to Jimmy Graham for 6 yards (tackle by Marcus Williams),3.910,4.200
4,0:03,2,4,NOR 19,9,21,"Mitchell Trubisky pass complete deep middle to Jimmy Graham for 19 yards, touchdown",4.200,7.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
