Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
1,9:33,2,4,CAR 11,0,3,"Penalty on Taylor Moton: False Start, 5 yards (accepted) (no play)",,
1,9:15,2,9,CAR 6,0,3,Sam Darnold pass deep right intended for D.J. Moore is intercepted by Darius Slay at CAR-29 and returned for 19 yards (tackle by D.J. Moore),,
1,9:02,1,10,CAR 10,0,3,Jalen Hurts pass complete short right to Quez Watkins for -5 yards (tackle by Keith Taylor),,
1,8:24,2,15,CAR 15,0,3,Jalen Hurts pass complete short left to Miles Sanders for 3 yards (tackle by Haason Reddick),,
1,7:41,3,12,CAR 12,0,3,Jalen Hurts pass complete short right to DeVonta Smith for 10 yards (tackle by Keith Taylor),,
1,6:54,4,2,CAR 2,0,3,"Jalen Hurts pass complete short left to DeVonta Smith for no gain, touchdown. Penalty on Greg Ward: Offensive Pass Interference, 10 yards (accepted) (no play)",,
1,6:50,4,12,CAR 12,3,3,Jake Elliott 30 yard field goal good,,
1,6:47,,,PHI 35,3,3,"Jake Elliott kicks off 66 yards, returned by Alex Erickson for 39 yards (tackle by Patrick Johnson)",,
1,6:39,1,10,CAR 38,3,3,Royce Freeman left tackle for no gain (tackle by Milton Williams and Marcus Epps),,
1,6:00,2,10,CAR 38,3,3,Sam Darnold pass complete short middle to Ian Thomas for 13 yards (tackle by Marcus Epps),,
1,5:34,1,10,PHI 49,3,3,Chuba Hubbard left tackle for 26 yards (tackle by Marcus Epps),,
1,5:13,1,10,PHI 23,3,3,Chuba Hubbard right guard for 3 yards (tackle by Tarron Jackson),,
1,4:42,2,7,PHI 20,3,3,Sam Darnold pass incomplete short left,,
1,4:36,3,7,PHI 20,3,3,Sam Darnold pass complete short middle to D.J. Moore for 14 yards (tackle by Marcus Epps),,
1,3:58,1,6,PHI 6,3,3,Chuba Hubbard left tackle for 1 yard (tackle by T.J. Edwards and Genard Avery),,
1,3:17,2,5,PHI 5,3,3,Sam Darnold pass incomplete short middle intended for Robbie Anderson,,
1,3:12,3,5,PHI 5,3,9,"Sam Darnold pass complete short left to Tommy Tremble for 5 yards, touchdown",,
1,3:09,,,PHI 15,3,10,Zane Gonzalez kicks extra point good,,
1,3:09,,,CAR 35,3,10,"Zane Gonzalez kicks off 65 yards, touchback.",,
1,3:09,1,10,PHI 25,3,10,Jalen Hurts pass incomplete short left intended for DeVonta Smith,,
1,3:04,2,10,PHI 25,3,10,Jalen Hurts pass complete short left to Jalen Reagor for 8 yards (tackle by C.J. Henderson),,
1,2:23,3,2,PHI 33,3,10,Jalen Hurts pass complete short right to Kenneth Gainwell for 8 yards (tackle by Jeremy Chinn),,
1,2:02,1,10,PHI 41,3,10,Kenneth Gainwell up the middle for 4 yards (tackle by Julian Stanford and Bravvion Roy),,
1,1:27,2,6,PHI 45,3,10,Miles Sanders up the middle for 1 yard (tackle by Daviyon Nixon and Jeremy Chinn),,
1,0:41,3,5,PHI 46,3,10,Jalen Hurts pass incomplete short right intended for Zach Ertz (defended by A.J. Bouye),,
1,0:36,4,5,PHI 46,3,10,"Arryn Siposs punts 49 yards, returned by Alex Erickson for 22 yards (tackle by Alex Singleton)",,
1,0:26,1,10,CAR 27,3,10,Chuba Hubbard left tackle for 5 yards (tackle by T.J. Edwards),,
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CAR 32,3,10,Sam Darnold pass complete short right to Terrace Marshall for 6 yards (tackle by Steven Nelson),,
2,14:30,1,10,CAR 38,3,10,Sam Darnold pass complete short right to D.J. Moore for 12 yards (tackle by Rodney McLeod and T.J. Edwards),,
2,13:55,1,10,PHI 50,3,10,Chuba Hubbard up the middle for no gain (tackle by T.J. Edwards and Josh Sweat),,
2,13:12,2,10,PHI 50,3,10,Sam Darnold pass incomplete deep right intended for Robbie Anderson (defended by Avonte Maddox),,
2,13:05,3,10,PHI 50,3,10,Sam Darnold pass incomplete deep left intended for Terrace Marshall,,
2,13:00,4,10,PHI 50,3,10,"Joseph Charlton punts 42 yards, fair catch by Jalen Reagor at PHI-8",,
2,12:51,1,10,PHI 8,3,10,Miles Sanders up the middle for 3 yards (tackle by Haason Reddick),,
2,12:16,2,7,PHI 11,3,10,Jalen Hurts pass complete short right to Miles Sanders for 2 yards (tackle by Donte Jackson),,
2,11:43,,,,,,Timeout #1 by Philadelphia Eagles,,
2,11:43,3,5,PHI 13,3,10,Jalen Hurts pass complete short right to Zach Ertz for 7 yards (tackle by DaQuan Jones and Donte Jackson),,
2,11:07,1,10,PHI 20,3,10,Jalen Hurts pass incomplete deep right,,
2,11:00,2,10,PHI 20,3,10,Jalen Hurts pass complete short left to Miles Sanders for 2 yards (tackle by Jermaine Carter),,
2,10:14,3,8,PHI 22,3,10,Jalen Hurts pass incomplete short left intended for Kenneth Gainwell,,
2,10:07,4,8,PHI 22,3,10,"Arryn Siposs punts 60 yards, returned by Alex Erickson for 8 yards (tackle by T.J. Edwards and Shaun Bradley)",,
2,9:54,1,10,CAR 26,3,10,Royce Freeman up the middle for 3 yards (tackle by Davion Taylor),,
2,9:14,2,7,CAR 29,3,10,Chuba Hubbard left tackle for 3 yards (tackle by Alex Singleton and Avonte Maddox),,
2,8:32,3,4,CAR 32,3,10,Sam Darnold sacked by Javon Hargrave for -9 yards,,
2,7:53,4,13,CAR 23,3,10,"Joseph Charlton punts 44 yards, fair catch by Jalen Reagor at PHI-33",,
2,7:45,1,10,PHI 33,3,10,Jalen Hurts pass incomplete deep right,,
2,7:36,2,10,PHI 33,3,10,Jalen Hurts pass complete short left to Quez Watkins for no gain (tackle by A.J. Bouye),,
2,6:55,3,10,PHI 33,3,10,"Jalen Hurts pass complete short right to Dallas Goedert for no gain. Penalty on Jordan Mailata: Offensive Holding, 10 yards (accepted) (no play)",,
2,6:29,3,20,PHI 23,3,10,Jalen Hurts pass complete short right to Jalen Reagor for 1 yard (tackle by A.J. Bouye),,
2,5:58,4,19,PHI 24,3,10,Arryn Siposs punts 16 yards out of bounds,,
2,5:51,1,10,PHI 40,3,10,Sam Darnold pass complete short middle to Chuba Hubbard for 11 yards (tackle by Genard Avery),,
2,5:13,1,10,PHI 29,3,10,"D.J. Moore right end for -4 yards (tackle by Alex Singleton). Penalty on Alex Singleton: Unnecessary Roughness / Defense, 15 yards (accepted)",,
2,4:49,1,10,PHI 18,3,10,Chuba Hubbard right guard for 1 yard (tackle by Fletcher Cox and Genard Avery),,
2,4:10,2,9,PHI 17,3,10,Sam Darnold pass complete short right to Ian Thomas for -1 yards (tackle by Darius Slay),,
2,3:27,3,10,PHI 18,3,10,Sam Darnold sacked by Josh Sweat for -7 yards,,
2,2:45,4,17,PHI 25,3,13,Zane Gonzalez 43 yard field goal good,,
2,2:39,,,CAR 35,3,13,"Zane Gonzalez kicks off 68 yards, returned by Jalen Reagor for 19 yards (tackle by Clay Johnston)",,
2,2:35,1,10,PHI 16,3,15,Jalen Hurts aborted snap Jalen Hurts for no gain,,
2,2:26,,,PHI 20,3,15,"Arryn Siposs kicks off 58 yards, returned by D.J. Moore for 13 yards (tackle by Zech McPhearson)",,
2,2:20,1,10,CAR 35,3,15,Chuba Hubbard left guard for 2 yards (tackle by Eric Wilson and Alex Singleton),,
2,2:00,2,8,CAR 37,3,15,Chuba Hubbard up the middle for 9 yards (tackle by Rodney McLeod and Alex Singleton),,
2,1:41,1,10,CAR 46,3,15,Sam Darnold pass complete short right to Chuba Hubbard for 8 yards (tackle by Alex Singleton),,
2,1:22,2,2,PHI 46,3,15,Chuba Hubbard right end for -5 yards (tackle by Ryan Kerrigan),,
2,0:43,3,7,CAR 49,3,15,Sam Darnold pass complete short left to Robbie Anderson for 5 yards (tackle by Steven Nelson),,
2,0:39,,,,,,Timeout #2 by Carolina Panthers,,
2,0:39,4,2,PHI 46,3,15,"Joseph Charlton punts 30 yards, fair catch by Jalen Reagor at PHI-16",,
2,0:31,1,10,PHI 16,3,15,Jalen Hurts pass complete short right to Jalen Reagor for 15 yards (tackle by Sean Chandler),,
2,0:25,1,10,PHI 31,3,15,Jalen Hurts pass complete deep middle to DeVonta Smith for 17 yards (tackle by Keith Taylor),,
2,0:20,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:20,1,10,PHI 48,3,15,"Jalen Hurts pass incomplete deep right intended for Jalen Reagor. Penalty on Sean Chandler: Defensive Offside, 5 yards (accepted) (no play)",,
2,0:13,1,5,CAR 47,3,15,Jalen Hurts pass complete short right to DeVonta Smith for 7 yards (tackle by A.J. Bouye and Haason Reddick),,
2,0:08,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:08,1,10,CAR 40,3,15,Jalen Hurts pass incomplete short right intended for Zach Ertz,,
2,0:04,2,10,CAR 40,6,15,Jake Elliott 58 yard field goal good,,
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,6,15,"Jake Elliott kicks off 57 yards, returned by Alex Erickson for 18 yards (tackle by Zech McPhearson and Davion Taylor). Penalty on Kamal Martin: Offensive Holding, 10 yards (accepted)",,
3,14:52,1,10,CAR 16,6,15,Sam Darnold pass complete short left to Tommy Tremble for 7 yards (tackle by Genard Avery),,
3,14:16,2,3,CAR 23,6,15,Chuba Hubbard left tackle for 8 yards (tackle by Davion Taylor and Rodney McLeod),,
3,13:40,1,10,CAR 31,6,15,Sam Darnold pass complete short left to Chuba Hubbard for no gain (tackle by Genard Avery),,
3,12:56,2,10,CAR 31,6,15,Sam Darnold pass incomplete short left intended for Royce Freeman,,
3,12:51,3,10,CAR 31,6,15,Sam Darnold pass incomplete short right intended for Robbie Anderson (defended by Steven Nelson),,
3,12:40,4,10,CAR 31,6,15,"Joseph Charlton punts 40 yards, returned by Jalen Reagor for 22 yards (tackle by Joseph Charlton)",,
3,12:35,1,10,CAR 49,6,15,Miles Sanders up the middle for 1 yard (tackle by Derrick Brown and Haason Reddick),,
3,11:59,2,9,CAR 48,6,15,Jalen Hurts scrambles right end for 4 yards (tackle by Sean Chandler),,
3,11:20,3,5,CAR 44,6,15,"Jalen Hurts pass complete short right to DeVonta Smith for 11 yards. DeVonta Smith fumbles (forced by Donte Jackson), recovered by Jeremy Chinn at CAR-33 and returned for 16 yards (tackle by Quez Watkins and Jordan Mailata)",,
3,11:04,1,10,CAR 49,6,15,Chuba Hubbard right guard for 2 yards (tackle by Javon Hargrave and Josh Sweat),,
3,10:31,2,8,PHI 49,6,15,Chuba Hubbard up the middle for 3 yards (tackle by Derek Barnett),,
3,9:50,3,5,PHI 46,6,15,Sam Darnold sacked by Fletcher Cox for -3 yards,,
3,9:10,4,8,PHI 49,6,15,"Joseph Charlton punts 33 yards, fair catch by Jalen Reagor at PHI-16",,
3,9:02,1,10,PHI 16,6,15,Jalen Hurts pass deep left intended for Zach Ertz is intercepted by Donte Jackson at CAR-45 and returned for no gain,,
3,8:56,1,10,CAR 45,6,15,Sam Darnold pass complete short left to D.J. Moore for 7 yards (tackle by Marcus Epps),,
3,5:21,2,3,PHI 48,6,15,"Chuba Hubbard up the middle for 1 yard (tackle by Marcus Epps and Genard Avery). Penalty on Brady Christensen: Offensive Holding, 10 yards (accepted)",,
3,7:43,2,13,CAR 42,6,15,Sam Darnold pass deep right intended for D.J. Moore is intercepted by Darius Slay at PHI-41 and returned for 2 yards (tackle by D.J. Moore),,
3,7:38,1,10,PHI 43,6,15,Jalen Hurts pass complete short left to Dallas Goedert for 8 yards (tackle by Jermaine Carter),,
3,7:02,2,16,CAR 49,6,15,Jalen Hurts sacked by Haason Reddick for -8 yards,,
3,6:18,3,10,PHI 43,6,15,Jalen Hurts sacked by Haason Reddick for -8 yards,,
3,5:45,4,18,PHI 35,6,15,"Arryn Siposs punts 46 yards, returned by Alex Erickson for 9 yards (tackle by Shaun Bradley)",,
3,5:38,1,10,CAR 28,6,15,Sam Darnold pass complete short middle to Chuba Hubbard for 5 yards (tackle by Alex Singleton),,
3,4:53,2,5,CAR 33,6,15,Sam Darnold pass complete deep middle to Ian Thomas for 24 yards (tackle by Marcus Epps),,
3,4:08,1,10,PHI 43,6,15,Chuba Hubbard left end for 1 yard (tackle by Anthony Harris),,
3,3:24,2,9,PHI 42,6,15,Sam Darnold pass complete short left to D.J. Moore for 2 yards (tackle by Anthony Harris),,
3,2:41,3,7,PHI 40,6,15,Sam Darnold pass incomplete short right intended for Tommy Tremble,,
3,2:35,4,7,PHI 40,6,15,"Zane Gonzalez punts 40 yards, touchback.",,
3,2:27,1,10,PHI 20,6,15,Miles Sanders right guard for 4 yards (tackle by Daviyon Nixon),,
3,1:52,2,6,PHI 24,6,15,Jalen Hurts pass complete short left to DeVonta Smith for 13 yards (tackle by C.J. Henderson),,
3,1:33,1,10,PHI 37,6,15,Jalen Hurts pass complete short left to DeVonta Smith for 5 yards (tackle by C.J. Henderson),,
3,0:59,2,5,PHI 42,6,15,"Penalty on Landon Dickerson: False Start, 5 yards (accepted) (no play)",,
3,0:41,2,10,PHI 37,6,15,Jalen Hurts pass incomplete short middle intended for DeVonta Smith (defended by Derrick Brown),,
3,0:38,3,10,PHI 37,6,15,Jalen Hurts pass complete deep left to Quez Watkins for 53 yards (tackle by Sam Franklin),,
3,0:17,1,10,CAR 10,6,15,"Jalen Hurts pass incomplete short left intended for DeVonta Smith. Penalty on Donte Jackson: Defensive Pass Interference, 9 yards (accepted) (no play)",,
3,0:12,1,1,CAR 1,12,15,"Jalen Hurts up the middle for 1 yard, touchdown",,
3,0:08,,,CAR 15,13,15,Jake Elliott kicks extra point good,,
3,0:08,,,PHI 35,13,15,"Penalty on Jeremy Chinn: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
3,0:08,1,10,PHI 40,13,15,"Jake Elliott kicks off 60 yards, touchback.",,
3,0:08,1,10,CAR 25,13,15,"Chuba Hubbard left tackle for 5 yards (tackle by Rodney McLeod and Genard Avery). Penalty on Matt Paradis: Offensive Holding, 10 yards (accepted)",,
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,18,CAR 17,13,15,Sam Darnold pass complete short middle to Terrace Marshall for 8 yards (tackle by Davion Taylor),,
4,14:21,2,10,CAR 25,13,15,Sam Darnold pass complete short left to Chuba Hubbard for 9 yards (tackle by Alex Singleton),,
4,13:35,3,1,CAR 34,13,15,Chuba Hubbard left end for 6 yards (tackle by Alex Singleton),,
4,12:56,1,10,CAR 40,13,15,Sam Darnold pass complete short right to Ian Thomas for 4 yards (tackle by Davion Taylor),,
4,12:17,2,6,CAR 44,13,15,Sam Darnold pass complete short right to D.J. Moore for 7 yards (tackle by Darius Slay and Alex Singleton),,
4,11:32,1,10,PHI 49,13,15,Chuba Hubbard right tackle for 11 yards (tackle by Derek Barnett),,
4,10:46,1,10,PHI 38,13,15,Chuba Hubbard right guard for 3 yards (tackle by Anthony Harris and Derek Barnett),,
4,10:03,2,7,PHI 35,13,15,Sam Darnold scrambles left tackle for 5 yards (tackle by Avonte Maddox),,
4,9:17,3,2,PHI 30,13,15,Royce Freeman up the middle for -1 yards (tackle by Genard Avery and Josh Sweat),,
4,8:33,4,3,PHI 31,13,18,Zane Gonzalez 50 yard field goal good,,
4,8:29,,,CAR 35,13,18,"Zane Gonzalez kicks off 65 yards, touchback.",,
4,8:29,1,10,PHI 25,13,18,Miles Sanders right guard for 4 yards (tackle by Marquis Haynes),,
4,7:57,2,6,PHI 29,13,18,Jalen Hurts left tackle for 14 yards (tackle by Sean Chandler),,
4,7:31,1,10,PHI 43,13,18,"Jalen Hurts pass incomplete deep right intended for Quez Watkins. Penalty on Jordan Mailata: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
4,7:24,1,15,PHI 38,13,18,Jalen Hurts pass complete short right to DeVonta Smith for 14 yards (tackle by Jermaine Carter and Keith Taylor),,
4,6:57,2,1,CAR 48,13,18,Miles Sanders up the middle for 3 yards (tackle by Donte Jackson),,
4,6:33,1,10,CAR 45,13,18,Jalen Hurts left tackle for 6 yards (tackle by Haason Reddick),,
4,5:51,2,3,CAR 39,13,18,Jalen Hurts pass incomplete deep right,,
4,5:45,3,3,CAR 39,13,18,Jalen Hurts pass incomplete deep left intended for Kenneth Gainwell (defended by Jermaine Carter),,
4,5:38,4,4,CAR 39,13,18,Jalen Hurts pass incomplete short right intended for Zach Ertz,,
4,5:35,1,10,CAR 39,13,18,Chuba Hubbard left tackle for 2 yards (tackle by Marcus Epps and Javon Hargrave),,
4,4:52,2,8,CAR 41,13,18,Chuba Hubbard left tackle for 5 yards (tackle by Alex Singleton and Anthony Harris),,
4,4:04,3,3,CAR 46,13,18,Sam Darnold pass incomplete short right intended for Robbie Anderson,,
4,4:00,4,3,CAR 46,13,18,Joseph Charlton punts blocked by T.J. Edwards,,
4,3:53,1,10,CAR 27,13,18,Miles Sanders right tackle for 1 yard (tackle by Derrick Brown),,
4,3:09,2,9,CAR 26,13,18,Jalen Hurts pass complete deep right to Dallas Goedert for 20 yards (tackle by Sean Chandler and Sam Franklin),,
4,2:46,1,6,CAR 6,13,18,Jalen Hurts pass incomplete short left intended for Dallas Goedert,,
4,2:42,2,6,CAR 6,19,18,"Jalen Hurts left end for 6 yards, touchdown",,
4,2:38,,,CAR 2,21,18,Two Point Attempt: Jalen Hurts pass complete to to DeVonta Smith for no gain,,
4,2:38,,,PHI 35,21,18,"Jake Elliott kicks off 65 yards, touchback.",,
4,2:38,1,10,CAR 25,21,18,Sam Darnold pass incomplete short left intended for Tommy Tremble,,
4,2:35,2,10,CAR 25,21,18,Sam Darnold pass incomplete short left intended for Ian Thomas,,
4,2:30,3,10,CAR 25,21,18,"Penalty on Taylor Moton: False Start, 5 yards (accepted) (no play)",,
4,2:30,3,15,CAR 20,21,18,Sam Darnold pass complete deep middle to Robbie Anderson for 25 yards (tackle by Steven Nelson and Rodney McLeod),,
4,2:07,1,10,CAR 45,21,18,"Sam Darnold pass incomplete short left intended for Robbie Anderson. Penalty on John Miller: Offensive Holding, 10 yards (accepted) (no play)",,
4,2:03,1,20,CAR 35,21,18,Sam Darnold pass short left intended for Robbie Anderson is intercepted by Steven Nelson at CAR-47 and returned for 4 yards,,
4,1:57,1,10,CAR 43,21,18,Miles Sanders left end for 7 yards (tackle by Donte Jackson),,
4,1:51,2,3,CAR 36,21,18,Miles Sanders left tackle for 18 yards (tackle by Sam Franklin and Donte Jackson),,
4,1:43,,,,,,Timeout #1 by Carolina Panthers,,
4,1:43,1,10,CAR 18,21,18,Miles Sanders right end for -3 yards (tackle by A.J. Bouye),,
4,1:38,2,13,CAR 21,21,18,Kenneth Gainwell left end for 12 yards (tackle by Jeremy Chinn),,
4,1:31,,,,,,Timeout #2 by Carolina Panthers,,
4,1:31,3,1,CAR 9,21,18,Jalen Hurts right tackle for 1 yard (tackle by DaQuan Jones and Derrick Brown),,
4,1:24,,,,,,Timeout #3 by Carolina Panthers,,
4,1:24,1,8,CAR 8,21,18,Jalen Hurts kneels for -1 yards,,
4,0:35,2,9,CAR 9,21,18,Jalen Hurts kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
