0,1
Game Info,Game Info
Won Toss,Panthers (deferred)
Roof,outdoors
Surface,grass
Duration,3:10
Attendance,72545
Weather,"76 degrees, relative humidity 60%, wind 13 mph"
Vegas Line,Carolina Panthers -3.0
Over/Under,46.0 (under)
