Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,7:44,1,10,NOR 21,0,0,Josh McCown pass incomplete short middle intended for Charles Sims,4.170,3.630
1,7:39,2,10,NOR 21,0,0,Josh McCown sacked by Tyrunn Walker and Cameron Jordan for -6 yards,3.630,2.150
1,6:52,3,16,NOR 27,0,0,Josh McCown pass complete short left to Charles Sims for 6 yards (tackle by Curtis Lofton),2.150,2.060
1,6:08,4,10,NOR 21,0,3,Patrick Murray 39 yard field goal good,2.060,3.000
1,6:08,,,TAM 35,0,3,"Michael Koenen kicks off 69 yards, returned by Jalen Saunders for 19 yards (tackle by Russell Shepard)",0.000,0.220
1,5:57,1,10,NOR 15,0,3,Khiry Robinson right tackle for 1 yard (tackle by Dane Fletcher and Dashon Goldson),-0.220,-0.580
1,5:20,2,9,NOR 16,0,3,Drew Brees pass complete short left to Travaris Cadet for 4 yards (tackle by Lavonte David),-0.580,-0.760
1,4:45,3,5,NOR 20,0,3,Drew Brees pass complete deep right to Nick Toon for 24 yards (tackle by Brandon Dixon),-0.760,1.860
1,4:21,1,10,NOR 44,0,3,Drew Brees sacked by Clinton McDonald for -8 yards,1.860,0.240
1,3:42,2,18,NOR 36,0,3,Drew Brees pass incomplete short left intended for Marques Colston,0.240,-0.430
1,3:39,3,18,NOR 36,0,3,Drew Brees pass complete short right to Jimmy Graham for 9 yards (tackle by Lavonte David),-0.430,-0.390
1,3:02,4,9,NOR 45,0,3,"Thomas Morstead punts 49 yards, returned by Bobby Rainey for 14 yards (tackle by Kasim Edebali)",-0.390,-0.280
1,2:48,1,10,TAM 20,0,3,Doug Martin left tackle for 1 yard (tackle by Ramon Humber),0.280,-0.130
1,2:05,2,9,TAM 21,0,3,Doug Martin left end for 6 yards (tackle by Jamarca Sanford),-0.130,-0.030
1,1:35,3,3,TAM 27,0,3,Josh McCown up the middle for 4 yards (tackle by Tyrunn Walker),-0.030,1.000
1,0:54,1,10,TAM 31,0,3,Charles Sims right tackle for 9 yards (tackle by Curtis Lofton),1.000,1.680
1,0:16,2,1,TAM 40,0,3,Charles Sims left tackle for no gain (tackle by Cameron Jordan),1.680,0.960
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,TAM 40,0,3,Doug Martin left guard for 2 yards (tackle by Ramon Humber),0.960,1.730
2,14:25,1,10,TAM 42,0,3,Doug Martin left guard for 6 yards (tackle by Junior Galette and Pierre Warren),1.730,2.000
2,13:46,2,4,TAM 48,0,3,Doug Martin up the middle for 45 yards (tackle by Terrence Frederick),2.000,2.000
2,12:53,2,4,TAM 48,0,3,Timeout #1 by Tampa Bay Buccaneers,2.000,5.600
2,12:53,1,7,NOR 7,0,3,Charles Sims right end for -3 yards (tackle by Jamarca Sanford),5.600,4.190
2,12:12,2,10,NOR 10,0,3,Josh McCown pass complete short left to Brandon Myers for 4 yards (tackle by David Hawthorne),4.190,4.040
2,11:31,3,6,NOR 6,0,9,"Josh McCown pass complete short middle to Mike Evans for 6 yards, touchdown",4.040,7.000
2,11:31,,,NOR 2,0,10,Patrick Murray kicks extra point good,0.000,0.000
2,11:31,,,TAM 35,0,10,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
2,11:23,1,10,NOR 20,0,10,Mark Ingram left tackle for 5 yards (tackle by Clinton McDonald),0.280,0.410
2,10:50,2,5,NOR 25,0,10,Drew Brees pass complete short middle to Kenny Stills for 7 yards (tackle by Leonard Johnson),0.410,1.070
2,10:19,1,10,NOR 32,0,10,Drew Brees pass complete deep left to Robert Meachem for 16 yards (tackle by Orie Lemon),1.070,2.130
2,9:41,1,10,NOR 48,0,10,"Drew Brees pass complete short left to Mark Ingram for -2 yards (tackle by Lavonte David). Mark Ingram fumbles (forced by Lavonte David), ball out of bounds at NOR-46",2.130,1.310
2,9:17,2,12,NOR 46,0,10,Mark Ingram left end for 7 yards (tackle by C.J. Wilson),1.310,1.550
2,8:37,3,5,TAM 47,0,10,Drew Brees pass complete short left to Marques Colston for 15 yards (tackle by Bradley McDougald),1.550,3.450
2,8:09,1,10,TAM 32,0,10,Drew Brees pass incomplete deep middle intended for Marques Colston,3.450,2.900
2,8:03,2,10,TAM 32,0,10,Khiry Robinson right end for 7 yards (tackle by Akeem Spence and Lavonte David),2.900,3.140
2,7:16,3,3,TAM 25,0,10,Drew Brees pass complete short left to Kenny Stills for 10 yards (tackle by C.J. Wilson),3.140,4.580
2,6:41,1,10,TAM 15,0,10,Drew Brees pass complete short right to Mark Ingram for 6 yards (tackle by Dane Fletcher),4.580,5.030
2,6:12,2,4,TAM 9,0,10,Khiry Robinson left guard for 8 yards (tackle by Keith Tandy and Lavonte David),5.030,6.970
2,5:47,1,1,TAM 1,6,10,"Khiry Robinson left end for 1 yard, touchdown",6.970,7.000
2,5:47,,,TAM 2,7,10,Shayne Graham kicks extra point good,0.000,0.000
2,5:47,,,NOR 35,7,10,"Thomas Morstead kicks off 66 yards, returned by Bobby Rainey for 27 yards (tackle by Ramon Humber)",0.000,-0.670
2,5:38,1,10,TAM 26,7,10,Josh McCown pass complete short left to Tavarres King for 7 yards (tackle by Terrence Frederick),0.670,1.070
2,4:59,2,3,TAM 33,7,10,Charles Sims right end for 9 yards (tackle by Kasim Edebali and Jamarca Sanford),1.070,1.730
2,4:17,1,10,TAM 42,7,10,Charles Sims right guard for 3 yards (tackle by Cameron Jordan),1.730,1.590
2,3:40,2,7,TAM 45,7,10,Charles Sims right tackle for 1 yard (tackle by David Hawthorne),1.590,1.590
2,3:34,2,7,TAM 45,7,10,Timeout #1 by New Orleans Saints,1.590,1.030
2,3:34,3,6,TAM 46,7,10,Josh McCown pass complete short right to Brandon Myers for 9 yards (tackle by Corey White),1.030,2.590
2,2:53,1,10,NOR 45,7,10,"Charles Sims up the middle for 20 yards (tackle by Jamarca Sanford). Penalty on Terrence Frederick: Illegal Use of Hands, 5 yards",2.590,4.240
2,2:16,1,10,NOR 20,7,10,Charles Sims left tackle for -2 yards (tackle by Jamarca Sanford),4.240,3.420
2,2:13,2,12,NOR 22,7,10,Doug Martin right guard for 4 yards (tackle by Lawrence Virgil),3.420,3.220
2,2:00,3,8,NOR 18,7,10,Josh McCown pass complete short left to Mike Evans for 10 yards (tackle by Keenan Lewis),3.220,5.370
2,1:54,1,8,NOR 8,7,16,"Charles Sims left tackle for 8 yards, touchdown",5.370,7.000
2,1:54,,,NOR 2,7,17,Patrick Murray kicks extra point good,0.000,0.000
2,1:54,,,TAM 35,7,17,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
2,1:48,1,10,NOR 20,7,17,Drew Brees pass incomplete short middle intended for Travaris Cadet,0.280,-0.270
2,1:44,2,10,NOR 20,7,17,Drew Brees pass complete short left to Jimmy Graham for 8 yards (tackle by Bradley McDougald),-0.270,0.100
2,1:37,3,2,NOR 28,7,17,Drew Brees pass incomplete short middle intended for Marques Colston is intercepted by Leonard Johnson at NOR-28 and returned for -6 yards,0.100,-3.310
2,1:32,1,10,NOR 34,7,17,Doug Martin up the middle for 5 yards (tackle by Cameron Jordan and Curtis Lofton),3.310,3.450
2,0:55,2,5,NOR 29,7,17,Josh McCown pass incomplete deep right intended for Mike Evans,3.450,2.740
2,0:49,3,5,NOR 29,7,17,Josh McCown pass complete short left to Russell Shepard for 10 yards (tackle by Patrick Robinson),2.740,4.310
2,0:44,1,10,NOR 19,7,17,Doug Martin right guard for 6 yards (tackle by Jamarca Sanford),4.310,4.310
2,0:38,1,10,NOR 19,7,17,Timeout #2 by Tampa Bay Buccaneers,4.310,4.720
2,0:38,2,4,NOR 13,7,17,Charles Sims up the middle for 5 yards (tackle by Curtis Lofton),4.720,5.370
2,0:22,1,8,NOR 8,7,17,Josh McCown spiked the ball,5.370,4.570
2,0:22,2,8,NOR 8,7,17,Josh McCown pass incomplete short right intended for Brandon Myers,4.570,3.580
2,0:18,3,8,NOR 8,7,17,Josh McCown pass incomplete,3.580,2.950
2,0:11,4,8,NOR 8,7,20,Patrick Murray 27 yard field goal good,2.950,3.000
2,0:11,,,TAM 35,7,20,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
2,0:04,1,10,NOR 20,7,20,Drew Brees kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,7,20,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,7,20,Drew Brees pass incomplete short middle intended for Jimmy Graham (defended by Bradley McDougald),0.280,-0.270
3,14:54,2,10,NOR 20,7,20,Mark Ingram right end for 12 yards (tackle by Jason Williams),-0.270,1.070
3,14:30,1,10,NOR 32,7,20,Khiry Robinson right guard for -1 yards (tackle by Akeem Spence and T.J. Fatinikun),1.070,0.390
3,13:50,2,11,NOR 31,7,20,Drew Brees pass complete short left to Jimmy Graham for 9 yards,0.390,0.890
3,13:28,3,2,NOR 40,7,20,Drew Brees pass complete short right to Kenny Stills for 5 yards (tackle by Leonard Johnson),0.890,1.930
3,12:48,1,10,NOR 45,7,20,Drew Brees sacked by Akeem Spence for -5 yards,1.930,0.710
3,12:07,2,15,NOR 40,7,20,Drew Brees pass complete short right to Jimmy Graham for 10 yards (tackle by Bradley McDougald),0.710,1.360
3,11:41,3,5,,7,20,Drew Brees pass complete short middle to Ben Watson for 6 yards (tackle by Orie Lemon and Jason Williams),1.360,2.650
3,11:07,1,10,TAM 44,7,20,Mark Ingram up the middle for -1 yards (tackle by William Gholston),2.650,1.980
3,10:37,2,11,TAM 45,7,20,Drew Brees pass complete short left to Ben Watson for 12 yards (tackle by Keith Tandy),1.980,3.380
3,9:56,1,10,TAM 33,7,20,Drew Brees pass incomplete short left intended for Marques Colston,3.380,2.840
3,9:50,2,10,TAM 33,7,20,Mark Ingram right tackle for 2 yards (tackle by Dane Fletcher),2.840,2.410
3,9:18,3,8,TAM 31,7,20,Drew Brees pass incomplete deep middle intended for Kenny Stills is intercepted by Bradley McDougald at TAM-0,2.410,-0.280
3,9:10,1,10,TAM 20,7,20,Doug Martin up the middle for 2 yards (tackle by Curtis Lofton),0.280,0.000
3,8:27,2,8,TAM 22,7,20,"Doug Martin left end for 10 yards (tackle by Pierre Warren and Tyrunn Walker). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",0.000,-1.360
3,8:00,2,18,TAM 12,7,20,Doug Martin up the middle for 1 yard (tackle by Curtis Lofton),-1.360,-2.190
3,7:23,3,17,TAM 13,7,20,Charles Sims up the middle for no gain (tackle by Junior Galette and David Hawthorne),-2.190,-2.490
3,6:42,4,17,TAM 13,7,20,"Michael Koenen punts 45 yards, returned by Jalen Saunders for 3 yards (tackle by C.J. Wilson)",-2.490,-1.930
3,6:30,1,10,NOR 45,7,20,Drew Brees pass incomplete short middle intended for Mark Ingram (defended by Da'Quan Bowers),1.930,1.380
3,6:26,2,10,NOR 45,7,20,"Mark Ingram right end for 6 yards (tackle by Jason Williams). Penalty on Zach Strief: Offensive Holding, 10 yards (no play)",1.380,0.030
3,6:02,2,20,NOR 35,7,20,Drew Brees pass complete short middle to Khiry Robinson for 5 yards (tackle by Orie Lemon). Penalty on Jahri Evans: Offensive Holding (Declined),0.030,0.040
3,5:36,3,15,NOR 40,7,20,Drew Brees pass complete deep middle to Kenny Stills for 44 yards (tackle by Dashon Goldson),0.040,4.510
3,4:54,1,10,TAM 16,7,20,Khiry Robinson left end for -3 yards (tackle by William Gholston),4.510,3.520
3,4:15,2,13,TAM 19,7,20,Mark Ingram up the middle for 3 yards (tackle by Clinton McDonald),3.520,3.520
3,3:46,2,13,TAM 19,7,20,Timeout #1 by New Orleans Saints,3.520,3.080
3,3:46,3,10,TAM 16,7,20,Drew Brees pass incomplete deep middle intended for Marques Colston is intercepted by Keith Tandy at TAM-0 and returned for 3 yards,3.080,0.380
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
3,3:41,1,10,TAM 3,7,20,Doug Martin up the middle for 2 yards (tackle by Jamarca Sanford and Curtis Lofton),-0.380,-0.630
3,3:03,2,8,TAM 5,7,20,Doug Martin right end for -3 yards (tackle by Lawrence Virgil),-0.630,-1.540
3,2:17,3,11,TAM 2,7,20,Doug Martin up the middle for 4 yards (tackle by Jamarca Sanford),-1.540,-2.490
3,1:38,4,7,TAM 6,7,20,"Michael Koenen punts 48 yards, out of bounds",-2.490,-1.990
3,1:30,1,10,NOR 46,7,20,Mark Ingram left end for 18 yards (tackle by Dashon Goldson),1.990,3.180
3,0:51,1,10,TAM 36,7,20,Drew Brees pass complete deep middle to Kenny Stills for 16 yards (tackle by Dane Fletcher),3.180,4.240
3,0:27,1,10,TAM 20,7,20,Mark Ingram up the middle for 2 yards (tackle by Lawrence Sidbury),4.240,3.960
3,0:01,2,8,TAM 18,7,20,Drew Brees pass complete short left to Khiry Robinson for 17 yards (tackle by Dashon Goldson),3.960,6.970
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,TAM 1,7,20,Mark Ingram right end for no gain (tackle by Alterraun Verner and Clinton McDonald),6.970,5.910
4,14:15,2,1,TAM 1,7,20,Drew Brees pass incomplete short left intended for Jimmy Graham. Penalty on Orie Lemon: Defensive Pass Interference (no play),5.910,6.970
4,14:10,1,1,TAM 1,13,20,"Mark Ingram up the middle for 1 yard, touchdown",6.970,7.000
4,14:10,,,TAM 2,14,20,Shayne Graham kicks extra point good,0.000,0.000
4,14:10,,,NOR 35,14,20,"Thomas Morstead kicks off 66 yards, returned by Bobby Rainey for 33 yards (tackle by Marcus Ball)",0.000,-1.070
4,13:55,1,10,TAM 32,14,20,Doug Martin left guard for 6 yards (tackle by Pierre Warren),1.070,1.340
4,13:15,2,4,TAM 38,14,20,Doug Martin right end for 4 yards (tackle by David Hawthorne and Curtis Lofton),1.340,1.730
4,12:28,1,10,TAM 42,14,20,Charles Sims up the middle for 1 yard (tackle by Curtis Lofton),1.730,1.320
4,11:49,2,9,TAM 43,14,20,Charles Sims left tackle for 8 yards (tackle by Jamarca Sanford),1.320,1.690
4,11:04,3,1,NOR 49,14,20,Charles Sims right guard for no gain (tackle by Ramon Humber and David Hawthorne),1.690,0.000
4,10:23,4,1,NOR 49,14,20,"Michael Koenen punts 36 yards, fair catch by Jalen Saunders",0.000,0.320
4,10:15,1,10,NOR 13,14,20,Drew Brees pass complete short right to Jimmy Graham for 14 yards (tackle by Brandon Dixon),-0.320,0.740
4,9:50,1,10,NOR 27,14,20,Mark Ingram right tackle for 3 yards (tackle by Da'Quan Bowers),0.740,0.600
4,9:14,2,7,NOR 30,14,20,Drew Brees pass incomplete short right intended for Travaris Cadet,0.600,-0.100
4,9:08,3,7,NOR 30,14,20,Drew Brees pass incomplete deep right intended for Nick Toon,-0.100,-1.370
4,9:01,4,7,NOR 30,14,20,"Thomas Morstead punts 50 yards, returned by Bobby Rainey for 10 yards (tackle by Ramon Humber)",-1.370,-0.940
4,8:48,1,10,TAM 30,14,20,Charles Sims left tackle for 3 yards (tackle by Terrence Frederick),0.940,0.800
4,8:12,2,7,TAM 33,14,20,Charles Sims left tackle for 2 yards (tackle by David Hawthorne),0.800,0.370
4,7:34,3,5,TAM 35,14,20,Josh McCown pass complete short left to Tavarres King for 6 yards (tackle by Terrence Frederick),0.370,1.660
4,6:56,1,10,TAM 41,14,20,Charles Sims right end for no gain (tackle by Parys Haralson),1.660,1.120
4,6:13,2,10,TAM 41,14,20,Charles Sims left tackle for 5 yards (tackle by Curtis Lofton),1.120,1.090
4,5:33,3,5,TAM 46,14,20,Josh McCown pass incomplete short right intended for Tavarres King is intercepted by Keenan Lewis at NOR-48 and returned for 2 yards,1.090,-2.260
4,5:20,1,10,,14,20,Drew Brees pass complete short middle to Drew Brees for 1 yard (tackle by Danny Lansanah),2.260,1.850
4,4:47,2,9,TAM 49,14,20,Mark Ingram left guard for 2 yards (tackle by Da'Quan Bowers),1.850,1.420
4,4:14,3,7,TAM 47,14,20,Drew Brees pass complete short left to Travaris Cadet for 5 yards (tackle by C.J. Wilson),1.420,0.460
4,3:27,4,2,TAM 42,14,20,Drew Brees pass complete short left to Jimmy Graham for 4 yards (tackle by Bradley McDougald and Danny Lansanah),0.460,3.050
4,2:47,1,10,TAM 38,14,20,Drew Brees pass incomplete deep left intended for Jimmy Graham,3.050,2.510
4,2:40,2,10,TAM 38,14,20,Khiry Robinson up the middle for 2 yards (tackle by Jason Williams),2.510,2.510
4,2:05,2,10,TAM 38,14,20,Timeout #1 by Tampa Bay Buccaneers,2.510,2.080
4,2:05,3,8,TAM 36,20,20,"Drew Brees pass complete short middle to Marques Colston for 36 yards, touchdown",2.080,7.000
4,2:05,,,TAM 2,21,20,Shayne Graham kicks extra point good,0.000,0.000
4,2:05,,,NOR 35,21,20,"Thomas Morstead kicks off 73 yards, returned by Bobby Rainey for 25 yards (tackle by Ramon Humber)",0.000,0.060
4,1:52,1,10,TAM 17,21,20,"Josh McCown pass complete short left to Charles Sims for 17 yards (tackle by Pierre Warren). Penalty on Demar Dotson: Offensive Holding, 8 yards (no play)",-0.060,-0.680
4,1:44,1,18,TAM 9,21,20,Josh McCown pass complete short right to Brandon Myers for 3 yards (tackle by Keenan Lewis),-0.680,-1.150
4,1:38,2,15,TAM 12,21,20,Josh McCown sacked by Cameron Jordan for -6 yards,-1.150,-2.710
4,1:10,3,21,TAM 6,23,20,"Josh McCown sacked by Junior Galette for -6 yards, safety",-2.710,-2.000
4,1:10,,,TAM 20,23,20,"Michael Koenen kicks onside 11 yards. Penalty on Tavarres King: Illegal Touch Kick, 5 yards",0.000,-3.840
,,,,,,,"Replay Assistant challenged the kick touched ruling, and the play was upheld.",,
4,1:03,1,10,TAM 26,23,20,Mark Ingram left tackle for 2 yards (tackle by Johnthan Banks),3.840,3.570
4,0:21,2,8,TAM 24,23,20,Drew Brees kneels for -1 yards,3.570,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
