Quarter,Time,Tm,Detail,NOR,TAM
1.0,6:03,Buccaneers,Patrick Murray 39 yard field goal,0,3
2.0,11:25,Buccaneers,Mike Evans 6 yard pass from Josh McCown (Patrick Murray kick),0,10
,5:45,Saints,Khiry Robinson 1 yard rush (Shayne Graham kick),7,10
,1:48,Buccaneers,Charles Sims 8 yard rush (Patrick Murray kick),7,17
,0:06,Buccaneers,Patrick Murray 27 yard field goal,7,20
4.0,14:02,Saints,Mark Ingram 1 yard rush (Shayne Graham kick),14,20
,1:57,Saints,Marques Colston 36 yard pass from Drew Brees (Shayne Graham kick),21,20
,1:05,Saints,"Safety, Josh McCown sacked by Junior Galette in the end zone.",23,20
