Quarter,Time,Tm,Detail,CIN,PIT
1.0,3:46,Steelers,Xavier Grimble 20 yard pass from Ben Roethlisberger (Chris Boswell kick),0,7
,0:23,Bengals,Mike Nugent 25 yard field goal,3,7
2.0,4:10,Steelers,Chris Boswell 49 yard field goal,3,10
,0:00,Bengals,Mike Nugent 33 yard field goal,6,10
3.0,6:16,Steelers,Jesse James 9 yard pass from Ben Roethlisberger (Chris Boswell kick),6,17
,2:10,Bengals,Mike Nugent 21 yard field goal,9,17
4.0,6:48,Steelers,DeAngelo Williams 4 yard pass from Ben Roethlisberger (Chris Boswell kick),9,24
,3:25,Bengals,Giovani Bernard 25 yard pass from Andy Dalton (Mike Nugent kick),16,24
