Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,CIN 35,0,0,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,PIT 25,0,0,DeAngelo Williams middle for 8 yards (tackle by Rey Maualuga),0.610,1.140
1,14:30,2,2,PIT 33,0,0,DeAngelo Williams middle for 1 yard (tackle by Michael Johnson),1.140,0.560
1,13:54,3,1,PIT 34,0,0,DeAngelo Williams middle for no gain (tackle by George Iloka and Vincent Rey),0.560,-1.110
1,13:21,4,1,PIT 34,0,0,"Jordan Berry punts 46 yards, out of bounds",-1.110,-0.280
1,13:13,1,10,CIN 20,0,0,Jeremy Hill right guard for no gain (tackle by Robert Golden),0.280,-0.270
1,12:42,2,10,CIN 20,0,0,Jeremy Hill right guard for 5 yards (tackle by Robert Golden),-0.270,-0.300
1,12:03,3,5,CIN 25,0,0,Andy Dalton pass complete short left to Tyler Boyd for 10 yards (tackle by Ross Cockrell),-0.300,1.270
1,11:27,1,10,CIN 35,0,0,Jeremy Hill left guard for 2 yards (tackle by Stephon Tuitt),1.270,0.990
1,10:56,2,8,CIN 37,0,0,Jeremy Hill middle for 2 yards (tackle by Lawrence Timmons and Ryan Shazier),0.990,0.560
1,10:31,3,6,CIN 39,0,0,Andy Dalton pass incomplete deep left intended for A.J. Green. Penalty on CIN: Illegal Shift (Declined),0.560,-0.780
1,10:17,4,6,CIN 39,0,0,"Kevin Huber punts 51 yards, returned by Eli Rogers for 6 yards (tackle by Marquis Flowers)",-0.780,0.140
1,10:14,1,10,PIT 16,0,0,DeAngelo Williams middle for 1 yard (tackle by Vincent Rey),-0.140,-0.510
1,9:41,2,9,PIT 17,0,0,DeAngelo Williams left tackle for 3 yards (tackle by George Iloka),-0.510,-0.820
1,9:11,3,6,PIT 20,0,0,Ben Roethlisberger pass complete short left to Antonio Brown for 16 yards (tackle by Adam Jones),-0.820,1.330
1,8:43,1,10,PIT 36,0,0,DeAngelo Williams right end for 11 yards (tackle by Shawn Williams),1.330,2.060
1,8:07,1,10,PIT 47,0,0,Ben Roethlisberger pass incomplete short left intended for Jesse James,2.060,1.520
1,8:00,2,10,PIT 47,0,0,Ben Roethlisberger pass complete short left to Jesse James for 11 yards (tackle by Karlos Dansby),1.520,2.790
1,7:38,1,10,CIN 42,0,0,DeAngelo Williams middle for no gain (tackle by Vincent Rey and Geno Atkins),2.790,2.240
1,7:06,2,10,CIN 42,0,0,Ben Roethlisberger pass incomplete short middle intended for Eli Rogers,2.240,1.550
1,7:00,3,10,CIN 42,0,0,"Penalty on Marcus Gilbert: False Start, 5 yards (no play)",1.550,0.890
1,7:00,3,15,CIN 47,0,0,Ben Roethlisberger pass complete short right to DeAngelo Williams for 10 yards (tackle by Karlos Dansby and Vincent Rey),0.890,0.790
1,6:30,4,5,CIN 37,0,0,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown is intercepted by Adam Jones at CIN-21 and returned for 2 yards,0.790,-0.480
1,6:25,1,10,CIN 23,0,0,Andy Dalton pass incomplete short middle intended for A.J. Green,0.480,-0.070
1,6:21,2,10,CIN 23,0,0,Jeremy Hill middle for 3 yards (tackle by Ryan Shazier and Arthur Moats),-0.070,-0.360
1,5:44,3,7,CIN 26,0,0,Andy Dalton pass incomplete short left intended for C.J. Uzomah,-0.360,-1.630
1,5:39,4,7,CIN 26,0,0,"Kevin Huber punts 54 yards, returned by Antonio Brown for 14 yards (tackle by Josh Shaw)",-1.630,-1.200
1,5:29,1,10,PIT 34,0,0,DeAngelo Williams middle for 1 yard (tackle by Domata Peko),1.200,0.790
1,4:51,2,9,PIT 35,0,0,Ben Roethlisberger pass incomplete short middle intended for Xavier Grimble,0.790,0.100
1,4:47,3,9,PIT 35,0,0,Ben Roethlisberger pass complete deep left to Sammie Coates for 44 yards (tackle by Darqueze Dennard),0.100,0.100
1,4:35,3,9,PIT 35,0,0,Timeout #1 by Pittsburgh Steelers,0.100,4.170
1,4:35,1,10,CIN 21,0,0,DeAngelo Williams right tackle for 1 yard (tackle by Geno Atkins),4.170,3.760
1,3:53,2,9,CIN 20,0,6,"Ben Roethlisberger pass complete short right to Xavier Grimble for 20 yards, touchdown",3.760,7.000
1,3:53,,,CIN 20,0,7,Chris Boswell kicks extra point good,0.000,0.000
1,3:53,,,PIT 35,0,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
1,3:46,1,10,CIN 25,0,7,Andy Dalton pass complete short right to Brandon LaFell for 13 yards,0.610,1.470
1,3:28,1,10,CIN 38,0,7,Andy Dalton right guard for 5 yards,1.470,1.600
1,2:54,2,5,CIN 43,0,7,Andy Dalton pass complete deep middle to A.J. Green for 21 yards (tackle by Robert Golden),1.600,3.180
1,2:29,1,10,PIT 36,0,7,Andy Dalton pass complete deep right to Tyler Kroft for 21 yards (tackle by Ryan Shazier and Robert Golden),3.180,4.580
1,1:49,1,10,PIT 15,0,7,Giovani Bernard right guard for 4 yards (tackle by Daniel McCullers and Jarvis Jones),4.580,4.640
1,1:08,2,6,PIT 11,0,7,Andy Dalton pass incomplete short left intended for Brandon LaFell (defended by Cameron Heyward),4.640,3.780
1,1:05,3,6,PIT 11,0,7,Andy Dalton pass complete short middle to Giovani Bernard for 4 yards (tackle by Mike Mitchell and Robert Golden),3.780,3.000
1,0:26,4,2,PIT 7,3,7,Mike Nugent 25 yard field goal good,3.000,3.000
1,0:26,,,CIN 35,3,7,"Mike Nugent kicks off 67 yards, returned by Fitzgerald Toussaint for 22 yards (tackle by Josh Shaw)",0.000,-0.280
1,0:17,1,10,PIT 20,3,7,Ben Roethlisberger pass complete short right to David Johnson for 5 yards (tackle by Rey Maualuga and Karlos Dansby),0.280,0.410
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,PIT 25,3,7,Ben Roethlisberger pass incomplete short right intended for Xavier Grimble,0.410,-0.300
