Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
2,2:00,1,10,IND 30,21,3,Peyton Manning pass complete short middle to Marvin Harrison for 13 yards (tackle by Eric Alexander),0.940,1.800
2,1:41,1,10,IND 43,21,3,Peyton Manning pass complete short left to Aaron Moorehead for 10 yards (tackle by Ellis Hobbs),1.800,2.460
2,1:35,1,10,NWE 47,21,3,Peyton Manning pass complete short left to Aaron Moorehead for 5 yards (tackle by Eric Alexander),2.460,2.590
2,1:19,2,5,NWE 42,21,3,Peyton Manning pass complete short middle to Dallas Clark for 13 yards (tackle by Eric Alexander),2.590,3.640
2,0:59,1,10,NWE 29,21,3,Peyton Manning pass incomplete deep left intended for Aaron Moorehead,3.640,3.100
2,0:53,2,10,NWE 29,21,3,Peyton Manning pass incomplete short middle intended for Dallas Clark,3.100,2.410
2,0:48,3,10,NWE 29,21,3,Peyton Manning pass complete short middle to Dominic Rhodes for 11 yards (tackle by Eric Alexander),2.410,4.370
2,0:32,1,10,NWE 18,21,3,Peyton Manning pass complete short middle to Dallas Clark for 12 yards (tackle by Eric Alexander),4.370,5.830
2,0:24,,,,21,3,Timeout #1 by Indianapolis Colts,0.000,5.830
2,0:24,1,6,NWE 6,21,3,Dominic Rhodes middle for -2 yards (tackle by Vince Wilfork and Mike Vrabel),5.830,4.570
2,0:20,,,,21,3,Timeout #2 by Indianapolis Colts,0.000,4.570
2,0:20,2,8,NWE 8,21,3,Peyton Manning pass incomplete short middle intended for Dallas Clark,4.570,3.580
2,0:15,3,8,NWE 8,21,3,Peyton Manning pass incomplete short left intended for Reggie Wayne,3.580,2.950
2,0:11,,,,21,3,Timeout #3 by Indianapolis Colts,0.000,2.950
2,0:11,4,8,NWE 8,21,6,Adam Vinatieri 26 yard field goal good,2.950,3.000
2,,,,IND 30,21,6,"Adam Vinatieri kicks off 45 yards, muffed catch by Chad Jackson, recovered by Troy Brown and returned for no gain",0.000,0.280
2,0:00,1,10,NWE 20,21,6,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,21,6,"Stephen Gostkowski kicks off 71 yards, returned by Terrence Wilkins for 25 yards (tackle by Larry Izzo)",0.000,0.540
3,14:55,1,10,IND 24,21,6,Dominic Rhodes left tackle for 2 yards (tackle by Rosevelt Colvin),0.540,0.270
3,14:29,2,8,IND 26,21,6,Peyton Manning pass complete short right to Marvin Harrison for 7 yards (tackle by Asante Samuel),0.270,0.500
3,14:19,3,1,IND 33,21,6,Dominic Rhodes right guard for 4 yards (tackle by Vince Wilfork and Tedy Bruschi),0.500,1.400
3,13:41,1,10,IND 37,21,6,Dominic Rhodes left tackle for 10 yards (tackle by Tedy Bruschi),1.400,2.060
3,13:01,1,10,IND 47,21,6,Dominic Rhodes left guard for 2 yards (tackle by Rosevelt Colvin),2.060,1.790
3,12:22,2,8,IND 49,21,6,Peyton Manning pass complete short right to Marvin Harrison for 13 yards,1.790,3.050
3,11:56,1,10,NWE 38,21,6,Dominic Rhodes right tackle for 5 yards (tackle by Artrell Hawkins and Vince Wilfork),3.050,3.180
3,11:20,2,5,NWE 33,21,6,Peyton Manning pass incomplete short middle intended for Reggie Wayne (defended by Asante Samuel),3.180,2.480
3,11:15,3,5,NWE 33,21,6,Peyton Manning pass complete short middle to Reggie Wayne for 12 yards (tackle by Tedy Bruschi),2.480,4.170
3,10:29,1,10,NWE 21,21,6,Peyton Manning pass complete short left to Dominic Rhodes for 4 yards (tackle by Eric Alexander),4.170,4.200
3,9:49,2,6,NWE 17,21,6,Peyton Manning pass complete short middle to Aaron Moorehead for 8 yards (tackle by Ellis Hobbs),4.200,5.140
3,9:13,1,9,NWE 9,21,6,Joseph Addai middle for 4 yards (tackle by Mike Vrabel),5.140,5.150
3,8:46,2,5,NWE 5,21,6,Joseph Addai left tackle for 4 yards (tackle by James Sanders),5.150,5.170
3,8:21,3,1,NWE 1,21,12,"Peyton Manning middle for 1 yard, touchdown",5.170,7.000
3,,,,NWE 2,21,13,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,21,13,"Adam Vinatieri kicks off 63 yards, returned by Laurence Maroney for 11 yards (tackle by Darrell Reid)",0.000,0.040
3,8:09,1,10,NWE 18,21,13,Tom Brady pass incomplete short right intended for Reche Caldwell,0.040,-0.490
3,8:04,2,10,NWE 18,21,13,Kevin Faulk middle for 8 yards (tackle by Robert Mathis),-0.490,-0.140
3,7:23,3,2,NWE 26,21,13,Tom Brady pass complete short left to Heath Evans for no gain,-0.140,-1.630
3,7:04,4,2,NWE 26,21,13,"Todd Sauerbrun punts 58 yards, returned by Terrence Wilkins for 8 yards (tackle by Pierre Woods)",-1.630,-0.540
3,6:50,1,10,IND 24,21,13,Peyton Manning pass complete deep middle to Dallas Clark for 25 yards (tackle by James Sanders),0.540,2.190
3,6:18,1,10,IND 49,21,13,Dominic Rhodes right tackle for 19 yards (tackle by James Sanders),2.190,3.450
3,5:39,1,10,NWE 32,21,13,Peyton Manning pass incomplete short right intended for Marvin Harrison,3.450,2.900
3,5:35,2,10,NWE 32,21,13,Dominic Rhodes right tackle for 5 yards (tackle by Tully Banta-Cain and Richard Seymour),2.900,2.870
3,4:58,3,5,NWE 27,21,13,"Penalty on Richard Seymour: Neutral Zone Infraction, 5 yards (no play)",2.870,4.110
3,4:50,1,10,NWE 22,21,13,Joseph Addai right tackle for 3 yards (tackle by Eric Alexander),4.110,3.970
3,4:12,2,7,NWE 19,21,13,"Peyton Manning pass incomplete deep left intended for Reggie Wayne. Penalty on Ellis Hobbs: Defensive Pass Interfere, 18 yards (no play)",3.970,6.970
3,4:06,1,1,NWE 1,21,19,"Peyton Manning pass complete short right to Dan Klecko for 1 yard, touchdown",6.970,7.000
3,,,,,21,21,"Two Point Attempt: Peyton Manning pass complete to Marvin Harrison, conversion succeeds",1.000,1.000
3,,,,IND 30,21,21,"Adam Vinatieri kicks off 71 yards, returned by Ellis Hobbs for 80 yards (tackle by Matt Giordano)",0.000,4.170
3,3:49,1,10,IND 21,21,21,Laurence Maroney left tackle for -1 yards (tackle by Raheem Brock and Gary Brackett),4.170,3.490
3,3:05,2,11,IND 22,21,21,Tom Brady pass complete short middle to Jabar Gaffney for 17 yards (tackle by Antoine Bethea),3.490,6.060
3,2:24,1,5,IND 5,21,21,Corey Dillon left end for -1 yards (tackle by Rob Morris),6.060,4.950
3,1:42,2,6,IND 6,21,21,Tom Brady pass incomplete short right intended for Reche Caldwell,4.950,4.040
3,1:35,3,6,IND 6,27,21,"Tom Brady pass complete short right to Jabar Gaffney for 6 yards, touchdown",4.040,7.000
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
3,,,,IND 2,28,21,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,28,21,"Stephen Gostkowski kicks off 49 yards, returned by Charlie Johnson for 12 yards (tackle by Willie Andrews)",0.000,1.140
3,1:18,1,10,IND 33,28,21,Peyton Manning pass complete short right to Dominic Rhodes for 10 yards (tackle by Mike Vrabel),1.140,1.800
3,0:47,1,10,IND 43,28,21,Peyton Manning pass complete short middle to Dominic Rhodes for 13 yards (tackle by Tedy Bruschi),1.800,2.650
3,0:09,1,10,NWE 44,28,21,Dominic Rhodes middle for 9 yards (tackle by Rashad Baker),2.650,3.330
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NWE 35,28,21,Joseph Addai right tackle for 3 yards (tackle by Ty Warren),3.330,3.450
4,14:29,1,10,NWE 32,28,21,Peyton Manning pass complete deep left to Dallas Clark for 23 yards (tackle by Tully Banta-Cain),3.450,5.140
4,14:13,1,9,NWE 9,28,21,Dominic Rhodes left tackle for 4 yards (tackle by Vince Wilfork),5.140,5.150
4,13:42,2,5,NWE 5,28,21,"Penalty on Jarvis Green: Neutral Zone Infraction, 3 yards (no play)",5.150,5.720
4,13:34,2,2,NWE 2,28,27,"Dominic Rhodes left tackle for 1 yard (tackle by Eric Alexander). Dominic Rhodes fumbles (forced by Eric Alexander), recovered by Jeff Saturday at NWE-0, touchdown",5.720,7.000
4,,,,NWE 2,28,28,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,28,28,"Adam Vinatieri kicks off 73 yards, returned by Ellis Hobbs for 30 yards (tackle by Dexter Reid)",0.000,0.740
4,13:18,1,10,NWE 27,28,28,Tom Brady pass complete short right to Ben Watson for 4 yards (tackle by Gary Brackett),0.740,0.740
4,12:41,2,6,NWE 31,28,28,Laurence Maroney middle for -2 yards (tackle by Dwight Freeney),0.740,-0.230
4,12:01,3,8,NWE 29,28,28,Tom Brady pass complete short right to Laurence Maroney for 6 yards (tackle by Raheem Brock and Robert Mathis),-0.230,-1.040
4,11:19,4,2,NWE 35,28,28,"Todd Sauerbrun punts 59 yards, returned by Terrence Wilkins for 16 yards (tackle by Pierre Woods)",-1.040,-0.410
4,11:06,1,10,IND 22,28,28,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.410,-0.130
4,10:54,2,10,IND 22,28,28,Peyton Manning sacked by Mike Vrabel for -7 yards,-0.130,-2.050
4,10:43,3,17,IND 15,28,28,Peyton Manning pass incomplete short left intended for Reggie Wayne,-2.050,-2.440
4,10:35,4,17,IND 15,28,28,"Hunter Smith punts 58 yards, returned by Troy Brown for 15 yards (tackle by Keith O'Neil). Penalty on Dexter Reid: Face Mask (15 Yards), 15 yards, Penalty on Kelvin Hayden: Illegal Shift (Declined)",-2.440,-2.720
4,10:26,1,10,IND 43,28,28,Tom Brady pass complete short right to Reche Caldwell for 16 yards (tackle by Bob Sanders),2.720,3.780
4,9:42,1,10,IND 27,28,28,Tom Brady pass complete short right to Jabar Gaffney for 14 yards (tackle by Kelvin Hayden),3.780,4.710
4,8:59,1,10,IND 13,28,28,"Tom Brady pass complete short middle to Troy Brown for 7 yards (tackle by Kelvin Hayden and Bob Sanders). Penalty on Jabar Gaffney: Illegal Shift, 5 yards (no play)",4.710,4.290
4,8:38,1,15,IND 18,28,28,Tom Brady pass incomplete short right intended for Reche Caldwell,4.290,3.400
4,8:34,2,15,IND 18,28,28,Tom Brady pass complete short middle to Heath Evans for 8 yards (tackle by Rob Morris and Cato June),3.400,3.650
4,7:50,3,7,IND 10,28,28,Tom Brady pass incomplete short right intended for Reche Caldwell,3.650,2.760
4,7:45,4,7,IND 10,31,28,Stephen Gostkowski 28 yard field goal good,2.760,3.000
4,,,,NWE 30,31,28,"Stephen Gostkowski kicks off 60 yards, returned by Terrence Wilkins for 13 yards (tackle by Rashad Baker)",0.000,0.480
4,7:35,1,10,IND 23,31,28,Peyton Manning pass complete deep middle to Dallas Clark for 52 yards (tackle by James Sanders),0.480,3.910
4,6:56,1,10,NWE 25,31,28,Dominic Rhodes left tackle for 5 yards (tackle by Mike Vrabel),3.910,4.040
4,6:23,2,5,NWE 20,31,28,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Ellis Hobbs),4.040,3.340
4,6:16,3,5,NWE 20,31,28,Dominic Rhodes left tackle for 2 yards (tackle by Tully Banta-Cain),3.340,2.350
4,5:35,4,3,NWE 18,31,31,Adam Vinatieri 36 yard field goal good,2.350,3.000
4,,,,IND 30,31,31,"Adam Vinatieri kicks off 65 yards, returned by Ellis Hobbs for 41 yards (tackle by Rob Morris)",0.000,1.990
4,5:23,1,10,NWE 46,31,31,Tom Brady pass complete deep right to Daniel Graham for 25 yards (tackle by Gary Brackett),1.990,3.640
4,4:39,1,10,IND 29,31,31,Tom Brady pass incomplete deep right intended for Jabar Gaffney,3.640,3.100
4,4:33,2,10,IND 29,31,31,Tom Brady pass incomplete short right intended for Daniel Graham (defended by Antoine Bethea),3.100,2.410
4,4:29,3,10,IND 29,31,31,Heath Evans right tackle for 4 yards (tackle by Gary Brackett),2.410,1.830
4,3:53,4,6,IND 25,34,31,Stephen Gostkowski 43 yard field goal good,1.830,3.000
4,,,,NWE 30,34,31,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
4,3:49,1,10,IND 20,34,31,Peyton Manning pass incomplete short right intended for Dallas Clark,0.280,-0.270
4,3:46,2,10,IND 20,34,31,Peyton Manning pass incomplete deep left intended for Aaron Moorehead,-0.270,-0.960
4,3:41,3,10,IND 20,34,31,Peyton Manning pass incomplete short left intended for Aaron Moorehead (defended by Ray Mickens),-0.960,-2.030
4,3:35,4,10,IND 20,34,31,"Hunter Smith punts 56 yards, returned by Troy Brown for 16 yards (tackle by Keith O'Neil)",-2.030,-1.600
4,3:22,1,10,NWE 40,34,31,"Penalty on Heath Evans: Offensive 12 On-field, 5 yards (no play)",1.600,1.270
4,3:22,1,15,NWE 35,34,31,Tom Brady pass complete short right to Reche Caldwell for 7 yards (tackle by Marlin Jackson),1.270,1.320
4,2:39,2,8,NWE 42,34,31,Tom Brady pass complete short left to Ben Watson for 4 yards (tackle by Antoine Bethea and Jason David),1.320,1.160
4,2:30,,,,34,31,Timeout #2 by Indianapolis Colts,0.000,1.160
4,2:30,3,4,NWE 46,34,31,Tom Brady pass incomplete short right intended for Troy Brown (defended by Bob Sanders),1.160,-0.320
4,2:27,4,4,NWE 46,34,31,"Todd Sauerbrun punts 54 yards, touchback",-0.320,-0.280
4,2:17,1,10,IND 20,34,31,Peyton Manning pass complete short left to Reggie Wayne for 11 yards,0.280,1.000
4,2:12,1,10,IND 31,34,31,Peyton Manning pass incomplete short middle intended for Bryan Fletcher (defended by Eric Alexander),1.000,0.460
4,2:08,2,10,IND 31,34,31,Peyton Manning pass complete deep left to Bryan Fletcher for 32 yards,0.460,3.120
4,2:01,1,10,NWE 37,34,31,"Peyton Manning pass complete short middle to Reggie Wayne for 14 yards (tackle by Chad Scott and James Sanders). Penalty on Tully Banta-Cain: Roughing the Passer, 12 yards",3.120,4.840
4,1:53,1,10,NWE 11,34,31,Joseph Addai right tackle for 5 yards (tackle by Mike Wright and Mike Vrabel),4.840,5.080
4,1:10,2,5,NWE 6,34,31,Joseph Addai middle for 3 yards (tackle by Vince Wilfork),5.080,4.890
4,1:02,,,,34,31,Timeout #1 by New England Patriots,0.000,4.890
4,1:02,3,2,NWE 3,34,37,"Joseph Addai middle for 3 yards, touchdown",4.890,7.000
4,,,,NWE 2,34,38,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,34,38,"Adam Vinatieri kicks off 71 yards, returned by Ellis Hobbs for 22 yards (tackle by Rocky Boiman)",0.000,0.340
4,0:54,1,10,NWE 21,34,38,Tom Brady pass incomplete deep left intended for Reche Caldwell,0.340,-0.200
4,0:49,2,10,NWE 21,34,38,Tom Brady pass complete short left to Ben Watson for 19 yards (tackle by Cato June and Bob Sanders),-0.200,1.600
4,0:31,1,10,NWE 40,34,38,Tom Brady pass complete short right to Heath Evans for 15 yards (tackle by Cato June),1.600,2.590
4,0:24,,,,34,38,Timeout #2 by New England Patriots,0.000,2.590
4,0:24,1,10,IND 45,34,38,Tom Brady pass incomplete short middle intended for Ben Watson is intercepted by Marlin Jackson at IND-35 and returned for 6 yards,2.590,-1.660
4,0:16,1,10,IND 41,34,38,Peyton Manning kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
