Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,14,47,1,1,38,2.7,9,0.6,0,
Isaiah Spiller,LAC,7,29,0,1,13,1.9,16,2.3,0,
Gerald Everett,LAC,1,0,0,0,0,0.0,0,0.0,0,
Justin Herbert,LAC,1,3,0,0,3,3.0,0,0.0,0,
Sony Michel,LAC,1,12,0,1,9,9.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cordarrelle Patterson,ATL,13,44,2,4,39,3.0,5,0.4,0,
Tyler Allgeier,ATL,10,99,0,4,62,6.2,37,3.7,0,
Caleb Huntley,ATL,7,34,0,1,28,4.0,6,0.9,0,
Marcus Mariota,ATL,5,24,0,3,24,4.8,0,0.0,0,
