Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Calvin Ridley,JAX,8,7,122,0,7,112,16.0,10,1.4,15.5,0,,0,0.0,0,118.7
Christian Kirk,JAX,8,6,78,0,3,53,8.8,25,4.2,6.9,1,6.0,0,0.0,0,105.2
Evan Engram,JAX,8,4,28,0,1,11,2.8,17,4.3,5.9,0,,0,0.0,0,58.3
Travis Etienne,JAX,5,4,48,0,3,12,3.0,36,9.0,1.4,1,4.0,1,20.0,0,106.7
Zay Jones,JAX,5,3,23,1,1,17,5.7,6,2.0,7.4,0,,1,20.0,0,110.8
Luke Farrell,JAX,1,1,16,0,1,1,1.0,15,15.0,1.0,0,,0,0.0,0,118.7
Brenton Strange,JAX,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6
Tim Jones,JAX,1,0,0,0,,0,,0,,12.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Stefon Diggs,BUF,11,8,121,1,5,112,14.0,9,1.1,16.5,0,,1,9.1,1,100.9
Gabriel Davis,BUF,8,6,100,1,4,95,15.8,5,0.8,13.9,0,,1,12.5,0,156.2
Dawson Knox,BUF,6,3,17,0,,7,2.3,10,3.3,9.7,0,,1,16.7,0,56.2
James Cook,BUF,4,3,25,0,1,0,0.0,25,8.3,0.3,0,,1,25.0,0,90.6
Deonte Harty,BUF,2,2,62,0,2,59,29.5,3,1.5,29.5,0,,0,0.0,0,118.7
Dalton Kincaid,BUF,2,2,19,0,1,11,5.5,8,4.0,5.5,0,,0,0.0,0,106.2
Latavius Murray,BUF,1,1,1,0,,-1,-1.0,2,2.0,-1.0,0,,0,0.0,0,79.2
Khalil Shakir,BUF,1,1,11,0,,4,4.0,7,7.0,4.0,0,,0,0.0,0,112.5
Trent Sherfield,BUF,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
