#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:49,ARI 20,5,2:14,11,Punt
2,1,10:45,NYG 49,9,5:16,46,Field Goal
3,1,2:23,ARI 25,3,1:18,-14,Punt
4,2,15:00,ARI 8,3,1:33,3,Punt
5,2,8:58,ARI 23,5,2:53,34,Punt
6,2,3:05,ARI 21,9,2:04,79,Touchdown
7,2,0:09,ARI 30,1,0:09,-1,End of Half
8,3,15:00,ARI 25,11,5:35,75,Touchdown
9,3,6:55,ARI 20,3,1:59,2,Punt
10,3,2:19,ARI 42,3,1:32,33,Interception
11,4,13:27,ARI 15,5,3:14,14,Interception
12,4,9:09,ARI 36,3,1:49,3,Punt
13,4,3:57,ARI 35,5,3:37,14,Punt
