#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 19,4,1:11,15,Punt
2,1,11:35,NYG 13,3,0:50,0,Punt
3,1,5:29,NYG 25,6,3:06,22,Interception
4,1,1:05,ARI 48,3,1:05,3,Punt
5,2,13:27,ARI 47,8,4:29,32,Missed FG
6,2,6:05,NYG 6,6,3:00,24,Punt
7,2,1:01,NYG 25,4,0:52,29,Interception
8,3,9:25,NYG 25,6,2:30,27,Punt
9,3,4:56,NYG 20,6,2:37,38,Downs
10,3,0:47,NYG 20,3,0:57,1,Fumble
11,4,14:50,NYG 25,5,1:23,22,Punt
12,4,10:13,ARI 26,5,1:04,-10,Downs
13,4,7:20,NYG 20,8,3:23,45,Downs
14,4,0:20,NYG 10,1,0:20,5,End of Game
