Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
1,10:53,4,10,NYG 13,0,0,"Brad Wing punts 36 yards, fair catch by Patrick Peterson",-2.490,-2.320
1,10:45,1,10,NYG 49,0,0,Drew Stanton pass complete short right to Jermaine Gresham for 4 yards (tackle by Andrew Adams),2.320,2.320
1,10:07,2,6,NYG 45,0,0,Kerwynn Williams middle for no gain (tackle by Jason Pierre-Paul),2.320,1.620
1,9:27,3,6,NYG 45,0,0,Drew Stanton pass complete short middle to D.J. Foster for 8 yards (tackle by Kelvin Sheppard),1.620,3.120
1,8:47,1,10,NYG 37,0,0,Drew Stanton pass complete deep right to Larry Fitzgerald for 19 yards (tackle by Brandon Dixon),3.120,4.370
1,7:59,1,10,NYG 18,0,0,"Kerwynn Williams left end for 1 yard (tackle by Kelvin Sheppard). Penalty on Ricky Seals-Jones: Offensive Holding, 10 yards (no play)",4.370,3.710
1,7:29,1,20,NYG 28,0,0,Drew Stanton pass complete deep left to Larry Fitzgerald for 20 yards (tackle by Kelvin Sheppard). Penalty on Brandon Dixon: Illegal Use of Hands (Declined),3.710,5.370
1,7:00,1,8,NYG 8,0,0,Kerwynn Williams middle for 2 yards (tackle by Ross Cockrell and Darryl Morris),5.370,4.950
1,6:18,2,6,NYG 6,0,0,Drew Stanton pass complete short left to Larry Fitzgerald for 3 yards (tackle by Jason Pierre-Paul),4.950,4.720
1,5:38,3,3,NYG 3,0,0,Drew Stanton pass incomplete short right intended for Larry Fitzgerald,4.720,3.040
1,5:33,4,3,NYG 3,0,3,Phil Dawson 21 yard field goal good,3.040,3.000
1,5:29,,,ARI 35,0,3,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
1,5:29,1,10,NYG 25,0,3,Wayne Gallman middle for 3 yards (tackle by Antoine Bethea),0.610,0.470
1,4:55,2,7,NYG 28,0,3,Eli Manning pass complete short right to Evan Engram for 12 yards (tackle by Karlos Dansby and Budda Baker). Penalty on Deone Bucannon: Defensive Holding (Declined),0.470,1.600
1,4:37,1,10,NYG 40,0,3,"Wayne Gallman middle for 5 yards (tackle by Josh Mauro). Penalty on Jon Halapio: Offensive Holding, 10 yards",1.600,1.270
1,4:14,1,15,NYG 35,0,3,Eli Manning pass complete short right to Wayne Gallman for 8 yards (tackle by Chandler Jones),1.270,1.460
1,3:35,2,7,NYG 43,0,3,Wayne Gallman middle for -6 yards (tackle by Kareem Martin and Olsen Pierre),1.460,-0.030
1,3:13,3,13,NYG 37,0,3,"Eli Manning pass complete short right to Sterling Shepard for 10 yards (tackle by Patrick Peterson). Penalty on Rodney Gunter: Defensive 12 On-field, 5 yards (no play)",-0.030,0.630
1,2:47,3,8,NYG 42,0,3,"Eli Manning pass complete short right to Wayne Gallman for 4 yards (tackle by Deone Bucannon). Penalty on Haason Reddick: Defensive Offside, 5 yards (no play)",0.630,1.290
1,2:30,3,3,NYG 47,0,3,Eli Manning pass incomplete deep left intended for Evan Engram is intercepted by Antoine Bethea at ARI-25,1.290,-0.610
1,2:23,1,10,ARI 25,0,3,Elijhaa Penny middle for 2 yards (tackle by Kelvin Sheppard),0.610,0.330
1,1:50,2,8,ARI 27,0,3,Drew Stanton pass incomplete deep right intended for Jaron Brown,0.330,-0.360
1,1:44,3,8,ARI 27,0,3,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",-0.360,-1.020
1,1:44,3,13,ARI 22,0,3,"Drew Stanton sacked by Olivier Vernon for -9 yards. Drew Stanton fumbles (forced by Olivier Vernon), recovered by Alex Boone at ARI-11",-1.020,-2.490
1,1:33,4,24,ARI 11,0,3,"Andy Lee punts 43 yards, returned by Hunter Sharp for 6 yards (tackle by Haason Reddick)",-2.490,-2.390
1,1:05,1,10,ARI 48,0,3,Orleans Darkwa middle for 3 yards (tackle by Patrick Peterson),2.390,2.250
1,0:27,2,7,ARI 45,0,3,Wayne Gallman left tackle for 5 yards (tackle by Budda Baker),2.250,2.210
1,0:08,3,2,ARI 40,0,3,Eli Manning pass incomplete short middle intended for Roger Lewis (defended by Deone Bucannon),2.210,0.590
,,,,,,,"ARI challenged the pass completion ruling, and the original play was overturned.",,
1,0:04,4,2,ARI 40,0,3,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",0.590,0.270
1,0:04,4,7,ARI 45,0,3,"Brad Wing punts 37 yards, fair catch by Patrick Peterson",0.270,0.380
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 8,0,3,Drew Stanton pass complete short right to Kerwynn Williams for 3 yards (tackle by Ross Cockrell),-0.380,-0.560
2,14:21,2,7,ARI 11,0,3,Kerwynn Williams middle for no gain (tackle by Ray-Ray Armstrong),-0.560,-1.070
2,13:43,3,7,ARI 11,0,3,Drew Stanton pass incomplete short right intended for Larry Fitzgerald,-1.070,-2.490
2,13:38,4,7,ARI 11,0,3,"Andy Lee punts 49 yards, returned by Hunter Sharp for 13 yards (tackle by Budda Baker)",-2.490,-2.460
2,13:27,1,10,ARI 47,0,3,Eli Manning pass incomplete,2.460,1.910
2,13:20,2,10,ARI 47,0,3,Eli Manning pass complete short left to Roger Lewis for 8 yards (tackle by Tramon Williams),1.910,2.280
2,12:41,3,2,ARI 39,0,3,Orleans Darkwa middle for no gain (tackle by Rodney Gunter),2.280,0.000
2,11:53,,,,,,Timeout #1 by New York Giants,0.000,-0.660
2,11:53,4,2,ARI 39,0,3,Eli Manning pass complete short right to Rhett Ellison for 15 yards (tackle by Budda Baker),0.660,3.970
2,11:13,1,10,ARI 24,0,3,Eli Manning pass complete short left to Roger Lewis for 8 yards (tackle by Tramon Williams),3.970,4.650
2,10:28,2,2,ARI 16,0,3,Orleans Darkwa middle for 1 yard (tackle by Deone Bucannon),4.650,4.170
2,9:48,3,1,ARI 15,0,3,Orleans Darkwa left tackle for no gain (tackle by Budda Baker and Corey Peters),4.170,2.590
2,9:03,4,1,ARI 15,0,3,Aldrick Rosas 33 yard field goal no good,2.590,-0.480
2,8:58,1,10,ARI 23,0,3,Larry Fitzgerald pass complete deep right to Jaron Brown for 21 yards (tackle by Darian Thompson),0.480,1.860
2,8:20,1,10,ARI 44,0,3,Drew Stanton pass complete deep middle to Larry Fitzgerald for 16 yards (tackle by Brandon Dixon),1.860,2.920
2,7:34,1,10,NYG 40,0,3,Kerwynn Williams middle for -3 yards (tackle by Damon Harrison),2.920,1.970
2,6:56,2,13,NYG 43,0,3,Drew Stanton pass complete short left to Larry Fitzgerald for no gain,1.970,1.290
2,6:19,3,13,NYG 43,0,3,Drew Stanton pass incomplete deep left intended for John Brown,1.290,0.400
2,6:13,4,13,NYG 43,0,3,"Andy Lee punts 31 yards, fair catch by Hunter Sharp. Penalty on Ryan Murphy: Offensive Holding, 6 yards",0.400,0.380
2,6:05,1,10,NYG 6,0,3,Orleans Darkwa middle for 1 yard (tackle by Rodney Gunter),-0.380,-0.710
2,5:35,2,9,NYG 7,0,3,Eli Manning pass complete short left to Roger Lewis for 3 yards (tackle by Tramon Williams),-0.710,-0.950
2,5:17,3,6,NYG 10,0,3,Eli Manning pass complete short left to Rhett Ellison for 11 yards (tackle by Budda Baker),-0.950,0.340
2,4:45,1,10,NYG 21,0,3,Wayne Gallman middle for -3 yards (tackle by Budda Baker),0.340,-0.700
2,4:11,2,13,NYG 18,0,3,Eli Manning pass complete short right to Wayne Gallman for 11 yards (tackle by Budda Baker),-0.700,0.170
2,3:47,3,2,NYG 29,0,3,Wayne Gallman middle for 1 yard (tackle by Kareem Martin and Deone Bucannon),0.170,-1.370
2,3:13,4,1,NYG 30,0,3,"Brad Wing punts 49 yards, fair catch by Patrick Peterson",-1.370,-0.340
2,3:05,1,10,ARI 21,0,3,Drew Stanton pass complete short right to Kerwynn Williams for 11 yards,0.340,1.070
2,2:38,1,10,ARI 32,0,3,Kerwynn Williams middle for 5 yards (tackle by Dalvin Tomlinson),1.070,0.000
2,2:29,,,,,,Timeout #1 by Arizona Cardinals,0.000,-1.200
2,2:29,2,5,ARI 37,0,3,Drew Stanton pass incomplete short right intended for Ricky Seals-Jones (defended by Dominique Rodgers-Cromartie),1.200,0.500
2,2:24,3,5,ARI 37,0,3,Drew Stanton pass complete short right to Larry Fitzgerald for 23 yards (tackle by Dominique Rodgers-Cromartie),0.500,2.920
2,2:00,1,10,NYG 40,0,3,Drew Stanton sacked by Jason Pierre-Paul for -4 yards,2.920,1.830
2,1:40,2,14,NYG 44,0,3,Drew Stanton pass complete short left to D.J. Foster for 11 yards (tackle by Ray-Ray Armstrong and Brandon Dixon),1.830,0.000
2,1:33,,,,,,Timeout #2 by Arizona Cardinals,0.000,-2.610
2,1:33,3,3,NYG 33,0,3,"Drew Stanton pass incomplete short middle intended for Larry Fitzgerald. Penalty on Olivier Vernon: Roughing the Passer, 15 yards (no play)",2.610,4.370
2,1:28,1,10,NYG 18,0,3,Drew Stanton pass incomplete short middle intended for Larry Fitzgerald,4.370,3.800
2,1:24,2,10,NYG 18,0,3,Drew Stanton pass complete short middle to D.J. Foster for 5 yards (tackle by Landon Collins),3.800,0.000
2,1:07,,,,,,Timeout #2 by New York Giants,0.000,-3.820
2,1:07,3,5,NYG 13,0,9,"Drew Stanton pass complete short left to Larry Fitzgerald for 13 yards, touchdown",3.820,7.000
2,1:01,,,NYG 15,0,10,Phil Dawson kicks extra point good,0.000,0.000
2,1:01,,,ARI 35,0,10,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
2,1:01,1,10,NYG 25,0,10,Eli Manning pass complete short left to Sterling Shepard for 9 yards (tackle by Tyrann Mathieu),0.610,1.280
2,0:45,2,1,NYG 34,0,10,Eli Manning pass complete deep left to Roger Lewis for 21 yards,1.280,2.590
2,0:40,1,10,ARI 45,0,10,Eli Manning pass complete short right to Sterling Shepard for 9 yards (tackle by Tyrann Mathieu and Deone Bucannon),2.590,3.260
2,0:24,2,1,ARI 36,0,10,"Eli Manning pass incomplete deep left intended for Roger Lewis. Penalty on Roger Lewis: Offensive Pass Interference, 10 yards (no play)",3.260,1.910
2,0:18,2,11,ARI 46,0,10,"Eli Manning pass incomplete deep middle intended for Roger Lewis is intercepted by Antoine Bethea at ARI-26 and returned for 23 yards. Penalty on Frostee Rucker: Illegal Block Above the Waist, 10 yards",1.910,-0.940
2,0:09,1,10,ARI 30,0,10,Drew Stanton kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,0,10,"Aldrick Rosas kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,ARI 25,0,10,Drew Stanton pass complete short right to Larry Fitzgerald for 15 yards (tackle by Andrew Adams),0.610,1.600
3,14:19,1,10,ARI 40,0,10,Kerwynn Williams middle for 9 yards (tackle by Damon Harrison and Olivier Vernon),1.600,2.270
3,13:35,2,1,ARI 49,0,10,Kerwynn Williams middle for no gain (tackle by Kelvin Sheppard),2.270,1.550
3,12:54,3,1,ARI 49,0,10,Elijhaa Penny middle for 2 yards (tackle by Jason Pierre-Paul),1.550,2.320
3,12:10,1,10,NYG 49,0,10,Drew Stanton pass incomplete,2.320,1.780
3,12:02,2,10,NYG 49,0,10,Kerwynn Williams right end for 21 yards (tackle by Darian Thompson),1.780,3.710
3,11:14,1,10,NYG 28,0,10,Elijhaa Penny middle for 3 yards (tackle by Jay Bromley),3.710,3.570
3,10:32,2,7,NYG 25,0,10,Drew Stanton pass complete short right to Elijhaa Penny for 8 yards (tackle by Kelvin Sheppard),3.570,4.440
3,10:14,1,10,NYG 17,0,10,Drew Stanton middle for 2 yards (tackle by Ray-Ray Armstrong),4.440,4.150
3,9:34,2,8,NYG 15,0,10,Drew Stanton pass incomplete short right intended for Kerwynn Williams,4.150,3.340
3,9:30,3,8,NYG 15,0,16,"Drew Stanton pass complete short right to John Brown for 15 yards, touchdown",3.340,7.000
3,9:25,,,NYG 15,0,16,Phil Dawson kicks extra point no good,0.000,-1.000
3,9:25,,,ARI 35,0,16,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
3,9:25,1,10,NYG 25,0,16,Eli Manning pass complete short middle to Sterling Shepard for 10 yards (tackle by Antoine Bethea),0.610,1.270
3,9:02,1,10,NYG 35,0,16,Wayne Gallman middle for 7 yards (tackle by Karlos Dansby),1.270,1.670
3,8:34,2,3,NYG 42,0,16,Eli Manning pass complete short right to Sterling Shepard for 8 yards (tackle by Tyrann Mathieu),1.670,2.260
3,8:15,1,10,,0,16,Eli Manning pass incomplete short left intended for Roger Lewis,2.260,1.710
3,8:11,2,10,,0,16,Eli Manning pass complete short middle to Wayne Gallman for 8 yards (tackle by Deone Bucannon and Budda Baker),1.710,2.080
3,7:38,3,2,ARI 42,0,16,"Eli Manning sacked by Kareem Martin for -8 yards. Eli Manning fumbles (forced by Kareem Martin), recovered by Eli Manning at ARI-48",2.080,0.070
3,7:05,4,8,ARI 48,0,16,"Brad Wing punts 48 yards, touchback",0.070,-0.280
3,6:55,1,10,ARI 20,0,16,Drew Stanton pass complete short left to Jaron Brown for 6 yards (tackle by Kelvin Sheppard),0.280,0.540
3,6:18,2,4,ARI 26,0,16,"Kerwynn Williams middle for 3 yards (tackle by Kelvin Sheppard). Penalty on Will Holden: Offensive Holding, 10 yards (no play)",0.540,-0.940
3,5:52,2,14,ARI 16,0,16,Drew Stanton pass complete short right to Elijhaa Penny for 6 yards (tackle by Andrew Adams),-0.940,-0.690
3,5:09,3,8,ARI 22,0,16,Drew Stanton pass incomplete short left intended for Larry Fitzgerald,-0.690,-1.900
,,,,,,,"NYG challenged the pass completion ruling, and the original play was overturned.",,
3,5:06,4,8,ARI 22,0,16,"Andy Lee punts 58 yards, returned by Hunter Sharp for no gain",-1.900,-0.280
3,4:56,1,10,NYG 20,0,16,Paul Perkins left tackle for 3 yards (tackle by Karlos Dansby),0.280,0.140
3,4:18,2,7,NYG 23,0,16,Eli Manning pass complete deep left to Rhett Ellison for 27 yards (tackle by Deone Bucannon),0.140,2.260
3,3:43,1,10,,0,16,Wayne Gallman middle for 1 yard (tackle by Olsen Pierre and Budda Baker),2.260,1.850
3,3:09,2,9,ARI 49,0,16,Eli Manning pass complete short right to Rhett Ellison for 7 yards (tackle by Tyrann Mathieu and Karlos Dansby),1.850,2.080
3,2:31,3,2,ARI 42,0,16,Eli Manning pass incomplete short middle intended for Rhett Ellison (defended by Budda Baker),2.080,0.460
3,2:24,4,2,ARI 42,0,16,Eli Manning pass incomplete short right intended for Sterling Shepard,0.460,-1.730
3,2:19,1,10,ARI 42,0,16,"Drew Stanton pass incomplete deep right intended for John Brown. Penalty on Ross Cockrell: Defensive Pass Interference, 20 yards (no play)",1.730,3.050
3,2:14,1,10,NYG 38,0,16,Kerwynn Williams right tackle for no gain (tackle by Kelvin Sheppard),3.050,2.510
3,1:27,2,10,NYG 38,0,16,Drew Stanton pass complete short right to John Brown for 13 yards (tackle by Brandon Dixon),2.510,3.910
3,0:55,1,10,NYG 25,0,16,Drew Stanton pass incomplete deep right intended for Larry Fitzgerald is intercepted by Ross Cockrell at NYG-0,3.910,-0.280
3,0:47,1,10,NYG 20,0,16,Paul Perkins middle for 2 yards (tackle by Budda Baker and Josh Mauro),0.280,0.000
3,0:11,2,8,NYG 22,0,16,Eli Manning pass complete short left to Travis Rudolph for 6 yards (tackle by Tramon Williams),0.000,0.100
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,NYG 28,0,22,"Eli Manning sacked by Deone Bucannon for -8 yards. Eli Manning fumbles (forced by Deone Bucannon), recovered by Robert Nkemdiche at NYG-21 and returned for 21 yards, touchdown",0.100,-7.000
4,,,,NYG 15,0,23,Phil Dawson kicks extra point good,,
4,14:50,,,ARI 35,0,23,"Phil Dawson kicks off 64 yards, returned by Shane Vereen for 24 yards (tackle by Ricky Seals-Jones)",0.000,-0.610
4,14:45,1,10,NYG 25,0,23,Eli Manning pass complete short right to Jerell Adams for 11 yards (tackle by Karlos Dansby),0.610,1.330
4,14:19,1,10,NYG 36,0,23,Eli Manning pass complete short right to Jerell Adams for 11 yards (tackle by Budda Baker),1.330,2.060
4,13:52,1,10,NYG 47,0,23,Eli Manning pass incomplete deep left intended for Sterling Shepard,2.060,1.520
4,13:47,2,10,NYG 47,0,23,Eli Manning pass incomplete short middle intended for Rhett Ellison (defended by Josh Mauro),1.520,0.830
4,13:42,3,10,NYG 47,0,23,Eli Manning pass incomplete short left intended for Travis Rudolph,0.830,-0.260
4,13:37,4,10,NYG 47,0,23,"Brad Wing punts 47 yards, returned by Patrick Peterson for 9 yards (tackle by Zak DeOssie)",-0.260,0.220
4,13:27,1,10,ARI 15,0,23,Kerwynn Williams middle for 7 yards (tackle by Andrew Adams),-0.220,0.350
4,12:42,2,3,ARI 22,0,23,Kerwynn Williams middle for 5 yards (tackle by Kelvin Sheppard),0.350,0.740
4,11:57,1,10,ARI 27,0,23,Kerwynn Williams right tackle for 1 yard (tackle by Calvin Munson),0.740,0.330
4,11:08,2,9,ARI 28,0,23,Elijhaa Penny middle for 1 yard (tackle by Damon Harrison),0.330,-0.230
4,10:23,3,8,ARI 29,0,23,Drew Stanton pass incomplete short right intended for JJ Nelson is intercepted by Ross Cockrell at ARI-27 and returned for 1 yard,-0.230,-3.840
4,10:13,1,10,ARI 26,0,23,Eli Manning pass incomplete deep right intended for Sterling Shepard,3.840,3.300
4,10:08,2,10,ARI 26,0,23,"Eli Manning pass complete short left to Wayne Gallman for 1 yard (tackle by Budda Baker). Penalty on Brett Jones: Illegal Use of Hands, 10 yards",3.300,2.080
4,9:51,2,19,ARI 35,0,23,"Eli Manning pass incomplete short left intended for Travis Rudolph (defended by Tramon Williams). Penalty on Ereck Flowers: Offensive Holding, 10 yards (no play)",2.080,0.730
4,9:45,2,29,ARI 45,0,23,Eli Manning pass complete short right to Hunter Sharp for 4 yards (tackle by Karlos Dansby),0.730,0.630
4,9:22,3,25,ARI 41,0,23,Eli Manning pass incomplete short left intended for Wayne Gallman. Penalty on Ereck Flowers: Offensive Holding (Declined),0.630,0.530
4,9:18,4,25,ARI 41,0,23,Eli Manning middle for 5 yards (tackle by Chandler Jones),0.530,-1.330
4,9:09,1,10,ARI 36,0,23,Kerwynn Williams middle for no gain (tackle by Andrew Adams),1.330,0.790
4,8:25,2,10,ARI 36,0,23,Kerwynn Williams right tackle for 3 yards (tackle by Kelvin Sheppard),0.790,0.500
4,7:36,3,7,ARI 39,0,23,Drew Stanton pass incomplete deep middle intended for Larry Fitzgerald,0.500,-0.780
4,7:30,4,7,ARI 39,0,23,"Andy Lee punts 61 yards, touchback",-0.780,-0.280
4,7:20,1,10,NYG 20,0,23,Wayne Gallman middle for 1 yard (tackle by Antoine Bethea),0.280,-0.130
4,6:41,2,9,NYG 21,0,23,Eli Manning pass complete short middle to Sterling Shepard for 9 yards (tackle by Tyrann Mathieu),-0.130,0.940
4,5:43,1,10,NYG 30,0,23,Eli Manning pass complete short middle to Jerell Adams for 5 yards (tackle by Karlos Dansby),0.940,1.070
4,5:17,2,5,NYG 35,0,23,Eli Manning pass complete short middle to Hunter Sharp for 21 yards (tackle by Justin Bethel),1.070,2.650
4,4:52,1,10,ARI 44,0,23,Eli Manning pass complete short left to Jerell Adams for 4 yards (tackle by Karlos Dansby),2.650,2.650
4,4:31,2,6,ARI 40,0,23,Eli Manning pass complete short left to Wayne Gallman for 5 yards (tackle by Tramon Williams and Karlos Dansby),2.650,2.610
4,4:04,3,1,ARI 35,0,23,Eli Manning pass incomplete short left intended for Roger Lewis (defended by Tramon Williams),2.610,1.000
4,4:01,4,1,ARI 35,0,23,Eli Manning pass incomplete short left intended for Rhett Ellison,1.000,-1.270
4,3:57,1,10,ARI 35,0,23,Elijhaa Penny middle for 4 yards (tackle by Calvin Munson),1.270,1.260
4,3:10,2,6,ARI 39,0,23,Elijhaa Penny right end for 7 yards (tackle by Darian Thompson),1.260,1.990
4,2:22,1,10,ARI 46,0,23,Elijhaa Penny middle for 4 yards (tackle by Damon Harrison),1.990,1.990
4,2:00,2,6,,0,23,Elijhaa Penny middle for 1 yard (tackle by Dalvin Tomlinson and Brandon Dixon),1.990,1.420
4,1:14,3,5,NYG 49,0,23,Bronson Hill left end for -2 yards (tackle by Calvin Munson),1.420,0.000
4,0:28,,,,,,Timeout #1 by Arizona Cardinals,0.000,0.130
4,0:28,4,7,ARI 49,0,23,"Andy Lee punts 41 yards, fair catch by Hunter Sharp",-0.130,0.380
4,0:20,1,10,NYG 10,0,23,Paul Perkins middle for 5 yards (tackle by Deone Bucannon),-0.380,-0.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
