Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"49ers won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,SEA 25,0,0,Russell Wilson left end for 1 yard (tackle by Eric Reid),0.610,0.200
1,14:27,2,9,SEA 26,0,0,--,0.200,0.200
1,14:27,2,9,SEA 26,0,0,Thomas Rawls right guard for 1 yard (tackle by DeForest Buckner),0.200,-0.360
1,13:50,3,8,SEA 27,0,0,Russell Wilson pass complete short left to C.J. Prosise for 9 yards (tackle by Jimmie Ward),-0.360,1.330
1,13:11,1,10,SEA 36,0,0,Russell Wilson pass incomplete short left intended for Jimmy Graham (defended by Jaquiski Tartt),1.330,0.790
1,13:07,2,10,SEA 36,0,0,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Thomas Rawls at SEA-35",0.790,-0.030
1,12:34,3,11,SEA 35,0,0,"Penalty on Elvis Dumervil: Neutral Zone Infraction, 5 yards (no play)",-0.030,0.630
1,12:18,3,6,SEA 40,0,0,Russell Wilson pass complete short left to Doug Baldwin for 10 yards (tackle by Dontae Johnson),0.630,2.260
1,11:55,1,10,,0,0,Russell Wilson pass complete short right to Doug Baldwin for 2 yards (tackle by Eric Reid),2.260,1.980
1,11:30,2,8,SFO 48,0,0,Russell Wilson pass incomplete short left intended for Paul Richardson,1.980,1.290
1,11:26,3,8,SFO 48,0,0,Russell Wilson pass complete short left to Chris Carson for 7 yards (tackle by Jimmie Ward and K'Waun Williams),1.290,0.530
1,10:53,4,1,SFO 41,0,0,Russell Wilson for 9 yards (tackle by Jaquiski Tartt),0.530,3.450
1,10:24,1,10,SFO 32,0,0,Chris Carson left tackle for 3 yards (tackle by Ray-Ray Armstrong and Arik Armstead),3.450,3.310
1,9:48,2,7,SFO 29,0,0,Russell Wilson pass complete deep right to Tyler Lockett for 22 yards (tackle by K'Waun Williams). Penalty on Arik Armstead: Defensive Holding (Declined),3.310,5.600
1,9:34,1,7,SFO 7,0,0,Thomas Rawls left tackle for no gain (tackle by Arik Armstead and Tank Carradine),5.600,4.760
1,8:53,2,7,SFO 7,0,0,Russell Wilson pass incomplete short middle intended for C.J. Prosise,4.760,3.810
1,8:49,3,7,SFO 7,0,0,Russell Wilson pass incomplete short left intended for Doug Baldwin,3.810,2.970
1,8:41,4,7,SFO 7,0,3,Blair Walsh 25 yard field goal good,2.970,3.000
1,8:38,,,SEA 35,0,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
1,8:38,1,10,SFO 25,0,3,Carlos Hyde right tackle for 4 yards (tackle by Bobby Wagner and K.J. Wright),0.610,0.600
1,8:02,2,6,SFO 29,0,3,Brian Hoyer pass incomplete deep left intended for Marquise Goodwin,0.600,-0.100
1,7:56,3,6,SFO 29,0,3,"Penalty on Frank Clark: Neutral Zone Infraction, 5 yards (no play)",-0.100,0.560
1,7:56,3,1,SFO 34,0,3,Carlos Hyde right guard for no gain (tackle by Sheldon Richardson and Kam Chancellor),0.560,-1.110
1,7:15,4,1,SFO 34,0,3,"Bradley Pinion punts 49 yards, fair catch by Tyler Lockett",-1.110,0.060
1,7:07,1,10,SEA 17,0,3,Chris Carson right tackle for 2 yards (tackle by NaVorro Bowman),-0.060,-0.250
1,6:32,2,8,SEA 19,0,3,Russell Wilson sacked by Aaron Lynch for -1 yards,-0.250,-1.130
1,5:54,3,9,SEA 18,0,3,Russell Wilson pass incomplete deep left intended for Tyler Lockett,-1.130,-2.240
1,5:50,4,9,SEA 18,0,3,"Jon Ryan punts 54 yards, returned by Trent Taylor for 11 yards (tackle by Dewey McDonald)",-2.240,-1.530
1,5:39,1,10,SFO 39,0,3,"Brian Hoyer pass incomplete short middle intended for Carlos Hyde is intercepted by Bobby Wagner at SFO-43 and returned for 7 yards. Bobby Wagner fumbles (forced by Marquise Goodwin), recovered by Richard Sherman at SFO-36",1.530,-3.180
1,5:31,1,10,SFO 36,0,3,Russell Wilson sacked by Tank Carradine for -8 yards,3.180,1.560
1,4:52,2,18,SFO 44,0,3,Thomas Rawls left tackle for 7 yards (tackle by NaVorro Bowman),1.560,1.820
1,4:31,3,11,SFO 37,0,3,Russell Wilson pass complete short middle to Amara Darboh for 16 yards (tackle by Dontae Johnson and Jaquiski Tartt),1.820,4.170
1,4:01,1,10,SFO 21,0,3,Thomas Rawls left guard for no gain (tackle by Solomon Thomas),4.170,3.630
1,3:26,2,10,SFO 21,0,3,Russell Wilson pass complete short right to Tyler Lockett for 8 yards (tackle by Rashard Robinson),3.630,4.240
1,2:47,3,2,SFO 13,0,3,Russell Wilson pass complete short middle to Tyler Lockett for 6 yards (tackle by NaVorro Bowman and Eric Reid),4.240,5.600
1,2:14,1,7,SFO 7,0,3,Thomas Rawls right end for -4 yards (tackle by NaVorro Bowman),5.600,4.020
1,1:39,2,11,SFO 11,0,3,Russell Wilson pass complete short left to Doug Baldwin for 2 yards (tackle by Rashard Robinson),4.020,3.360
1,0:57,3,9,SFO 9,0,3,Russell Wilson pass incomplete short middle intended for Tanner McEvoy (defended by K'Waun Williams),3.360,2.830
1,0:53,4,9,SFO 9,0,6,Blair Walsh 27 yard field goal good,2.830,3.000
1,0:49,,,SEA 35,0,6,"Blair Walsh kicks off 67 yards, returned by Victor Bolden for 34 yards (tackle by Kam Chancellor)",0.000,-1.070
1,0:43,1,10,SFO 32,0,6,"Carlos Hyde middle for 6 yards (tackle by Bobby Wagner and K.J. Wright). Penalty on Jarran Reed: Illegal Use of Hands, 5 yards",1.070,1.800
1,0:24,1,10,SFO 43,0,6,Brian Hoyer pass complete short left to George Kittle for -1 yards (tackle by Sheldon Richardson and Jarran Reed),1.800,1.120
Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,SFO 42,0,6,Brian Hoyer pass complete short right to Carlos Hyde for 3 yards (tackle by Michael Wilhoite),1.120,0.000
2,14:16,,,,,,Timeout #1 by San Francisco 49ers,0.000,-0.830
2,14:16,3,8,SFO 45,0,6,Brian Hoyer pass complete short middle to Trent Taylor for 5 yards (tackle by Bobby Wagner),0.830,-0.060
2,13:40,4,3,,0,6,Bradley Pinion punts 47 yards,-0.060,0.380
2,13:31,1,10,SEA 3,0,6,Chris Carson right guard for 1 yard (tackle by Earl Mitchell),-0.380,-0.710
2,12:58,2,9,SEA 4,0,6,Chris Carson right guard for 3 yards (tackle by NaVorro Bowman),-0.710,0.000
2,12:15,,,,,,Timeout #1 by Seattle Seahawks,0.000,0.950
2,12:15,3,6,SEA 7,0,6,Russell Wilson pass complete short left to Tyler Lockett for 9 yards (tackle by Rashard Robinson),-0.950,-0.140
2,11:53,1,10,SEA 16,0,6,"Chris Carson right guard for 7 yards (tackle by D.J. Jones and Jaquiski Tartt). Penalty on Luke Willson: Offensive Holding, 10 yards",-0.140,-0.400
2,11:36,1,13,SEA 13,0,6,Russell Wilson pass complete short right to Tyler Lockett for 14 yards (tackle by Eric Reid),-0.400,0.740
