Quarter,Time,Down,ToGo,Location,ATL,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,ATL 25,0,0,Devonta Freeman left guard for 3 yards (tackle by Todd Davis and Jared Crick),0.610,0.470
1,14:25,2,7,ATL 28,0,0,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Aqib Talib),0.470,-0.230
1,14:20,3,7,ATL 28,0,0,Matt Ryan pass complete short right to Mohamed Sanu for 9 yards (tackle by Chris Harris). Penalty on Shane Ray: Defensive Offside (Declined),-0.230,1.400
1,13:58,1,10,ATL 37,0,0,Matt Ryan pass complete short middle to Tevin Coleman for 48 yards (tackle by Darian Stewart),1.400,4.580
1,13:16,1,10,DEN 15,0,0,Matt Ryan pass complete short left to Devonta Freeman for 14 yards (tackle by Darian Stewart and Brandon Marshall),4.580,6.970
1,12:47,1,1,DEN 1,0,0,Devonta Freeman middle for -1 yards (tackle by Von Miller and Billy Winn),6.970,5.720
1,12:05,2,2,DEN 2,0,0,Matt Ryan pass incomplete short right intended for Devonta Freeman,5.720,4.950
1,12:00,3,2,DEN 2,0,0,Matt Ryan pass complete short left to Jacob Tamme for 1 yard (tackle by Todd Davis),4.950,3.550
1,11:22,4,1,DEN 1,6,0,"Devonta Freeman left guard for 1 yard, touchdown",3.550,7.000
1,11:22,,,DEN 1,7,0,Matt Bryant kicks extra point good,0.000,0.000
1,11:22,,,ATL 35,7,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,11:18,1,10,DEN 25,7,0,C.J. Anderson left guard for 1 yard (tackle by Brooks Reed),0.610,0.200
1,10:45,2,9,DEN 26,7,0,C.J. Anderson left guard for 4 yards (tackle by Keanu Neal),0.200,0.040
1,10:13,3,5,DEN 30,7,0,Paxton Lynch pass complete short right to Emmanuel Sanders for 14 yards (tackle by Desmond Trufant),0.040,1.860
1,9:42,1,10,DEN 44,7,0,Devontae Booker right tackle for 4 yards (tackle by Grady Jarrett and Kemal Ishmael),1.860,1.860
1,9:03,2,6,DEN 48,7,0,Paxton Lynch pass incomplete short right intended for Andy Janovich,1.860,1.160
1,8:58,3,6,DEN 48,7,0,Paxton Lynch pass incomplete short right intended for Jordan Norwood,1.160,-0.190
1,8:54,4,6,DEN 48,7,0,"Riley Dixon punts 39 yards, fair catch by Eric Weems. Penalty on Zaire Anderson: Face Mask (15 Yards), 15 yards",-0.190,-0.810
1,8:46,1,10,ATL 28,7,0,Tevin Coleman right guard for 3 yards (tackle by Jared Crick),0.810,0.670
1,8:12,2,7,ATL 31,7,0,Tevin Coleman right tackle for 8 yards (tackle by Brandon Marshall),0.670,1.530
1,7:31,1,10,ATL 39,7,0,Matt Ryan pass complete short left to Patrick DiMarco for 13 yards (tackle by Todd Davis),1.530,2.390
1,6:55,1,10,DEN 48,7,0,Devonta Freeman middle for 15 yards (tackle by Chris Harris and T.J. Ward),2.390,3.380
1,6:17,1,10,DEN 33,7,0,Matt Ryan pass incomplete short right intended for Mohamed Sanu (defended by Aqib Talib),3.380,2.840
1,6:12,2,10,DEN 33,7,0,Devonta Freeman middle for 2 yards (tackle by Shaquil Barrett),2.840,2.410
1,5:30,3,8,DEN 31,7,0,"Matt Ryan pass complete short right to Julio Jones for 19 yards (tackle by Darian Stewart). Penalty on Julio Jones: Offensive Pass Interference, 10 yards (no play)",2.410,2.410
1,5:10,3,8,DEN 31,7,0,Timeout #1 by Atlanta Falcons,2.410,1.090
1,5:10,3,18,DEN 41,7,0,Matt Ryan pass complete short middle to Devonta Freeman for 13 yards (tackle by T.J. Ward),1.090,1.630
1,4:28,4,5,DEN 28,10,0,Matt Bryant 46 yard field goal good,1.630,3.000
1,4:28,,,ATL 35,10,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,4:23,1,10,DEN 25,10,0,Paxton Lynch sacked by Vic Beasley for -5 yards,0.610,-0.610
1,3:50,2,15,DEN 20,10,0,C.J. Anderson middle for 4 yards (tackle by Philip Wheeler and Brian Poole),-0.610,-0.760
1,3:14,3,11,DEN 24,10,0,"Paxton Lynch right end for 12 yards (tackle by Philip Wheeler). Penalty on Michael Schofield: Illegal Use of Hands, 10 yards (no play)",-0.760,-2.550
1,2:51,3,21,DEN 14,10,0,Paxton Lynch pass complete short middle to Demaryius Thomas for 14 yards (tackle by Philip Wheeler),-2.550,-1.500
1,2:15,4,7,DEN 28,10,0,"Riley Dixon punts 42 yards, returned by Eric Weems for 7 yards (tackle by Shiloh Keo)",-1.500,-1.400
1,2:04,1,10,ATL 37,10,0,"Tevin Coleman right tackle for 6 yards (tackle by Aqib Talib). Penalty on Ryan Schraeder: Offensive Holding, 10 yards (no play)",1.400,0.740
1,1:42,1,20,ATL 27,10,0,Matt Ryan pass incomplete short middle intended for Mohamed Sanu,0.740,-0.490
1,1:37,2,20,ATL 27,10,0,Matt Ryan sacked by Shane Ray and Derek Wolfe for -11 yards,-0.490,-3.240
1,0:49,3,31,ATL 16,10,0,Matt Ryan pass incomplete short left intended for Tevin Coleman,-3.240,-2.390
1,0:46,4,31,ATL 16,10,0,"Matthew Bosher punts 58 yards, returned by Jordan Norwood for 17 yards (tackle by Levine Toilolo)",-2.390,-1.800
1,0:33,1,10,DEN 43,10,0,Paxton Lynch pass complete deep right to Emmanuel Sanders for 17 yards,1.800,2.920
1,0:07,1,10,ATL 40,10,0,C.J. Anderson left guard for 6 yards (tackle by LaRoy Reynolds),2.920,3.180
Quarter,Time,Down,ToGo,Location,ATL,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,ATL 34,10,0,C.J. Anderson left tackle for 3 yards (tackle by Kemal Ishmael and Courtney Upshaw),3.180,2.870
2,14:24,3,1,ATL 31,10,0,C.J. Anderson left guard for no gain (tackle by Grady Jarrett and Tyson Jackson),2.870,2.870
2,13:46,3,1,ATL 31,10,0,Timeout #2 by Atlanta Falcons,2.870,1.410
2,13:40,4,1,ATL 31,10,0,Andy Janovich middle for 2 yards (tackle by Kemal Ishmael and Keanu Neal),1.410,3.640
2,13:06,1,10,ATL 29,10,0,Paxton Lynch right end for 3 yards (tackle by Brooks Reed),3.640,3.510
2,12:32,2,7,ATL 26,10,0,"Paxton Lynch pass incomplete short right intended for Demaryius Thomas (defended by Robert Alford). Penalty on Robert Alford: Defensive Pass Interference, 8 yards (no play)",3.510,4.370
2,12:27,1,10,ATL 18,10,0,Paxton Lynch pass incomplete short middle intended for Devontae Booker,4.370,3.800
2,12:23,2,10,ATL 18,10,0,Devontae Booker right tackle for 1 yard (tackle by Kemal Ishmael),3.800,3.170
2,11:48,3,9,ATL 17,10,0,Paxton Lynch pass incomplete deep right intended for Emmanuel Sanders,3.170,2.310
2,11:43,4,9,ATL 17,10,3,Brandon McManus 35 yard field goal good,2.310,3.000
2,11:43,,,DEN 35,10,3,"Brandon McManus kicks off 61 yards, returned by Eric Weems for 17 yards (tackle by Will Parks)",0.000,-0.340
2,11:34,1,10,ATL 21,10,3,Matt Ryan pass incomplete deep left intended for Julio Jones,0.340,-0.200
2,11:27,2,10,ATL 21,10,3,Matt Ryan pass incomplete short left intended for Aldrick Robinson (defended by Chris Harris),-0.200,-0.890
2,11:22,3,10,ATL 21,10,3,Matt Ryan pass incomplete deep right intended for Julio Jones,-0.890,-1.960
2,11:17,4,10,ATL 21,10,3,"Matthew Bosher punts 59 yards, fair catch by Jordan Norwood",-1.960,-0.280
2,11:08,1,10,DEN 20,10,3,"Paxton Lynch sacked by Ben Garland for -8 yards. Penalty on Robert Alford: Illegal Use of Hands (Declined), Penalty on Tyson Jackson: Face Mask (15 Yards), 15 yards (no play)",0.280,1.270
2,10:47,1,10,DEN 35,10,3,Devontae Booker left guard for 4 yards (tackle by LaRoy Reynolds),1.270,1.260
2,10:08,2,6,DEN 39,10,3,Devontae Booker right guard for 5 yards (tackle by Adrian Clayborn),1.260,1.220
2,9:27,3,1,DEN 44,10,3,C.J. Anderson middle for no gain (tackle by Dwight Freeney),1.220,-0.460
2,8:55,4,1,DEN 44,10,3,"Riley Dixon punts 48 yards, fair catch by Eric Weems",-0.460,0.380
2,8:48,1,10,ATL 8,10,3,Tevin Coleman left guard for 3 yards (tackle by Todd Davis and Derek Wolfe),-0.380,-0.560
2,8:14,2,7,ATL 11,10,3,Tevin Coleman right end for 16 yards (tackle by Darian Stewart),-0.560,0.740
2,7:48,1,10,ATL 27,10,3,Devonta Freeman middle for 2 yards (tackle by Brandon Marshall),0.740,0.470
2,7:26,2,8,ATL 29,10,3,Matt Ryan pass complete short middle to Devonta Freeman for 8 yards (tackle by Shaquil Barrett),0.470,1.400
2,6:59,1,10,ATL 37,10,3,Devonta Freeman left tackle for 7 yards (tackle by Chris Harris),1.400,1.800
2,6:29,2,3,ATL 44,10,3,Devonta Freeman left guard for 4 yards (tackle by Shane Ray),1.800,2.130
2,6:03,1,10,ATL 48,10,3,Devonta Freeman right guard for 4 yards (tackle by Darius Kilgo and Billy Winn),2.130,2.120
2,5:39,2,6,DEN 48,10,3,Devonta Freeman middle for 1 yard (tackle by Von Miller),2.120,1.550
2,4:56,3,5,DEN 47,10,3,"Matt Ryan pass incomplete short right intended for Devonta Freeman. Penalty on Corey Nelson: Defensive Pass Interference, 2 yards (no play)",1.550,2.590
2,4:52,1,10,DEN 45,10,3,Devonta Freeman left guard for 9 yards (tackle by Todd Davis),2.590,3.260
2,4:24,2,1,DEN 36,10,3,Matt Ryan pass incomplete short right intended for Levine Toilolo,3.260,2.540
2,4:19,3,1,DEN 36,10,3,Tevin Coleman middle for no gain (tackle by Shane Ray),2.540,0.890
,,,,,,,"ATL challenged the short of the line to gain ruling, and the play was upheld.",,
2,3:32,4,1,DEN 36,10,3,Matt Ryan middle for 2 yards (tackle by Todd Davis),0.890,3.310
