Quarter,Time,Tm,Detail,BAL,PIT
1.0,10:19,Steelers,Jeff Reed 29 yard field goal,0,3
,4:01,Steelers,Jeff Reed 31 yard field goal,0,6
2.0,2:57,Steelers,Hines Ward 4 yard pass from Tommy Maddox (Jeff Reed kick),0,13
3.0,9:49,Steelers,Jay Riemersma 20 yard pass from Tommy Maddox (Jeff Reed kick),0,20
,3:54,Steelers,Hines Ward 28 yard pass from Tommy Maddox (Jeff Reed kick),0,27
,1:56,Ravens,Jamal Lewis 14 yard rush (Matt Stover kick),7,27
4.0,9:01,Steelers,Amos Zereoue 8 yard rush (Jeff Reed kick),7,34
,4:22,Ravens,Travis Taylor 5 yard pass from Kyle Boller (Todd Heap pass from Kyle Boller),15,34
