Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
2,14:08,1,1,MIN 1,7,0,Jonathan Stewart up the middle for no gain (tackle by Kevin Williams),6.970,5.910
2,13:30,2,1,MIN 1,7,6,"Cam Newton pass complete short right to Jeremy Shockey for 1 yard, touchdown",5.910,7.000
2,,,,MIN 2,7,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,7,7,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,13:22,1,10,MIN 20,7,7,Christian Ponder pass incomplete short right intended for Kyle Rudolph (defended by Greg Hardy),0.280,-0.270
2,13:18,2,10,MIN 20,7,7,Adrian Peterson left tackle for 2 yards (tackle by James Anderson and Charles Johnson),-0.270,-0.690
2,12:33,3,8,MIN 22,7,7,"Christian Ponder right tackle for 5 yards (tackle by Greg Hardy). Penalty on Percy Harvin: Personal Foul, 13 yards",-0.690,-2.470
2,12:08,4,16,MIN 14,7,7,"Chris Kluwe punts 48 yards, returned by Armanti Edwards for 13 yards (tackle by Everson Griffen)",-2.470,-2.320
2,11:59,1,10,MIN 49,7,7,Cam Newton pass incomplete short left intended for Steve Smith,2.320,1.780
2,11:55,2,10,MIN 49,7,7,Jonathan Stewart left end for 7 yards (tackle by Cedric Griffin and Chad Greenway),1.780,2.020
2,11:13,3,3,MIN 42,7,7,Jonathan Stewart up the middle for 3 yards (tackle by Kevin Williams),2.020,2.980
2,10:30,,,,7,7,Timeout #1 by Carolina Panthers,0.000,2.980
2,10:30,1,10,MIN 39,7,7,Cam Newton pass incomplete deep left intended for Jeremy Shockey,2.980,2.440
2,10:24,2,10,MIN 39,7,13,"Cam Newton pass complete deep right to Greg Olsen for 39 yards, touchdown",2.440,7.000
2,,,,MIN 2,7,14,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,7,14,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,10:18,1,10,MIN 20,7,14,Adrian Peterson left guard for 1 yard (tackle by Andre Neblett),0.280,-0.130
2,9:43,2,9,MIN 21,7,14,Adrian Peterson right guard for no gain (tackle by James Anderson and Chris Gamble),-0.130,-0.820
2,9:03,3,9,MIN 21,7,14,Christian Ponder pass complete short left to Visanthe Shiancoe for 12 yards (tackle by Thomas Williams),-0.820,1.140
2,8:38,1,10,MIN 33,7,14,Christian Ponder pass complete deep left to Michael Jenkins for 24 yards (tackle by Charles Godfrey),1.140,2.720
2,8:03,1,10,CAR 43,7,14,Adrian Peterson left guard for 4 yards (tackle by Antwan Applewhite),2.720,2.720
2,7:28,2,6,CAR 39,7,14,Christian Ponder pass incomplete short left intended for Devin Aromashodu,2.720,2.010
2,7:24,3,6,CAR 39,7,14,Christian Ponder pass complete short left to Kyle Rudolph for 13 yards (tackle by Charles Godfrey),2.010,3.840
2,6:48,1,10,CAR 26,7,14,Adrian Peterson left end for 10 yards (tackle by Sherrod Martin),3.840,4.510
2,6:04,1,10,CAR 16,7,14,Christian Ponder right end for no gain (tackle by Captain Munnerlyn),4.510,3.900
2,5:22,2,10,CAR 16,7,14,Christian Ponder sacked by Omar Gaither for -1 yards,3.900,3.020
2,4:47,3,11,CAR 17,7,14,"Christian Ponder pass complete short middle to Percy Harvin for 12 yards (tackle by Captain Munnerlyn). Percy Harvin fumbles (forced by Captain Munnerlyn), recovered by Captain Munnerlyn at CAR-5 (tackle by Percy Harvin)",3.020,0.380
,,,,,,,"MIN challenged the fumble ruling, and the play was upheld.",,
2,4:37,1,10,CAR 5,7,14,Cam Newton pass incomplete short left intended for Jerome Felton,-0.380,-0.780
2,4:33,2,10,CAR 5,7,14,Jonathan Stewart up the middle for 8 yards (tackle by Kevin Williams and Chad Greenway),-0.780,-0.480
2,3:50,3,2,CAR 13,7,14,Cam Newton up the middle for 5 yards (tackle by Chad Greenway),-0.480,0.040
2,3:11,1,10,CAR 18,7,14,DeAngelo Williams right tackle for 6 yards (tackle by Husain Abdullah),0.040,0.410
2,2:37,2,4,CAR 24,7,14,"Cam Newton pass complete short right to Legedu Naanee for 7 yards (tackle by Cedric Griffin). Penalty on Legedu Naanee: Face Mask (15 Yards), 15 yards",0.410,-0.800
2,2:03,2,12,CAR 16,7,14,Cam Newton pass complete short left to Steve Smith for 12 yards (tackle by Asher Allen),-0.800,0.810
2,1:57,1,10,CAR 28,7,14,Cam Newton pass complete short left to DeAngelo Williams for 7 yards (tackle by Cedric Griffin and Chad Greenway),0.810,1.210
2,1:34,2,3,CAR 35,7,14,Cam Newton pass complete short middle to Greg Olsen for 7 yards (tackle by E.J. Henderson),1.210,1.730
2,1:15,1,10,CAR 42,7,14,"Cam Newton sacked by Jared Allen for -9 yards. Cam Newton fumbles (forced by Jared Allen), recovered by Chad Greenway at CAR-39 (tackle by Ryan Kalil)",1.730,-2.980
2,1:03,1,10,CAR 39,7,14,Christian Ponder pass complete short middle to Adrian Peterson for 20 yards (tackle by James Anderson),2.980,4.310
2,0:50,,,,7,14,Timeout #2 by Minnesota Vikings,0.000,4.310
2,0:42,1,10,CAR 19,13,14,"Christian Ponder pass complete short left to Adrian Peterson for 19 yards, touchdown",4.310,7.000
2,,,,CAR 2,14,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 35,14,14,"Ryan Longwell kicks off 65 yards, touchback",0.000,0.280
2,0:42,1,10,CAR 20,14,14,DeAngelo Williams right tackle for 4 yards (tackle by Chad Greenway),0.280,0.270
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,14,14,"Ryan Longwell kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,14,14,DeAngelo Williams right tackle for -3 yards (tackle by E.J. Henderson),0.280,-0.790
3,14:24,2,13,CAR 17,14,14,Cam Newton pass complete deep left to Legedu Naanee for 22 yards (tackle by Jamarca Sanford),-0.790,1.530
,,,,,,,"MIN challenged the pass completion ruling, and the play was upheld.",,
3,13:57,1,10,CAR 39,14,14,Cam Newton pass incomplete short right intended for Legedu Naanee,1.530,0.990
3,13:51,2,10,CAR 39,14,14,Cam Newton left tackle for 24 yards (tackle by Jared Allen),0.990,3.120
3,13:23,1,10,MIN 37,14,14,Cam Newton pass complete short right to Steve Smith for 9 yards (tackle by Chad Greenway),3.120,3.790
3,12:54,2,1,MIN 28,14,14,DeAngelo Williams up the middle for 3 yards (tackle by Jared Allen),3.790,3.910
3,12:15,1,10,MIN 25,14,14,Cam Newton pass incomplete deep middle intended for Legedu Naanee (defended by E.J. Henderson),3.910,3.360
3,12:09,2,10,MIN 25,14,14,Jonathan Stewart up the middle for -2 yards (tackle by Chad Greenway),3.360,2.410
3,12:09,3,12,MIN 27,14,14,"Penalty on Chad Greenway: Neutral Zone Infraction, 5 yards (no play)",2.410,3.070
3,11:13,3,7,MIN 22,14,20,"Cam Newton pass complete short right to Steve Smith for 22 yards, touchdown",3.070,7.000
3,,,,MIN 2,14,21,Olindo Mare kicks extra point good,0.000,0.000
3,,,,CAR 35,14,21,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,11:07,1,10,MIN 20,14,21,"Christian Ponder for no gain. Christian Ponder fumbles, recovered by Adrian Peterson at MIN-11",0.280,-1.440
3,10:30,2,19,MIN 11,14,21,Christian Ponder pass complete short right to Michael Jenkins for 6 yards (tackle by Chris Gamble),-1.440,-1.510
3,9:56,3,13,MIN 17,14,21,Christian Ponder pass complete short left to Devin Aromashodu for 5 yards (tackle by R.J. Stanford and Captain Munnerlyn),-1.510,-1.900
3,9:25,4,8,MIN 22,14,21,"Chris Kluwe punts 50 yards, returned by Armanti Edwards for 1 yard (tackle by Ryan D'Imperio). Penalty on Larry Dean: Offensive Holding, 10 yards",-1.900,-1.530
3,9:14,1,10,CAR 39,14,21,Cam Newton pass incomplete short right intended for Jerome Felton (defended by Cedric Griffin),1.530,0.990
3,9:07,2,10,CAR 39,14,21,Jonathan Stewart up the middle for 4 yards (tackle by Jared Allen and Chad Greenway),0.990,0.830
3,8:30,3,6,CAR 43,14,21,Cam Newton pass complete short left to Legedu Naanee for 4 yards (tackle by Husain Abdullah),0.830,-0.260
3,7:48,4,2,CAR 47,14,21,"Jason Baker punts 41 yards, returned by Marcus Sherels for -2 yards (tackle by Captain Munnerlyn)",-0.260,0.380
3,7:39,1,10,MIN 10,14,21,Toby Gerhart up the middle for 4 yards (tackle by Charles Johnson),-0.380,-0.460
3,7:05,2,6,MIN 14,14,21,Adrian Peterson right tackle for 9 yards (tackle by Charles Johnson and Charles Godfrey),-0.460,0.480
3,6:23,1,10,MIN 23,14,21,Toby Gerhart right guard for 9 yards (tackle by Omar Gaither),0.480,1.150
3,5:51,2,1,MIN 32,14,21,Toby Gerhart right tackle for 11 yards (tackle by Charles Godfrey),1.150,1.800
3,5:13,1,10,MIN 43,14,21,Adrian Peterson up the middle for 15 yards (tackle by Sherrod Martin and Antwan Applewhite),1.800,2.790
3,4:40,1,10,CAR 42,14,21,Christian Ponder pass incomplete deep left intended for Visanthe Shiancoe (defended by Sherrod Martin),2.790,2.240
3,4:34,2,10,CAR 42,14,21,Christian Ponder pass incomplete short right intended for Devin Aromashodu,2.240,1.550
3,4:29,3,10,CAR 42,14,21,Christian Ponder pass complete short middle to Visanthe Shiancoe for 12 yards (tackle by Omar Gaither),1.550,3.580
3,3:55,1,10,CAR 30,14,21,Adrian Peterson up the middle for 1 yard (tackle by Charles Godfrey),3.580,3.170
3,3:22,2,9,CAR 29,14,21,Christian Ponder pass complete short middle to Adrian Peterson for 12 yards (tackle by Omar Gaither),3.170,4.440
3,2:45,1,10,CAR 17,14,21,Toby Gerhart right guard for 3 yards (tackle by Dan Connor and Andre Neblett),4.440,4.320
3,2:12,2,7,CAR 14,14,21,"Christian Ponder pass incomplete short left intended for Devin Aromashodu. Penalty on Captain Munnerlyn: Defensive Holding, 5 yards (no play)",4.320,5.140
3,2:06,1,9,CAR 9,20,21,"Adrian Peterson up the middle for 9 yards, touchdown",5.140,7.000
3,,,,CAR 2,21,21,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 35,21,21,"Ryan Longwell kicks off 60 yards, returned by Kealoha Pilares for no gain",0.000,0.540
3,1:51,1,10,CAR 24,21,21,Jonathan Stewart right end for 6 yards (tackle by Cedric Griffin),0.540,0.810
3,1:22,2,4,CAR 30,21,21,DeAngelo Williams up the middle for 2 yards (tackle by Jared Allen),0.810,0.370
3,0:45,3,2,CAR 32,21,21,Cam Newton up the middle for 1 yard (tackle by Fred Evans and Chad Greenway),0.370,-1.180
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CAR 33,21,21,"Jason Baker punts 50 yards, returned by Marcus Sherels for 9 yards (tackle by Jordan Senn)",-1.180,-0.670
4,14:49,1,10,MIN 26,21,21,Christian Ponder pass incomplete deep left intended for Devin Aromashodu,0.670,0.130
4,14:42,,,,21,21,Timeout #2 by Minnesota Vikings,0.000,0.130
4,14:42,2,10,MIN 26,21,21,Christian Ponder pass incomplete short left intended for Ryan D'Imperio,0.130,-0.560
4,14:36,3,10,MIN 26,21,21,Christian Ponder pass complete short left to Visanthe Shiancoe for 13 yards (tackle by Charles Godfrey and James Anderson),-0.560,1.530
4,14:01,1,10,MIN 39,21,21,Adrian Peterson left guard for -1 yards (tackle by Ronald Fields and Charles Godfrey),1.530,0.850
4,13:23,2,11,MIN 38,21,21,Adrian Peterson right end for 9 yards (tackle by Omar Gaither),0.850,1.360
4,12:56,3,2,MIN 47,21,21,Adrian Peterson up the middle for 6 yards (tackle by Sherrod Martin),1.360,2.460
4,12:21,1,10,CAR 47,21,21,Toby Gerhart left tackle for -1 yards (tackle by Charles Johnson),2.460,1.780
4,11:44,2,11,CAR 48,21,21,Christian Ponder pass incomplete deep left intended for Kyle Rudolph,1.780,1.090
4,11:38,3,11,CAR 48,21,21,Christian Ponder pass incomplete short left intended for Kyle Rudolph,1.090,0.070
4,11:32,4,11,CAR 48,21,21,"Chris Kluwe punts 28 yards, fair catch by Armanti Edwards",0.070,-0.280
4,11:24,1,10,CAR 20,21,21,Cam Newton pass complete short right to DeAngelo Williams for 6 yards (tackle by E.J. Henderson and E.J. Henderson),0.280,0.540
4,10:52,2,4,CAR 26,21,21,Cam Newton pass incomplete short right intended for Greg Olsen,0.540,-0.160
4,10:48,,,,21,21,Timeout #1 by Carolina Panthers,0.000,-0.160
4,10:48,3,4,CAR 26,21,21,Cam Newton right tackle for 2 yards (tackle by E.J. Henderson),-0.160,-1.500
4,10:07,4,2,CAR 28,21,21,"Jason Baker punts 52 yards, returned by Marcus Sherels for -5 yards (tackle by Kealoha Pilares)",-1.500,0.220
4,9:53,1,10,MIN 15,21,21,Adrian Peterson up the middle for 2 yards (tackle by Chris Gamble),-0.220,-0.440
4,9:18,2,8,MIN 17,21,21,Adrian Peterson left guard for 1 yard (tackle by James Anderson),-0.440,-1.000
4,8:42,3,7,MIN 18,21,21,Christian Ponder pass complete short right to Percy Harvin for 11 yards (tackle by Omar Gaither),-1.000,0.870
4,7:55,1,10,MIN 29,21,21,Adrian Peterson left tackle for 5 yards (tackle by Andre Neblett),0.870,1.000
4,7:20,2,5,MIN 34,21,21,Christian Ponder pass complete short middle to Devin Aromashodu for 15 yards (tackle by Sherrod Martin),1.000,2.190
4,6:40,1,10,MIN 49,21,21,Christian Ponder sacked by Charles Johnson for -5 yards,2.190,0.970
4,6:12,2,15,MIN 44,21,21,Christian Ponder pass complete short left to Percy Harvin for 22 yards (tackle by Omar Gaither and Captain Munnerlyn),0.970,3.310
4,5:41,1,10,CAR 34,21,21,Adrian Peterson left tackle for 1 yard (tackle by Antwan Applewhite),3.310,2.910
4,5:05,2,9,CAR 33,21,21,Adrian Peterson right tackle for 12 yards (tackle by Chris Gamble),2.910,4.170
4,4:25,1,10,CAR 21,21,21,Percy Harvin up the middle for 3 yards (tackle by James Anderson and Terrell McClain),4.170,4.040
4,3:46,2,7,CAR 18,21,21,Christian Ponder pass complete short right to Kyle Rudolph for 2 yards (tackle by Captain Munnerlyn),4.040,3.630
4,3:04,3,5,CAR 16,21,21,Christian Ponder pass complete short middle to Adrian Peterson for 3 yards (tackle by Charles Godfrey),3.630,2.690
4,2:47,4,2,CAR 13,24,21,Ryan Longwell 31 yard field goal good,2.690,3.000
4,,,,MIN 35,24,21,"Ryan Longwell kicks off 68 yards, returned by Kealoha Pilares for 27 yards (tackle by Eric Frampton)",0.000,0.540
4,2:38,1,10,CAR 24,24,21,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by E.J. Henderson),0.540,0.000
4,2:33,2,10,CAR 24,24,21,Cam Newton pass complete short right to Legedu Naanee for 9 yards (tackle by Asher Allen),0.000,0.500
4,2:07,3,1,CAR 33,24,21,Cam Newton pass complete short left to Jonathan Stewart for 7 yards (tackle by E.J. Henderson and Chad Greenway),0.500,1.600
4,2:00,1,10,CAR 40,24,21,Cam Newton sacked by Husain Abdullah for -8 yards,1.600,-0.030
4,1:39,2,18,CAR 32,24,21,Cam Newton pass complete short right to Jonathan Stewart for 3 yards (tackle by Marcus Sherels),-0.030,-0.300
4,1:14,3,15,CAR 35,24,21,Cam Newton pass incomplete deep right intended for Brandon LaFell (defended by Husain Abdullah),-0.300,-1.040
4,1:09,4,15,CAR 35,24,21,Cam Newton pass complete deep middle to Brandon LaFell for 44 yards (tackle by Tyrell Johnson),-1.040,4.170
4,1:09,1,10,MIN 21,24,21,Cam Newton pass complete short right to Legedu Naanee for 7 yards (tackle by Asher Allen),4.170,4.740
4,0:54,2,3,MIN 14,24,21,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Husain Abdullah),4.740,4.020
4,0:50,3,3,MIN 14,24,21,"Cam Newton right end for 6 yards (tackle by Husain Abdullah). Penalty on Steve Smith: Offensive Holding, 10 yards",4.020,3.310
4,0:36,3,7,MIN 18,24,21,Cam Newton pass complete short right to Steve Smith for 5 yards (tackle by Chad Greenway),3.310,2.690
4,0:29,,,,24,21,Timeout #3 by Minnesota Vikings,0.000,2.690
4,0:29,4,2,MIN 13,24,21,Olindo Mare 31 yard field goal no good,2.690,-0.340
4,0:26,1,10,MIN 21,24,21,Christian Ponder kneels for -1 yards,0.340,-0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
