Quarter,Time,Down,ToGo,Location,ATL,BUF,Detail,EPB,EPA
2,13:45,2,4,ATL 41,7,14,Jacquizz Rodgers up the middle for 2 yards (tackle by Alan Branch and Kiko Alonso),1.530,1.090
2,13:05,3,2,ATL 43,7,14,Matt Ryan pass incomplete short right intended for Roddy White (defended by Leodis McKelvin),1.090,-0.520
2,13:01,4,2,ATL 43,7,14,"Matthew Bosher punts 42 yards, returned by Leodis McKelvin for 17 yards (tackle by Josh Harris)",-0.520,-1.070
2,12:49,1,10,BUF 32,7,14,EJ Manuel pass complete short middle to C.J. Spiller for 8 yards (tackle by Jonathan Massaquoi),1.070,1.610
2,12:16,2,2,BUF 40,7,14,C.J. Spiller up the middle for 4 yards (tackle by Jonathan Massaquoi and Sean Weatherspoon),1.610,1.860
2,11:42,1,10,BUF 44,7,14,EJ Manuel pass complete short left to Scott Chandler for 10 yards (tackle by Jonathan Massaquoi),1.860,2.520
2,11:18,1,10,ATL 46,7,14,Fred Jackson right tackle for 5 yards (tackle by Asante Samuel),2.520,2.650
2,10:53,2,5,ATL 41,7,14,EJ Manuel pass incomplete short middle intended for Steve Johnson (defended by William Moore),2.650,1.950
2,10:48,3,5,ATL 41,7,14,EJ Manuel pass complete short middle to Steve Johnson for 6 yards (tackle by Robert McClain),1.950,3.250
2,10:09,1,10,ATL 35,7,14,Fred Jackson left tackle for 3 yards (tackle by Paul Worrilow),3.250,3.110
2,9:47,2,7,ATL 32,7,14,EJ Manuel pass complete short right to Frank Summers for 9 yards (tackle by Robert McClain),3.110,4.040
2,9:16,1,10,ATL 23,7,14,EJ Manuel pass incomplete short left intended for C.J. Spiller,4.040,3.500
2,9:10,2,10,ATL 23,7,14,C.J. Spiller right tackle for 9 yards (tackle by Osi Umenyiora and William Moore),3.500,4.280
2,8:38,3,1,ATL 14,7,14,EJ Manuel up the middle for 1 yard (tackle by Malliciah Goodman and Peria Jerry),4.280,4.710
2,8:15,1,10,ATL 13,7,14,EJ Manuel pass incomplete short left intended for T.J. Graham,4.710,4.050
2,8:08,2,10,ATL 13,7,14,Tashard Choice up the middle for 1 yard (tackle by Sean Weatherspoon and Thomas DeCoud),4.050,3.280
2,7:33,3,9,ATL 12,7,14,EJ Manuel pass incomplete short middle intended for Steve Johnson (defended by Robert McClain),3.280,2.630
2,7:28,4,9,ATL 12,7,17,Dan Carpenter 29 yard field goal good,2.630,3.000
2,7:28,,,BUF 35,7,17,"Dan Carpenter kicks off 57 yards, returned by Patrick DiMarco for 21 yards (tackle by Evan Rodriguez)",0.000,-0.870
2,7:18,1,10,ATL 29,7,17,Matt Ryan pass incomplete short middle intended for Darius Johnson,0.870,0.330
2,7:14,2,10,ATL 29,7,17,Matt Ryan pass complete short left to Levine Toilolo for 12 yards (tackle by Stephon Gilmore),0.330,1.660
2,6:37,1,10,ATL 41,7,17,Steven Jackson right tackle for 4 yards (tackle by Kiko Alonso and Manny Lawson),1.660,1.660
2,6:00,2,6,ATL 45,7,17,Matt Ryan pass complete short left to Darius Johnson for 3 yards (tackle by Leodis McKelvin),1.660,1.360
2,5:15,3,3,ATL 48,7,17,Matt Ryan pass complete short right to Roddy White for 14 yards (tackle by Jairus Byrd). Penalty on Kyle Williams: Illegal Use of Hands (Declined),1.360,3.050
2,4:55,1,10,BUF 38,13,17,"Antone Smith left tackle for 38 yards, touchdown",3.050,7.000
2,4:55,,,BUF 2,14,17,Matt Bryant kicks extra point good,0.000,0.000
2,4:55,,,ATL 35,14,17,"Matthew Bosher kicks off 64 yards, returned by Marquise Goodwin for 27 yards (tackle by Drew Davis)",0.000,-0.810
2,4:44,1,10,BUF 28,14,17,C.J. Spiller up the middle for -2 yards (tackle by Paul Worrilow and Peria Jerry),0.810,-0.010
2,4:07,2,12,BUF 26,14,17,C.J. Spiller up the middle for -3 yards (tackle by Jonathan Babineaux),-0.010,-1.090
2,3:30,3,15,BUF 23,14,17,EJ Manuel pass complete short right to Fred Jackson for 1 yard (tackle by Peria Jerry and Jonathan Massaquoi),-1.090,-1.770
2,2:56,4,14,BUF 24,14,17,"Brian Moorman punts 43 yards, fair catch by Robert McClain",-1.770,-1.140
2,2:49,1,10,ATL 33,14,17,Matt Ryan pass incomplete short right intended for Harry Douglas (defended by Mario Williams),1.140,0.590
2,2:43,2,10,ATL 33,14,17,Matt Ryan pass incomplete deep right intended for Roddy White (defended by Leodis McKelvin),0.590,-0.100
2,2:37,3,10,ATL 33,14,17,Matt Ryan pass complete deep middle to Roddy White for 22 yards (tackle by Stephon Gilmore),-0.100,2.590
2,2:04,1,10,BUF 45,14,17,Matt Ryan pass incomplete short right intended for Tony Gonzalez,2.590,2.040
2,2:00,2,10,BUF 45,14,17,Matt Ryan pass complete short right to Jacquizz Rodgers for 11 yards (tackle by Arthur Moats and Alan Branch),2.040,3.310
2,1:22,1,10,BUF 34,14,17,Matt Ryan pass incomplete deep left intended for Darius Johnson,3.310,2.770
2,1:17,2,10,BUF 34,14,17,Matt Ryan sacked by Jerry Hughes for -6 yards,2.770,2.770
2,0:30,2,10,BUF 34,14,17,Timeout #1 by Atlanta Falcons,2.770,1.290
2,0:30,3,16,BUF 40,14,17,Matt Ryan pass complete short middle to Roddy White for 9 yards (tackle by Jairus Byrd),1.290,1.290
2,0:05,3,16,BUF 40,14,17,Timeout #2 by Atlanta Falcons,1.290,1.320
2,0:05,4,7,BUF 31,17,17,Matt Bryant 49 yard field goal good,1.320,3.000
Quarter,Time,Down,ToGo,Location,ATL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,17,17,"Matthew Bosher kicks off 73 yards, touchback",0.000,-0.280
3,15:00,1,10,BUF 20,17,17,C.J. Spiller up the middle for 3 yards (tackle by Corey Peters and Osi Umenyiora),0.280,0.140
3,14:32,2,7,BUF 23,17,17,EJ Manuel pass complete short middle to C.J. Spiller for no gain,0.140,-0.560
3,13:59,3,7,BUF 23,17,17,EJ Manuel pass incomplete short right intended for Scott Chandler (defended by Sean Weatherspoon),-0.560,-1.830
3,13:54,4,7,BUF 23,17,17,"Brian Moorman punts 38 yards, returned by Robert McClain for 6 yards (tackle by Arthur Moats)",-1.830,-1.930
3,13:43,1,10,ATL 45,17,17,"Steven Jackson left guard for 5 yards (tackle by Manny Lawson and Aaron Williams). Penalty on Ryan Schraeder: Offensive Holding, 10 yards (no play)",1.930,1.270
3,13:13,1,20,ATL 35,17,17,Matt Ryan pass complete short left to Antone Smith for 6 yards (tackle by Jairus Byrd),1.270,0.840
3,12:43,2,14,ATL 41,17,17,"Matt Ryan pass incomplete short right intended for Levine Toilolo. Penalty on Stephon Gilmore: Illegal Use of Hands, 5 yards (no play)",0.840,1.990
3,12:37,1,10,ATL 46,17,17,Steven Jackson up the middle for 4 yards (tackle by Kiko Alonso and Alan Branch),1.990,1.990
3,11:57,2,6,,17,17,Steven Jackson up the middle for no gain (tackle by Alan Branch and Aaron Williams),1.990,1.290
3,11:17,3,6,,17,17,Matt Ryan pass complete deep right to Roddy White for 29 yards (tackle by Leodis McKelvin),1.290,4.170
3,11:08,1,10,BUF 21,17,17,Matt Ryan pass complete short left to Harry Douglas for 6 yards (tackle by Jairus Byrd),4.170,4.550
3,10:33,2,4,BUF 15,17,17,Steven Jackson up the middle for 1 yard (tackle by Alan Branch and Kiko Alonso),4.550,4.020
3,9:56,3,3,BUF 14,17,17,Matt Ryan pass complete short left to Harry Douglas for 13 yards (tackle by Nickell Robey),4.020,6.970
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
3,9:37,1,1,BUF 1,17,17,Steven Jackson right guard for no gain (tackle by Kiko Alonso and Stephon Gilmore),6.970,5.910
3,9:16,2,1,BUF 1,17,17,Matt Ryan sacked by Marcell Dareus for -5 yards,5.910,4.040
3,8:39,3,6,BUF 6,17,17,"Penalty on Lamar Holmes: False Start, 5 yards (no play)",4.040,3.120
3,8:18,3,11,BUF 11,23,17,"Matt Ryan pass complete short middle to Tony Gonzalez for 11 yards, touchdown",3.120,7.000
3,8:18,,,BUF 2,24,17,Matt Bryant kicks extra point good,0.000,0.000
3,8:18,,,ATL 35,24,17,"Matthew Bosher kicks off 73 yards, touchback",0.000,-0.280
3,8:13,1,10,BUF 20,24,17,EJ Manuel pass complete short middle to Steve Johnson for 15 yards (tackle by Thomas DeCoud),0.280,1.270
3,7:42,1,10,BUF 35,24,17,EJ Manuel pass incomplete short middle intended for C.J. Spiller,1.270,0.720
3,7:37,2,10,BUF 35,24,17,EJ Manuel pass complete short middle to Scott Chandler for 8 yards (tackle by Paul Worrilow),0.720,1.090
3,7:04,3,2,BUF 43,24,17,EJ Manuel pass incomplete deep left intended for Steve Johnson,1.090,-0.520
3,6:59,4,2,BUF 43,24,17,"Brian Moorman punts 39 yards, fair catch by Robert McClain",-0.520,-0.040
3,6:51,1,10,ATL 18,24,17,Steven Jackson left guard for 5 yards (tackle by Kiko Alonso and Alan Branch),0.040,0.280
3,6:15,2,5,ATL 23,24,17,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Kiko Alonso at ATL-21 (tackle by Joe Hawley)",0.280,-4.170
3,6:10,1,10,ATL 21,24,23,"EJ Manuel pass complete short left to Fred Jackson for 21 yards, touchdown",4.170,7.000
3,6:10,,,ATL 2,24,24,Dan Carpenter kicks extra point good,0.000,0.000
3,6:10,,,BUF 35,24,24,"Dan Carpenter kicks off 67 yards, returned by Jacquizz Rodgers for 21 yards (tackle by Chris Hogan)",0.000,-0.150
3,5:56,1,10,ATL 19,24,24,Matt Ryan pass incomplete short right intended for Roddy White (defended by Leodis McKelvin),0.150,-0.390
3,5:50,2,10,ATL 19,24,24,Steven Jackson up the middle for 1 yard (tackle by Mario Williams and Marcell Dareus),-0.390,-0.940
3,5:12,3,9,ATL 20,24,24,Matt Ryan up the middle for 17 yards (tackle by Aaron Williams),-0.940,1.400
3,4:28,1,10,ATL 37,24,24,Jacquizz Rodgers up the middle for 9 yards (tackle by Aaron Williams and Leodis McKelvin),1.400,2.070
3,3:49,2,1,ATL 46,24,24,Jacquizz Rodgers up the middle for 3 yards (tackle by Marcell Dareus and Kiko Alonso),2.070,2.190
3,3:06,1,10,ATL 49,24,24,Matt Ryan pass complete short middle to Roddy White for 5 yards (tackle by Stephon Gilmore),2.190,2.320
3,2:30,2,5,BUF 46,24,24,Steven Jackson right guard for 2 yards (tackle by Jamaal Westerman and Manny Lawson),2.320,1.880
3,1:50,3,3,BUF 44,24,24,Matt Ryan pass incomplete short left intended for Harry Douglas,1.880,0.330
3,1:46,4,3,BUF 44,24,24,Matthew Bosher punts 41 yards,0.330,0.380
3,1:36,1,10,BUF 3,24,24,EJ Manuel pass incomplete deep right intended for Marquise Goodwin,-0.380,-0.780
3,1:31,2,10,BUF 3,24,24,C.J. Spiller up the middle for 2 yards (tackle by Corey Peters and Thomas DeCoud),-0.780,-1.190
3,0:50,3,8,BUF 5,24,24,EJ Manuel pass incomplete deep right intended for Marquise Goodwin,-1.190,-2.490
3,0:43,4,8,BUF 5,24,24,"Brian Moorman punts 50 yards, returned by Robert McClain for 5 yards (tackle by Nigel Bradham)",-2.490,-2.260
3,0:32,1,10,,24,24,Matt Ryan pass complete short middle to Harry Douglas for 9 yards (tackle by Nickell Robey),2.260,2.930
Quarter,Time,Down,ToGo,Location,ATL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,BUF 41,24,24,Matt Ryan pass incomplete short middle intended for Harry Douglas (defended by Mario Williams),2.930,2.210
4,14:58,3,1,BUF 41,24,24,Steven Jackson left guard for 3 yards (tackle by Jairus Byrd and Leodis McKelvin),2.210,3.050
4,14:16,1,10,BUF 38,24,24,Matt Ryan pass incomplete short left intended for Harry Douglas (defended by Marcell Dareus),3.050,2.510
4,14:13,2,10,BUF 38,24,24,Steven Jackson left guard for 5 yards (tackle by Kyle Williams and Nigel Bradham),2.510,2.480
4,13:32,3,5,BUF 33,24,24,Matt Ryan sacked by Mario Williams for -7 yards,2.480,0.590
4,12:59,4,12,BUF 40,24,24,"Matthew Bosher punts 27 yards, fair catch by Leodis McKelvin",0.590,0.320
4,12:51,1,10,BUF 13,24,24,C.J. Spiller right tackle for 3 yards (tackle by Osi Umenyiora),-0.320,-0.440
4,12:23,2,7,BUF 16,24,24,"EJ Manuel pass complete deep left to Robert Woods for 33 yards (tackle by William Moore). Penalty on William Moore: Unnecessary Roughness, 15 yards",-0.440,3.180
4,11:53,1,10,ATL 36,24,30,"C.J. Spiller right tackle for 36 yards, touchdown",3.180,7.000
4,11:53,,,ATL 2,24,31,Dan Carpenter kicks extra point good,0.000,0.000
4,11:53,,,BUF 35,24,31,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
4,11:48,1,10,ATL 20,24,31,Matt Ryan pass incomplete deep middle intended for Roddy White (defended by Stephon Gilmore),0.280,-0.270
4,11:42,2,10,ATL 20,24,31,Matt Ryan pass incomplete deep left intended for Harry Douglas,-0.270,-0.960
4,11:36,3,10,ATL 20,24,31,Matt Ryan pass complete short middle to Roddy White for 6 yards (tackle by Aaron Williams),-0.960,-1.630
4,10:59,4,4,ATL 26,24,31,"Matthew Bosher punts 49 yards, returned by Leodis McKelvin for 7 yards (tackle by Zeke Motta)",-1.630,-1.070
4,10:48,1,10,BUF 32,24,31,C.J. Spiller up the middle for 3 yards (tackle by Jonathan Massaquoi and Corey Peters),1.070,0.930
4,10:15,2,7,BUF 35,24,31,EJ Manuel pass incomplete short middle intended for Scott Chandler (defended by William Moore),0.930,0.230
4,10:11,3,7,BUF 35,24,31,EJ Manuel pass incomplete deep right intended for Marquise Goodwin,0.230,-1.040
4,10:06,4,7,BUF 35,24,31,"Brian Moorman punts 34 yards, fair catch by Robert McClain",-1.040,-1.000
4,9:58,1,10,ATL 31,24,31,Steven Jackson right guard for 1 yard (tackle by Mario Williams and Jairus Byrd),1.000,0.600
4,9:16,2,9,ATL 32,24,31,Matt Ryan pass complete short left to Harry Douglas for 14 yards (tackle by Leodis McKelvin),0.600,1.990
4,8:30,1,10,ATL 46,24,31,Steven Jackson right guard for 1 yard (tackle by Mario Williams and Nigel Bradham),1.990,1.590
4,7:51,2,9,ATL 47,24,31,Matt Ryan pass complete short left to Roddy White for 7 yards (tackle by Stephon Gilmore),1.590,1.820
4,7:07,3,2,BUF 46,24,31,Matt Ryan pass complete short middle to Jason Snelling for 3 yards (tackle by Alan Branch and Jairus Byrd),1.820,2.720
4,6:25,1,10,BUF 43,24,31,Matt Ryan pass incomplete short middle intended for Harry Douglas (defended by Nickell Robey),2.720,2.180
4,6:21,2,10,BUF 43,24,31,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Aaron Williams),2.180,1.490
4,6:17,3,10,BUF 43,24,31,Matt Ryan pass incomplete deep left intended for Antone Smith,1.490,0.400
4,6:10,4,10,BUF 43,24,31,"Matthew Bosher punts 33 yards, fair catch by Jim Leonhard",0.400,0.380
4,6:02,1,10,BUF 10,24,31,C.J. Spiller right tackle for -3 yards (tackle by William Moore and Robert Alford),-0.380,-1.000
4,5:26,2,13,BUF 7,24,31,EJ Manuel pass incomplete short right intended for Robert Woods,-1.000,-1.770
4,5:22,3,13,BUF 7,24,31,"Penalty on EJ Manuel: Delay of Game, 4 yards (no play)",-1.770,-2.240
4,5:22,3,17,BUF 3,24,31,EJ Manuel pass complete short middle to Fred Jackson for 14 yards (tackle by Sean Weatherspoon),-2.240,-2.320
4,4:38,4,3,BUF 17,24,31,"Brian Moorman punts 51 yards, returned by Robert McClain for 3 yards (tackle by Nigel Bradham)",-2.320,-1.270
4,4:26,1,10,ATL 35,24,31,Matt Ryan sacked by Corbin Bryant for -7 yards,1.270,-0.220
4,3:57,2,17,ATL 28,24,31,Matt Ryan pass complete short right to Tony Gonzalez for 8 yards (tackle by Leodis McKelvin),-0.220,0.170
4,3:25,3,9,ATL 36,24,31,Matt Ryan pass complete short middle to Tony Gonzalez for 12 yards (tackle by Da'Norris Searcy),0.170,2.130
4,2:58,1,10,ATL 48,24,31,Matt Ryan pass incomplete deep left intended for Harry Douglas,2.130,1.580
4,2:53,2,10,ATL 48,24,31,Matt Ryan pass complete deep right to Roddy White for 24 yards (tackle by Leodis McKelvin),1.580,3.710
4,2:45,1,10,BUF 28,24,31,Matt Ryan pass incomplete short middle intended for Harry Douglas (defended by Kiko Alonso),3.710,3.170
4,2:42,2,10,BUF 28,24,31,"Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Leodis McKelvin). Penalty on Jerry Hughes: Defensive Offside, 5 yards (no play)",3.170,3.840
4,2:37,2,5,BUF 23,24,31,"Matt Ryan pass incomplete short middle intended for Harry Douglas (defended by Jairus Byrd). Penalty on Aaron Williams: Illegal Contact, 5 yards (no play)",3.840,4.370
4,2:33,1,10,BUF 18,24,31,Matt Ryan pass complete short middle to Darius Johnson for 13 yards (tackle by Jairus Byrd),4.370,6.060
4,2:00,1,5,BUF 5,24,31,Matt Ryan pass incomplete short right intended for Tony Gonzalez,6.060,5.150
4,1:53,2,5,BUF 5,24,31,Matt Ryan pass incomplete short middle intended for Harry Douglas,5.150,4.260
4,1:47,3,5,BUF 5,24,31,"Steven Jackson up the middle for 4 yards (tackle by Kiko Alonso and Jairus Byrd). Penalty on Harry Douglas: Unnecessary Roughness, 15 yards",4.260,2.850
4,1:38,3,16,BUF 16,24,31,"Matt Ryan pass incomplete deep right intended for Harry Douglas. Penalty on Nickell Robey: Defensive Pass Interference, 15 yards (no play)",2.850,6.970
4,1:31,1,1,BUF 1,30,31,"Steven Jackson right guard for 1 yard, touchdown",6.970,7.000
4,1:31,,,BUF 2,31,31,Matt Bryant kicks extra point good,0.000,0.000
4,1:31,,,ATL 35,31,31,"Matthew Bosher kicks off 69 yards, returned by Marquise Goodwin for 28 yards (tackle by Antone Smith)",0.000,-0.540
4,1:22,1,10,BUF 24,31,31,EJ Manuel pass complete short right to Fred Jackson for no gain,0.540,0.000
4,0:51,2,10,BUF 24,31,31,EJ Manuel pass incomplete short right intended for T.J. Graham (defended by Robert Alford),0.000,-0.690
4,0:47,3,10,BUF 24,31,31,EJ Manuel pass complete short right to Scott Chandler for 23 yards (tackle by William Moore),-0.690,2.060
4,0:39,1,10,BUF 47,31,31,Fred Jackson right tackle for 8 yards (tackle by Robert Alford and Sean Weatherspoon),2.060,2.060
4,0:35,1,10,BUF 47,31,31,Timeout #1 by Buffalo Bills,2.060,2.600
4,0:34,2,2,ATL 45,31,31,Fred Jackson right tackle for 1 yard (tackle by Corey Peters and Osi Umenyiora),2.600,2.600
4,0:28,2,2,ATL 45,31,31,Timeout #2 by Buffalo Bills,2.600,2.020
4,0:28,3,1,ATL 44,31,31,"EJ Manuel pass complete short right to Steve Johnson for 14 yards (tackle by Robert McClain). Steve Johnson fumbles (forced by Robert McClain), recovered by William Moore at ATL-28",2.020,2.020
4,0:20,3,1,ATL 44,31,31,Timeout #1 by Atlanta Falcons,2.020,-0.810
4,0:20,1,10,ATL 28,31,31,Matt Ryan pass complete short left to Steven Jackson for no gain,0.810,0.810
4,0:20,1,10,ATL 28,31,31,--,0.810,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,ATL,BUF,Detail,EPB,EPA
,,,,,,,"Bills won the coin toss, Bills to receive the overtime kickoff.",,
OT,15:00,,,ATL 35,31,31,"Matthew Bosher kicks off 73 yards, touchback",0.000,-0.280
OT,15:00,1,10,BUF 20,31,31,Fred Jackson up the middle for 3 yards (tackle by Corey Peters and Paul Worrilow),0.280,0.140
OT,14:34,2,7,BUF 23,31,31,"EJ Manuel pass complete deep middle to Scott Chandler for 22 yards (tackle by William Moore). Scott Chandler fumbles (forced by William Moore), recovered by Robert Alford at ATL-40, lateral to Desmond Trufant for 18 yards (tackle by T.J. Graham)",0.140,-2.460
OT,14:16,1,10,BUF 47,31,31,Steven Jackson up the middle for 4 yards (tackle by Leodis McKelvin and Kiko Alonso),2.460,2.450
OT,13:41,2,6,BUF 43,31,31,Matt Ryan pass complete short left to Harry Douglas for 20 yards (tackle by Leodis McKelvin),2.450,4.040
OT,13:00,1,10,BUF 23,31,31,Steven Jackson up the middle for 4 yards (tackle by Kiko Alonso and Marcell Dareus),4.040,4.050
OT,12:27,2,6,BUF 19,31,31,Steven Jackson right tackle for 2 yards (tackle by Leodis McKelvin and Kiko Alonso),4.050,4.050
OT,12:04,2,6,BUF 19,31,31,Timeout #1 by Buffalo Bills,4.050,3.660
OT,12:04,3,4,BUF 17,34,31,Matt Bryant 36 yard field goal good,3.660,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
