Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
2,13:02,,,ARI 35,7,10,"Zane Gonzalez kicks off 69 yards, returned by Ito Smith for 33 yards (tackle by Kevin Peterson)",0.000,0.870
2,12:55,1,10,ATL 29,7,10,Matt Ryan pass complete short right to Mohamed Sanu for 5 yards (tackle by Jalen Thompson),0.870,1.000
2,12:27,2,5,ATL 34,7,10,Devonta Freeman right tackle for 3 yards (tackle by Haason Reddick and Tramaine Brock),1.000,0.700
2,11:44,3,2,ATL 37,7,10,Matt Ryan sacked by and Rodney Gunter for -9 yards,0.700,-1.500
2,11:07,4,11,ATL 28,7,10,"Kasey Redfern punts 54 yards, returned by Pharoh Cooper for 3 yards (tackle by Sharrod Neasman)",-1.500,-0.340
2,10:54,1,10,ARI 21,7,10,David Johnson up the middle for 17 yards (tackle by Ricardo Allen),0.340,1.470
2,10:22,1,10,ARI 38,7,10,Kyler Murray pass complete short left to David Johnson for 30 yards (tackle by Deion Jones),1.470,3.450
2,9:44,1,10,ATL 32,7,10,Kyler Murray pass complete short left to Chase Edmonds for 31 yards (tackle by De'Vondre Campbell),3.450,6.970
2,9:06,1,1,ATL 1,7,16,"David Johnson up the middle for 1 yard, touchdown",6.970,7.000
2,9:02,,,ATL 15,7,17,Zane Gonzalez kicks extra point good,0.000,0.000
2,9:02,,,ARI 35,7,17,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,9:02,1,10,ATL 25,7,17,Devonta Freeman up the middle for -2 yards (tackle by Terrell Suggs),0.610,-0.210
2,8:30,2,12,ATL 23,7,17,"Penalty on ATL: Offensive Too Many Men on Field, 5 yards (no play)",-0.210,-0.980
2,8:19,2,17,ATL 18,7,17,Matt Ryan pass complete short middle to Julio Jones for 13 yards (tackle by Budda Baker),-0.980,0.170
2,7:40,3,4,ATL 31,7,17,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Budda Baker),0.170,1.530
2,7:03,1,10,ATL 39,7,17,"Matt Ryan pass complete short left to Jaeden Graham for 21 yards (tackle by Budda Baker). Penalty on Budda Baker: Face Mask (15 Yards), 15 yards",1.530,3.910
2,6:50,1,10,ARI 25,7,17,Devonta Freeman up the middle for 3 yards (tackle by Tramaine Brock),3.910,3.770
2,6:19,2,7,ARI 22,7,17,Matt Ryan up the middle for 6 yards (tackle by Jordan Hicks),3.770,4.060
2,5:45,3,1,ARI 16,7,17,Keith Smith up the middle for 2 yards (tackle by Jonathan Bullard and Jordan Hicks),4.060,4.650
2,5:14,1,10,ARI 14,7,17,Devonta Freeman up the middle for 3 yards (tackle by Cassius Marsh),4.650,4.520
2,4:31,2,7,ARI 11,7,17,Ito Smith up the middle for no gain (tackle by Byron Murphy),4.520,3.620
2,3:51,3,7,ARI 11,7,17,Matt Ryan pass incomplete short middle,3.620,2.700
2,3:41,4,7,ARI 11,10,17,Matt Bryant 29 yard field goal good,2.700,3.000
2,3:37,,,ATL 35,10,17,"Kasey Redfern kicks off 65 yards, touchback.",0.000,0.610
2,3:37,1,10,ARI 25,10,17,Kyler Murray pass complete short middle to David Johnson for 5 yards (tackle by Takkarist McKinley),0.610,0.740
2,3:09,2,5,ARI 30,10,17,Kyler Murray pass complete short right to Pharoh Cooper for 7 yards (tackle by De'Vondre Campbell),0.740,1.400
2,2:40,1,10,ARI 37,10,17,David Johnson up the middle for 2 yards (tackle by Grady Jarrett and Adrian Clayborn),1.400,1.130
2,2:06,2,8,ARI 39,10,17,David Johnson right end for no gain (tackle by Vic Beasley),1.130,0.430
2,2:00,3,8,ARI 39,10,17,Kyler Murray pass complete short left to Larry Fitzgerald for 11 yards (tackle by Isaiah Oliver),0.430,2.260
2,1:41,1,10,ARI 50,10,17,Kyler Murray left end for 2 yards (tackle by Isaiah Oliver),2.260,1.980
2,1:31,2,8,ATL 48,10,17,Chase Edmonds right end for 15 yards (tackle by De'Vondre Campbell and Ricardo Allen),1.980,3.380
2,1:00,1,10,ATL 33,10,17,Pharoh Cooper right tackle for 2 yards (tackle by Kemal Ishmael),3.380,3.110
2,0:41,2,8,ATL 31,10,17,Kyler Murray pass complete short middle to Pharoh Cooper for 6 yards (tackle by De'Vondre Campbell),3.110,3.200
2,0:36,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:36,3,2,ATL 25,10,17,Kyler Murray pass complete short right to David Johnson for 6 yards,3.200,4.310
2,0:33,1,10,ATL 19,10,17,Kyler Murray up the middle for 8 yards (tackle by Allen Bailey),4.310,5.140
2,0:27,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:27,2,2,ATL 11,10,17,Kyler Murray pass complete short right to David Johnson for 7 yards (tackle by Deion Jones and Kemal Ishmael),5.140,6.280
2,0:13,1,4,ATL 4,10,17,Kyler Murray spiked the ball,6.280,5.340
2,0:12,2,4,ATL 4,10,17,Kyler Murray pass incomplete short right intended for KeeSean Johnson (defended by Vic Beasley),5.340,4.490
2,0:07,3,4,ATL 4,10,20,Zane Gonzalez 22 yard field goal good,4.490,3.000
2,0:04,,,ARI 35,10,20,"Zane Gonzalez kicks off 56 yards, returned by Kenjon Barner for 24 yards (tackle by Joe Walker and Brooks Reed)",0.000,1.270
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,20,"Kasey Redfern kicks off 66 yards, returned by Pharoh Cooper for 37 yards (tackle by Olamide Zaccheaus and Jamal Carter)",0.000,1.330
3,14:51,1,10,ARI 36,10,20,Kyler Murray right end for 14 yards (tackle by Damontae Kazee),1.330,2.260
3,14:23,1,10,ARI 50,10,20,Kyler Murray pass incomplete short left intended for David Johnson,2.260,1.710
3,14:20,2,10,ARI 50,10,20,David Johnson left tackle for 2 yards (tackle by Takkarist McKinley and Grady Jarrett),1.710,1.290
3,13:45,3,8,ATL 48,10,20,"Kyler Murray pass incomplete deep left intended for Trent Sherfield. Penalty on Isaiah Oliver: Illegal Contact, 5 yards (no play)",1.290,2.720
3,13:39,1,10,ATL 43,10,20,Kyler Murray pass incomplete deep left intended for KeeSean Johnson,2.720,2.180
3,13:32,2,10,ATL 43,10,20,Kyler Murray pass incomplete short right intended for Larry Fitzgerald,2.180,1.490
3,13:27,,,,,,Timeout #1 by Atlanta Falcons,,
3,13:27,3,10,ATL 43,10,20,Kyler Murray pass complete short right to Larry Fitzgerald for 8 yards (tackle by Ricardo Allen),1.490,0.990
3,12:56,4,2,ATL 35,10,20,Kyler Murray pass complete short right to Charles Clay for 6 yards (tackle by De'Vondre Campbell),0.990,3.640
3,12:15,,,,,,Timeout #1 by Arizona Cardinals,,
3,12:15,1,10,ATL 29,10,20,Chase Edmonds up the middle for 9 yards (tackle by Kemal Ishmael),3.640,4.320
3,11:34,2,1,ATL 20,10,26,"Kyler Murray pass complete short left to Maxx Williams for 20 yards, touchdown",4.320,7.000
3,11:25,,,ATL 15,10,27,Zane Gonzalez kicks extra point good,0.000,0.000
3,11:25,,,ARI 35,10,27,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,11:25,1,10,ATL 25,10,27,Matt Ryan pass complete deep middle to Julio Jones for 20 yards (tackle by Budda Baker),0.610,1.930
3,10:55,1,10,ATL 45,10,27,Devonta Freeman up the middle for 2 yards (tackle by Jonathan Bullard),1.930,1.650
3,10:24,2,8,ATL 47,10,27,Devonta Freeman up the middle for 9 yards (tackle by Budda Baker),1.650,2.650
3,9:53,1,10,ARI 44,10,27,Matt Ryan pass complete short left to Austin Hooper for 15 yards (tackle by Jalen Thompson),2.650,3.640
3,9:21,1,10,ARI 29,10,27,Devonta Freeman up the middle for 2 yards (tackle by Budda Baker and Jordan Hicks),3.640,3.370
3,8:42,2,8,ARI 27,10,27,Matt Ryan up the middle for 1 yard (tackle by Chandler Jones),3.370,2.810
3,7:57,3,7,ARI 26,10,27,Matt Ryan pass incomplete deep left intended for Calvin Ridley,2.810,1.740
3,7:51,4,7,ARI 26,13,27,Matt Bryant 44 yard field goal good,1.740,3.000
3,7:46,,,ATL 35,13,27,"Kasey Redfern kicks off 65 yards, touchback.",0.000,0.610
3,7:46,1,10,ARI 25,13,27,Kyler Murray pass complete deep right to Larry Fitzgerald for 22 yards (tackle by Kemal Ishmael),0.610,2.060
3,7:05,1,10,ARI 47,13,27,"Kyler Murray pass complete short left to Pharoh Cooper for 3 yards (tackle by Deion Jones). Penalty on Larry Fitzgerald: Illegal Block Above the Waist, 10 yards",2.060,1.600
3,6:32,,,,,,Timeout #2 by Arizona Cardinals,,
3,6:32,1,17,ARI 40,13,27,Kyler Murray pass complete short middle to Larry Fitzgerald for 7 yards (tackle by De'Vondre Campbell and Damontae Kazee),1.600,1.520
3,6:00,2,10,ARI 47,13,27,Kyler Murray pass incomplete short right intended for David Johnson,1.520,0.830
3,5:52,3,10,ARI 47,13,27,Kyler Murray pass incomplete short right intended for KeeSean Johnson,0.830,-0.260
3,5:48,4,10,ARI 47,13,27,"Andy Lee punts 41 yards, returned by Kenjon Barner for 2 yards (tackle by D.J. Foster). Penalty on D.J. White: Illegal Block Above the Waist, 7 yards",-0.260,0.380
3,5:36,1,10,ATL 7,13,27,Devonta Freeman up the middle for 2 yards (tackle by Corey Peters and Jordan Hicks),-0.380,-0.630
3,4:59,2,8,ATL 9,13,27,Matt Ryan pass complete short left to Austin Hooper for 7 yards (tackle by Brooks Reed),-0.630,-0.370
3,4:14,3,1,ATL 16,13,27,Devonta Freeman left tackle for 14 yards (tackle by Byron Murphy),-0.370,0.940
3,3:41,1,10,ATL 30,13,27,Matt Ryan pass complete short middle to Austin Hooper for 12 yards (tackle by Haason Reddick),0.940,1.730
3,3:05,1,10,ATL 42,13,27,Matt Ryan pass complete deep right to Austin Hooper for 22 yards (tackle by Haason Reddick),1.730,3.180
3,2:42,1,10,ARI 36,13,27,Matt Ryan pass complete short left to Calvin Ridley for 12 yards,3.180,3.970
3,2:16,1,10,ARI 24,13,27,Matt Ryan pass complete short left to Devonta Freeman for 11 yards (tackle by Byron Murphy),3.970,4.710
3,1:41,1,10,ARI 13,13,27,Matt Ryan pass complete short left to Russell Gage for 6 yards,4.710,5.150
3,1:11,2,4,ARI 7,13,27,Matt Ryan pass incomplete short left intended for Mohamed Sanu (defended by Chandler Jones),5.150,4.330
3,1:08,3,4,ARI 7,19,27,"Matt Ryan pass complete short middle to Devonta Freeman for 7 yards, touchdown",4.330,7.000
3,1:02,,,ARI 15,20,27,Matt Bryant kicks extra point good,0.000,0.000
3,1:02,,,ATL 35,20,27,"Kasey Redfern kicks off 65 yards, touchback.",0.000,0.610
3,1:02,1,10,ARI 25,20,27,Kyler Murray pass complete short right to KeeSean Johnson for 7 yards (tackle by Kendall Sheffield),0.610,1.010
3,0:29,2,3,ARI 32,20,27,Kyler Murray pass complete short left to Damiere Byrd for 2 yards (tackle by Isaiah Oliver),1.010,0.560
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ARI 34,20,27,David Johnson up the middle for no gain (tackle by Deion Jones),0.560,-1.110
4,14:15,4,1,ARI 34,20,27,"Andy Lee punts 59 yards, returned by Kenjon Barner for 10 yards (tackle by Andy Isabella and Trent Sherfield)",-1.110,0.060
4,14:02,1,10,ATL 17,20,27,Devonta Freeman up the middle for 4 yards (tackle by Clinton McDonald and Jordan Hicks),-0.060,0.080
4,13:28,2,6,ATL 21,20,27,Matt Ryan pass complete short left to Calvin Ridley for 4 yards (tackle by Kevin Peterson),0.080,-0.240
4,12:48,3,2,ATL 25,20,27,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Kevin Peterson),-0.240,1.140
4,12:27,1,10,ATL 33,20,27,Matt Ryan pass complete deep right to Calvin Ridley for 23 yards,1.140,2.650
4,12:10,1,10,ARI 44,20,27,Matt Ryan pass complete deep left to Austin Hooper for 30 yards (tackle by Tramaine Brock). Penalty on Byron Murphy: Defensive Holding (Declined),2.650,4.650
4,11:46,1,10,ARI 14,20,27,Matt Ryan pass incomplete short right,4.650,4.000
4,11:39,2,10,ARI 14,20,27,"Matt Ryan pass incomplete short left intended for Calvin Ridley. Penalty on Rodney Gunter: Illegal Use of Hands, 5 yards (no play)",4.000,5.140
4,11:34,1,9,ARI 9,20,27,Ito Smith up the middle for 3 yards (tackle by Chandler Jones),5.140,4.950
4,10:56,2,6,ARI 6,26,27,"Matt Ryan pass complete short left to Austin Hooper for 6 yards, touchdown",4.950,7.000
4,10:50,,,ARI 15,27,27,Matt Bryant kicks extra point good,0.000,0.000
4,10:50,,,ATL 35,27,27,"Kasey Redfern kicks off 65 yards, touchback.",0.000,0.610
4,10:50,1,10,ARI 25,27,27,Kyler Murray pass complete short middle to Larry Fitzgerald for 3 yards (tackle by De'Vondre Campbell),0.610,0.470
4,10:14,2,7,ARI 28,27,27,Kyler Murray right end for 2 yards (tackle by Isaiah Oliver),0.470,0.040
4,9:30,3,5,ARI 30,27,27,Kyler Murray pass incomplete short right intended for Pharoh Cooper,0.040,-1.370
4,9:27,4,5,ARI 30,27,27,"Penalty on Brooks Reed: False Start, 5 yards (no play)",-1.370,-1.700
4,9:27,4,10,ARI 25,27,27,"Andy Lee punts 56 yards, returned by Kenjon Barner for 5 yards (tackle by Joe Walker and Maxx Williams). Penalty on Justin Hardy: Illegal Block Above the Waist, 10 yards",-1.700,0.280
4,9:14,1,10,ATL 14,27,27,Matt Ryan pass complete deep left to Julio Jones for 17 yards,-0.280,1.000
4,8:42,1,10,ATL 31,27,27,Devonta Freeman right tackle for no gain (tackle by Clinton McDonald),1.000,0.460
4,8:08,2,10,ATL 31,27,27,Matt Ryan pass incomplete short middle intended for Calvin Ridley,0.460,-0.230
4,8:02,3,10,ATL 31,27,27,"Matt Ryan sacked by and Chandler Jones for -6 yards. Matt Ryan fumbles (forced by Terrell Suggs), recovered by Jamon Brown at ATL-23 (tackle by Byron Murphy)",-0.230,-1.700
4,7:27,4,16,ATL 25,27,27,"Kasey Redfern punts 35 yards, fair catch by Pharoh Cooper at ARI-40. Penalty on Sharrod Neasman: Fair Catch Interference, 15 yards",-1.700,-2.590
4,7:12,1,10,ATL 45,27,27,David Johnson up the middle for 3 yards (tackle by Tyeler Davison),2.590,2.450
4,6:43,2,7,ATL 42,27,27,Kyler Murray pass complete short left to Maxx Williams for 8 yards (tackle by Kemal Ishmael),2.450,3.310
4,6:22,1,10,ATL 34,27,27,"Kyler Murray sacked by Vic Beasley for no gain. Penalty on Vic Beasley: Horse Collar Tackle, 15 yards. Penalty on Vic Beasley: Defensive Holding (Declined) (no play)",3.310,4.310
4,5:58,1,10,ATL 19,27,27,David Johnson up the middle for 5 yards (tackle by Tyeler Davison),4.310,4.530
4,5:25,2,5,ATL 14,27,27,Kyler Murray pass incomplete short right,4.530,3.760
4,5:18,3,5,ATL 14,27,33,"Kyler Murray pass complete short left to David Johnson for 14 yards, touchdown. Penalty on De'Vondre Campbell: Defensive Pass Interference (Declined)",3.760,7.000
4,5:12,,,ATL 15,27,34,Zane Gonzalez kicks extra point good,0.000,0.000
4,5:12,,,ARI 35,27,34,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,5:12,1,10,ATL 25,27,34,Matt Ryan pass complete short left to Mohamed Sanu for 15 yards (tackle by Jordan Hicks and Budda Baker),0.610,1.600
4,4:45,1,10,ATL 40,27,34,Matt Ryan pass complete deep left to Julio Jones for 22 yards (tackle by Deionte Thompson),1.600,3.050
4,4:10,1,10,ARI 38,27,34,Devonta Freeman left tackle for 9 yards (tackle by Haason Reddick),3.050,3.720
4,3:39,2,1,ARI 29,27,34,Devonta Freeman up the middle for 5 yards (tackle by Jordan Hicks),3.720,3.970
4,3:05,1,10,ARI 24,27,34,Matt Ryan pass complete short left to Mohamed Sanu for 9 yards (tackle by Byron Murphy),3.970,4.850
4,2:31,2,1,ARI 15,27,34,Ito Smith left tackle for 3 yards (tackle by Corey Peters),4.850,4.780
4,2:00,1,10,ARI 12,33,34,"Matt Ryan pass complete short middle to Devonta Freeman for 12 yards, touchdown",4.780,7.000
4,1:53,,,ARI 15,33,34,Matt Bryant kicks extra point no good wide left,0.000,-1.000
4,1:53,,,ATL 35,33,34,"Kasey Redfern kicks off 65 yards, touchback.",0.000,0.610
4,1:53,1,10,ARI 25,33,34,David Johnson up the middle for 5 yards (tackle by Ricardo Allen and Kendall Sheffield),0.610,0.740
4,1:49,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:49,2,5,ARI 30,33,34,David Johnson up the middle for no gain (tackle by De'Vondre Campbell),0.740,0.040
4,1:45,,,,,,Timeout #3 by Atlanta Falcons,,
4,1:45,3,5,ARI 30,33,34,Kyler Murray right end for 5 yards (tackle by Kemal Ishmael),0.040,1.270
4,1:38,1,10,ARI 35,33,34,Kyler Murray kneels for -1 yards,1.270,0.590
4,0:57,2,11,ARI 34,33,34,Kyler Murray kneels for -1 yards,0.590,-0.230
4,0:22,3,12,ARI 33,33,34,Kyler Murray kneels for -1 yards,-0.230,-1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
