Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Jason Myers kicks off 73 yards, returned by Griff Whalen for 32 yards (tackle by Nic Jacobs)",0.000,-0.540
1,14:55,1,10,IND 24,0,0,Matt Hasselbeck pass incomplete short right intended for Frank Gore,0.540,0.000
1,14:51,2,10,IND 24,0,0,Frank Gore right tackle for 5 yards (tackle by Davon House),0.000,-0.030
1,14:28,3,5,IND 29,0,0,Matt Hasselbeck pass incomplete short right intended for Coby Fleener,-0.030,-1.440
1,14:23,4,5,IND 29,0,0,"Pat McAfee punts 40 yards, muffed catch by Nick Marshall, recovered by Demetrius McCray and returned for no gain",-1.440,-0.940
1,14:12,1,10,JAX 30,0,0,T.J. Yeldon right tackle for 2 yards (tackle by Jerrell Freeman),0.940,0.660
1,13:34,2,8,JAX 32,0,0,Blake Bortles pass complete short left to Marcedes Lewis for 1 yard (tackle by Vontae Davis),0.660,0.100
1,12:52,3,7,JAX 33,0,0,Blake Bortles pass complete short right to Bryan Walters for 13 yards,0.100,1.990
1,12:22,1,10,JAX 46,0,0,T.J. Yeldon right tackle for -1 yards (tackle by Trent Cole),1.990,1.320
1,11:52,2,11,JAX 45,0,0,T.J. Yeldon right tackle for 4 yards (tackle by Henry Anderson),1.320,1.160
1,11:14,3,7,JAX 49,0,0,Blake Bortles pass complete short middle to Allen Hurns for 3 yards (tackle by Clayton Geathers),1.160,0.070
1,10:34,4,4,IND 48,0,0,"Bryan Anger punts 39 yards, fair catch by Griff Whalen",0.070,0.380
1,10:25,1,10,IND 9,0,0,Frank Gore right guard for no gain (tackle by Dan Skuta). Penalty on Anthony Castonzo: Illegal Formation (Declined),-0.380,-0.780
1,10:01,2,10,IND 9,0,0,Matt Hasselbeck pass complete short middle to Coby Fleener for 15 yards (tackle by Paul Posluszny),-0.780,0.540
1,9:27,1,10,IND 24,0,0,Frank Gore left end for no gain (tackle by Paul Posluszny),0.540,0.000
1,8:54,2,10,IND 24,0,0,Matt Hasselbeck pass incomplete short right intended for Frank Gore,0.000,-0.690
1,8:49,3,10,IND 24,0,0,Matt Hasselbeck pass complete deep left to Donte Moncrief for 16 yards (tackle by Demetrius McCray),-0.690,1.600
1,8:22,1,10,IND 40,0,0,Frank Gore left end for -1 yards (tackle by Paul Posluszny),1.600,0.920
1,7:45,2,11,IND 39,0,0,Matt Hasselbeck pass complete short left to Phillip Dorsett for 6 yards (tackle by Paul Posluszny),0.920,1.030
1,7:09,3,5,IND 45,0,0,Matt Hasselbeck pass complete short middle to Donte Moncrief for 15 yards (tackle by James Sample),1.030,2.920
1,6:42,1,10,JAX 40,0,0,"Matt Hasselbeck pass complete short left to Jack Doyle for 8 yards (tackle by Tyson Alualu). Penalty on Joe Reitz: Ineligible Downfield Pass, 5 yards, Penalty on Jonotthan Harrison: Illegal Formation (Declined) (no play)",2.920,2.590
1,6:17,1,15,JAX 45,0,0,Matt Hasselbeck pass complete short right to T.Y. Hilton for 3 yards (tackle by Jonathan Cyprien),2.590,2.100
1,5:50,2,12,JAX 42,0,0,Matt Hasselbeck pass complete short right to Frank Gore for 6 yards (tackle by Telvin Smith and Jonathan Cyprien),2.100,2.210
1,5:09,3,6,JAX 36,0,0,Matt Hasselbeck pass incomplete short middle intended for T.Y. Hilton,2.210,0.880
1,5:04,4,6,JAX 36,0,3,Adam Vinatieri 54 yard field goal good,0.880,3.000
1,5:04,,,IND 35,0,3,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,4:59,1,10,JAX 20,0,3,Blake Bortles pass complete deep right to Allen Hurns for 26 yards,0.280,1.990
1,4:33,1,10,JAX 46,0,3,Blake Bortles pass complete deep right to Allen Robinson for 48 yards (tackle by Darius Butler),1.990,5.830
1,3:45,1,6,IND 6,0,3,Blake Bortles pass incomplete short right intended for Allen Robinson,5.830,4.950
1,3:39,2,6,IND 6,0,3,T.J. Yeldon middle for 4 yards (tackle by Jonathan Newsome and Mike Adams),4.950,4.950
1,2:58,3,2,IND 2,0,3,Blake Bortles pass incomplete short left intended for Allen Hurns,4.950,3.250
1,2:54,4,2,IND 2,3,3,Jason Myers 20 yard field goal good,3.250,3.000
1,2:54,,,JAX 35,3,3,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
1,2:49,1,10,IND 20,3,3,Frank Gore left tackle for 1 yard (tackle by Tyson Alualu),0.280,-0.130
1,2:22,2,9,IND 21,3,3,Matt Hasselbeck pass complete short middle to Donte Moncrief for 12 yards (tackle by Dwayne Gratz and James Sample),-0.130,1.140
1,1:54,1,10,IND 33,3,3,Josh Robinson middle for 3 yards (tackle by Aaron Colvin),1.140,1.000
1,1:15,2,7,IND 36,3,3,Josh Robinson left tackle for 3 yards (tackle by Jonathan Cyprien),1.000,0.700
1,0:29,3,4,IND 39,3,3,Matt Hasselbeck pass incomplete deep right intended for T.Y. Hilton,0.700,-0.780
1,0:23,4,4,IND 39,3,3,"Pat McAfee punts 45 yards, fair catch by Nick Marshall",-0.780,0.140
1,0:14,1,10,JAX 16,3,3,T.J. Yeldon left tackle for 4 yards (tackle by Zach Kerr),-0.140,0.010
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,JAX 20,3,3,"Penalty on Luke Joeckel: False Start, 5 yards (no play)",0.010,-0.780
2,15:00,2,11,JAX 15,3,3,Blake Bortles pass complete short right to Allen Hurns for 6 yards (tackle by Darius Butler),-0.780,-0.700
2,14:30,3,5,JAX 21,3,3,Blake Bortles sacked by Kendall Langford for -9 yards,-0.700,-2.490
2,13:55,4,14,JAX 12,3,3,"Bryan Anger punts 40 yards, fair catch by Griff Whalen",-2.490,-2.130
2,13:45,1,10,IND 48,3,3,"Josh Robinson left end for -4 yards (tackle by Dan Skuta). Josh Robinson fumbles (forced by Dan Skuta), recovered by Jonathan Cyprien at IND-44 (tackle by Anthony Castonzo). Penalty on Jack Mewhort: Offensive Holding (Declined)",2.130,-2.650
2,13:37,1,10,IND 44,3,3,T.J. Yeldon middle for 10 yards (tackle by Mike Adams),2.650,3.310
2,12:58,1,10,IND 34,3,3,Blake Bortles pass complete short left to Clay Harbor for 21 yards (tackle by Dwight Lowery),3.310,4.710
2,12:24,1,10,IND 13,3,3,T.J. Yeldon middle for 5 yards (tackle by Josh McNary and D'Qwell Jackson),4.710,4.960
2,11:46,2,5,IND 8,9,3,"Blake Bortles pass complete short right to Allen Hurns for 8 yards, touchdown",4.960,7.000
2,11:46,,,IND 8,10,3,Jason Myers kicks extra point good,0.000,0.000
2,11:46,,,JAX 35,10,3,"Jason Myers kicks off 73 yards, returned by Griff Whalen for 28 yards (tackle by James Sample)",0.000,-0.280
2,11:31,1,10,IND 20,10,3,Matt Hasselbeck pass complete short right to Frank Gore for no gain,0.280,0.280
2,11:04,1,10,IND 20,10,3,Timeout #1 by Jacksonville Jaguars,0.280,-0.270
2,11:04,2,10,IND 20,10,3,Matt Hasselbeck pass incomplete deep right intended for Phillip Dorsett,-0.270,-0.960
2,11:00,3,10,IND 20,10,3,Matt Hasselbeck pass complete short middle to Coby Fleener for 11 yards (tackle by Telvin Smith),-0.960,1.000
2,10:25,1,10,IND 31,10,3,Frank Gore right tackle for 1 yard (tackle by Telvin Smith),1.000,0.600
2,9:46,2,9,IND 32,10,3,Matt Hasselbeck pass incomplete short left intended for Donte Moncrief,0.600,-0.100
2,9:40,3,9,IND 32,10,3,"Matt Hasselbeck pass incomplete short right intended for Phillip Dorsett. Penalty on James Sample: Defensive Pass Interference, 4 yards (no play)",-0.100,1.330
2,9:36,1,10,IND 36,10,3,Matt Hasselbeck pass incomplete deep right intended for T.Y. Hilton,1.330,0.790
