Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,7:31,2,9,,3,7,Sam Bradford sacked by Lawyer Milloy for -6 yards,1.780,0.300
2,6:56,3,15,STL 44,3,7,Sam Bradford pass complete short middle to Danny Amendola for 14 yards (tackle by Lawyer Milloy),0.300,0.460
2,6:15,4,1,SEA 42,3,7,"Steven Jackson middle for 5 yards (tackle by Earl Thomas). Penalty on Darcy Johnson: Illegal Shift, 5 yards (no play)",0.460,0.130
2,5:52,4,6,SEA 47,3,7,"Donnie Jones punts 47 yards, touchback",0.130,-0.280
2,5:44,1,10,SEA 20,3,7,Justin Forsett right tackle for 3 yards (tackle by Jermelle Cudjo),0.280,0.140
2,5:15,2,7,SEA 23,3,7,Matt Hasselbeck pass complete short right to Deon Butler for 6 yards (tackle by Ronald Bartell),0.140,0.230
2,4:41,3,1,SEA 29,3,7,Matt Hasselbeck pass incomplete short left intended for John Carlson is intercepted by Bradley Fletcher at SEA-31 and returned for 28 yards,0.230,-6.510
,,,,,,,"SEA challenged the runner was down by contact ruling, and the play was upheld.",,
2,4:28,1,3,SEA 3,3,7,Steven Jackson middle for 1 yard (tackle by Colin Cole),6.510,5.720
2,3:51,2,2,SEA 2,3,7,Sam Bradford pass incomplete short left intended for Mark Clayton is intercepted by Earl Thomas,5.720,-0.280
2,3:44,1,10,SEA 20,3,7,Justin Forsett right tackle for 4 yards (tackle by Jermelle Cudjo),0.280,0.270
2,3:16,2,6,SEA 24,3,7,Matt Hasselbeck pass complete short right to Mike Williams for 6 yards (tackle by Craig Dahl and Ronald Bartell),0.270,0.940
2,2:33,1,10,SEA 30,3,7,Matt Hasselbeck pass complete short left to Chris Baker for 8 yards (tackle by James Butler),0.940,1.470
2,2:06,2,2,SEA 38,3,7,Leon Washington right tackle for 1 yard (tackle by James Laurinaitis),1.470,0.890
2,2:00,3,1,SEA 39,3,7,Michael Robinson pass complete deep right to Leon Washington for 28 yards (tackle by Craig Dahl),0.890,3.380
2,1:21,1,10,STL 33,3,7,Matt Hasselbeck pass incomplete,3.380,2.840
2,1:17,2,10,STL 33,3,7,Matt Hasselbeck pass incomplete deep left intended for Golden Tate,2.840,2.150
2,1:12,3,10,STL 33,3,7,Matt Hasselbeck pass incomplete deep left intended for Deion Branch,2.150,1.150
2,1:07,4,10,STL 33,3,7,Jon Ryan left end for -9 yards (tackle by Kevin Dockery),1.150,-1.730
2,1:01,1,10,STL 42,3,7,Sam Bradford middle for 2 yards (tackle by Raheem Brock),1.730,1.460
2,0:54,,,,3,7,Timeout #1 by Los Angeles Rams,0.000,1.460
2,0:54,2,8,STL 44,3,7,Sam Bradford pass complete short middle to Mark Clayton for 3 yards (tackle by Marcus Trufant),1.460,1.160
2,0:48,,,,3,7,Timeout #2 by Los Angeles Rams,0.000,1.160
2,0:48,3,5,STL 47,3,7,Sam Bradford pass complete short middle to Mardy Gilyard for 9 yards (tackle by Roy Lewis),1.160,2.650
2,0:35,1,10,SEA 44,3,7,Sam Bradford spiked the ball,2.650,2.110
2,0:34,2,10,SEA 44,3,7,Sam Bradford pass complete short right to Brandon Gibson for 23 yards (tackle by Kelly Jennings),2.110,4.170
2,0:18,1,10,SEA 21,3,7,Sam Bradford spiked the ball,4.170,3.630
2,0:17,2,10,SEA 21,3,7,Sam Bradford pass complete short right to Danny Amendola for 8 yards (tackle by Roy Lewis and Marcus Trufant),3.630,4.240
2,0:02,,,,3,7,Timeout #3 by Los Angeles Rams,0.000,4.240
2,0:02,3,2,SEA 13,3,10,Josh Brown 30 yard field goal good,4.240,3.000
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,3,10,"Josh Brown kicks off 40 yards, returned by Cameron Morrah for 12 yards (tackle by David Vobora)",0.000,1.730
3,14:55,1,10,SEA 42,3,10,Justin Forsett left tackle for -2 yards (tackle by Craig Dahl),1.730,0.920
3,14:23,2,12,SEA 40,3,10,Matt Hasselbeck pass incomplete short left intended for Brandon Stokley (defended by Fred Robbins),0.920,0.230
3,14:18,3,12,SEA 40,3,10,Matt Hasselbeck pass complete short left to Mike Williams for 1 yard (tackle by Justin King),0.230,-0.650
3,13:46,4,11,SEA 41,3,10,"Jon Ryan punts 35 yards, returned by Danny Amendola for 9 yards (tackle by Matt McCoy)",-0.650,-1.140
3,13:38,1,10,STL 33,3,10,Steven Jackson left tackle for -4 yards (tackle by Lofa Tatupu),1.140,0.050
3,13:04,2,14,STL 29,3,10,Steven Jackson right guard for 4 yards (tackle by Earl Thomas),0.050,-0.100
3,12:21,3,10,STL 33,3,10,"Sam Bradford pass complete short right to Danny Amendola for 12 yards (tackle by Roy Lewis). Penalty on Danny Amendola: Taunting, 15 yards",-0.100,0.940
3,11:54,1,10,STL 30,3,10,Sam Bradford pass incomplete short right intended for Daniel Fells,0.940,0.390
3,11:48,2,10,STL 30,3,10,Sam Bradford pass complete short right to Steven Jackson for 49 yards (tackle by Marcus Trufant),0.390,4.170
3,10:58,1,10,SEA 21,3,10,Sam Bradford pass incomplete short right intended for Mark Clayton,4.170,3.630
3,10:51,2,10,SEA 21,3,10,Sam Bradford pass incomplete short right intended for Mark Clayton,3.630,2.940
3,10:48,3,10,SEA 21,3,16,"Sam Bradford pass complete short left to Kenneth Darby for 21 yards, touchdown",2.940,7.000
3,,,,SEA 2,3,17,Josh Brown kicks extra point good,0.000,0.000
3,,,,STL 30,3,17,"Josh Brown kicks off 69 yards, returned by Leon Washington for 25 yards (tackle by Bryan Kehl)",0.000,0.670
3,10:34,1,10,SEA 26,3,17,Matt Hasselbeck pass complete short left to Michael Robinson for 4 yards (tackle by Justin King),0.670,0.670
3,10:15,2,6,SEA 30,3,17,Matt Hasselbeck pass complete short left to John Carlson for 15 yards (tackle by Craig Dahl),0.670,1.930
3,9:34,1,10,SEA 45,3,17,Matt Hasselbeck pass incomplete short left intended for Deon Butler,1.930,1.380
3,9:30,2,10,SEA 45,3,17,Justin Forsett right end for -3 yards (tackle by James Laurinaitis),1.380,0.300
3,8:52,3,13,SEA 42,3,17,Matt Hasselbeck sacked by James Hall for -7 yards,0.300,-1.040
3,8:29,4,20,SEA 35,3,17,"Jon Ryan punts 47 yards, returned by Danny Amendola for 3 yards (tackle by Roy Lewis)",-1.040,-0.340
3,8:15,1,10,STL 21,3,17,Steven Jackson left tackle for 4 yards (tackle by Junior Siavii and Lawyer Milloy),0.340,0.340
3,7:36,2,6,STL 25,3,17,Sam Bradford pass complete short right to Danny Amendola for 7 yards (tackle by Marcus Trufant),0.340,1.070
3,6:58,1,10,STL 32,3,17,Sam Bradford sacked by Chris Clemons for 0 yards,1.070,0.530
3,6:24,2,10,STL 32,3,17,Sam Bradford pass complete short middle to Kenneth Darby for -2 yards (tackle by Roy Lewis),0.530,-0.430
3,5:42,3,12,STL 30,3,17,Sam Bradford pass incomplete short middle intended for Danny Amendola,-0.430,-1.370
3,5:35,4,12,STL 30,3,17,"Donnie Jones punts 52 yards, returned by Golden Tate for -3 yards (tackle by Jerome Murphy)",-1.370,0.220
3,5:26,1,10,SEA 15,3,17,Matt Hasselbeck pass incomplete short left intended for Brandon Stokley,-0.220,-0.710
3,5:22,2,10,SEA 15,3,17,Matt Hasselbeck pass complete short left to Golden Tate for 8 yards (tackle by David Vobora),-0.710,-0.390
3,4:44,3,2,SEA 23,3,17,Matt Hasselbeck pass incomplete short left intended for Golden Tate (defended by Bradley Fletcher),-0.390,-1.830
3,4:39,4,2,SEA 23,3,17,"Jon Ryan punts 54 yards, returned by Danny Amendola for 7 yards (tackle by Ben Obomanu)",-1.830,-0.940
3,4:27,1,10,STL 30,3,17,Sam Bradford pass complete short left to Steven Jackson for 4 yards (tackle by Kelly Jennings),0.940,0.930
3,3:57,2,6,STL 34,3,17,Sam Bradford pass complete short right to Danny Amendola for 5 yards (tackle by Lofa Tatupu),0.930,0.890
3,3:14,3,1,STL 39,3,17,Sam Bradford pass complete short right to Daniel Fells for 15 yards (tackle by Jordan Babineaux),0.890,2.520
3,2:40,1,10,SEA 46,3,17,Keith Toston right tackle for 3 yards (tackle by Red Bryant),2.520,2.380
3,1:59,2,7,SEA 43,3,17,Sam Bradford pass incomplete short left intended for Danny Amendola (defended by Brandon Mebane),2.380,1.680
3,1:54,3,7,SEA 43,3,17,Sam Bradford sacked by Will Herring for -12 yards,1.680,-0.390
3,1:22,4,19,STL 45,3,17,"Donnie Jones punts 50 yards, returned by Golden Tate for 3 yards (tackle by Chris Massey). Penalty on Will Herring: Offensive Holding, 4 yards",-0.390,0.380
3,1:09,1,10,SEA 4,3,17,Justin Forsett right guard for 8 yards (tackle by Na'il Diggs),-0.380,-0.200
3,0:44,2,2,SEA 12,3,17,Justin Forsett left tackle for 1 yard (tackle by Gary Gibson),-0.200,-0.370
3,0:13,3,1,SEA 13,3,17,Justin Forsett right tackle for -1 yards (tackle by Fred Robbins),-0.370,-2.490
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,SEA 12,3,17,"Jon Ryan punts 42 yards, returned by Danny Amendola for no gain",-2.490,-1.990
4,14:50,1,10,STL 46,3,17,Sam Bradford pass incomplete short right intended for Brandon Gibson,1.990,1.450
4,14:45,2,10,STL 46,3,17,Steven Jackson middle for 6 yards (tackle by Aaron Curry),1.450,1.550
4,14:03,3,4,SEA 48,3,17,Sam Bradford pass incomplete short right intended for Mark Clayton. Penalty on Jason Brown: Offensive Holding (Declined),1.550,0.070
4,13:56,4,4,SEA 48,3,17,Donnie Jones punts 43 yards,0.070,0.380
4,13:46,1,10,SEA 5,3,17,Matt Hasselbeck pass complete deep middle to Brandon Stokley for 36 yards (tackle by Justin King),-0.380,1.660
4,13:46,1,10,SEA 41,3,17,Matt Hasselbeck pass incomplete short right intended for Deon Butler,1.660,1.120
4,13:14,2,10,SEA 41,3,17,Matt Hasselbeck pass incomplete deep left intended for Brandon Stokley,1.120,0.430
4,13:10,3,10,SEA 41,3,17,Justin Forsett middle for 2 yards (tackle by Craig Dahl and James Laurinaitis),0.430,-0.520
4,12:36,4,8,SEA 43,3,17,"Jon Ryan punts 45 yards, fair catch by Mardy Gilyard. Penalty on Eugene Sims: Offensive Holding, 6 yards",-0.520,0.380
4,12:28,1,10,STL 6,3,17,Steven Jackson left tackle for 4 yards (tackle by David Hawthorne),-0.380,-0.490
4,11:49,2,6,STL 10,3,17,Steven Jackson right tackle for 15 yards (tackle by Raheem Brock),-0.490,0.610
4,11:10,1,10,STL 25,3,17,Steven Jackson right tackle for 1 yard (tackle by Colin Cole and Red Bryant),0.610,0.200
4,10:27,2,9,STL 26,3,17,Sam Bradford pass complete short right to Brandon Gibson for 12 yards (tackle by Marcus Trufant),0.200,1.470
4,9:55,1,10,STL 38,3,17,Mark Clayton left end for 6 yards (tackle by Chris Clemons),1.470,1.730
4,9:27,2,4,STL 44,3,17,Sam Bradford pass complete short right to Steven Jackson for 1 yard (tackle by Lawyer Milloy),1.730,1.160
4,8:42,3,3,STL 45,3,17,Sam Bradford pass incomplete short right intended for Danny Amendola,1.160,-0.390
4,8:38,4,3,STL 45,3,17,"Donnie Jones punts 40 yards, fair catch by Golden Tate",-0.390,0.220
4,8:30,1,10,SEA 15,3,17,Matt Hasselbeck pass complete short left to Leon Washington for no gain,-0.220,-0.710
4,8:08,2,10,SEA 15,3,17,Matt Hasselbeck sacked by Chris Long and George Selvie for -6 yards,-0.710,-2.120
4,7:48,3,16,SEA 9,3,17,Matt Hasselbeck pass incomplete deep middle intended for Brandon Stokley,-2.120,-2.490
4,7:25,4,16,SEA 9,3,17,"Jon Ryan punts 48 yards, fair catch by Danny Amendola",-2.490,-1.800
4,7:17,1,10,STL 43,3,17,Steven Jackson left tackle for no gain (tackle by Chris Clemons),1.800,1.250
4,6:44,2,10,STL 43,3,17,Steven Jackson right tackle for 3 yards (tackle by Red Bryant),1.250,0.960
4,6:00,3,7,STL 46,3,17,Sam Bradford pass complete short right to Mark Clayton for 14 yards (tackle by Kelly Jennings),0.960,2.920
4,5:28,1,10,SEA 40,3,17,"Steven Jackson right tackle for -4 yards (tackle by Junior Siavii). Penalty on Junior Siavii: Unsportsmanlike Conduct, 15 yards",2.920,3.640
4,4:58,1,10,SEA 29,3,17,Steven Jackson left tackle for 15 yards (tackle by David Hawthorne),3.640,4.650
4,4:15,1,10,SEA 14,3,17,Steven Jackson middle for no gain (tackle by Lofa Tatupu and Brandon Mebane),4.650,4.000
4,3:35,2,10,SEA 14,3,17,Kenneth Darby middle for -5 yards (tackle by Colin Cole and Red Bryant),4.000,2.730
4,3:21,,,,3,17,Timeout #1 by Seattle Seahawks,0.000,2.730
4,3:21,3,15,SEA 19,3,17,Kenneth Darby middle for 6 yards (tackle by Will Herring),2.730,2.570
4,2:41,4,9,SEA 13,3,20,Josh Brown 31 yard field goal good,2.570,3.000
4,,,,STL 30,3,20,"Josh Brown kicks off 74 yards, returned by Leon Washington for 30 yards (tackle by Larry Grant). Penalty on Matt McCoy: Offensive Holding, 10 yards, Penalty on Jordan Babineaux: Illegal Block Above the (Declined)",0.000,-0.140
4,2:29,1,10,SEA 16,3,20,"Matt Hasselbeck sacked by James Hall for -6 yards. Matt Hasselbeck fumbles (forced by James Hall), recovered by Fred Robbins at SEA-10 and returned for 1 yards (tackle by Ben Hamilton)",-0.140,-5.140
4,2:24,1,9,SEA 9,3,20,Steven Jackson middle for 3 yards (tackle by Lofa Tatupu),5.140,4.950
4,2:00,2,6,SEA 6,3,20,Steven Jackson left tackle for 1 yard (tackle by Red Bryant),4.950,4.260
4,1:23,3,5,SEA 5,3,20,Steven Jackson right tackle for -2 yards (tackle by Aaron Curry),4.260,2.970
4,1:10,,,,3,20,Timeout #2 by Seattle Seahawks,0.000,2.970
4,1:10,4,7,SEA 7,3,20,Sam Bradford sacked by Chris Clemons for -10 yards,2.970,0.060
4,1:05,1,10,SEA 17,3,20,Justin Forsett right tackle for 5 yards (tackle by Chris Long),-0.060,0.210
4,0:39,2,5,SEA 22,3,20,Matt Hasselbeck pass complete short left to Golden Tate for 13 yards (tackle by Justin King),0.210,1.270
4,0:34,1,10,SEA 35,3,20,Matt Hasselbeck pass complete short right to Golden Tate for 9 yards (tackle by Ronald Bartell),1.270,1.940
4,0:12,2,1,SEA 44,3,20,Justin Forsett right tackle for 6 yards (tackle by Gary Gibson),1.940,2.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
