Quarter,Time,Down,ToGo,Location,CIN,PHI,Detail,EPB,EPA
2,12:59,2,10,CIN 24,7,0,Rudi Johnson left tackle for 2 yards (tackle by Sam Rayburn),0.000,-0.430
2,12:21,3,8,CIN 26,7,0,Jon Kitna pass complete to Kelley Washington for 3 yards (tackle by Sheldon Brown),-0.430,-1.440
2,11:55,4,5,CIN 29,7,0,"Kyle Larson punts 50 yards, fair catch by Dexter Wynn",-1.440,-0.340
2,11:46,1,10,PHI 21,7,0,Koy Detmer pass complete to Reno Mahe for 5 yards (tackle by Kim Herring),0.340,0.480
2,11:08,2,5,PHI 26,7,0,Koy Detmer pass complete to Reno Mahe for -3 yards (tackle by Madieu Williams),0.480,-0.630
2,10:30,3,8,PHI 23,7,0,"Koy Detmer pass complete to L.J. Smith for no gain. Penalty on Duane Clemons: Roughing the Passer (Offsetting), Penalty on L.J. Smith: Offensive Pass Interference (Offsetting) (no play)",-0.630,-0.630
2,10:10,3,8,PHI 23,7,0,Koy Detmer pass incomplete intended for L.J. Smith (defended by Keiwan Ratliff),-0.630,-1.830
2,10:05,4,8,PHI 23,7,0,Dirk Johnson punts 35 yards,-1.830,-1.730
2,9:54,1,10,CIN 42,7,0,Chad Ochocinco left end for 18 yards (tackle by Dexter Wynn),1.730,2.920
2,9:27,1,10,PHI 40,7,0,Jon Kitna pass complete to Chad Ochocinco for 12 yards (tackle by Mike Labinjo),2.920,3.710
2,8:48,1,10,PHI 28,7,0,Jon Kitna pass complete to Chad Ochocinco for 8 yards (tackle by Roderick Hood),3.710,4.250
2,8:08,2,2,PHI 20,13,0,"Jon Kitna pass complete to T.J. Houshmandzadeh for 20 yards, touchdown",4.250,7.000
2,,,,PHI 2,14,0,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,14,0,"Shayne Graham kicks off 63 yards, returned by J.R. Reed for 16 yards (tackle by Reggie Myles)",0.000,0.480
2,7:56,1,10,PHI 23,14,0,Koy Detmer pass incomplete intended for Billy McMullen (defended by Robert Geathers),0.480,-0.070
2,7:52,2,10,PHI 23,14,0,Eric McCoo left tackle for 4 yards (tackle by Kevin Hardy),-0.070,-0.230
2,7:09,3,6,PHI 27,14,0,"Koy Detmer sacked by Justin Smith for -10 yards. Koy Detmer fumbles (forced by Justin Smith), recovered by Justin Smith at PHI-20 (tackle by Alonzo Ephraim)",-0.230,-4.240
2,7:01,1,10,PHI 20,14,0,Jon Kitna right end for 3 yards (tackle by Paul Grasmanis),4.240,4.120
2,6:34,2,7,PHI 17,14,0,"Rudi Johnson left tackle for no gain (tackle by J.R. Reed). Penalty on Jeremi Johnson: Offensive Holding, 10 yards (no play)",4.120,2.750
2,6:14,2,17,PHI 27,14,0,Rudi Johnson left tackle for -1 yards (tackle by Keith Adams),2.750,1.950
2,5:32,3,18,PHI 28,14,0,Jon Kitna pass complete to Kenny Watson for 9 yards (tackle by Keith Adams),1.950,2.180
2,4:54,4,9,PHI 19,14,0,Shayne Graham 37 yard field goal no good,2.180,-0.740
2,4:48,1,10,PHI 27,14,0,Koy Detmer pass complete to Reno Mahe for 8 yards (tackle by Landon Johnson),0.740,1.280
2,4:07,2,2,PHI 35,14,0,Koy Detmer pass incomplete intended for Billy McMullen (defended by Tory James),1.280,0.560
2,4:04,3,2,PHI 35,14,0,Reno Mahe up the middle for 1 yard (tackle by Kim Herring),0.560,-0.980
2,3:41,4,1,PHI 36,14,0,"Dirk Johnson punts 42 yards, fair catch by Keiwan Ratliff",-0.980,-0.410
2,3:33,1,10,CIN 22,14,0,Rudi Johnson left end for -5 yards (tackle by J.R. Reed),0.410,-0.940
2,3:05,2,15,CIN 17,14,0,Jon Kitna pass incomplete intended for Chad Ochocinco,-0.940,-1.680
2,3:00,3,15,CIN 17,14,0,Jon Kitna up the middle for 9 yards (tackle by Ike Reese),-1.680,-1.630
2,2:27,4,6,CIN 26,14,0,"Kyle Larson punts 55 yards, returned by Dexter Wynn for 3 yards (tackle by Reggie Myles)",-1.630,-0.410
2,2:17,1,10,PHI 22,14,0,Koy Detmer pass incomplete intended for Reno Mahe (defended by John Thornton),0.410,-0.130
2,2:13,2,10,PHI 22,14,0,Koy Detmer pass incomplete intended for Greg Lewis is intercepted by Tory James at PHI-49 and returned for 10 yards (tackle by Greg Lewis),-0.130,-2.980
2,2:00,1,10,PHI 39,14,0,Rudi Johnson right end for -1 yards (tackle by Paul Grasmanis),2.980,2.300
2,1:23,2,11,PHI 40,14,0,Jon Kitna pass complete to Chad Ochocinco for 8 yards (tackle by Roderick Hood),2.300,2.680
2,1:18,3,3,PHI 32,14,0,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Ike Reese),2.680,1.290
2,1:15,4,3,PHI 32,17,0,Shayne Graham 50 yard field goal good,1.290,3.000
2,,,,CIN 30,17,0,"Shayne Graham kicks off 47 yards, returned by Josh Parry for 14 yards (tackle by Larry Stevens)",0.000,1.400
2,1:04,1,10,PHI 37,17,0,Koy Detmer pass complete to Reno Mahe for 3 yards (tackle by John Thornton),1.400,1.260
2,0:41,2,7,PHI 40,17,0,Koy Detmer pass complete to Reno Mahe for 30 yards (tackle by Deltha O'Neal),1.260,3.580
2,0:31,1,10,CIN 30,17,0,Koy Detmer pass complete to Eric McCoo for 8 yards (tackle by Tory James),3.580,4.110
2,0:20,,,,17,0,Timeout #2 by Philadelphia Eagles,0.000,4.110
2,0:20,2,2,CIN 22,17,0,Koy Detmer sacked by Kevin Hardy for -6 yards,4.110,2.610
2,0:13,,,,17,0,Timeout #3 by Philadelphia Eagles,0.000,2.610
2,0:13,3,8,CIN 28,17,0,Koy Detmer pass incomplete intended for Greg Lewis,2.610,1.590
2,0:08,,,,17,0,Timeout #2 by Cincinnati Bengals,0.000,1.590
2,0:08,4,8,CIN 28,17,3,David Akers 46 yard field goal good,1.590,3.000
2,,,,PHI 30,17,3,"David Akers kicks off 29 yards, returned by Tony Stewart for 10 yards (tackle by Keith Adams)",0.000,0.940
Quarter,Time,Down,ToGo,Location,CIN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,17,3,"Shayne Graham kicks off 62 yards, returned by Roderick Hood for 7 yards (tackle by Anthony Mitchell)",0.000,-0.220
3,14:54,1,10,PHI 15,17,3,Reno Mahe up the middle for 1 yard (tackle by Landon Johnson and Justin Smith),-0.220,-0.580
3,14:12,2,9,PHI 16,17,3,Koy Detmer pass complete to Freddie Mitchell for 13 yards (tackle by Kim Herring),-0.580,0.870
3,13:35,1,10,PHI 29,17,3,Koy Detmer pass incomplete intended for Billy McMullen (defended by Kevin Hardy),0.870,0.330
3,13:31,2,10,PHI 29,17,3,Eric McCoo left tackle for 3 yards (tackle by Duane Clemons),0.330,0.040
3,12:50,3,7,PHI 32,17,3,"Koy Detmer pass incomplete (defended by Madieu Williams). Penalty on Koy Detmer: Intentional Grounding, 15 yards",0.040,-2.320
3,12:44,4,22,PHI 17,17,3,Dirk Johnson punts 44 yards,-2.320,-1.530
3,12:32,1,10,CIN 39,17,3,Rudi Johnson right tackle for -2 yards (tackle by Keith Adams),1.530,0.720
3,11:57,2,12,CIN 37,17,3,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Matt Ware),0.720,0.040
3,11:55,3,12,CIN 37,17,3,Jon Kitna pass complete to Matt Schobel for 4 yards (tackle by Keith Adams),0.040,-0.650
3,11:25,4,8,CIN 41,17,3,"Kyle Larson punts 35 yards, returned by Dexter Wynn for 5 yards (tackle by Tony Stewart). Penalty on Caleb Miller: Ineligible Downfield Kick (Declined)",-0.650,-0.870
3,11:14,1,10,PHI 29,17,3,Koy Detmer pass complete to Freddie Mitchell for 7 yards (tackle by Tory James),0.870,1.270
3,10:41,2,3,PHI 36,17,3,Koy Detmer pass complete to Freddie Mitchell for 23 yards,1.270,2.850
3,10:11,1,10,CIN 41,17,3,Eric McCoo right end for no gain (tackle by Kim Herring),2.850,2.310
3,9:35,2,10,CIN 41,17,3,Koy Detmer pass complete to Reno Mahe for 9 yards (tackle by Landon Johnson),2.310,2.810
3,8:44,3,1,CIN 32,17,3,Eric McCoo left tackle for 2 yards (tackle by Brian Simmons and Carl Powell),2.810,3.580
3,8:05,1,10,CIN 30,17,3,Koy Detmer pass complete to Greg Lewis for 22 yards,3.580,5.370
3,7:41,1,8,CIN 8,17,3,Koy Detmer pass incomplete intended for Greg Lewis is intercepted by Deltha O'Neal,5.370,-0.280
3,7:35,1,10,CIN 20,17,3,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Dexter Wynn),0.280,-0.270
3,7:30,2,10,CIN 20,17,3,Rudi Johnson right guard for 1 yard (tackle by Paul Grasmanis),-0.270,-0.820
3,6:49,3,9,CIN 21,17,3,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by J.R. Reed),-0.820,-1.960
3,6:40,4,9,CIN 21,17,3,"Kyle Larson punts 39 yards, returned by Dexter Wynn for no gain",-1.960,-1.600
3,6:31,1,10,PHI 40,23,3,"Jeff Blake pass incomplete intended for Eric McCoo is intercepted by Robert Geathers at PHI-36 and returned for 36 yards, touchdown",1.600,-7.000
3,,,,PHI 2,24,3,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,24,3,"Shayne Graham kicks off 67 yards, returned by Roderick Hood for 12 yards (tackle by Marcus Wilkins). Roderick Hood fumbles (forced by Marcus Wilkins), recovered by Marcus Wilkins at PHI-15 (tackle by Roderick Hood)",0.000,-4.580
3,6:14,1,10,PHI 15,24,3,Rudi Johnson left tackle for 7 yards (tackle by Mike Labinjo),4.580,5.220
3,5:30,,,,24,3,Timeout #1 by Cincinnati Bengals,0.000,5.220
3,5:30,2,3,PHI 8,24,3,Rudi Johnson right tackle for 2 yards (tackle by Keith Adams),5.220,4.900
3,5:03,3,1,PHI 6,30,3,"Rudi Johnson up the middle for 6 yards, touchdown",4.900,7.000
3,,,,PHI 2,31,3,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,31,3,"Shayne Graham kicks off 66 yards, returned by Reno Mahe for 8 yards (tackle by Caleb Miller)",0.000,-0.350
3,4:52,1,10,PHI 12,31,3,Jeff Blake pass complete to Greg Lewis for 9 yards (tackle by Deltha O'Neal),-0.350,0.420
3,4:22,2,1,PHI 21,31,3,Jeff Blake pass complete to Josh Parry for no gain,0.420,-0.370
3,3:44,3,1,PHI 21,31,3,Reno Mahe up the middle for 2 yards (tackle by Terrance Martin),-0.370,0.480
3,3:07,1,10,PHI 23,31,3,Jeff Blake pass complete to Billy McMullen for 15 yards (tackle by Landon Johnson),0.480,1.470
3,2:31,1,10,PHI 38,31,3,Jeff Blake pass complete to Greg Lewis for 3 yards (tackle by Landon Johnson),1.470,1.330
3,1:54,2,7,PHI 41,31,3,Reno Mahe right guard for 22 yards (tackle by Madieu Williams),1.330,3.120
3,1:09,1,10,CIN 37,31,3,Eric McCoo up the middle for 5 yards (tackle by John Thornton),3.120,3.250
3,0:29,2,5,CIN 32,31,3,Jeff Blake pass incomplete intended for Billy McMullen (defended by Deltha O'Neal),3.250,2.540
3,0:26,3,5,CIN 32,31,3,Jeff Blake pass complete to Greg Lewis for 7 yards (tackle by Deltha O'Neal),2.540,3.910
3,0:06,1,10,CIN 25,31,3,Jeff Blake sacked by John Thornton for -9 yards,3.910,2.150
Quarter,Time,Down,ToGo,Location,CIN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,19,CIN 34,31,3,Eric McCoo left tackle for 12 yards (tackle by Keiwan Ratliff),2.150,3.070
4,14:25,3,7,CIN 22,31,3,Jeff Blake pass incomplete intended for Billy McMullen,3.070,1.990
4,14:21,4,7,CIN 22,31,3,Jeff Blake pass incomplete intended for Billy McMullen,1.990,-0.480
4,14:15,1,10,CIN 23,31,3,Rudi Johnson left tackle for 1 yard (tackle by Ike Reese),0.480,0.070
4,13:39,2,9,CIN 24,31,3,"Rudi Johnson right end for 7 yards (tackle by Hugh Douglas). Penalty on Jamaal Green: Defensive Offside, 5 yards (no play)",0.070,0.740
4,13:21,2,4,CIN 29,31,3,Rudi Johnson left end for 25 yards (tackle by Sam Rayburn),0.740,2.520
4,12:46,1,10,PHI 46,31,3,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Dexter Wynn),2.520,1.980
4,12:40,2,10,PHI 46,31,3,Jon Kitna pass complete to T.J. Houshmandzadeh for 6 yards (tackle by Mike Labinjo),1.980,2.080
4,11:58,3,4,PHI 40,31,3,Jon Kitna pass complete to T.J. Houshmandzadeh for 19 yards,2.080,4.170
4,11:28,1,10,PHI 21,31,3,Rudi Johnson right tackle for 6 yards (tackle by Mike Labinjo),4.170,4.550
4,10:53,2,4,PHI 15,31,3,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Roderick Hood),4.550,3.810
4,10:49,3,4,PHI 15,31,3,Kenny Watson left end for 12 yards (tackle by Sheldon Brown),3.810,6.510
4,10:19,1,3,PHI 3,37,3,"Rudi Johnson right guard for 3 yards, touchdown",6.510,7.000
4,,,,PHI 2,38,3,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,38,3,"Shayne Graham kicks off 43 yards, returned by Josh Parry for 10 yards (tackle by Kevin Kaesviharn)",0.000,1.400
4,10:09,1,10,PHI 37,38,3,Jeff Blake pass complete to Reno Mahe for 4 yards (tackle by Brian Simmons),1.400,1.400
4,9:34,2,6,PHI 41,38,3,"Eric McCoo left end for 12 yards (tackle by Kevin Kaesviharn). Penalty on Kevin Kaesviharn: Face Mask (5 Yards), 5 yards",1.400,2.790
4,9:07,1,10,CIN 42,38,3,Eric McCoo right guard for 5 yards (tackle by Brian Simmons),2.790,2.920
4,8:29,2,5,CIN 37,38,3,Jeff Blake pass incomplete intended for Eric McCoo (defended by Robert Geathers),2.920,2.210
4,8:29,3,5,CIN 37,38,3,"Penalty on Artis Hicks: False Start, 5 yards (no play)",2.210,1.550
4,8:25,3,10,CIN 42,38,3,"Jeff Blake pass complete to Greg Lewis for 8 yards (tackle by Deltha O'Neal). Penalty on John Thornton: Face Mask (15 Yards), 15 yards",1.550,4.310
4,8:07,1,10,CIN 19,38,3,Jeff Blake pass complete to Mike Bartrum for 14 yards (tackle by Keiwan Ratliff),4.310,6.060
4,7:38,1,5,CIN 5,38,3,Jeff Blake pass complete to Josh Parry for -2 yards (tackle by Madieu Williams),6.060,4.760
4,6:59,2,7,CIN 7,38,3,Jeff Blake pass complete to Greg Lewis for 4 yards (tackle by Tory James),4.760,4.720
4,6:17,3,3,CIN 3,38,9,"Jeff Blake pass complete to Freddie Mitchell for 3 yards, touchdown",4.720,7.000
4,,,,CIN 2,38,10,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,38,10,"David Akers kicks off 66 yards, returned by Kenny Watson for 16 yards (tackle by Josh Parry)",0.000,0.280
4,6:06,1,10,CIN 20,38,10,Rudi Johnson right tackle for 6 yards (tackle by J.R. Reed),0.280,0.540
4,5:28,2,4,CIN 26,38,10,Rudi Johnson left tackle for 9 yards (tackle by Keith Adams),0.540,1.270
4,4:55,1,10,CIN 35,38,10,Jon Kitna pass complete to T.J. Houshmandzadeh for 4 yards (tackle by Matt Ware),1.270,1.260
4,4:19,2,6,CIN 39,38,10,Kenny Watson up the middle for 4 yards (tackle by Jerome McDougle),1.260,1.090
4,3:39,3,2,CIN 43,38,10,"Kenny Watson left end for 4 yards (tackle by Ike Reese). Kenny Watson fumbles (forced by Ike Reese), recovered by Kenny Watson at CIN-47",1.090,2.060
4,2:51,1,10,CIN 47,38,10,Rudi Johnson up the middle for 3 yards (tackle by J.R. Reed),2.060,1.920
4,2:09,2,7,PHI 50,38,10,Rudi Johnson up the middle for 2 yards (tackle by Mike Labinjo),1.920,1.490
4,2:00,3,5,PHI 48,38,10,Jon Kitna pass complete to T.J. Houshmandzadeh for 2 yards (tackle by Matt Ware),1.490,0.200
4,2:00,4,3,PHI 46,38,10,"Penalty on Reggie Myles: False Start, 5 yards (no play)",0.200,-0.130
4,1:53,4,8,CIN 49,38,10,"Kyle Larson punts 51 yards, touchback",-0.130,-0.280
4,1:41,1,10,PHI 20,38,10,"Jeff Blake pass complete to Mike Bartrum for 8 yards (tackle by Landon Johnson). Mike Bartrum fumbles (forced by Landon Johnson), recovered by Mike Bartrum at PHI-28",0.280,0.810
4,1:15,2,2,PHI 28,38,10,Jeff Blake pass incomplete intended for Billy McMullen,0.810,0.100
4,1:13,3,2,PHI 28,38,10,Jeff Blake pass complete to Mike Bartrum for 5 yards (tackle by Landon Johnson),0.100,1.140
4,0:55,1,10,PHI 33,38,10,Jeff Blake pass complete to Eric McCoo for 7 yards (tackle by Landon Johnson),1.140,1.540
4,0:46,,,,38,10,Timeout #1 by Philadelphia Eagles,0.000,1.540
4,0:46,2,3,PHI 40,38,10,Jeff Blake pass incomplete intended for Billy McMullen,1.540,0.830
4,0:39,3,3,PHI 40,38,10,Jeff Blake pass incomplete intended for Mike Bartrum,0.830,-0.720
4,0:35,4,3,PHI 40,38,10,Jeff Blake pass incomplete intended for Billy McMullen,-0.720,-2.920
4,0:30,1,10,PHI 40,38,10,Jon Kitna kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
