Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
2,12:21,3,6,IND 47,0,0,Chad Hutchinson sacked by Josh Mallard for -7 yards,1.490,-0.320
2,11:58,4,13,DAL 46,0,0,Filip Filipovic punts 53 yards,-0.320,0.380
2,11:43,1,10,IND 1,0,0,Penalty on Marcus Pollard: False Start (no play),-0.380,-0.380
2,11:43,1,10,IND 1,0,0,Penalty on Jim Finn: False Start (no play),-0.380,-0.380
2,11:43,1,10,IND 1,0,0,Peyton Manning pass incomplete intended for Marvin Harrison,-0.380,-0.780
2,11:37,2,10,IND 1,0,0,Peyton Manning pass complete to Jim Finn for no gain,-0.780,-1.420
2,10:54,3,10,IND 1,0,0,Penalty on Mike Roberg: False Start (no play),-1.420,-1.420
2,10:39,3,10,IND 1,0,0,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Derek Ross),-1.420,-2.490
2,9:56,4,4,IND 7,0,0,"Hunter Smith punts 28 yards, out of bounds",-2.490,-3.250
2,9:47,1,10,IND 35,0,0,Chad Hutchinson pass complete to Antonio Bryant for 24 yards (tackle by Idrees Bashir),3.250,4.840
2,9:22,1,10,IND 11,0,0,Emmitt Smith middle for 2 yards (tackle by Dwight Freeney),4.840,4.510
2,8:45,2,8,IND 9,0,0,Emmitt Smith left tackle for no gain (tackle by Mike Peterson and Rob Morris),4.510,3.530
2,8:08,3,8,IND 9,0,0,Chad Hutchinson pass complete to Joey Galloway for 6 yards (tackle by Walt Harris),3.530,3.050
2,7:45,4,2,IND 3,3,0,Billy Cundiff 21 yard field goal good,3.050,3.000
2,7:45,,,DAL 30,3,0,"Billy Cundiff kicks off 62 yards, returned by Troy Walters for 23 yards (tackle by Tony Dixon). Penalty on Jason Doering: Offensive Holding, 10 yards",0.000,-0.060
2,7:35,1,10,IND 17,3,0,Edgerrin James right end for 6 yards (tackle by Dat Nguyen),-0.060,0.350
2,7:35,2,4,IND 23,3,0,Peyton Manning pass complete to Troy Walters for 10 yards (tackle by Roy Williams),0.350,1.140
2,6:27,1,10,IND 33,3,0,Peyton Manning pass incomplete intended for Reggie Wayne,1.140,0.590
2,6:22,2,10,IND 33,3,0,Edgerrin James right tackle for 18 yards (tackle by Mario Edwards),0.590,2.320
2,5:37,1,10,DAL 49,3,0,Peyton Manning pass complete to Edgerrin James for 2 yards (tackle by Ebenezer Ekuban),2.320,2.050
2,4:54,2,8,DAL 47,3,0,Edgerrin James middle for 2 yards (tackle by La'Roi Glover and Peppi Zellner),2.050,1.620
2,4:10,3,6,DAL 45,3,0,Peyton Manning pass complete to Marvin Harrison for 7 yards (tackle by Derek Ross),1.620,3.050
2,3:28,1,10,DAL 38,3,0,Edgerrin James left end for -1 yards (tackle by Brandon Noble and Peppi Zellner),3.050,2.370
2,2:50,2,11,DAL 39,3,0,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Derek Ross),2.370,2.210
2,2:06,3,7,DAL 35,3,0,Peyton Manning pass complete to Troy Walters for 5 yards (tackle by Mario Edwards),2.210,1.500
2,2:00,4,2,DAL 30,3,3,Mike Vanderjagt 48 yard field goal good,1.500,3.000
2,2:00,,,IND 30,3,3,"Mike Vanderjagt kicks off 68 yards, returned by Reggie Swinton for 18 yards (tackle by Clifton Crosby)",0.000,0.280
2,1:48,1,10,DAL 20,3,3,Chad Hutchinson pass complete to Troy Hambrick for 3 yards (tackle by Nick Harper and David Macklin),0.280,0.140
2,1:26,2,7,DAL 23,3,3,Chad Hutchinson pass incomplete intended for Michael Wiley,0.140,-0.560
2,1:22,3,7,DAL 23,3,3,Chad Hutchinson pass complete to Michael Wiley for 19 yards (tackle by Jason Doering and David Macklin),-0.560,1.730
2,1:14,3,7,DAL 23,,,Timeout #1 by Dallas Cowboys,-0.560,1.730
2,1:14,1,10,DAL 42,3,3,Troy Hambrick left end for 11 yards (tackle by Brad Scioli),1.730,2.460
2,0:52,1,10,IND 47,3,3,Chad Hutchinson pass complete to Antonio Bryant for 12 yards (tackle by Mike Peterson),2.460,3.250
2,0:44,1,10,IND 47,,,Timeout #2 by Dallas Cowboys,2.460,3.250
2,0:44,1,10,IND 35,3,3,Chad Hutchinson pass incomplete intended for Michael Wiley (defended by Dwight Freeney),3.250,2.700
2,0:39,2,10,IND 35,3,3,Chad Hutchinson pass incomplete intended for Emmitt Smith (defended by Josh Mallard),2.700,2.010
2,0:35,2,10,IND 35,,,Timeout #1 by Indianapolis Colts,2.700,2.010
2,0:35,3,10,IND 35,3,3,Emmitt Smith left end for 1 yard (tackle by Brad Scioli and Jason Doering),2.010,1.060
2,0:03,3,10,IND 35,,,Timeout #3 by Dallas Cowboys,2.010,1.060
2,0:03,4,9,IND 34,3,3,Billy Cundiff 52 yard field goal no good,1.060,1.660
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,3,"Mike Vanderjagt kicks off 67 yards, returned by Reggie Swinton for 23 yards (tackle by David Macklin). Penalty on Donnel Thompson: Personal Foul, 15 yards",0.000,1.660
3,14:51,1,10,DAL 41,3,3,Chad Hutchinson pass complete to Joey Galloway for 14 yards (tackle by Walt Harris),1.660,2.590
3,14:33,1,10,IND 45,3,3,Emmitt Smith right end for -4 yards (tackle by Dwight Freeney),2.590,1.500
3,14:04,2,14,IND 49,3,3,Chad Hutchinson pass incomplete intended for James Whalen (defended by David Macklin),1.500,0.830
3,13:57,3,14,IND 49,3,3,Chad Hutchinson middle for 5 yards (tackle by David Thornton),0.830,0.330
3,13:16,4,9,IND 44,3,3,"Filip Filipovic punts 37 yards, fair catch by Troy Walters",0.330,0.380
3,13:09,1,10,IND 7,3,3,Peyton Manning pass complete to Marcus Pollard for 8 yards (tackle by Dexter Coakley and Dat Nguyen),-0.380,-0.140
3,12:29,2,2,IND 15,3,3,Edgerrin James right end for -2 yards (tackle by Dat Nguyen),-0.140,-0.720
3,12:29,3,4,IND 13,3,3,"Penalty on IND: Delay of Game, 5 yards (no play)",-0.720,-1.300
3,11:21,3,9,IND 8,3,3,Peyton Manning pass complete to Troy Walters for 27 yards (tackle by Tony Dixon),-1.300,1.270
3,10:34,3,9,IND 8,,,Timeout #1 by Indianapolis Colts,-1.300,1.270
3,10:34,1,10,IND 35,3,3,Edgerrin James right tackle for 13 yards (tackle by Tony Dixon and Duane Hawthorne),1.270,2.130
3,9:57,1,10,IND 48,3,3,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Derek Ross),2.130,2.800
3,9:30,2,1,DAL 43,3,3,Peyton Manning pass complete to Marvin Harrison for 15 yards (tackle by Mario Edwards),2.800,3.710
3,8:55,1,10,DAL 28,3,3,Peyton Manning pass incomplete intended for Troy Walters,3.710,3.170
3,8:47,2,10,DAL 28,3,3,Edgerrin James right end for 4 yards (tackle by Greg Ellis and Ebenezer Ekuban),3.170,3.010
3,8:07,3,6,DAL 24,3,3,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Dat Nguyen),3.010,1.890
3,8:03,4,6,DAL 24,3,3,Mike Vanderjagt 42 yard field goal no good,1.890,-1.070
3,7:57,1,10,DAL 32,3,3,Troy Hambrick middle for 13 yards (tackle by David Gibson and Idrees Bashir),1.070,1.930
3,7:22,1,10,DAL 45,3,3,Chad Hutchinson pass incomplete intended for Joey Galloway (defended by Walt Harris),1.930,1.380
3,7:05,2,10,DAL 45,3,3,"Chad Hutchinson pass incomplete intended for Troy Hambrick (defended by Chad Bratzke). Penalty on Chukie Nwokorie: Defensive Offside (Offsetting), Penalty on Tyson Walter: Illegal Touch Pass (Offsetting), Penalty on Flozell Adams: Offensive Holding (Offsetting) (no play)",1.380,1.380
3,7:03,2,10,DAL 45,3,3,Chad Hutchinson pass complete to James Whalen for 11 yards (tackle by Mike Peterson and Marcus Washington),1.380,2.650
3,6:27,1,10,IND 44,3,3,Chad Hutchinson pass incomplete intended for Joey Galloway,2.650,2.110
3,6:12,2,10,IND 44,3,3,Troy Hambrick left end for 4 yards (tackle by Rob Morris and Chukie Nwokorie),2.110,1.950
3,5:43,3,6,IND 40,3,3,Troy Hambrick right end for 1 yard (tackle by David Thornton and Mike Peterson),1.950,0.660
3,5:05,4,5,IND 39,3,3,"Filip Filipovic punts 29 yards, fair catch by Troy Walters",0.660,0.380
3,4:59,1,10,IND 10,3,3,Edgerrin James middle for 7 yards (tackle by Dat Nguyen and Michael Myers),-0.380,-0.090
3,4:17,2,3,IND 17,3,3,Peyton Manning pass complete to Troy Walters for 21 yards (tackle by Mario Edwards),-0.090,1.470
3,4:17,1,10,IND 38,3,3,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Derek Ross),1.470,1.600
3,4:17,2,5,IND 43,3,3,Peyton Manning kneels for -1 yards,1.600,0.760
3,4:17,3,6,IND 42,3,3,Edgerrin James middle for 3 yards (tackle by Kevin Hardy),0.760,-0.390
3,2:07,4,3,IND 45,3,3,"Hunter Smith punts 36 yards, fair catch by Reggie Swinton. Penalty on Duane Hawthorne: Defensive Offside, 5 yards, Penalty on Duane Hawthorne: Defensive Holding (Declined) (no play)",-0.390,2.260
3,1:57,1,10,,3,3,Edgerrin James left tackle for 6 yards (tackle by Peppi Zellner),2.260,2.520
3,1:17,2,4,DAL 44,3,3,Edgerrin James middle for 5 yards (tackle by Greg Ellis),2.520,2.980
3,1:17,1,10,DAL 39,3,3,Edgerrin James middle for 16 yards (tackle by Derek Ross and Dexter Coakley),2.980,4.040
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 23,3,3,Edgerrin James right end for 4 yards (tackle by Dat Nguyen),4.040,4.050
4,15:00,2,6,DAL 19,3,3,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Derek Ross and Dexter Coakley),4.050,4.280
4,13:52,3,1,DAL 14,3,3,Edgerrin James left end for no gain (tackle by Dat Nguyen),4.280,2.660
4,13:52,4,1,DAL 14,3,6,Mike Vanderjagt 32 yard field goal good,2.660,3.000
4,13:52,,,IND 30,3,6,"Mike Vanderjagt kicks off 63 yards, returned by Reggie Swinton for 18 yards (tackle by Nick Harper)",0.000,0.610
4,13:06,1,10,DAL 25,3,6,Antonio Bryant right end for 15 yards (tackle by Marcus Washington),0.610,1.600
4,12:28,1,10,DAL 40,3,6,Emmitt Smith middle for 9 yards (tackle by Chad Bratzke),1.600,2.270
4,11:53,2,1,DAL 49,3,6,Emmitt Smith left tackle for 8 yards (tackle by David Macklin),2.270,2.720
4,11:53,1,10,IND 43,3,6,Chad Hutchinson pass incomplete intended for Antonio Bryant,2.720,2.180
4,11:53,2,10,IND 43,3,6,Chad Hutchinson pass complete to James Whalen for 5 yards (tackle by Mike Peterson and Jason Doering),2.180,2.150
4,10:46,3,5,IND 38,3,6,Chad Hutchinson sacked by Dwight Freeney for -3 yards,2.150,0.530
4,10:15,4,8,IND 41,3,6,"Filip Filipovic punts 41 yards, touchback",0.530,-0.280
4,10:06,1,10,IND 20,3,6,Edgerrin James right tackle for 5 yards (tackle by Greg Ellis),0.280,0.410
4,9:34,2,5,IND 25,3,6,Edgerrin James right tackle for 4 yards (tackle by Roy Williams and Greg Ellis),0.410,0.230
4,8:51,3,1,IND 29,3,6,Edgerrin James middle for 4 yards (tackle by Roy Williams),0.230,1.140
4,8:15,1,10,IND 33,3,6,Peyton Manning pass complete to Marvin Harrison for 14 yards (tackle by Derek Ross),1.140,2.060
4,7:43,1,10,IND 47,3,6,Peyton Manning pass complete to Marvin Harrison for 5 yards,2.060,2.190
4,7:14,2,5,DAL 48,3,6,Peyton Manning pass incomplete intended for Marvin Harrison,2.190,1.490
4,7:09,3,5,DAL 48,3,6,Peyton Manning middle for 6 yards (tackle by Mario Edwards),1.490,2.790
4,6:39,1,10,DAL 42,3,6,Peyton Manning pass incomplete intended for Marvin Harrison,2.790,2.240
4,6:34,2,10,DAL 42,3,6,Peyton Manning pass complete to Troy Walters for 6 yards (tackle by Brandon Noble),2.240,2.340
4,5:50,3,4,DAL 36,3,6,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Roy Williams),2.340,3.580
4,5:03,1,10,DAL 30,3,6,James Mungro middle for -1 yards (tackle by Michael Myers and Greg Ellis),3.580,2.900
4,4:24,2,11,DAL 31,3,12,"Peyton Manning pass complete to Marvin Harrison for 31 yards, touchdown",2.900,7.000
4,4:24,,,DAL 31,3,13,Mike Vanderjagt kicks extra point good,0.000,0.000
4,4:24,,,IND 30,3,13,"Mike Vanderjagt kicks off 66 yards, returned by Reggie Swinton for 18 yards (tackle by Clifton Crosby)",0.000,0.410
4,4:12,1,10,DAL 22,3,13,Chad Hutchinson pass incomplete intended for Joey Galloway,0.410,-0.130
4,4:07,2,10,DAL 22,3,13,"Chad Hutchinson sacked by Dwight Freeney and Chad Bratzke for -11 yards. Chad Hutchinson fumbles (forced by Dwight Freeney), recovered by Josh Mallard at DAL-8 (tackle by Andre Gurode)",-0.130,-5.370
4,4:00,1,8,DAL 8,3,13,James Mungro middle for 5 yards (tackle by Roy Williams),5.370,5.530
4,3:21,2,3,DAL 3,3,13,James Mungro middle for 1 yard (tackle by Peppi Zellner and Dexter Coakley),5.530,4.950
4,2:35,2,3,DAL 3,,,Timeout #2 by Indianapolis Colts,5.530,4.950
4,2:35,3,2,DAL 2,3,13,James Mungro right tackle for 1 yard (tackle by Michael Myers and Dat Nguyen),4.950,3.550
4,2:27,3,2,DAL 2,,,Timeout #1 by Dallas Cowboys,4.950,3.550
4,2:27,4,1,DAL 1,3,19,"Peyton Manning pass complete to Marvin Harrison for 1 yard, touchdown",3.550,7.000
4,2:27,,,DAL 1,3,20,Mike Vanderjagt kicks extra point good,0.000,0.000
4,2:27,,,IND 30,3,20,"Mike Vanderjagt kicks off 65 yards, returned by Reggie Swinton for 15 yards (tackle by Nick Harper)",0.000,0.280
4,2:18,1,10,DAL 20,3,20,Chad Hutchinson pass complete to Antonio Bryant for 8 yards (tackle by David Thornton),0.280,0.810
4,2:01,2,2,DAL 28,3,20,"Chad Hutchinson pass incomplete intended for Michael Wiley. Penalty on Tyson Walter: Offensive Holding, 10 yards (no play)",0.810,-0.630
4,1:54,2,12,DAL 18,3,20,"Chad Hutchinson pass incomplete intended for Michael Wiley. Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",-0.630,0.140
4,1:48,2,7,DAL 23,3,20,"Chad Hutchinson pass incomplete intended for Michael Wiley. Penalty on Solomon Page: Offensive Holding, 10 yards (no play)",0.140,-1.280
4,1:44,2,17,DAL 13,3,20,"Chad Hutchinson sacked by Chad Bratzke for -10 yards. Chad Hutchinson fumbles (forced by Chad Bratzke), recovered by Josh Mallard at DAL-6 (tackle by Andre Gurode)",-1.280,-5.830
4,1:37,1,6,DAL 6,3,20,James Mungro middle for -6 yards (tackle by Michael Myers),5.830,3.860
4,0:34,2,12,DAL 12,3,20,Peyton Manning kneels for -1 yards,3.860,3.060
4,0:27,3,13,DAL 13,3,20,Peyton Manning kneels for -1 yards,3.060,2.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
