Quarter,Time,Tm,Detail,CIN,PIT
1.0,9:58,Bengals,Andrew Whitworth 1 yard pass from Carson Palmer (Clint Stitser kick),7,0
2.0,4:37,Steelers,Troy Polamalu 45 yard interception return (Shaun Suisham kick),7,7
,0:21,Steelers,Shaun Suisham 23 yard field goal,7,10
3.0,8:34,Steelers,Shaun Suisham 35 yard field goal,7,13
4.0,12:21,Steelers,LaMarr Woodley 14 yard interception return (Shaun Suisham kick),7,20
,5:34,Steelers,Shaun Suisham 41 yard field goal,7,23
