Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,CIN 27,7,0,Bernard Scott left guard for 7 yards (tackle by Ryan Clark and Lawrence Timmons),0.750,1.200
2,14:18,1,10,CIN 34,7,0,Carson Palmer pass incomplete short right intended for Terrell Owens,1.200,0.660
2,14:13,2,10,CIN 34,7,0,Bernard Scott left guard for no gain (tackle by LaMarr Woodley),0.660,-0.030
2,13:27,3,10,CIN 34,7,0,Carson Palmer pass complete short middle to Chad Johnson for 15 yards (tackle by Ryan Clark),-0.030,2.190
2,12:49,1,10,CIN 49,7,0,Bernard Scott left guard for no gain (tackle by Ryan Clark and Casey Hampton),2.190,1.650
2,12:08,2,10,CIN 49,7,0,Carson Palmer pass complete short right to Cedric Benson for 24 yards (tackle by James Farrior and Troy Polamalu),1.650,3.780
2,11:20,,,,7,0,Timeout #1 by Cincinnati Bengals,0.000,3.780
2,11:20,1,10,PIT 27,7,0,Carson Palmer sacked by LaMarr Woodley for -7 yards,3.780,2.290
2,10:48,2,17,PIT 34,7,0,Carson Palmer pass complete short left to Cedric Benson for -3 yards (tackle by Lawrence Timmons),2.290,1.220
2,10:01,3,20,PIT 37,7,0,Carson Palmer pass incomplete short right intended for Jordan Shipley (defended by Ryan Clark),1.220,0.790
2,9:56,4,20,PIT 37,7,0,Kevin Huber punts 29 yards,0.790,0.380
2,9:45,1,10,PIT 8,7,0,Rashard Mendenhall right guard for 6 yards (tackle by Nedu Ndukwe),-0.380,-0.320
2,9:10,2,4,PIT 14,7,0,Ben Roethlisberger pass complete short right to Mike Wallace for 12 yards (tackle by Jonathan Wade),-0.320,0.670
2,8:29,1,10,PIT 26,7,0,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards (tackle by Roy Williams),0.670,1.350
2,7:42,2,1,PIT 35,7,0,Rashard Mendenhall middle for 7 yards (tackle by Jonathan Wade),1.350,1.730
2,7:01,1,10,PIT 42,7,0,Mewelde Moore left tackle for no gain (tackle by Robert Geathers and Pat Sims),1.730,1.190
2,6:17,2,10,PIT 42,7,0,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards (tackle by Dhani Jones),1.190,1.290
2,5:42,3,4,PIT 48,7,0,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Jonathan Wade),1.290,-0.190
2,5:33,4,4,PIT 48,7,0,"Jeremy Kapinos punts 35 yards, returned by Quan Cosby for 14 yards (tackle by Will Allen)",-0.190,-1.000
2,5:24,1,10,CIN 31,7,0,Cedric Benson left guard for 2 yards (tackle by Ryan Clark and Brett Keisel),1.000,0.730
2,4:49,2,8,CIN 33,7,6,"Carson Palmer pass incomplete short middle intended for Terrell Owens is intercepted by Troy Polamalu at CIN-45 and returned for 45 yards, touchdown",0.730,-7.000
2,,,,CIN 2,7,7,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,PIT 30,7,7,Shaun Suisham kicks off 58 yards,0.000,1.600
2,4:37,1,10,CIN 40,7,7,Carson Palmer pass complete short right to Chad Johnson for 6 yards (tackle by William Gay),1.600,1.860
2,3:55,2,4,CIN 46,7,7,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",1.860,1.190
2,3:31,2,9,CIN 41,7,7,Cedric Benson right guard for no gain (tackle by James Farrior and Ryan Clark),1.190,0.500
2,2:47,3,9,CIN 41,7,7,Carson Palmer sacked by William Gay for -8 yards,0.500,-1.180
2,2:31,4,17,CIN 33,7,7,"Kevin Huber punts 67 yards, touchback",-1.180,-0.280
2,2:21,1,10,PIT 20,7,7,Ben Roethlisberger pass incomplete short middle intended for Matt Spaeth,0.280,-0.270
2,2:17,2,10,PIT 20,7,7,Ben Roethlisberger left end for 8 yards (tackle by Jonathan Wade),-0.270,0.100
2,2:00,3,2,PIT 28,7,7,Ben Roethlisberger pass complete short right to Antonio Brown for 12 yards (tackle by Roy Williams),0.100,1.600
2,1:54,1,10,PIT 40,7,7,Ben Roethlisberger sacked by Michael Johnson for -2 yards,1.600,0.780
2,1:48,,,,7,7,Timeout #1 by Pittsburgh Steelers,0.000,0.780
2,1:48,2,12,PIT 38,7,7,Ben Roethlisberger pass complete deep middle to Hines Ward for 18 yards (tackle by Roy Williams),0.780,2.650
2,1:24,1,10,CIN 44,7,7,Ben Roethlisberger pass complete short right to Matt Spaeth for 4 yards (tackle by Brandon Johnson),2.650,2.650
2,1:03,2,6,CIN 40,7,7,Ben Roethlisberger pass complete deep right to Antwaan Randle El for 22 yards (tackle by Jonathan Wade),2.650,4.370
2,0:56,,,,7,7,Timeout #2 by Pittsburgh Steelers,0.000,4.370
2,0:56,1,10,CIN 18,7,7,Ben Roethlisberger pass incomplete short left intended for Mike Wallace (defended by Leon Hall),4.370,3.800
2,0:53,2,10,CIN 18,7,7,Ben Roethlisberger middle for 13 yards (tackle by Tom Nelson),3.800,6.060
2,0:34,1,5,CIN 5,7,7,Ben Roethlisberger spiked the ball,6.060,5.150
2,0:34,2,5,CIN 5,7,7,Ben Roethlisberger pass incomplete short middle intended for Matt Spaeth (defended by Carlos Dunlap),5.150,4.260
2,0:28,,,,7,7,Timeout #2 by Cincinnati Bengals,0.000,4.260
2,0:28,3,5,CIN 5,7,7,Ben Roethlisberger pass incomplete short left intended for Hines Ward (defended by Brandon Johnson),4.260,3.010
2,0:24,4,5,CIN 5,7,10,Shaun Suisham 23 yard field goal good,3.010,3.000
2,,,,PIT 30,7,10,"Shaun Suisham kicks off 53 yards, returned by Bernard Scott for 9 yards (tackle by Ryan Mundy)",0.000,0.670
2,0:15,1,10,CIN 26,7,10,Carson Palmer kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,7,10,"Clint Stitser kicks off 64 yards, returned by Antonio Brown for 24 yards (tackle by Dan Skuta)",0.000,0.940
3,14:55,1,10,PIT 30,7,10,Rashard Mendenhall middle for 3 yards (tackle by Domata Peko and Dhani Jones),0.940,0.800
3,14:14,2,7,PIT 33,7,10,Ben Roethlisberger pass complete deep middle to Hines Ward for 23 yards (tackle by Reggie Nelson),0.800,2.650
3,13:29,1,10,CIN 44,7,10,Rashard Mendenhall left tackle for 2 yards (tackle by Dhani Jones),2.650,2.380
3,12:50,2,8,CIN 42,7,10,Rashard Mendenhall right tackle for 3 yards (tackle by Pat Sims),2.380,2.080
3,12:03,3,5,CIN 39,7,10,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Tom Nelson),2.080,3.580
3,11:18,1,10,CIN 30,7,10,Ben Roethlisberger pass complete deep left to Hines Ward for 21 yards (tackle by Reggie Nelson),3.580,5.140
3,10:37,1,9,CIN 9,7,10,"Rashard Mendenhall right tackle for 3 yards (tackle by Keith Rivers and Roy Williams). Penalty on David Johnson: Offensive Holding, 10 yards (no play)",5.140,4.230
3,10:09,1,19,CIN 19,7,10,Ben Roethlisberger pass complete short left to Isaac Redman for 6 yards (tackle by Keith Rivers),4.230,3.720
3,9:32,,,,7,10,Timeout #1 by Pittsburgh Steelers,0.000,3.720
3,9:32,2,13,CIN 13,7,10,Ben Roethlisberger pass complete short left to Antwaan Randle El for -3 yards (tackle by Domata Peko),3.720,2.850
3,8:48,3,16,CIN 16,7,10,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace,2.850,2.380
3,8:38,4,16,CIN 16,7,13,Shaun Suisham 35 yard field goal good,2.380,3.000
3,,,,PIT 30,7,13,"Shaun Suisham kicks off 67 yards, returned by Bernard Scott for 32 yards (tackle by Anthony Madison)",0.000,1.270
3,8:27,1,10,CIN 35,7,13,Carson Palmer pass incomplete short middle intended for Reggie Kelly (defended by Brett Keisel),1.270,0.720
3,8:22,2,10,CIN 35,7,13,"Cedric Benson left tackle for no gain (tackle by James Harrison and James Farrior). Penalty on James Harrison: Defensive Offside, 5 yards (no play)",0.720,1.400
3,7:59,2,5,CIN 40,7,13,"Cedric Benson middle for 6 yards (tackle by Ike Taylor and Lawrence Timmons). Penalty on Terrell Owens: Offensive Holding, 10 yards (no play)",1.400,0.050
3,7:31,2,15,CIN 30,7,13,Carson Palmer pass incomplete short right intended for Chad Johnson,0.050,-0.630
3,7:25,3,15,CIN 30,7,13,Carson Palmer pass complete short right to Jordan Shipley for 5 yards (tackle by Troy Polamalu and James Farrior),-0.630,-1.040
3,6:57,4,10,CIN 35,7,13,"Kevin Huber punts 38 yards, returned by Antonio Brown for 1 yard (tackle by Jeromy Miles). Penalty on Keyaron Fox: Offensive Holding, 10 yards",-1.040,-0.040
3,6:49,1,10,PIT 18,7,13,Rashard Mendenhall left guard for 5 yards (tackle by Domata Peko and Roy Williams),0.040,0.280
3,6:10,2,5,PIT 23,7,13,Rashard Mendenhall middle for 4 yards (tackle by Michael Johnson),0.280,-0.020
3,5:25,3,1,PIT 27,7,13,Ben Roethlisberger pass complete short right to Hines Ward for 7 yards (tackle by Jonathan Wade),-0.020,1.200
3,4:40,1,10,PIT 34,7,13,Rashard Mendenhall middle for 3 yards (tackle by Reggie Nelson),1.200,1.060
3,3:55,2,7,PIT 37,7,13,Ben Roethlisberger pass incomplete short right intended for Mike Wallace,1.060,0.370
3,3:51,3,7,PIT 37,7,13,Ben Roethlisberger pass complete short right to Mike Wallace for 8 yards (tackle by Carlos Dunlap),0.370,1.930
3,3:10,1,10,PIT 45,7,13,"Ben Roethlisberger pass complete short left to Isaac Redman for 4 yards (tackle by Dhani Jones). Penalty on Jonathan Scott: Offensive Holding, 10 yards (no play)",1.930,1.270
3,2:50,1,20,PIT 35,7,13,"Mewelde Moore right guard for 7 yards (tackle by Michael Johnson and Roy Williams). Penalty on Matt Spaeth: Offensive Holding, 10 yards (no play)",1.270,0.610
3,2:27,1,30,PIT 25,7,13,Ben Roethlisberger pass incomplete short right intended for Mike Wallace (defended by Carlos Dunlap),0.610,-1.320
3,2:23,2,30,PIT 25,7,13,Ben Roethlisberger pass complete deep left to Hines Ward for 29 yards (tackle by Reggie Nelson),-1.320,1.880
3,1:35,,,,7,13,Timeout #2 by Pittsburgh Steelers,0.000,1.880
3,1:35,3,1,CIN 46,7,13,Isaac Redman middle for 4 yards (tackle by Roy Williams and Rey Maualuga),1.880,2.790
3,0:56,1,10,CIN 42,7,13,"Rashard Mendenhall right end for 8 yards (tackle by Reggie Nelson). Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",2.790,2.130
3,0:30,1,20,PIT 48,7,13,Ben Roethlisberger pass incomplete short right intended for Rashard Mendenhall,2.130,0.890
3,0:21,2,20,PIT 48,7,13,Ben Roethlisberger pass complete short left to Mike Wallace for 22 yards (tackle by Roy Williams),0.890,3.580
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 30,7,13,Mike Wallace right end for 12 yards (tackle by Roy Williams),3.580,4.370
4,14:16,1,10,CIN 18,7,13,Rashard Mendenhall right tackle for 3 yards (tackle by Robert Geathers and Dhani Jones),4.370,4.250
4,13:34,2,7,CIN 15,7,13,Ben Roethlisberger sacked by Pat Sims for -8 yards,4.250,2.480
4,12:57,3,15,CIN 23,7,13,Ben Roethlisberger sacked by Dhani Jones for -9 yards,2.480,1.240
4,12:34,4,24,CIN 32,7,13,"Jeremy Kapinos punts 22 yards, fair catch by Quan Cosby",1.240,0.380
4,12:27,1,10,CIN 10,7,19,"Carson Palmer pass incomplete short right intended for Chad Johnson is intercepted by LaMarr Woodley at CIN-14 and returned for 14 yards, touchdown",-0.380,-7.000
4,,,,CIN 2,7,20,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,PIT 30,7,20,"Shaun Suisham kicks off 66 yards, returned by Bernard Scott for 3 yards (tackle by William Gay)",0.000,-0.380
4,12:16,1,10,CIN 7,7,20,Cedric Benson left guard for 3 yards (tackle by LaMarr Woodley),-0.380,-0.560
4,11:40,2,7,CIN 10,7,20,Carson Palmer pass complete deep left to Chad Johnson for 16 yards (tackle by James Farrior),-0.560,0.670
4,10:59,1,10,CIN 26,7,20,"Cedric Benson left tackle for -1 yards (tackle by Brett Keisel). Penalty on Andrew Whitworth: Illegal Formation, 5 yards (no play)",0.670,0.340
4,10:47,1,15,CIN 21,7,20,Carson Palmer pass incomplete deep right intended for Chad Johnson,0.340,-0.550
4,10:40,2,15,CIN 21,7,20,Carson Palmer sacked by LaMarr Woodley for -7 yards,-0.550,-2.650
4,10:05,3,22,CIN 14,7,20,Carson Palmer pass incomplete short left intended for Jermaine Gresham (defended by Lawrence Timmons),-2.650,-2.470
4,10:01,4,22,CIN 14,7,20,"Kevin Huber punts 46 yards, returned by Antonio Brown for no gain. Antonio Brown fumbles, recovered by Anthony Madison at PIT-42 (tackle by Tom Nelson). Penalty on Will Allen: Offensive Holding, 10 yards",-2.470,-1.070
4,9:50,1,10,PIT 32,7,20,Rashard Mendenhall left guard for 1 yard (tackle by Roy Williams),1.070,0.660
4,9:09,2,9,PIT 33,7,20,Rashard Mendenhall right tackle for 5 yards (tackle by Jonathan Wade and Keith Rivers),0.660,0.630
4,8:24,3,4,PIT 38,7,20,Ben Roethlisberger pass complete deep left to Mike Wallace for 33 yards (tackle by Leon Hall),0.630,3.640
4,7:38,1,10,CIN 29,7,20,Rashard Mendenhall middle for 3 yards (tackle by Leon Hall),3.640,3.510
4,6:58,2,7,CIN 26,7,20,Rashard Mendenhall middle for 2 yards (tackle by Carlos Dunlap),3.510,3.070
4,6:16,3,5,CIN 24,7,20,Ben Roethlisberger pass complete short middle to Hines Ward for 1 yard (tackle by Carlos Dunlap),3.070,2.000
4,5:34,4,4,CIN 23,7,23,Shaun Suisham 41 yard field goal good,2.000,3.000
4,,,,PIT 30,7,23,"Shaun Suisham kicks off 57 yards, returned by Bernard Scott for 13 yards (tackle by Stevenson Sylvester)",0.000,0.670
4,5:29,1,10,CIN 26,7,23,Carson Palmer pass incomplete short right intended for Reggie Kelly (defended by William Gay),0.670,0.130
4,5:25,2,10,CIN 26,7,23,Carson Palmer pass complete short right to Reggie Kelly for 3 yards (tackle by Ryan Clark),0.130,-0.160
4,4:54,3,7,CIN 29,7,23,Carson Palmer pass complete short right to Reggie Kelly for 4 yards (tackle by Bryant McFadden),-0.160,-1.180
4,4:15,4,3,CIN 33,7,23,Carson Palmer pass complete short left to Jordan Shipley for 5 yards (tackle by William Gay),-1.180,1.470
4,3:47,1,10,CIN 38,7,23,Carson Palmer pass incomplete short middle intended for Terrell Owens,1.470,0.920
4,3:41,2,10,CIN 38,7,23,Carson Palmer pass complete short middle to Chad Johnson for 12 yards (tackle by Ike Taylor). Penalty on Ike Taylor: Defensive Holding (Declined),0.920,2.260
4,3:35,1,10,CIN 50,7,23,Carson Palmer pass complete short left to Jordan Shipley for 16 yards (tackle by William Gay),2.260,3.310
4,3:04,1,10,PIT 34,7,23,Carson Palmer pass complete short left to Brian Leonard for 8 yards (tackle by Brett Keisel),3.310,3.850
4,2:38,2,2,PIT 26,7,23,Carson Palmer middle for 1 yard (tackle by Chris Hoke),3.850,3.270
4,2:36,,,,7,23,Timeout #1 by Cincinnati Bengals,0.000,3.270
4,2:35,3,1,PIT 25,7,23,Carson Palmer pass complete short left to Brian Leonard for 9 yards (tackle by James Farrior and Lawrence Timmons),3.270,4.510
4,2:09,1,10,PIT 16,7,23,Carson Palmer pass incomplete deep right intended for Terrell Owens is intercepted by Troy Polamalu at PIT-0 and returned for 12 yards,4.510,0.350
4,1:52,1,10,PIT 12,7,23,Rashard Mendenhall right tackle for 10 yards (tackle by Reggie Nelson),-0.350,0.410
4,1:44,,,,7,23,Timeout #2 by Cincinnati Bengals,0.000,0.410
4,1:43,1,10,PIT 22,7,23,Rashard Mendenhall left guard for no gain (tackle by Domata Peko),0.410,-0.130
4,1:38,,,,7,23,Timeout #3 by Cincinnati Bengals,0.000,-0.130
4,1:38,2,10,PIT 22,7,23,Mewelde Moore left guard for 3 yards (tackle by Michael Johnson and Roy Williams),-0.130,-0.430
4,0:53,3,7,PIT 25,7,23,Ben Roethlisberger pass complete short left to Mike Wallace for 3 yards (tackle by Fred Bennett),-0.430,-1.500
4,0:05,,,,7,23,Timeout #3 by Pittsburgh Steelers,0.000,-1.500
4,0:05,4,4,PIT 28,7,23,Jeremy Kapinos punts 34 yards,-1.500,0.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
