Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
2,14:21,1,10,NYJ 19,0,6,Peyton Manning pass complete short right to Gijon Robinson for 2 yards (tackle by Vernon Gholston),4.310,4.030
2,13:37,2,8,NYJ 17,0,6,Peyton Manning pass complete short middle to Dallas Clark for 13 yards (tackle by Kerry Rhodes),4.030,6.280
2,12:38,1,4,NYJ 4,0,6,Joseph Addai middle for no gain (tackle by Jim Leonhard and Kerry Rhodes),6.280,5.340
2,12:38,2,4,NYJ 4,0,6,Joseph Addai middle for no gain (tackle by Shaun Ellis and Sione Pouha),5.340,4.490
2,11:55,3,4,NYJ 4,0,6,Peyton Manning pass incomplete short left intended for Reggie Wayne,4.490,3.030
2,11:50,4,4,NYJ 4,0,9,Adam Vinatieri 22 yard field goal good,3.030,3.000
2,11:50,,,IND 30,0,9,"Pat McAfee kicks off 77 yards, touchback",0.000,0.280
2,11:46,1,10,NYJ 20,0,9,Shonn Greene right end for no gain (tackle by Gary Brackett and Ramon Humber),0.280,-0.270
2,11:04,2,10,NYJ 20,0,9,Mark Sanchez pass complete short middle to Dustin Keller for 5 yards (tackle by Gary Brackett),-0.270,-0.300
2,10:21,3,5,NYJ 25,0,9,Shonn Greene middle for 4 yards (tackle by Daniel Muir and Tim Jennings),-0.300,-1.440
2,9:47,4,1,NYJ 29,0,9,"Steve Weatherford punts 51 yards, returned by T.J. Rushing for 1 yard (tackle by Wallace Wright)",-1.440,-0.340
2,9:39,1,10,IND 21,0,9,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.340,-0.200
2,9:32,2,10,IND 21,0,9,Donald Brown left tackle for -4 yards (tackle by Calvin Pace),-0.200,-1.590
2,8:49,3,14,IND 17,0,9,Peyton Manning pass complete deep middle to Austin Collie for 22 yards (tackle by Lito Sheppard),-1.590,1.530
2,8:09,1,10,IND 39,0,9,"Peyton Manning pass incomplete short left intended for Reggie Wayne. Penalty on Darrelle Revis: Illegal Contact, 5 yards (no play)",1.530,1.860
2,8:03,1,10,IND 44,0,9,Donald Brown right tackle for -3 yards (tackle by Bart Scott),1.860,0.910
2,7:21,2,13,IND 41,0,9,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Darrelle Revis),0.910,1.550
2,6:36,3,3,NYJ 49,0,9,Peyton Manning pass incomplete deep right intended for Dallas Clark,1.550,0.000
2,6:31,4,3,NYJ 49,0,9,"Pat McAfee punts 49 yards, touchback",0.000,-0.280
2,6:22,1,10,NYJ 20,0,9,Mark Sanchez pass complete short right to Tony Richardson for 5 yards (tackle by Kelvin Hayden),0.280,0.410
2,5:44,2,5,NYJ 25,0,9,Shonn Greene right tackle for 4 yards (tackle by Philip Wheeler and Eric Foster),0.410,0.230
2,5:11,3,1,NYJ 29,0,9,Thomas Jones middle for 1 yard (tackle by Eric Foster),0.230,0.940
2,4:28,1,10,NYJ 30,0,9,Mark Sanchez pass complete short right to Braylon Edwards for 11 yards (tackle by Jacob Lacey),0.940,1.660
2,3:53,1,10,NYJ 41,0,9,Shonn Greene right tackle for 5 yards (tackle by Aaron Francisco),1.660,1.800
2,3:14,2,5,NYJ 46,0,9,Mark Sanchez pass complete short right to Jerricho Cotchery for 12 yards (tackle by Aaron Francisco and Kelvin Hayden),1.800,2.790
2,2:36,1,10,IND 42,0,9,Shonn Greene right end for 21 yards (tackle by John Gill),2.790,4.170
2,2:07,1,10,IND 21,0,9,Thomas Jones middle for 1 yard (tackle by Eric Foster and Gary Brackett),4.170,3.760
2,2:00,2,9,IND 20,0,9,Mark Sanchez sacked by Dwight Freeney for -8 yards,3.760,2.020
2,2:00,2,9,IND 20,0,9,Timeout #1 by New York Jets,3.760,2.020
2,1:54,3,17,IND 28,0,9,Mark Sanchez pass complete short right to David Clowney for 11 yards (tackle by Antoine Bethea and Jacob Lacey),2.020,2.340
2,1:49,3,17,IND 28,0,9,Timeout #1 by Indianapolis Colts,2.020,2.340
2,1:49,4,6,IND 17,3,9,Jay Feely 35 yard field goal good,2.340,3.000
2,1:49,,,NYJ 30,3,9,"Jay Feely kicks off 72 yards, returned by Chad Simpson for 38 yards (tackle by Jay Feely)",0.000,1.330
2,1:36,1,10,IND 36,3,9,"Peyton Manning pass incomplete short right intended for Austin Collie. Penalty on Eric Smith: Defensive Pass Interference, 8 yards (no play)",1.330,1.860
2,1:32,1,10,IND 44,3,9,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by Darrelle Revis),1.860,2.650
2,1:27,1,10,NYJ 44,3,9,Peyton Manning pass complete short right to Austin Collie for no gain,2.650,2.110
2,0:54,2,10,NYJ 44,3,9,Peyton Manning pass incomplete deep left intended for Reggie Wayne,2.110,1.420
2,0:49,3,10,NYJ 44,3,9,Peyton Manning pass incomplete deep left intended for Dallas Clark,1.420,0.330
2,0:45,4,10,NYJ 44,3,9,"Pat McAfee punts 35 yards, fair catch by Jerricho Cotchery",0.330,0.380
2,0:38,1,10,NYJ 9,3,9,Thomas Jones middle for 4 yards (tackle by Ramon Humber),-0.380,-0.480
2,0:32,1,10,NYJ 9,3,9,Timeout #2 by Indianapolis Colts,-0.380,-0.480
2,0:32,2,6,NYJ 13,3,9,Thomas Jones right end for 5 yards (tackle by Ramon Humber and Antoine Bethea),-0.480,-0.370
2,0:25,2,6,NYJ 13,3,9,Timeout #3 by Indianapolis Colts,-0.480,-0.370
2,0:25,3,1,NYJ 18,3,9,Thomas Jones right end for no gain (tackle by Ramon Humber),-0.370,-2.240
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,9,9,"Pat McAfee kicks off 76 yards, returned by Brad Smith for 106 yards, touchdown",0.000,7.000
3,15:00,,,IND 2,10,9,Jay Feely kicks extra point good,0.000,0.000
3,15:00,,,NYJ 30,10,9,"Jay Feely kicks off 72 yards, returned by Chad Simpson for 21 yards (tackle by Vernon Gholston)",0.000,0.150
3,14:43,1,10,IND 19,10,9,Donald Brown left tackle for 4 yards (tackle by Bryan Thomas),0.150,0.210
3,14:05,2,6,IND 23,10,9,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Bryan Thomas),0.210,1.200
3,13:33,1,10,IND 34,10,9,Donald Brown left tackle for 3 yards (tackle by Bryan Thomas and Bart Scott),1.200,1.060
3,13:05,2,7,IND 37,10,9,Peyton Manning pass complete short right to Dallas Clark for 7 yards (tackle by Bart Scott and Lito Sheppard),1.060,1.860
3,12:33,1,10,IND 44,10,9,Peyton Manning pass complete deep right to Austin Collie for 24 yards,1.860,3.450
3,12:23,1,10,NYJ 32,10,9,Donald Brown right end for 6 yards (tackle by Jim Leonhard),3.450,3.710
3,11:39,2,4,NYJ 26,10,9,Peyton Manning pass complete deep left to Dallas Clark for 19 yards (tackle by Eric Smith),3.710,5.600
3,10:58,1,7,NYJ 7,10,9,Donald Brown middle for 6 yards (tackle by Darrelle Revis),5.600,5.910
3,10:20,2,1,NYJ 1,10,15,"Donald Brown right end for 1 yard, touchdown",5.910,7.000
3,10:20,,,,10,15,"Two Point Attempt: Donald Brown right tackle, conversion fails",1.000,-1.000
3,10:20,,,IND 30,10,15,"Pat McAfee kicks off 75 yards, touchback",0.000,0.280
3,10:13,1,10,NYJ 20,10,15,Mark Sanchez pass complete short right to Jerricho Cotchery for 6 yards (tackle by Kelvin Hayden),0.280,0.540
3,9:36,2,4,NYJ 26,10,15,Shonn Greene middle for 2 yards (tackle by Raheem Brock),0.540,0.100
3,9:01,3,2,NYJ 28,10,15,Mark Sanchez pass complete short left to Braylon Edwards for 7 yards (tackle by Jacob Lacey),0.100,1.270
3,8:37,1,10,NYJ 35,10,15,Shonn Greene right tackle for 3 yards (tackle by Antonio Johnson and Eric Foster),1.270,1.130
3,8:06,2,7,NYJ 38,10,15,Mark Sanchez pass incomplete short left intended for Braylon Edwards,1.130,0.430
3,8:00,2,7,NYJ 38,10,15,Timeout #1 by New York Jets,1.130,0.430
3,8:00,3,7,NYJ 38,10,15,Mark Sanchez pass complete short left to Jerricho Cotchery for 16 yards,0.430,2.520
3,7:30,1,10,IND 46,10,15,Shonn Greene right end for 5 yards (tackle by Antoine Bethea),2.520,2.650
3,6:46,2,5,IND 41,10,15,Shonn Greene right tackle for 2 yards (tackle by Ervin Baldwin),2.650,2.210
3,6:04,3,3,IND 39,10,15,Mark Sanchez sacked by Dwight Freeney for -7 yards,2.210,0.200
3,5:44,4,10,IND 46,10,15,"Steve Weatherford punts 36 yards, fair catch by T.J. Rushing",0.200,0.380
3,5:36,1,10,IND 10,10,15,Donald Brown middle for no gain (tackle by Sione Pouha and Calvin Pace),-0.380,-0.780
3,5:06,2,10,IND 10,10,15,Curtis Painter pass complete short left to Hank Baskett for 9 yards (tackle by Lito Sheppard and David Harris),-0.780,-0.370
3,4:33,3,1,IND 19,10,15,Donald Brown left end for -1 yards (tackle by Shaun Ellis and David Harris),-0.370,-2.240
3,3:55,4,2,IND 18,10,15,"Pat McAfee punts 56 yards, returned by Jerricho Cotchery for 14 yards (tackle by Tim Jennings)",-2.240,-1.600
3,3:41,1,10,NYJ 40,10,15,Shonn Greene right tackle for 9 yards (tackle by Aaron Francisco and Philip Wheeler),1.600,2.270
3,3:13,2,1,NYJ 49,10,15,Shonn Greene right tackle for 7 yards (tackle by Kelvin Hayden),2.270,2.650
3,2:36,1,10,IND 44,10,15,Shonn Greene left end for 5 yards (tackle by Daniel Muir),2.650,2.780
3,1:56,2,5,IND 39,10,15,Mark Sanchez pass incomplete short middle intended for Dustin Keller (defended by Gary Brackett),2.780,2.080
3,1:51,3,5,IND 39,10,15,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery,2.080,0.660
3,1:47,4,5,IND 39,10,15,"Steve Weatherford punts 39 yards, touchback",0.660,-0.280
3,1:38,1,10,IND 20,16,15,"Curtis Painter sacked by Calvin Pace for -8 yards. Curtis Painter fumbles (forced by Calvin Pace), recovered by Marques Douglas at IND-1 and returned for 1 yards, touchdown",0.280,-7.000
,,,,,,,"IND challenged the fumble ruling, and the play was upheld.",,
3,1:29,,,,18,15,"Two Point Attempt: Mark Sanchez pass complete to Dustin Keller, conversion succeeds",1.000,1.000
3,1:29,,,NYJ 30,18,15,"Jay Feely kicks off 70 yards, returned by Chad Simpson for 16 yards (tackle by Brad Smith)",0.000,-0.140
3,1:22,1,10,IND 16,18,15,Donald Brown right end for no gain (tackle by David Harris),-0.140,-0.660
3,0:46,2,10,IND 16,18,15,Curtis Painter pass incomplete short left intended for Gijon Robinson,-0.660,-1.320
3,0:41,3,10,IND 16,18,15,Curtis Painter pass incomplete short right intended for Gijon Robinson (defended by Eric Smith),-1.320,-2.390
3,0:38,4,10,IND 16,18,15,"Pat McAfee punts 43 yards, returned by Jerricho Cotchery for 14 yards (tackle by T.J. Rushing)",-2.390,-2.590
3,0:26,1,10,IND 45,18,15,Thomas Jones right tackle for 4 yards (tackle by Ervin Baldwin),2.590,2.580
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,IND 41,18,15,Brad Smith left end for 16 yards (tackle by Jacob Lacey),2.580,3.910
4,14:21,1,10,IND 25,18,15,Brad Smith middle for no gain (tackle by Antonio Johnson),3.910,3.360
4,13:39,2,10,IND 25,18,15,Mark Sanchez pass incomplete deep left intended for Jerricho Cotchery,3.360,2.680
4,13:32,3,10,IND 25,18,15,Mark Sanchez pass incomplete short right intended for Braylon Edwards,2.680,1.800
4,13:28,4,10,IND 25,21,15,Jay Feely 43 yard field goal good,1.800,3.000
4,13:28,,,NYJ 30,21,15,"Jay Feely kicks off 70 yards, returned by Chad Simpson for 26 yards (tackle by Wallace Wright)",0.000,0.670
4,13:14,1,10,IND 26,21,15,Curtis Painter pass complete short right to Austin Collie for 6 yards (tackle by Darrelle Revis and David Harris),0.670,0.940
4,12:39,2,4,IND 32,21,15,Curtis Painter pass incomplete short right intended for Austin Collie (defended by Darrelle Revis),0.940,0.230
4,12:35,3,4,IND 32,21,15,Curtis Painter middle for 3 yards (tackle by Bryan Thomas),0.230,-1.040
4,12:01,4,1,IND 35,21,15,"Pat McAfee punts 44 yards, fair catch by Jerricho Cotchery",-1.040,-0.340
4,11:52,1,10,NYJ 21,21,15,Shonn Greene left tackle for 12 yards (tackle by Ramon Humber),0.340,1.140
4,11:27,1,10,NYJ 33,21,15,Mark Sanchez pass complete short right to Dustin Keller for 8 yards (tackle by Aaron Francisco and Kelvin Hayden),1.140,1.670
4,10:45,2,2,NYJ 41,21,15,Thomas Jones left end for 11 yards (tackle by Freddy Keiaho),1.670,2.390
4,10:06,1,10,IND 48,21,15,Thomas Jones right end for 6 yards (tackle by Freddy Keiaho),2.390,2.660
4,9:24,2,4,IND 42,21,15,Thomas Jones right end for 3 yards (tackle by Fili Moala and Kelvin Hayden),2.660,2.340
4,8:40,3,1,IND 39,21,15,Mark Sanchez middle for 1 yard (tackle by Freddy Keiaho and Philip Wheeler),2.340,3.050
4,8:01,1,10,IND 38,21,15,Thomas Jones right tackle for 8 yards (tackle by Jamie Silva),3.050,3.590
4,7:20,2,2,IND 30,21,15,Thomas Jones right end for 29 yards (tackle by Jamie Silva),3.590,6.970
4,7:04,2,2,IND 30,21,15,Timeout #2 by Indianapolis Colts,3.590,6.970
4,7:04,1,1,IND 1,21,15,Thomas Jones middle for no gain (tackle by Philip Wheeler and Jamie Silva),6.970,5.910
4,6:23,2,1,IND 1,21,15,Thomas Jones right tackle for no gain (tackle by Ramon Humber and Freddy Keiaho),5.910,5.170
4,5:42,3,1,IND 1,27,15,"Thomas Jones right tackle for 1 yard, touchdown",5.170,7.000
4,5:42,,,,29,15,"Two Point Attempt: Mark Sanchez pass complete to Braylon Edwards, conversion succeeds",1.000,1.000
4,5:42,,,NYJ 30,29,15,"Jay Feely kicks off 65 yards, returned by Chad Simpson for 22 yards (tackle by Jamaal Westerman)",0.000,0.740
4,5:28,1,10,IND 27,29,15,Curtis Painter pass complete short middle to Tom Santi for 22 yards (tackle by Jim Leonhard),0.740,2.190
4,4:59,1,10,IND 49,29,15,Curtis Painter pass complete short left to Hank Baskett for 7 yards,2.190,2.590
4,4:52,2,3,NYJ 44,29,15,Curtis Painter pass incomplete short left intended for Jacob Tamme is intercepted by Dwight Lowery at NYJ-35 and returned for 7 yards,2.590,-1.730
4,4:46,1,10,NYJ 42,29,15,Shonn Greene right tackle for 3 yards (tackle by John Gill and Freddy Keiaho),1.730,1.590
4,4:02,2,7,NYJ 45,29,15,Shonn Greene right tackle for no gain (tackle by Eric Foster),1.590,0.890
4,3:16,3,7,NYJ 45,29,15,Shonn Greene right tackle for 13 yards (tackle by Jamie Silva),0.890,2.790
4,2:30,1,10,IND 42,29,15,Thomas Jones right tackle for 1 yard (tackle by Freddy Keiaho),2.790,2.380
4,2:00,2,9,IND 41,29,15,Thomas Jones right tackle for 2 yards (tackle by Ervin Baldwin),2.380,1.950
4,1:55,2,9,IND 41,29,15,Timeout #3 by Indianapolis Colts,2.380,1.950
4,1:55,3,7,IND 39,29,15,Thomas Jones right tackle for 5 yards (tackle by Ramon Humber and Fili Moala),1.950,1.100
4,1:10,4,2,IND 34,29,15,Thomas Jones middle for 1 yard (tackle by Jamie Silva and John Gill),1.100,-1.140
4,1:03,1,10,IND 33,29,15,Curtis Painter pass incomplete deep right intended for Tom Santi,1.140,0.590
4,0:58,2,10,IND 33,29,15,Curtis Painter pass incomplete short right intended for Jacob Tamme,0.590,-0.100
4,0:52,3,10,IND 33,29,15,Curtis Painter pass incomplete deep left intended for Jacob Tamme (defended by Dwight Lowery),-0.100,-1.180
4,0:46,4,10,IND 33,29,15,Curtis Painter sacked by Donald Strickland for -4 yards,-1.180,-3.640
4,0:39,1,10,IND 29,29,15,Mark Sanchez kneels for -1 yards,3.640,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
