0,1
Game Info,Game Info
Won Toss,Texans
Roof,outdoors
Surface,grass
Duration,3:05
Attendance,69149
Weather,"43 degrees, relative humidity 53%, wind 12 mph"
Vegas Line,Tennessee Titans -6.5
Over/Under,44.0 (under)
