#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,8:25,STL 18,4,1:35,34,Fumble
2,1,0:24,STL 20,9,4:04,61,Field Goal
3,2,8:03,STL 34,3,2:17,4,Punt
4,2,2:48,STL 43,6,1:06,30,Field Goal
5,2,1:37,NOR 21,2,0:50,6,Interception
6,2,0:47,STL 40,3,0:35,5,Punt
7,3,15:00,STL 24,3,1:01,1,Punt
8,3,13:01,STL 32,7,3:55,40,Missed FG
9,3,4:55,STL 21,3,1:38,-11,Punt
10,4,14:10,STL 20,7,3:29,73,Interception
11,4,9:44,,11,4:21,50,Touchdown
12,4,2:08,STL 30,4,2:08,15,End of Game
