#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NWE 26,8,3:28,34,Punt
2,1,10:25,NWE 37,3,2:01,4,Punt
3,1,6:33,NWE 24,11,5:23,66,Field Goal
4,2,14:00,NWE 26,10,4:43,33,Downs
5,2,9:11,PHI 35,4,1:12,35,Touchdown
6,2,4:52,NWE 27,3,2:00,6,Punt
7,2,2:52,PHI 14,2,0:43,14,Touchdown
8,2,1:09,NWE 12,3,0:23,5,Punt
9,2,0:07,NWE 20,1,0:07,-1,End of Half
10,3,12:05,NWE 47,5,2:26,-2,Punt
11,3,9:10,NWE 48,4,2:08,52,Touchdown
12,3,6:29,NWE 39,9,5:21,22,Punt
13,4,12:49,NWE 9,3,0:47,0,Punt
14,4,10:48,NWE 22,3,1:49,3,Punt
15,4,7:38,NWE 48,5,2:23,9,Punt
16,4,2:40,PHI 31,3,1:41,-10,Punt
