Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
2,7:52,2,10,STL 13,3,10,Antonio Pittman up the middle for -2 yards (tackle by Darryl Tapp),-0.770,-1.650
2,7:15,3,12,STL 11,3,10,Marc Bulger sacked by Darryl Tapp for -8 yards,-1.650,-2.490
2,6:41,4,20,STL 3,3,10,"Donnie Jones punts 64 yards, returned by Nate Burleson for 24 yards (tackle by Chris Massey)",-2.490,-2.720
2,6:28,1,10,STL 43,3,10,Shaun Alexander left end for 11 yards (tackle by Ronald Bartell),2.720,3.450
2,5:58,1,10,STL 32,3,10,Shaun Alexander right tackle for 3 yards (tackle by Will Witherspoon),3.450,3.310
2,5:14,2,7,STL 29,3,10,Matt Hasselbeck pass incomplete deep left intended for Courtney Taylor (defended by Fakhir Brown),3.310,2.610
2,5:06,3,7,STL 29,3,10,Matt Hasselbeck pass complete short left to Leonard Weaver for 9 yards (tackle by Will Witherspoon),2.610,4.240
2,4:25,1,10,STL 20,3,10,"Penalty on Chris Gray: False Start, 5 yards (no play)",4.240,3.910
2,4:08,1,15,STL 25,3,10,Matt Hasselbeck pass incomplete intended for Bobby Engram is intercepted by Ronald Bartell at STL-19 and returned for 9 yards (tackle by Nate Burleson),3.910,-0.810
2,4:00,1,10,STL 28,3,10,Marc Bulger sacked by Darryl Tapp for -8 yards. Penalty on Alex Barron: Offensive Holding (Declined),0.810,-0.820
2,3:35,,,,3,10,Timeout #1 by St. Louis Rams,0.000,-0.820
2,3:35,2,18,STL 20,3,10,Brian Leonard up the middle for 1 yard (tackle by Patrick Kerney),-0.820,-1.350
2,3:00,3,17,STL 21,3,10,Marc Bulger sacked by Darryl Tapp for -10 yards. Penalty on Richie Incognito: Offensive Holding (Declined),-1.350,-2.490
2,2:43,4,27,STL 11,3,10,"Donnie Jones punts 37 yards. Penalty on Courtney Taylor: Defensive Offside (Offsetting), Penalty on Eric Bassey: Illegal Touch Kick (Offsetting) (no play)",-2.490,-2.490
2,2:32,,,,3,10,Timeout #1 by Seattle Seahawks,0.000,-2.490
2,2:32,4,27,STL 11,3,10,"Donnie Jones punts 80 yards, returned by Nate Burleson for 16 yards (tackle by Pisa Tinoisamoa)",-2.490,-0.610
2,2:16,1,10,SEA 25,3,10,Shaun Alexander right end for no gain (tackle by La'Roi Glover),0.610,0.060
2,2:00,2,10,SEA 25,3,10,Matt Hasselbeck pass incomplete short right intended for Nate Burleson,0.060,-0.620
2,1:55,3,10,SEA 25,3,10,Matt Hasselbeck pass complete short left to Maurice Morris for 8 yards (tackle by Fakhir Brown),-0.620,-1.180
2,1:50,4,2,SEA 33,3,10,Ryan Plackemeier punts 54 yards,-1.180,0.320
2,1:38,1,10,STL 13,3,10,Marc Bulger pass complete short left to Travis Minor for 11 yards (tackle by Julian Peterson),-0.320,0.540
2,1:08,1,10,STL 24,3,10,"Penalty on Andy McCollum: False Start, 5 yards (no play)",0.540,0.130
2,1:08,1,15,STL 19,3,10,Marc Bulger pass incomplete intended for Marques Hagans,0.130,-0.740
2,1:03,2,15,STL 19,3,10,Travis Minor right tackle for 1 yard (tackle by Lofa Tatupu),-0.740,-1.220
2,0:57,,,,3,10,Timeout #2 by Seattle Seahawks,0.000,-1.220
2,0:57,3,14,STL 20,3,10,Marc Bulger pass incomplete intended for Travis Minor (defended by Darryl Tapp),-1.220,-2.030
2,0:52,4,14,STL 20,3,10,"Donnie Jones punts 44 yards, returned by Nate Burleson for 2 yards (tackle by Jonathan Wade)",-2.030,-1.470
2,0:45,1,10,SEA 38,3,10,Matt Hasselbeck pass incomplete short left intended for Bobby Engram,1.470,0.920
2,0:42,2,10,SEA 38,3,10,Matt Hasselbeck pass incomplete deep left intended for Will Heller,0.920,0.230
2,0:36,3,10,SEA 38,3,10,Matt Hasselbeck pass incomplete deep right intended for Bobby Engram,0.230,-0.850
2,0:30,4,10,SEA 38,3,10,"Ryan Plackemeier punts 46 yards, fair catch by Brandon Williams",-0.850,0.140
2,0:23,1,10,STL 16,3,10,"Penalty on Milford Brown: False Start, 5 yards (no play)",-0.140,-0.540
2,0:23,1,15,STL 11,3,10,Brian Leonard left tackle for -2 yards (tackle by Craig Terrill),-0.540,-1.290
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,3,16,"Jeff Wilkins kicks off 61 yards, returned by Nate Burleson for 91 yards, touchdown",0.000,7.000
3,,,,STL 2,3,17,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,3,17,"Josh Brown kicks off 69 yards, returned by Brandon Williams for 26 yards (tackle by Michael Green)",0.000,0.740
3,14:40,1,10,STL 27,3,17,Marc Bulger pass complete short right to Torry Holt for 9 yards. Penalty on Marcus Trufant: Illegal Contact (Declined),0.740,1.410
3,14:13,2,1,STL 36,3,17,Marc Bulger pass complete short left to Torry Holt for 7 yards (tackle by Kelly Jennings),1.410,1.800
3,13:41,1,10,STL 43,3,17,Marc Bulger pass complete short left to Torry Holt for 9 yards (tackle by Kelly Jennings),1.800,2.470
3,13:08,2,1,SEA 48,3,17,Brian Leonard up the middle for 3 yards (tackle by Lofa Tatupu),2.470,2.590
3,12:34,1,10,SEA 45,3,17,Marc Bulger pass complete deep right to Torry Holt for 28 yards (tackle by Brian Russell),2.590,4.440
3,11:52,1,10,SEA 17,3,17,Marc Bulger pass incomplete deep middle intended for Torry Holt,4.440,3.850
3,11:48,2,10,SEA 17,3,17,Marc Bulger pass complete short right to Randy McMichael for 7 yards (tackle by Deon Grant),3.850,4.340
3,11:13,3,3,SEA 10,3,17,Marc Bulger pass complete short right to Travis Minor for -1 yards (tackle by LeRoy Hill),4.340,2.770
3,10:37,4,4,SEA 11,6,17,Jeff Wilkins 29 yard field goal good,2.770,3.000
3,,,,STL 30,6,17,"Jeff Wilkins kicks off 64 yards, returned by Nate Burleson for 26 yards (tackle by Richard Owens)",0.000,1.070
3,10:26,1,10,SEA 32,6,17,Matt Hasselbeck pass incomplete short left intended for Bobby Engram (defended by Fakhir Brown),1.070,0.530
3,10:21,2,10,SEA 32,6,17,Matt Hasselbeck pass incomplete intended for Will Heller,0.530,-0.160
3,10:17,3,10,SEA 32,6,17,Matt Hasselbeck pass complete short left to Leonard Weaver for 13 yards (tackle by O.J. Atogwe),-0.160,1.930
3,9:36,1,10,SEA 45,6,17,Shaun Alexander left tackle for 2 yards (tackle by Adam Carriker and Clifton Ryan),1.930,1.650
3,9:02,2,8,SEA 47,6,17,Matt Hasselbeck pass complete short right to Bobby Engram for 17 yards (tackle by Tye Hill),1.650,3.180
3,8:28,1,10,STL 36,6,17,Shaun Alexander right guard for 6 yards (tackle by Will Witherspoon),3.180,3.450
3,7:51,2,4,STL 30,6,17,Shaun Alexander left tackle for -2 yards (tackle by Victor Adeyanju),3.450,2.480
3,7:13,3,6,STL 32,6,17,Matt Hasselbeck pass complete short right to Bobby Engram for 2 yards (tackle by Leonard Little),2.480,1.460
3,6:34,4,4,STL 30,6,20,Josh Brown 48 yard field goal good,1.460,3.000
3,,,,SEA 30,6,20,"Josh Brown kicks off 68 yards, returned by Brandon Williams for 27 yards (tackle by Niko Koutouvides)",0.000,0.870
3,6:23,1,10,STL 29,6,20,Marc Bulger sacked by Patrick Kerney for -8 yards,0.870,-0.750
3,5:45,2,18,STL 21,6,20,Marc Bulger pass incomplete short left intended for Torry Holt,-0.750,-1.420
3,5:41,3,18,STL 21,6,20,"Marc Bulger sacked by Darryl Tapp for -5 yards. Marc Bulger fumbles (forced by Darryl Tapp), recovered by Jordan Babineaux at STL-21 (tackle by Andy McCollum)",-1.420,-4.170
3,5:34,1,10,STL 21,6,20,Shaun Alexander up the middle for -1 yards (tackle by Victor Adeyanju),4.170,3.490
3,4:52,2,11,STL 22,6,20,Matt Hasselbeck pass incomplete short left intended for Nate Burleson,3.490,2.810
3,4:49,3,11,STL 22,6,20,Shaun Alexander left end for -5 yards (tackle by La'Roi Glover),2.810,1.670
3,4:04,4,16,STL 27,6,23,Josh Brown 45 yard field goal good,1.670,3.000
3,,,,SEA 30,6,23,"Josh Brown kicks off 69 yards, returned by Brandon Williams for 22 yards (tackle by Niko Koutouvides)",0.000,0.480
3,3:54,1,10,STL 23,6,23,Antonio Pittman left end for 4 yards (tackle by Lofa Tatupu),0.480,0.470
3,3:16,2,6,STL 27,6,23,Marc Bulger pass incomplete short left intended for Torry Holt,0.470,-0.230
3,3:12,3,6,STL 27,6,23,Marc Bulger pass complete short left to Randy McMichael for 8 yards (tackle by Deon Grant),-0.230,1.270
3,2:35,1,10,STL 35,6,23,Marc Bulger pass complete short right to Travis Minor for 20 yards (tackle by Marcus Trufant),1.270,2.590
3,1:56,1,10,SEA 45,6,23,Antonio Pittman left tackle for 7 yards (tackle by Baraka Atkins),2.590,2.990
3,1:21,2,3,SEA 38,6,23,Marc Bulger pass complete short right to Travis Minor for 2 yards (tackle by Julian Peterson),2.990,2.540
3,0:42,3,1,SEA 36,6,23,Brian Leonard left tackle for 6 yards (tackle by Ellis Wyms),2.540,3.580
3,0:04,1,10,SEA 30,6,23,Antonio Pittman up the middle for -1 yards (tackle by Deon Grant and Baraka Atkins),3.580,2.900
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,SEA 31,6,23,Marc Bulger pass incomplete short middle intended for Randy McMichael (defended by LeRoy Hill),2.900,2.210
4,14:57,3,11,SEA 31,6,23,Marc Bulger pass complete short middle to Travis Minor for 5 yards (tackle by Lofa Tatupu),2.210,1.760
4,14:14,4,6,SEA 26,6,23,Jeff Wilkins 44 yard field goal no good,1.760,-1.200
4,14:09,1,10,SEA 34,6,23,Leonard Weaver left tackle for 7 yards (tackle by Pisa Tinoisamoa),1.200,1.600
4,13:29,2,3,SEA 41,6,23,Matt Hasselbeck pass complete short right to Courtney Taylor for 7 yards (tackle by Tye Hill),1.600,2.130
4,12:53,1,10,SEA 48,6,23,Shaun Alexander up the middle for 1 yard (tackle by James Hall),2.130,1.720
4,12:15,2,9,SEA 49,6,23,Matt Hasselbeck pass incomplete short right intended for Shaun Alexander,1.720,1.020
4,12:10,3,9,SEA 49,6,23,"Penalty on Nate Burleson: False Start, 5 yards (no play)",1.020,0.370
4,12:10,3,14,SEA 44,6,23,Matt Hasselbeck sacked by La'Roi Glover for -6 yards,0.370,-0.850
4,11:30,4,20,SEA 38,6,23,Ryan Plackemeier punts 42 yards,-0.850,-0.280
4,11:19,1,10,STL 20,6,23,Marc Bulger pass complete deep left to Isaac Bruce for 21 yards,0.280,1.660
4,10:58,1,10,STL 41,6,23,Marc Bulger pass complete short right to Torry Holt for 4 yards (tackle by Marcus Trufant),1.660,1.660
4,10:28,2,6,STL 45,6,23,Marc Bulger pass complete short left to Travis Taylor for 4 yards (tackle by Jordan Babineaux),1.660,1.490
4,9:53,3,2,STL 49,6,23,Marc Bulger pass complete short right to Marques Hagans for 9 yards (tackle by Jordan Babineaux),1.490,2.790
4,9:20,1,10,SEA 42,6,23,Marc Bulger pass incomplete intended for Torry Holt (defended by Lofa Tatupu),2.790,2.240
4,9:16,2,10,SEA 42,6,23,Marc Bulger pass incomplete short right intended for Torry Holt,2.240,1.550
4,9:12,3,10,SEA 42,6,23,"Marc Bulger sacked by LeRoy Hill for -11 yards. Marc Bulger fumbles (forced by LeRoy Hill), recovered by Rocky Bernard at STL-44 (tackle by Claude Terrell)",1.550,-2.650
4,9:06,1,10,STL 44,6,23,"Shaun Alexander right guard for 8 yards (tackle by Will Witherspoon). Penalty on Clifton Ryan: Defensive Holding, 5 yards",2.650,3.510
4,8:31,1,10,STL 31,6,23,Maurice Morris left guard for 3 yards (tackle by Victor Adeyanju),3.510,3.370
4,7:52,2,7,STL 28,6,23,Leonard Weaver up the middle for 3 yards (tackle by Victor Adeyanju),3.370,3.070
4,7:13,3,4,STL 25,6,23,Matt Hasselbeck pass incomplete deep right intended for Ben Obomanu (defended by Tye Hill),3.070,1.880
4,7:07,4,4,STL 25,6,26,Josh Brown 43 yard field goal good,1.880,3.000
4,,,,SEA 30,6,26,"Josh Brown kicks off 71 yards, returned by Brandon Williams for 23 yards (tackle by Will Herring). Penalty on Eric Bassey: Offensive Holding, 10 yards",0.000,-0.350
4,6:57,1,10,STL 12,6,26,Marc Bulger pass incomplete intended for Brian Leonard is intercepted by Julian Peterson at STL-14,-0.350,-4.650
4,6:50,1,10,STL 14,6,26,Shaun Alexander right guard for 3 yards (tackle by Victor Adeyanju and La'Roi Glover),4.650,4.520
4,6:15,2,7,STL 11,6,32,"Matt Hasselbeck pass complete short right to Will Heller for 11 yards, touchdown",4.520,7.000
4,,,,STL 2,6,33,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,6,33,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
4,6:08,1,10,STL 20,6,33,Marc Bulger pass incomplete short right intended for Travis Taylor,0.280,-0.270
4,6:05,2,10,STL 20,6,33,Marc Bulger pass incomplete short right intended for Marques Hagans (defended by Marcus Trufant),-0.270,-0.960
4,6:02,3,10,STL 20,6,33,Marc Bulger pass complete short middle to Marques Hagans for 7 yards (tackle by Jordan Babineaux),-0.960,-1.570
4,5:29,4,3,STL 27,6,33,"Donnie Jones punts 43 yards, returned by Nate Burleson for -1 yards",-1.570,-0.870
4,5:18,1,10,SEA 29,6,33,Maurice Morris left tackle for 3 yards (tackle by Will Witherspoon),0.870,0.730
4,4:37,2,7,SEA 32,6,33,Maurice Morris right tackle for 1 yard (tackle by Corey Chavous),0.730,0.170
4,3:56,3,6,SEA 33,6,33,"Maurice Morris right end for no gain (tackle by Will Witherspoon). Penalty on James Hall: Defensive Offside, 5 yards (no play)",0.170,0.830
4,3:52,3,1,SEA 38,6,33,Maurice Morris left guard for no gain (tackle by Will Witherspoon and James Hall),0.830,-0.850
4,3:11,4,1,SEA 38,6,33,"Ryan Plackemeier punts 62 yards, touchback",-0.850,-0.280
4,3:02,1,10,STL 20,6,33,"Marc Bulger pass incomplete short left intended for Torry Holt. Penalty on Marcus Trufant: Illegal Contact, 5 yards (no play)",0.280,0.610
4,2:57,1,10,STL 25,6,33,Marc Bulger pass complete short left to Torry Holt for 8 yards (tackle by LeRoy Hill),0.610,1.140
4,2:30,2,2,STL 33,6,33,"Penalty on Alex Barron: False Start, 5 yards (no play)",1.140,0.470
4,2:30,2,7,STL 28,6,33,Marc Bulger pass complete short left to Torry Holt for 13 yards,0.470,1.660
4,2:25,1,10,STL 41,6,33,Marc Bulger pass complete short right to Torry Holt for 4 yards (tackle by Jordan Babineaux),1.660,1.660
4,2:00,2,6,STL 45,6,33,Marc Bulger pass complete deep middle to Randy McMichael for 19 yards (tackle by Marcus Trufant),1.660,3.180
4,1:33,1,10,SEA 36,6,33,Marc Bulger pass incomplete short left intended for Brian Leonard (defended by Niko Koutouvides),3.180,2.640
4,1:28,2,10,SEA 36,6,33,Marc Bulger pass incomplete deep middle intended for Travis Taylor is intercepted by Deon Grant at SEA-3,2.640,0.380
4,1:20,1,10,SEA 3,6,33,Maurice Morris left end for 21 yards (tackle by James Hall),-0.380,0.540
4,0:32,1,10,SEA 24,6,33,Maurice Morris right tackle for no gain (tackle by Clifton Ryan),0.540,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
