Quarter,Time,Tm,Detail,STL,SEA
1.0,7:40,Seahawks,Will Heller 1 yard pass from Matt Hasselbeck (Josh Brown kick),0,7
,1:02,Rams,Jeff Wilkins 31 yard field goal,3,7
2.0,10:15,Seahawks,Josh Brown 38 yard field goal,3,10
3.0,14:47,Seahawks,Nate Burleson 91 yard kickoff return (Josh Brown kick),3,17
,10:33,Rams,Jeff Wilkins 29 yard field goal,6,17
,6:29,Seahawks,Josh Brown 48 yard field goal,6,20
,4:00,Seahawks,Josh Brown 45 yard field goal,6,23
4.0,7:02,Seahawks,Josh Brown 43 yard field goal,6,26
,6:08,Seahawks,Will Heller 11 yard pass from Matt Hasselbeck (Josh Brown kick),6,33
