Quarter,Time,Tm,Detail,BUF,WAS
1.0,9:29,Bills,Tyler Bass 36 yard field goal,3,0
,0:41,Bills,Gabriel Davis 35 yard pass from Josh Allen (Tyler Bass kick),10,0
2.0,1:55,Bills,Tyler Bass 54 yard field goal,13,0
,0:19,Bills,Tyler Bass 32 yard field goal,16,0
4.0,10:37,Bills,Josh Allen 10 yard rush (Tyler Bass kick),23,0
,10:01,Bills,A.J. Epenesa 32 yard interception return (Tyler Bass kick),30,0
,2:15,Bills,Latavius Murray 2 yard rush (Tyler Bass kick),37,0
,0:46,Commanders,Joey Slye 51 yard field goal,37,3
