Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
2,14:03,1,10,BAL 31,0,3,"Joe Flacco sacked by Jeremy Mincey for -7 yards. Joe Flacco fumbles (forced by Jeremy Mincey), recovered by Joe Flacco at BAL-24",1.000,-0.490
2,13:29,2,17,BAL 24,0,3,Joe Flacco pass incomplete short left intended for Anquan Boldin,-0.490,-1.150
2,13:25,3,17,BAL 24,0,3,Joe Flacco pass complete short middle to Ray Rice for 10 yards (tackle by Drew Coleman),-1.150,-1.110
,,,,,,,"BAL challenged the fumble ruling, and the original play was overturned.",,
2,13:09,4,7,BAL 34,0,3,Sam Koch punts 54 yards,-1.110,0.350
2,12:56,1,10,JAX 12,0,3,Maurice Jones-Drew up the middle for 3 yards (tackle by Jameel McClain),-0.350,-0.500
2,12:12,2,7,JAX 15,0,3,Blaine Gabbert pass incomplete short left intended for Cecil Shorts,-0.500,-1.070
2,12:09,3,7,JAX 15,0,3,Blaine Gabbert sacked by Paul Kruger for -6 yards,-1.070,-2.490
2,11:38,4,13,JAX 9,0,3,"Nick Harris punts 40 yards, returned by Lardarius Webb for 4 yards (tackle by Russell Allen)",-2.490,-2.590
2,11:28,1,10,JAX 45,0,3,Joe Flacco pass complete short right to Dennis Pitta for -5 yards (tackle by D'Anthony Smith),2.590,1.370
2,10:44,2,15,,0,3,"Joe Flacco pass complete short right to Ray Rice for no gain. Penalty on Michael Oher: Offensive Holding, 10 yards (no play)",1.370,0.020
2,10:13,2,25,BAL 40,0,3,Joe Flacco pass incomplete short middle intended for Ray Rice,0.020,-0.630
2,10:07,3,25,BAL 40,0,3,"Joe Flacco for 14 yards. Penalty on Michael Oher: Offensive Holding, 10 yards (no play)",-0.630,-1.950
2,9:33,3,35,BAL 30,0,3,Joe Flacco pass complete short middle to Joe Flacco for -8 yards (tackle by Paul Posluszny),-1.950,-1.900
2,8:49,4,43,BAL 22,0,3,"Sam Koch punts 58 yards, returned by Mike Thomas for 7 yards (tackle by Brendon Ayanbadejo)",-1.900,-0.740
2,8:38,1,10,JAX 27,0,3,Blaine Gabbert pass complete short right to Jason Hill for 24 yards (tackle by Ed Reed),0.740,2.320
2,8:04,1,10,BAL 49,0,3,Blaine Gabbert pass complete short left to Mike Sims-Walker for 11 yards (tackle by Cary Williams),2.320,3.050
2,7:21,1,10,BAL 38,0,3,Blaine Gabbert pass incomplete deep right intended for Cecil Shorts,3.050,2.510
2,7:15,2,10,BAL 38,0,3,Maurice Jones-Drew up the middle for 2 yards (tackle by Brandon McKinney and Cary Williams),2.510,2.080
2,6:31,3,8,BAL 36,0,3,Blaine Gabbert sacked by Pernell McPhee and Brendon Ayanbadejo for -4 yards,2.080,0.590
2,6:10,4,12,BAL 40,0,3,"Nick Harris punts 40 yards, touchback. Penalty on Paul Kruger: Running Into the Kicker, 5 yards (no play)",0.590,0.970
2,6:03,4,7,BAL 35,0,6,Josh Scobee 54 yard field goal good,0.970,3.000
2,,,,JAX 35,0,6,"Josh Scobee kicks off 73 yards, returned by David Reed for 37 yards (tackle by Chris Prosinski). Penalty on Prescott Burgess: Offensive Holding, 10 yards",0.000,-0.220
2,5:52,1,10,BAL 15,0,6,Ricky Williams up the middle for 2 yards (tackle by Clint Session),-0.220,-0.440
2,5:13,2,8,BAL 17,0,6,Joe Flacco pass incomplete deep left intended for Torrey Smith,-0.440,-1.120
2,5:05,3,8,BAL 17,0,6,Joe Flacco pass incomplete short right intended for Anquan Boldin,-1.120,-2.320
2,5:00,4,8,BAL 17,0,6,Sam Koch punts 48 yards,-2.320,-1.270
2,4:53,1,10,JAX 35,0,6,"Maurice Jones-Drew up the middle for 6 yards (tackle by Bernard Pollard). Penalty on Brad Meester: Offensive Holding, 10 yards (no play)",1.270,0.610
,,,,,,,"JAX challenged the fumble ruling, and the original play was overturned.",,
2,4:26,1,20,JAX 25,0,6,Maurice Jones-Drew left end for 6 yards (tackle by Haloti Ngata and Jarret Johnson),0.610,0.180
2,3:41,2,14,JAX 31,0,6,"Blaine Gabbert for no gain. Blaine Gabbert fumbles, recovered by Uche Nwaneri at JAX-28",0.180,-0.890
2,2:44,,,,0,6,Timeout #3 by Jacksonville Jaguars,0.000,-0.890
2,2:44,3,17,JAX 28,0,6,Blaine Gabbert pass incomplete short right intended for Jason Hill,-0.890,-1.500
2,2:40,4,17,JAX 28,0,6,Nick Harris punts 40 yards,-1.500,-1.070
2,2:28,1,10,BAL 32,0,6,Joe Flacco pass complete short right to Ed Dickson for 6 yards (tackle by D'Anthony Smith),1.070,1.340
2,2:00,2,4,BAL 38,0,6,"Penalty on Andre Gurode: False Start, 5 yards (no play)",1.340,0.660
2,2:00,2,9,BAL 33,0,6,Joe Flacco pass incomplete short right intended for Ray Rice,0.660,-0.030
2,1:56,3,9,BAL 33,0,6,Ray Rice up the middle for 4 yards (tackle by Paul Posluszny),-0.030,-0.910
2,1:10,,,,0,6,Timeout #2 by Baltimore Ravens,0.000,-0.910
2,1:10,4,5,BAL 37,0,6,"Sam Koch punts 53 yards, returned by Mike Thomas for no gain",-0.910,0.380
2,1:00,1,10,JAX 10,0,6,Maurice Jones-Drew up the middle for 6 yards (tackle by Bernard Pollard),-0.380,-0.230
2,0:20,2,4,JAX 16,0,6,Maurice Jones-Drew left end for 2 yards (tackle by Cary Williams and Prescott Burgess),-0.230,-0.480
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,0,6,"Billy Cundiff kicks off 69 yards, returned by Deji Karim for 24 yards (tackle by Prescott Burgess)",0.000,0.280
3,14:55,1,10,JAX 20,0,6,"Maurice Jones-Drew up the middle for 8 yards (tackle by Bernard Pollard). Maurice Jones-Drew fumbles (forced by Bernard Pollard), recovered by Maurice Jones-Drew at JAX-28",0.280,0.810
3,14:15,2,2,JAX 28,0,6,Maurice Jones-Drew up the middle for 2 yards (tackle by Terrell Suggs),0.810,0.940
3,13:29,1,10,JAX 30,0,6,Maurice Jones-Drew left guard for 3 yards (tackle by Terrence Cody),0.940,0.800
3,12:49,2,7,JAX 33,0,6,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis,0.800,0.100
3,12:39,3,7,JAX 33,0,6,"Blaine Gabbert pass incomplete short middle intended for Deji Karim. Penalty on Bernard Pollard: Unnecessary Roughness, 15 yards (no play)",0.100,2.130
3,12:36,1,10,JAX 48,0,6,Maurice Jones-Drew up the middle for 4 yards (tackle by Cary Williams),2.130,2.120
3,11:50,2,6,BAL 48,0,6,Maurice Jones-Drew up the middle for 3 yards (tackle by Ray Lewis),2.120,1.820
3,11:04,3,3,BAL 45,0,6,Blaine Gabbert pass complete short middle to Jason Hill for 8 yards (tackle by Danny Gorrer). Penalty on Danny Gorrer: Defensive Holding (Declined),1.820,3.120
3,10:36,1,10,BAL 37,0,6,Blaine Gabbert pass complete short left to Marcedes Lewis for 13 yards (tackle by Cary Williams),3.120,3.970
3,9:55,1,10,BAL 24,0,6,Deji Karim left end for 7 yards (tackle by Jameel McClain and Cary Williams),3.970,4.460
3,9:12,2,3,BAL 17,0,6,Deji Karim up the middle for 5 yards (tackle by Ray Lewis),4.460,4.780
3,8:25,1,10,BAL 12,0,6,Blaine Gabbert pass incomplete short middle intended for Jason Hill (defended by Cary Williams),4.780,4.100
3,8:21,2,10,BAL 12,0,6,Maurice Jones-Drew up the middle for 5 yards (tackle by Jameel McClain and Terrence Cody),4.100,4.160
3,7:58,3,5,BAL 7,0,6,"Deji Karim up the middle for no gain (tackle by Pernell McPhee and Jarret Johnson). Penalty on Brendon Ayanbadejo: Disqualification, 4 yards",4.160,6.510
3,7:30,1,3,BAL 3,0,6,Maurice Jones-Drew left end for -1 yards (tackle by Terrell Suggs),6.510,5.340
3,6:45,2,4,BAL 4,0,6,Blaine Gabbert pass incomplete short left intended for Greg Jones,5.340,4.490
3,6:39,3,4,BAL 4,0,6,Blaine Gabbert pass incomplete short left intended for Marcedes Lewis (defended by Bernard Pollard),4.490,3.030
3,6:33,4,4,BAL 4,0,9,Josh Scobee 22 yard field goal good,3.030,3.000
3,,,,JAX 35,0,9,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
3,6:29,1,10,BAL 20,0,9,Ray Rice right end for 2 yards (tackle by D'Anthony Smith),0.280,0.000
3,5:58,2,8,BAL 22,0,9,Joe Flacco pass complete short right to Anquan Boldin for 7 yards (tackle by Rashean Mathis),0.000,0.230
3,5:29,3,1,BAL 29,0,9,Ray Rice right end for 12 yards (tackle by Derek Cox),0.230,1.660
3,4:55,1,10,BAL 41,0,9,Joe Flacco pass incomplete deep middle intended for Anquan Boldin,1.660,1.120
3,4:46,2,10,BAL 41,0,9,Joe Flacco pass complete short left to Ed Dickson for 8 yards (tackle by D'Anthony Smith),1.120,1.490
3,4:15,,,,0,9,Timeout #1 by Baltimore Ravens,0.000,1.490
3,4:15,3,2,BAL 49,0,9,"Penalty on Matt Roth: Neutral Zone Infraction, 5 yards (no play)",1.490,2.520
3,4:15,1,10,JAX 46,0,9,Ray Rice right end for 4 yards (tackle by Clint Session),2.520,2.520
3,3:34,2,6,JAX 42,0,9,Joe Flacco pass complete short middle to Anquan Boldin for 14 yards (tackle by Dawan Landry). Penalty on Clint Session: Defensive Offside (Declined),2.520,3.710
3,3:10,1,10,JAX 28,0,9,Joe Flacco pass incomplete deep right intended for Torrey Smith,3.710,3.170
3,3:04,2,10,JAX 28,0,9,Ray Rice up the middle for 1 yard (tackle by Leger Douzable and Matt Roth),3.170,2.610
3,3:04,3,9,JAX 27,0,9,Joe Flacco sacked by Dwight Lowery for -7 yards,2.610,1.060
3,1:43,4,16,JAX 34,0,9,Billy Cundiff 52 yard field goal no good,1.060,-1.730
3,1:37,1,10,JAX 42,0,9,Maurice Jones-Drew up the middle for 2 yards (tackle by Jameel McClain),1.730,1.460
3,0:59,2,8,JAX 44,0,9,Maurice Jones-Drew up the middle for 7 yards (tackle by Ray Lewis),1.460,1.690
3,0:13,3,1,BAL 49,0,9,Blaine Gabbert up the middle for 2 yards (tackle by Haloti Ngata and Cory Redding),1.690,2.460
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 47,0,9,Maurice Jones-Drew up the middle for 3 yards (tackle by Jameel McClain),2.460,2.320
4,14:23,2,7,BAL 44,0,9,Maurice Jones-Drew up the middle for 2 yards (tackle by Cory Redding),2.320,1.880
4,13:42,3,5,BAL 42,0,9,Blaine Gabbert pass incomplete short right intended for Mike Sims-Walker (defended by Ray Lewis),1.880,0.460
4,13:37,4,5,BAL 42,0,9,Nick Harris punts 41 yards,0.460,0.380
4,13:27,1,10,BAL 1,0,9,"Joe Flacco pass incomplete deep right intended for Torrey Smith. Penalty on Dwight Lowery: Defensive Pass Interference, 50 yards (no play)",-0.380,2.320
,,,,,,,"JAX challenged the runner was in bounds ruling, and the play was upheld.",,
4,13:17,1,10,JAX 49,0,9,Joe Flacco pass complete short right to Ray Rice for -4 yards (tackle by Terrance Knighton),2.320,1.240
4,12:34,2,14,BAL 47,0,9,"Joe Flacco pass complete short middle to Ed Dickson for 5 yards (tackle by D'Anthony Smith). Penalty on BAL: Illegal Formation, 6 yards (no play)",1.240,0.430
4,12:08,2,20,BAL 41,0,9,Joe Flacco sacked by D'Anthony Smith for -11 yards,0.430,-1.680
4,11:30,3,31,BAL 30,0,9,Joe Flacco pass complete short middle to Anquan Boldin for 14 yards (tackle by Dawan Landry),-1.680,-0.460
4,10:52,4,17,BAL 44,0,9,"Sam Koch punts 56 yards, touchback. Penalty on Russell Allen: Offensive Holding, 10 yards",-0.460,0.380
4,10:31,1,10,JAX 10,0,9,Deji Karim up the middle for no gain (tackle by Ray Lewis),-0.380,-0.780
4,9:57,2,10,JAX 10,0,9,Blaine Gabbert pass complete short middle to Jason Hill for 24 yards (tackle by Jarret Johnson),-0.780,1.200
4,9:09,1,10,JAX 34,0,9,Deji Karim up the middle for 5 yards (tackle by Lardarius Webb and Jarret Johnson),1.200,1.330
4,8:22,2,5,JAX 39,0,9,Deji Karim up the middle for 9 yards (tackle by Bernard Pollard),1.330,2.130
4,7:45,1,10,JAX 48,0,9,Maurice Jones-Drew left guard for 1 yard (tackle by Brandon McKinney),2.130,1.720
4,7:01,2,9,JAX 49,0,9,Maurice Jones-Drew up the middle for 6 yards (tackle by Jarret Johnson),1.720,1.820
4,6:16,3,3,BAL 45,0,9,Maurice Jones-Drew up the middle for 1 yard (tackle by Ray Lewis),1.820,0.330
4,5:30,4,2,BAL 44,0,9,"Nick Harris punts 34 yards, fair catch by Lardarius Webb",0.330,0.380
4,5:22,1,10,BAL 10,0,9,Joe Flacco pass complete short right to Ed Dickson for 5 yards (tackle by Dawan Landry),-0.380,-0.350
4,5:05,2,5,BAL 15,0,9,Joe Flacco pass complete short right to Ray Rice for 9 yards (tackle by Rashean Mathis),-0.350,0.540
4,4:29,1,10,BAL 24,0,9,Joe Flacco pass complete short right to Torrey Smith for 9 yards (tackle by Rashean Mathis),0.540,1.210
4,4:00,2,1,BAL 33,0,9,Joe Flacco pass complete short left to Dennis Pitta for 3 yards (tackle by Dawan Landry),1.210,1.330
4,3:56,1,10,BAL 36,0,9,Joe Flacco pass complete short left to Ray Rice for 9 yards (tackle by Dawan Landry and Derek Cox),1.330,2.010
4,3:30,2,1,BAL 45,0,9,Joe Flacco pass incomplete short left intended for Anquan Boldin,2.010,1.290
4,3:25,3,1,BAL 45,0,9,Joe Flacco pass complete short right to Ed Dickson for 4 yards (tackle by Dawan Landry),1.290,2.190
4,2:58,1,10,BAL 49,0,9,Joe Flacco pass incomplete deep left intended for Anquan Boldin,2.190,1.650
4,2:50,2,10,BAL 49,0,9,Joe Flacco pass complete short left to Dennis Pitta for 15 yards (tackle by John Chick),1.650,3.180
4,2:42,1,10,JAX 36,0,9,Joe Flacco pass incomplete deep right intended for David Reed,3.180,2.640
4,2:37,2,10,JAX 36,0,9,Joe Flacco pass complete short left to Ray Rice for 11 yards (tackle by Paul Posluszny),2.640,3.910
4,2:12,1,10,JAX 25,0,9,Joe Flacco pass complete deep right to Torrey Smith for 20 yards (tackle by Dwight Lowery),3.910,6.060
4,2:06,1,5,JAX 5,6,9,"Joe Flacco pass complete short middle to Anquan Boldin for 5 yards, touchdown",6.060,7.000
4,,,,JAX 2,7,9,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,BAL 35,7,9,"Billy Cundiff kicks onside 7 yards. Penalty on Haruki Nakamura: Illegal Touch Kick, 5 yards",0.000,3.120
4,2:02,1,10,BAL 37,7,9,Maurice Jones-Drew up the middle for 2 yards (tackle by Ray Lewis),3.120,2.840
4,1:57,2,8,BAL 35,7,9,Maurice Jones-Drew up the middle for 1 yard (tackle by Brandon McKinney),2.840,2.280
4,1:52,,,,7,9,Timeout #2 by Baltimore Ravens,0.000,2.280
4,1:52,3,7,BAL 34,7,9,Maurice Jones-Drew up the middle for 1 yard (tackle by Arthur Jones and Terrence Cody),2.280,1.160
4,1:48,,,,7,9,Timeout #3 by Baltimore Ravens,0.000,1.160
4,1:48,4,6,BAL 33,7,12,Josh Scobee 51 yard field goal good,1.160,3.000
4,,,,JAX 35,7,12,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,1:43,1,10,BAL 20,7,12,Joe Flacco pass incomplete deep left intended for Anquan Boldin,0.280,-0.270
4,1:38,2,10,BAL 20,7,12,"Joe Flacco pass incomplete short middle intended for Ed Dickson is intercepted by Drew Coleman at BAL-30 and returned for 1 yard. Penalty on Marshall Yanda: Unnecessary Roughness, 15 yards",-0.270,-4.650
4,1:25,1,10,BAL 14,7,12,Blaine Gabbert kneels for -1 yards,4.650,3.850
4,0:51,2,11,BAL 15,7,12,Blaine Gabbert kneels for -1 yards,3.850,3.000
4,0:27,3,12,BAL 16,7,12,Blaine Gabbert kneels for -1 yards,3.000,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
