Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
1,9:09,1,10,PIT 23,0,3,Jerome Bettis left tackle for 4 yards (tackle by Sammy Knight and Charlie Clemons),0.480,0.470
1,8:32,2,6,PIT 27,0,3,Tommy Maddox pass complete to Plaxico Burress for 11 yards (tackle by Fred Thomas and Jay Bellamy),0.470,1.470
1,7:54,1,10,PIT 38,0,3,Jerome Bettis right tackle for -3 yards (tackle by Charles Grant),1.470,0.520
1,7:13,2,13,PIT 35,0,3,Jerome Bettis right tackle for 3 yards (tackle by Norman Hand),0.520,0.230
1,6:33,3,10,PIT 38,0,3,Tommy Maddox pass incomplete intended for Verron Haynes,0.230,-0.850
1,6:28,4,10,PIT 38,0,3,"Josh Miller punts 50 yards, returned by Michael Lewis for 10 yards (tackle by James Farrior)",-0.850,-0.410
1,6:15,1,10,NOR 22,0,3,Aaron Brooks pass complete to David Sloan for 8 yards (tackle by Aaron Smith and Larry Foote),0.410,0.950
1,5:33,2,2,NOR 30,0,3,Aaron Brooks pass incomplete intended for David Sloan (defended by James Farrior),0.950,0.230
1,5:24,3,2,NOR 30,0,3,Aaron Brooks pass complete to Deuce McAllister for 3 yards (tackle by Lee Flowers),0.230,1.140
1,4:42,1,10,NOR 33,0,3,Deuce McAllister right tackle for 4 yards (tackle by Joey Porter),1.140,1.130
1,4:01,2,6,NOR 37,0,3,"Deuce McAllister right tackle for 5 yards (tackle by Larry Foote and Brent Alexander). Penalty on James Farrior: Unnecessary Roughness, 15 yards",1.130,2.720
1,3:30,1,10,PIT 43,0,3,Aaron Brooks pass complete to Deuce McAllister for 17 yards (tackle by Brent Alexander),2.720,3.840
1,2:42,1,10,PIT 26,0,3,Aaron Brooks pass incomplete intended for David Sloan,3.840,3.300
1,2:35,2,10,PIT 26,0,3,Deuce McAllister right end for 11 yards (tackle by Aaron Smith and Brent Alexander),3.300,4.580
1,1:46,2,10,PIT 26,,,Timeout #1 by New Orleans Saints,3.300,4.580
1,1:46,1,10,PIT 15,0,9,"Aaron Brooks pass complete to Jerome Pathon for 15 yards, touchdown",4.580,7.000
1,1:46,,,PIT 15,0,10,John Carney kicks extra point good,0.000,0.000
1,1:46,,,NOR 30,0,10,"Toby Gowin kicks off 63 yards, returned by Antwaan Randle El for 16 yards (tackle by Mel Mitchell)",0.000,0.480
1,1:33,1,10,PIT 23,0,10,Tommy Maddox pass incomplete intended for Jerame Tuman (defended by Sedrick Hodge),0.480,-0.070
1,1:28,2,10,PIT 23,0,10,Amos Zereoue left end for 2 yards (tackle by Darren Howard). Penalty on Antwaan Randle El: Illegal Crackback (Declined),-0.070,-0.490
1,0:51,3,8,PIT 25,0,10,Tommy Maddox sacked by Darrin Smith for -8 yards,-0.490,-2.320
1,0:38,4,16,PIT 17,0,10,"Josh Miller punts 43 yards, returned by Michael Lewis for 9 yards (tackle by James Farrior)",-2.320,-2.190
1,0:26,1,10,NOR 49,0,10,Deuce McAllister right guard for 1 yard (tackle by Aaron Smith),2.190,1.780
Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,,0,10,Aaron Brooks pass complete to Joe Horn for 8 yards (tackle by Chad Scott),1.780,2.150
2,14:22,3,1,PIT 42,0,10,Aaron Brooks left guard for 2 yards (tackle by Larry Foote),2.150,2.920
2,13:44,1,10,PIT 40,0,10,Deuce McAllister left end for 8 yards (tackle by Aaron Smith and Lee Flowers),2.920,3.450
2,13:05,2,2,PIT 32,0,10,Aaron Brooks pass incomplete intended for Joe Horn,3.450,2.740
2,13:00,3,2,PIT 32,0,10,Aaron Brooks pass complete to Joe Horn for 5 yards (tackle by Jason Gildon),2.740,3.780
2,12:16,1,10,PIT 27,0,10,Aaron Brooks pass incomplete intended for Jerome Pathon,3.780,3.230
2,12:11,2,10,PIT 27,0,10,Aaron Brooks pass incomplete intended for Boo Williams (defended by Hank Poteat),3.230,2.540
2,12:06,3,10,PIT 27,0,10,Aaron Brooks sacked by Jason Gildon for -3 yards,2.540,1.410
2,11:31,4,13,PIT 30,0,13,John Carney 48 yard field goal good,1.410,3.000
2,11:31,,,NOR 30,0,13,"Toby Gowin kicks off 68 yards, returned by Lee Mays for 21 yards (tackle by Travis Carroll)",0.000,0.480
2,11:19,1,10,PIT 23,0,13,Jerome Bettis right guard for 13 yards (tackle by Jay Bellamy),0.480,1.330
2,10:42,1,10,PIT 36,0,13,Jerome Bettis left tackle for 4 yards (tackle by Charlie Clemons and Darrin Smith),1.330,1.330
2,10:01,2,6,PIT 40,0,13,Jerome Bettis right end for no gain (tackle by Darrin Smith),1.330,0.630
2,9:19,3,6,PIT 40,0,13,"Penalty on Grady Jackson: Encroachment, 5 yards (no play)",0.630,1.290
2,9:03,3,1,PIT 45,0,13,Amos Zereoue left end for 13 yards (tackle by Jay Bellamy),1.290,2.790
2,8:25,1,10,NOR 42,0,13,Tommy Maddox pass complete to Mark Bruener for 7 yards (tackle by Sedrick Hodge and Michael Hawthorne),2.790,3.190
2,7:53,2,3,NOR 35,0,13,Tommy Maddox pass complete to Mark Bruener for 3 yards (tackle by Sammy Knight),3.190,3.450
2,7:40,1,10,NOR 32,0,13,Amos Zereoue right end for 7 yards (tackle by Sammy Knight),3.450,3.850
2,7:22,2,3,NOR 25,0,13,Tommy Maddox pass complete to Mark Bruener for 2 yards (tackle by Sedrick Hodge and Charles Grant),3.850,3.400
2,6:37,3,1,NOR 23,0,13,"Penalty on Marvel Smith: False Start, 5 yards (no play)",3.400,2.740
2,6:08,3,6,NOR 28,0,13,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Michael Hawthorne),2.740,4.240
2,5:28,1,10,NOR 20,6,13,"Tommy Maddox pass complete to Plaxico Burress for 20 yards, touchdown",4.240,7.000
2,5:28,,,NOR 20,7,13,Todd Peterson kicks extra point good,0.000,0.000
2,5:28,,,PIT 30,7,13,"Todd Peterson kicks off 68 yards, returned by Michael Lewis for 33 yards (tackle by Hank Poteat)",0.000,1.270
2,5:13,1,10,NOR 35,7,13,Aaron Brooks pass complete to Jerome Pathon for 64 yards (tackle by Brent Alexander). Penalty on Chad Scott: Illegal Contact (Declined),1.270,6.970
2,4:51,1,1,PIT 1,7,19,"Deuce McAllister left guard for 1 yard, touchdown",6.970,7.000
2,4:51,1,,PIT 1,7,19,"Two Point Attempt: Aaron Brooks pass incomplete intended for Jerome Pathon, conversion fails",1.000,-1.000
2,4:51,,,NOR 30,7,19,"Toby Gowin kicks off 66 yards, returned by Lee Mays for 16 yards (tackle by Travis Carroll)",0.000,0.280
2,4:38,1,10,PIT 20,7,19,Jerome Bettis right guard for 3 yards (tackle by Martin Chase and Darrin Smith),0.280,0.140
2,4:02,2,7,PIT 23,7,19,Tommy Maddox pass complete to Amos Zereoue for 17 yards (tackle by Charlie Clemons),0.140,1.600
2,3:21,1,10,PIT 40,7,19,Jerome Bettis left tackle for 4 yards (tackle by Charlie Clemons),1.600,1.590
2,2:42,2,6,PIT 44,7,19,Tommy Maddox pass incomplete intended for Plaxico Burress,1.590,0.890
2,2:35,3,6,PIT 44,7,19,Tommy Maddox pass complete to Amos Zereoue for 54 yards (tackle by Michael Hawthorne),0.890,6.740
2,2:00,1,2,NOR 2,7,19,Tommy Maddox pass incomplete intended for Mark Bruener,6.740,5.720
2,1:55,2,2,NOR 2,13,19,"Tommy Maddox pass complete to Hines Ward for 2 yards, touchdown",5.720,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:55,,,NOR 2,14,19,Todd Peterson kicks extra point good,0.000,0.000
2,1:55,,,PIT 30,14,19,"Todd Peterson kicks off 67 yards, returned by Michael Lewis for 20 yards (tackle by Verron Haynes)",0.000,0.480
2,1:42,1,10,NOR 23,14,19,Deuce McAllister left guard for -3 yards (tackle by Kimo von Oelhoffen),0.480,-0.470
2,1:33,1,10,NOR 23,,,Timeout #1 by Pittsburgh Steelers,0.480,-0.470
2,1:33,2,13,NOR 20,14,19,Aaron Brooks pass complete to Michael Lewis for 8 yards (tackle by Deshea Townsend),-0.470,-0.100
2,0:54,3,5,NOR 28,14,19,Aaron Brooks pass incomplete intended for Michael Lewis,-0.100,-1.500
2,0:49,4,5,NOR 28,14,19,"Toby Gowin punts 49 yards, returned by Antwaan Randle El for 3 yards (tackle by James Fenderson)",-1.500,-0.670
2,0:38,1,10,PIT 26,14,19,"Penalty on Charles Grant: Defensive Offside, 5 yards (no play)",0.670,1.400
2,0:38,1,5,PIT 31,14,19,Tommy Maddox pass complete to Antwaan Randle El for 1 yard (tackle by Fakhir Brown),1.400,0.940
2,0:07,2,4,PIT 32,14,19,Tommy Maddox pass incomplete intended for Terance Mathis (defended by Fakhir Brown),0.940,0.230
2,0:05,3,4,PIT 32,14,19,Tommy Maddox sacked by Darrin Smith for -5 yards,0.230,-1.570
Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,14,19,"Todd Peterson kicks off 60 yards, returned by Michael Lewis for 21 yards (tackle by Chidi Iwuoma)",0.000,1.000
3,14:55,1,10,NOR 31,14,19,(tackle by Chad Scott),1.000,0.730
3,14:31,2,8,NOR 33,14,19,Deuce McAllister left end for 2 yards (tackle by Aaron Smith),0.730,0.300
3,13:47,3,6,NOR 35,14,19,Aaron Brooks pass complete to Jake Reed for 13 yards (tackle by Chad Scott),0.300,2.130
3,13:05,1,10,NOR 48,14,25,"Deuce McAllister right guard for 52 yards, touchdown",2.130,7.000
3,13:05,,,PIT 48,14,26,"John Carney kicks extra point good. Penalty on Joey Porter: Leverage, 15 yards",0.000,0.000
3,13:05,,,NOR 45,14,26,"John Carney kicks off 55 yards, touchback",0.000,0.280
3,12:54,1,10,PIT 20,14,26,Jerome Bettis right guard for 3 yards (tackle by Norman Hand and Charlie Clemons),0.280,0.140
3,12:15,2,7,PIT 23,14,26,Jerome Bettis left end for 6 yards (tackle by Jay Bellamy),0.140,0.230
3,11:33,3,1,PIT 29,14,26,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Ken Irvin: Defensive Pass Interference, 5 yards (no play)",0.230,1.200
3,11:30,1,10,PIT 34,14,26,Tommy Maddox pass complete to Hines Ward for 21 yards (tackle by Fred Thomas),1.200,2.590
3,10:50,1,10,NOR 45,14,26,Antwaan Randle El right end for -10 yards (tackle by Charles Grant),2.590,0.690
3,10:05,2,20,PIT 45,14,26,Tommy Maddox pass complete to Antwaan Randle El for 6 yards (tackle by Fred Thomas),0.690,0.830
3,9:27,3,14,NOR 49,14,26,Tommy Maddox pass complete to Amos Zereoue for 13 yards (tackle by Charles Grant),0.830,0.890
3,8:39,4,1,NOR 36,14,26,Jerome Bettis left tackle for 8 yards (tackle by Ken Irvin),0.890,3.710
3,8:03,1,10,NOR 28,14,26,Jerome Bettis right tackle for 4 yards (tackle by Darrin Smith and Fred Thomas),3.710,3.710
3,7:32,2,6,NOR 24,14,26,Tommy Maddox pass incomplete intended for Verron Haynes (defended by Darrin Smith),3.710,3.010
3,7:25,3,6,NOR 24,14,26,Amos Zereoue left end for 15 yards (tackle by Charles Grant),3.010,5.140
3,6:44,1,9,NOR 9,14,26,Jerome Bettis right end for 3 yards (tackle by Darrin Smith and Ken Irvin),5.140,4.950
3,6:04,2,6,NOR 6,20,26,"Jerome Bettis right guard for 6 yards, touchdown",4.950,7.000
3,6:04,,,NOR 6,21,26,Todd Peterson kicks extra point good,0.000,0.000
3,6:04,,,PIT 30,21,26,"Todd Peterson kicks off 66 yards, returned by Michael Lewis for 28 yards (tackle by John Fiala)",0.000,1.070
3,5:53,1,10,NOR 32,21,26,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Chad Scott),1.070,1.990
3,5:14,1,10,NOR 46,21,26,Deuce McAllister left end for 18 yards (tackle by Jason Gildon),1.990,3.180
3,4:39,1,10,PIT 36,21,26,Deuce McAllister right tackle for 1 yard (tackle by Aaron Smith),3.180,2.770
3,3:51,1,10,PIT 36,,,Timeout #1 by New Orleans Saints,3.180,2.770
3,3:51,2,9,PIT 35,21,26,Aaron Brooks pass complete to Joe Horn for 21 yards (tackle by Chad Scott and Brent Alexander),2.770,4.650
3,3:06,1,10,PIT 14,21,26,Deuce McAllister left guard for no gain (tackle by Aaron Smith and Casey Hampton),4.650,4.000
3,2:25,2,10,PIT 14,21,26,Deuce McAllister right guard for 1 yard (tackle by Casey Hampton and James Farrior),4.000,3.260
3,1:42,3,9,PIT 13,21,26,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by Lee Flowers),3.260,2.570
3,1:36,4,9,PIT 13,21,29,John Carney 31 yard field goal good,2.570,3.000
3,1:36,,,NOR 30,21,29,"Toby Gowin kicks off 70 yards, returned by Antwaan Randle El for 15 yards (tackle by Steve Gleason)",0.000,-0.220
3,1:25,1,10,PIT 15,21,29,Jerome Bettis right tackle for 7 yards (tackle by Sammy Knight and Charlie Clemons),-0.220,0.350
3,0:45,2,3,PIT 22,21,29,Tommy Maddox pass incomplete intended for Hines Ward,0.350,-0.510
3,0:39,3,3,PIT 22,21,29,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Jerry Wilson),-0.510,0.740
3,0:02,1,10,PIT 27,21,29,Jerome Bettis right tackle for 3 yards (tackle by Kenny Smith),0.740,0.600
Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PIT 30,21,29,"Jerome Bettis left end for 7 yards (tackle by Michael Hawthorne). Penalty on Jerame Tuman: Offensive Holding, 10 yards (no play)",0.600,-0.750
4,14:44,2,17,PIT 20,21,29,Tommy Maddox pass incomplete intended for Jerame Tuman,-0.750,-1.420
4,14:40,3,17,PIT 20,21,29,Tommy Maddox pass incomplete intended for Hines Ward,-1.420,-2.030
4,14:33,4,17,PIT 20,21,29,"Josh Miller punts 44 yards, returned by Michael Lewis for 17 yards (tackle by John Fiala)",-2.030,-2.460
4,14:21,1,10,PIT 47,21,29,Deuce McAllister left guard for 5 yards (tackle by Brent Alexander),2.460,2.590
4,13:40,2,5,PIT 42,21,29,Aaron Brooks pass complete to Joe Horn for 20 yards (tackle by Chad Scott),2.590,4.110
4,12:53,1,10,PIT 22,21,29,James Fenderson left end for -4 yards (tackle by James Farrior),4.110,3.020
4,12:14,2,14,PIT 26,21,29,Aaron Brooks pass incomplete intended for David Sloan (defended by Jason Gildon),3.020,2.350
4,12:09,3,14,PIT 26,21,29,Deuce McAllister right end for -4 yards (tackle by Rodney Bailey),2.350,1.410
4,11:26,4,18,PIT 30,21,32,John Carney 48 yard field goal good,1.410,3.000
4,11:26,,,NOR 30,21,32,"Toby Gowin kicks off 68 yards, returned by Antwaan Randle El for 18 yards (tackle by Roger Knight). Penalty on John Allred: Offensive Holding, 10 yards",0.000,-0.380
4,11:15,1,10,PIT 10,21,32,Tommy Maddox pass complete to Plaxico Burress for 6 yards (tackle by Fred Thomas),-0.380,-0.230
4,10:38,2,4,PIT 16,21,32,Jerome Bettis left guard for 2 yards (tackle by Charles Grant and Sammy Knight),-0.230,-0.480
4,9:56,3,2,PIT 18,21,32,Amos Zereoue right end for -2 yards (tackle by Darrin Smith),-0.480,-2.390
4,9:14,4,4,PIT 16,21,32,"Josh Miller punts 52 yards, returned by Michael Lewis for 14 yards (tackle by Verron Haynes)",-2.390,-1.990
4,9:00,1,10,NOR 46,21,32,Deuce McAllister right guard for 5 yards (tackle by Joey Porter),1.990,2.130
4,8:24,2,5,PIT 49,21,32,"Penalty on Aaron Brooks: False Start, 5 yards (no play)",2.130,1.450
4,8:08,2,10,NOR 46,21,32,"Michael Lewis left end for 8 yards (tackle by Aaron Smith). Penalty on Kyle Turley: Offensive Holding, 10 yards (no play)",1.450,0.100
4,7:40,2,20,NOR 36,21,32,Aaron Brooks sacked by Joey Porter for -8 yards,0.100,-1.620
4,7:09,3,28,NOR 28,21,32,Aaron Brooks pass incomplete intended for Joe Horn,-1.620,-1.500
4,7:02,4,28,NOR 28,21,32,"Toby Gowin punts 46 yards, returned by Antwaan Randle El for 3 yards (tackle by Fakhir Brown)",-1.500,-0.870
4,6:52,1,10,PIT 29,21,32,"Tommy Maddox pass complete to Antwaan Randle El for 3 yards (tackle by Fakhir Brown). Penalty on Marvel Smith: Offensive Holding, 10 yards (no play)",0.870,0.110
4,6:28,1,20,PIT 19,21,32,Tommy Maddox pass complete to Plaxico Burress for 22 yards (tackle by Fakhir Brown),0.110,1.660
4,6:01,1,10,PIT 41,21,32,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Jay Bellamy),1.660,1.120
4,5:54,2,10,PIT 41,21,32,Tommy Maddox pass complete to Antwaan Randle El for 8 yards (tackle by Fred Thomas),1.120,1.490
4,5:16,3,2,PIT 49,21,32,Tommy Maddox pass complete to Antwaan Randle El for 22 yards (tackle by Jay Bellamy),1.490,3.640
4,4:46,1,10,NOR 29,21,32,Tommy Maddox sacked by Darrin Smith for -7 yards,3.640,2.160
4,4:11,2,17,NOR 36,21,32,Tommy Maddox pass incomplete intended for Hines Ward is intercepted by Sammy Knight at NOR-20 and returned for 1 yard,2.160,-0.340
4,3:59,1,10,NOR 21,21,32,Deuce McAllister right tackle for 2 yards (tackle by Casey Hampton),0.340,0.070
4,3:48,1,10,NOR 21,,,Timeout #1 by Pittsburgh Steelers,0.340,0.070
4,3:48,2,8,NOR 23,21,32,Deuce McAllister left end for 1 yard (tackle by James Farrior),0.070,-0.490
4,3:39,2,8,NOR 23,,,Timeout #2 by Pittsburgh Steelers,0.070,-0.490
4,3:39,3,7,NOR 24,21,32,Deuce McAllister left guard for no gain (tackle by Kimo von Oelhoffen),-0.490,-1.770
4,3:32,3,7,NOR 24,,,Timeout #3 by Pittsburgh Steelers,-0.490,-1.770
4,3:32,4,7,NOR 24,21,32,"Toby Gowin punts 52 yards, returned by Antwaan Randle El for 29 yards (tackle by Toby Gowin)",-1.770,-2.460
4,3:20,1,10,NOR 47,21,32,Tommy Maddox pass incomplete intended for Terance Mathis (defended by Ken Irvin),2.460,1.910
4,3:17,2,10,NOR 47,21,32,Hines Ward middle for 11 yards (tackle by Jay Bellamy),1.910,3.180
4,2:45,1,10,NOR 36,21,32,Tommy Maddox pass complete to Antwaan Randle El for 11 yards (tackle by Fred Thomas),3.180,3.910
4,2:18,1,10,NOR 25,21,32,Tommy Maddox pass incomplete intended for Hines Ward (defended by Kenny Smith),3.910,3.360
4,2:14,2,10,NOR 25,21,32,Tommy Maddox pass incomplete intended for Amos Zereoue,3.360,2.680
4,2:09,3,10,NOR 25,21,32,"Tommy Maddox pass complete to Terance Mathis for 8 yards (tackle by Darrin Smith). Penalty on Ken Irvin: Illegal Contact, 5 yards (no play)",2.680,4.240
4,2:00,1,10,NOR 20,21,32,Tommy Maddox pass incomplete intended for Amos Zereoue (defended by Darrin Smith),4.240,3.690
4,1:56,2,10,NOR 20,21,32,Tommy Maddox pass complete to Terance Mathis for 6 yards (tackle by Fakhir Brown),3.690,3.890
4,1:31,3,4,NOR 14,27,32,"Tommy Maddox pass complete to Terance Mathis for 14 yards, touchdown",3.890,7.000
4,1:31,3,,NOR 14,29,32,"Two Point Attempt: Tommy Maddox pass complete to Hines Ward, conversion succeeds",1.000,1.000
4,1:31,,,PIT 30,29,32,"Todd Peterson kicks onside 10 yards, recovered by Jay Bellamy and returned for 5 yards",0.000,-3.250
4,1:22,1,10,PIT 35,29,32,"Aaron Brooks kneels for no gain. Penalty on James Farrior: Personal Foul, 15 yards (no play)",3.250,4.240
4,1:19,1,10,PIT 20,29,32,Aaron Brooks kneels for -1 yards,4.240,3.560
4,0:39,2,11,PIT 21,29,32,Aaron Brooks kneels for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
