Quarter,Time,Tm,Detail,ATL,TAM
1.0,13:27,Buccaneers,Connor Barth 48 yard field goal,0,3
2.0,4:09,Falcons,Matt Bryant 36 yard field goal,3,3
,0:00,Falcons,Justin Peelle 2 yard pass from Matt Ryan (Matt Bryant kick),10,3
4.0,11:34,Buccaneers,Antonio Bryant 8 yard pass from Josh Freeman (Connor Barth kick),10,10
,7:18,Falcons,Roddy White 12 yard pass from Matt Ryan (Matt Bryant kick),17,10
,1:00,Falcons,Matt Bryant 36 yard field goal,20,10
