Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Connor Barth kicks off 67 yards, returned by Eric Weems for 24 yards (tackle by Tanard Jackson). Eric Weems fumbles (forced by Tanard Jackson), recovered by Kareem Huggins at ATL-28. Penalty on Coy Wire: Offensive Holding (Declined)",0.000,-3.710
,,,,,,,"ATL challenged the fumble ruling, and the play was upheld.",,
1,14:56,1,10,ATL 28,0,0,Cadillac Williams left tackle for -4 yards (tackle by John Abraham),3.710,2.630
1,14:21,2,14,ATL 32,0,0,Cadillac Williams right tackle for 2 yards (tackle by Curtis Lofton),2.630,2.210
1,13:37,3,12,ATL 30,0,0,Josh Freeman pass incomplete short right intended for Antonio Bryant,2.210,1.410
1,13:32,4,12,ATL 30,0,3,Connor Barth 48 yard field goal good,1.410,3.000
1,,,,TAM 30,0,3,"Connor Barth kicks off 69 yards, returned by Eric Weems for 21 yards (tackle by Adam Hayward)",0.000,0.410
1,13:20,1,10,ATL 22,0,3,"Matt Ryan pass complete short right to Tony Gonzalez for 6 yards. Penalty on Tyson Clabo: Ineligible Downfield Pas, 5 yards (no play)",0.410,-0.120
1,13:00,1,15,ATL 17,0,3,Jerious Norwood middle for 1 yard (tackle by Geno Hayes),-0.120,-0.770
1,12:24,2,14,ATL 18,0,3,Matt Ryan pass complete short right to Jerious Norwood for 3 yards (tackle by Geno Hayes),-0.770,-0.960
1,11:54,3,11,ATL 21,0,3,Matt Ryan pass complete short right to Jason Snelling for 9 yards (tackle by Geno Hayes),-0.960,-1.370
1,11:25,4,2,ATL 30,0,3,Michael Koenen punts 29 yards,-1.370,-1.660
1,11:14,1,10,TAM 41,0,3,Josh Freeman pass incomplete short right intended for Jerramy Stevens,1.660,1.120
1,11:09,2,10,TAM 41,0,3,Cadillac Williams right tackle for 1 yard (tackle by Erik Coleman and Curtis Lofton),1.120,0.560
1,10:28,3,9,TAM 42,0,3,Josh Freeman pass complete short left to Kellen Winslow for 10 yards (tackle by Brent Grimes),0.560,2.390
1,9:52,1,10,ATL 48,0,3,Cadillac Williams left end for 2 yards (tackle by Chris Owens),2.390,2.120
1,9:22,2,8,ATL 46,0,3,Cadillac Williams middle for 1 yard (tackle by Jonathan Babineaux and Stephen Nicholas),2.120,1.550
1,8:41,3,7,ATL 45,0,3,Josh Freeman pass incomplete deep left intended for Antonio Bryant,1.550,0.270
1,8:35,4,7,ATL 45,0,3,"Sam Paulescu punts 45 yards, touchback",0.270,-0.280
1,8:26,1,10,ATL 20,0,3,Jason Snelling middle for 7 yards (tackle by Barrett Ruud and Tanard Jackson),0.280,0.680
1,7:49,2,3,ATL 27,0,3,Jerious Norwood right guard for 4 yards (tackle by Tim Crowder and Quincy Black),0.680,1.000
1,7:14,1,10,ATL 31,0,3,Matt Ryan pass incomplete short right intended for Tony Gonzalez,1.000,0.460
1,7:06,2,10,ATL 31,0,3,Matt Ryan middle for 3 yards (tackle by Barrett Ruud),0.460,0.170
1,6:26,3,7,ATL 34,0,3,Matt Ryan pass incomplete short right intended for Marty Booker,0.170,-1.110
1,6:20,4,7,ATL 34,0,3,Michael Koenen punts 30 yards,-1.110,-1.330
1,6:07,1,10,TAM 36,0,3,"Cadillac Williams left guard for 4 yards (tackle by Thomas DeCoud). Cadillac Williams fumbles (forced by Thomas DeCoud), recovered by Jeremy Zuttah at TAM-42",1.330,1.600
1,5:27,2,4,TAM 42,0,3,Cadillac Williams right guard for 3 yards (tackle by Mike Peterson),1.600,1.290
1,4:51,3,1,TAM 45,0,3,Josh Freeman middle for 1 yard (tackle by Stephen Nicholas),1.290,1.990
1,4:08,1,10,TAM 46,0,3,Josh Freeman sacked by Chauncey Davis for -6 yards,1.990,0.640
1,3:35,2,16,TAM 40,0,3,Josh Freeman pass incomplete short right intended for Kellen Winslow,0.640,-0.030
1,3:29,3,16,TAM 40,0,3,Cadillac Williams middle for 7 yards (tackle by Chevis Jackson),-0.030,-0.260
1,2:56,4,9,TAM 47,0,3,"Sam Paulescu punts 53 yards, touchback",-0.260,-0.280
1,2:47,1,10,ATL 20,0,3,Jason Snelling right guard for 3 yards (tackle by Barrett Ruud and Tim Crowder),0.280,0.140
1,2:07,2,7,ATL 23,0,3,Jason Snelling right tackle for 1 yard (tackle by Geno Hayes and Barrett Ruud),0.140,-0.430
1,1:34,3,6,ATL 24,0,3,Matt Ryan pass incomplete deep right intended for Michael Jenkins (defended by Aqib Talib),-0.430,-1.770
1,1:26,4,6,ATL 24,0,3,"Michael Koenen punts 46 yards, returned by Micheal Spurlock for 10 yards (tackle by Eric Weems)",-1.770,-1.600
1,1:13,1,10,TAM 40,0,3,Cadillac Williams right end for 9 yards (tackle by Chris Owens),1.600,2.270
1,0:48,2,1,TAM 49,0,3,Cadillac Williams middle for no gain (tackle by John Abraham),2.270,1.550
1,0:05,3,1,TAM 49,0,3,Cadillac Williams middle for 1 yard (tackle by Kroy Biermann),1.550,2.260
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,,0,3,Cadillac Williams middle for 3 yards (tackle by Chris Owens and Curtis Lofton),2.260,2.120
2,14:24,2,7,ATL 47,0,3,"Josh Freeman pass incomplete. Penalty on Donald Penn: Offensive Holding, 10 yards (no play)",2.120,0.770
2,14:15,2,17,TAM 43,0,3,Josh Freeman pass incomplete short right intended for Cadillac Williams,0.770,0.100
2,14:07,3,17,TAM 43,0,3,Josh Freeman pass complete short left to Cadillac Williams for 10 yards (tackle by Stephen Nicholas),0.100,0.130
2,14:07,4,7,ATL 47,0,3,"Sam Paulescu punts 30 yards, fair catch by Eric Weems",0.130,0.060
2,13:23,1,10,ATL 17,0,3,Matt Ryan pass complete deep right to Justin Peelle for 32 yards (tackle by Sabby Piscitelli),-0.060,2.190
2,12:57,1,10,ATL 49,0,3,Jerious Norwood right end for 4 yards (tackle by Barrett Ruud and Chris Hovan),2.190,2.190
2,12:22,2,6,TAM 47,0,3,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Aqib Talib),2.190,2.920
