0,1
Game Info,Game Info
Won Toss,Falcons
Roof,outdoors
Surface,grass
Duration,2:53
Attendance,62578
Weather,"44 degrees, relative humidity 0%, wind 5 mph"
Vegas Line,Atlanta Falcons -3.0
Over/Under,41.5 (under)
