Quarter,Time,Tm,Detail,SEA,LAR
1.0,9:37,Rams,Kai Forbath 23 yard field goal,0,3
,6:00,Seahawks,Alex Collins 13 yard rush (Jason Myers kick),7,3
,2:24,Rams,Darrell Henderson 1 yard rush (Kai Forbath kick),7,10
2.0,6:19,Rams,Malcolm Brown 7 yard rush (Kai Forbath kick),7,17
,3:45,Seahawks,Jason Myers 37 yard field goal,10,17
,0:00,Seahawks,Jason Myers 61 yard field goal,13,17
3.0,6:22,Rams,Malcolm Brown 1 yard rush (Kai Forbath kick failed),13,23
4.0,0:25,Seahawks,Jason Myers 39 yard field goal,16,23
