Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2,1:11,1,10,SEA 9,10,17,Russell Wilson pass complete short right to Travis Homer for 2 yards (tackle by John Johnson),-0.380,-0.630
2,0:52,2,8,SEA 11,10,17,Russell Wilson pass complete short middle to Travis Homer for 12 yards (tackle by Micah Kiser),-0.630,0.480
2,0:45,1,10,SEA 23,10,17,Russell Wilson left end for 11 yards (tackle by Nick Scott),0.480,1.200
2,0:39,1,10,SEA 34,10,17,Russell Wilson pass complete short right to DeeJay Dallas for 10 yards (tackle by John Johnson),1.200,1.860
2,0:31,1,10,SEA 44,10,17,Russell Wilson sacked by Terrell Lewis for no gain,1.860,1.320
2,0:25,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:25,2,10,SEA 44,10,17,Russell Wilson pass complete short right to DeeJay Dallas for 13 yards (tackle by John Johnson),1.320,2.720
2,0:14,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:14,1,10,LAR 43,10,17,Russell Wilson pass incomplete short left intended for Greg Olsen,2.720,2.180
2,0:08,2,10,LAR 43,10,17,Russell Wilson pass incomplete short middle intended for Tyler Lockett,2.180,1.490
2,0:06,3,10,LAR 43,10,17,Russell Wilson pass incomplete short right intended for David Moore,1.490,0.400
2,0:02,4,10,LAR 43,13,17,Jason Myers 61 yard field goal good,0.400,3.000
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,13,17,"Kai Forbath kicks off 65 yards, returned by Travis Homer for 33 yards (tackle by Troy Reeder)",0.000,1.140
3,14:53,1,10,SEA 33,13,17,Alex Collins right guard for 3 yards (tackle by Sebastian Joseph),1.140,1.000
3,14:17,2,7,SEA 36,13,17,Russell Wilson right end for 3 yards (tackle by Kenny Young),1.000,0.700
3,13:32,3,4,SEA 39,13,17,Russell Wilson up the middle for 3 yards (tackle by Sebastian Joseph),0.700,-0.590
3,13:14,4,1,SEA 42,13,17,"Penalty on SEA: Delay of Game, 4 yards (no play)",-0.590,-0.850
3,13:13,4,5,SEA 38,13,17,"Michael Dickson punts 50 yards, fair catch by Nsimba Webster at LA-12",-0.850,0.350
3,13:07,1,10,LAR 12,13,17,Darrell Henderson right tackle for 16 yards (tackle by Quandre Diggs),-0.350,0.810
3,12:31,1,10,LAR 28,13,17,"Darrell Henderson right end for 2 yards (tackle by D.J. Reed). Penalty on Josh Reynolds: Offensive Holding, 10 yards",0.810,0.280
3,11:46,1,18,LAR 20,13,17,Jared Goff pass complete short left to Cooper Kupp for 5 yards (tackle by Tre Flowers),0.280,-0.140
3,11:08,2,13,LAR 25,13,17,Jared Goff pass incomplete deep middle intended for Cooper Kupp,-0.140,-0.820
3,11:04,3,13,LAR 25,13,17,Jared Goff pass complete deep left to Josh Reynolds for 17 yards (tackle by Tre Flowers). Penalty on Tre Flowers: Defensive Pass Interference (Declined),-0.820,1.730
3,10:46,1,10,LAR 42,13,17,Jared Goff pass complete deep middle to Josh Reynolds for 21 yards (tackle by D.J. Reed),1.730,3.120
3,10:13,1,10,SEA 37,13,17,Jared Goff pass incomplete deep left intended for Josh Reynolds,3.120,2.570
3,10:06,2,10,SEA 37,13,17,Jared Goff pass complete short right to Darrell Henderson for 5 yards (tackle by Bobby Wagner),2.570,2.540
3,9:37,,,,,,Timeout #1 by Los Angeles Rams,,
3,9:37,3,5,SEA 32,13,17,Jared Goff pass complete short left to Robert Woods for 7 yards (tackle by Poona Ford and Quandre Diggs),2.540,3.910
3,9:09,1,10,SEA 25,13,17,Jared Goff pass complete short left to Josh Reynolds for 9 yards (tackle by Jordyn Brooks),3.910,4.750
3,8:29,2,1,SEA 16,13,17,Jared Goff right end for 4 yards (tackle by Alton Robinson),4.750,4.780
3,7:51,1,10,SEA 12,13,17,Cam Akers right end for 5 yards (tackle by D.J. Reed),4.780,5.020
3,7:05,2,5,SEA 7,13,17,Cam Akers right tackle for 3 yards (tackle by Bobby Wagner),5.020,4.840
3,6:31,3,2,SEA 4,13,17,"Jared Goff pass incomplete short right intended for Gerald Everett. Penalty on D.J. Reed: Defensive Pass Interference, 3 yards (no play)",4.840,6.970
3,6:26,1,1,SEA 1,13,23,"Malcolm Brown up the middle for 1 yard, touchdown",6.970,7.000
3,6:22,,,SEA 15,13,23,Kai Forbath kicks extra point no good wide left,0.000,-1.000
3,6:22,,,LAR 35,13,23,"Kai Forbath kicks off 67 yards, returned by D.J. Reed for 49 yards (tackle by Troy Reeder and David Long)",0.000,2.060
3,6:14,1,10,SEA 47,13,23,Russell Wilson sacked by Leonard Floyd for -10 yards,2.060,0.170
3,5:33,2,20,SEA 37,13,23,Russell Wilson pass incomplete short left intended for Alex Collins,0.170,-0.490
3,5:25,3,20,SEA 37,13,23,Russell Wilson sacked by Leonard Floyd for -5 yards,-0.490,-1.240
3,4:45,4,25,SEA 32,13,23,"Michael Dickson punts 57 yards, returned by Nsimba Webster for 15 yards (tackle by Shaquem Griffin)",-1.240,-0.670
3,4:32,1,10,LAR 26,13,23,Jared Goff pass incomplete deep right intended for Josh Reynolds,0.670,0.130
3,4:27,2,10,LAR 26,13,23,Malcolm Brown right tackle for 4 yards (tackle by K.J. Wright),0.130,-0.030
3,4:09,3,6,LAR 30,13,23,Jared Goff pass complete short right to Malcolm Brown for 7 yards (tackle by Jamal Adams),-0.030,1.400
3,3:41,1,10,LAR 37,13,23,Jared Goff pass complete short right to Cooper Kupp for -3 yards (tackle by Ugo Amadi),1.400,0.450
3,2:57,2,13,LAR 34,13,23,Jared Goff sacked by Poona Ford for -8 yards,0.450,-1.290
3,2:13,3,21,LAR 26,13,23,Jared Goff pass complete short left to Robert Woods for 8 yards (tackle by Ugo Amadi),-1.290,-1.110
3,1:38,4,13,LAR 34,13,23,"Johnny Hekker punts 41 yards, fair catch by David Moore at SEA-25",-1.110,-0.610
3,1:30,1,10,SEA 25,13,23,Alex Collins up the middle for 5 yards (tackle by Micah Kiser),0.610,0.740
3,1:00,2,5,SEA 30,13,23,Russell Wilson pass complete short left to D.K. Metcalf for 9 yards (tackle by Jalen Ramsey and Micah Kiser),0.740,1.530
3,0:27,1,10,SEA 39,13,23,Russell Wilson right end for 5 yards (tackle by Samson Ebukam),1.530,1.660
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,SEA 44,13,23,Alex Collins right guard for 7 yards (tackle by Micah Kiser),1.660,2.320
4,14:24,1,10,LAR 49,13,23,David Moore left end for 2 yards (tackle by Micah Kiser),2.320,2.050
4,13:47,2,8,LAR 47,13,23,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,2.050,1.360
4,13:40,3,8,LAR 47,13,23,"Russell Wilson aborted snap, recovered by Leonard Floyd at 50",1.360,-2.260
4,13:35,1,10,LAR 50,13,23,Darrell Henderson right end for no gain (tackle by L.J. Collier and Poona Ford),2.260,1.710
4,12:58,2,10,LAR 50,13,23,Jared Goff pass complete short right to Robert Woods for 5 yards (tackle by D.J. Reed),1.710,1.690
4,12:26,3,5,SEA 45,13,23,Jared Goff pass incomplete deep left intended for Tyler Higbee,1.690,0.270
4,12:20,4,5,SEA 45,13,23,Johnny Hekker punts 35 yards out of bounds,0.270,0.380
4,12:12,1,10,SEA 10,13,23,Russell Wilson pass complete deep left to D.K. Metcalf for 19 yards (tackle by Jordan Fuller),-0.380,0.870
4,11:56,1,10,SEA 29,13,23,Russell Wilson pass complete short right to Will Dissly for 16 yards (tackle by A'Shawn Robinson and Troy Hill),0.870,1.930
4,11:17,1,10,SEA 45,13,23,DeeJay Dallas up the middle for 3 yards (tackle by A'Shawn Robinson and Micah Kiser),1.930,1.790
4,10:43,2,7,SEA 48,13,23,Russell Wilson sacked by Terrell Lewis for -3 yards,1.790,0.700
4,9:58,3,10,SEA 45,13,23,Russell Wilson pass complete short left to Greg Olsen for 11 yards (tackle by Troy Hill),0.700,2.650
4,9:28,1,10,LAR 44,13,23,Russell Wilson pass complete short left to Alex Collins for 4 yards (tackle by Micah Kiser),2.650,2.650
4,8:47,2,6,LAR 40,13,23,Alex Collins right tackle for 2 yards (tackle by Michael Brockers),2.650,2.210
4,7:59,3,4,LAR 38,13,23,"Penalty on SEA: Delay of Game, 5 yards (no play)",2.210,1.550
4,7:59,3,9,LAR 43,13,23,Russell Wilson pass short right intended for Greg Olsen is intercepted by Darious Williams at LA-36 and returned for 19 yards,1.550,-2.590
4,7:48,1,10,SEA 45,13,23,Cam Akers left end for 5 yards (tackle by K.J. Wright and Jordyn Brooks),2.590,2.720
4,7:02,2,5,SEA 40,13,23,Robert Woods left end for 3 yards (tackle by Tre Flowers),2.720,2.410
4,6:30,,,,,,Timeout #2 by Los Angeles Rams,,
4,6:30,3,2,SEA 37,13,23,Cam Akers right guard for 1 yard (tackle by D.J. Reed),2.410,0.890
4,5:48,4,1,SEA 36,13,23,Jared Goff up the middle for 1 yard (tackle by Bobby Wagner),0.890,3.250
4,5:05,1,10,SEA 35,13,23,Cam Akers left end for -4 yards (tackle by Jamal Adams),3.250,2.160
4,4:23,2,14,SEA 39,13,23,Malcolm Brown up the middle for 2 yards (tackle by Bobby Wagner and Jordyn Brooks),2.160,1.750
4,3:40,3,12,SEA 37,13,23,Jared Goff pass incomplete short middle intended for Robert Woods (defended by Jordyn Brooks),1.750,0.790
4,3:35,4,12,SEA 37,13,23,"Johnny Hekker punts 32 yards, fair catch by David Moore at SEA-5",0.790,0.380
4,3:29,1,10,SEA 5,13,23,Russell Wilson pass complete short right to David Moore for 9 yards (tackle by John Johnson),-0.380,-0.100
4,3:03,2,1,SEA 14,13,23,Russell Wilson pass incomplete short middle intended for DeeJay Dallas (defended by Sebastian Joseph),-0.100,-0.370
4,2:58,3,1,SEA 14,13,23,DeeJay Dallas up the middle for 5 yards (tackle by Leonard Floyd),-0.370,0.150
4,2:42,1,10,SEA 19,13,23,Russell Wilson pass incomplete short right,0.150,-0.390
4,2:35,2,10,SEA 19,13,23,Russell Wilson pass complete short middle to Tyler Lockett for 4 yards (tackle by John Johnson),-0.390,-0.550
4,2:10,3,6,SEA 23,13,23,"Russell Wilson pass incomplete deep left intended for Penny Hart. Penalty on Jalen Ramsey: Defensive Pass Interference, 29 yards (no play)",-0.550,2.390
4,2:02,1,10,LAR 48,13,23,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,2.390,1.850
4,1:57,2,10,LAR 48,13,23,Russell Wilson pass complete short middle to Freddie Swain for 8 yards (tackle by Darious Williams),1.850,2.210
4,1:34,3,2,LAR 40,13,23,Russell Wilson up the middle for 14 yards (tackle by Jordan Fuller),2.210,3.840
4,1:13,1,10,LAR 26,13,23,Russell Wilson sacked by Leonard Floyd for no gain,3.840,3.300
4,0:52,2,10,LAR 26,13,23,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Darious Williams),3.300,2.610
4,0:46,3,10,LAR 26,13,23,Russell Wilson right end for 15 yards (tackle by Troy Hill),2.610,4.840
4,0:35,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:35,1,10,LAR 11,13,23,Russell Wilson sacked by Michael Brockers for -10 yards,4.840,2.940
4,0:29,,,,,,Timeout #2 by Seattle Seahawks,,
4,0:29,2,20,LAR 21,16,23,Jason Myers 39 yard field goal good,2.940,3.000
4,0:25,,,SEA 35,16,23,"Michael Dickson kicks onside 11 yards, returned by Robert Woods for no gain",0.000,2.520
4,0:24,1,10,SEA 46,16,23,Jared Goff kneels for -1 yards,2.520,1.840
4,0:21,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:21,2,11,SEA 47,16,23,Jared Goff kneels for -1 yards,1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
