Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,SEA,11,43,1,2,22,2.0,21,1.9,0,
Russell Wilson,SEA,8,60,0,3,58,7.3,2,0.3,0,
DeeJay Dallas,SEA,2,8,0,1,3,1.5,5,2.5,0,
David Moore,SEA,1,2,0,,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cam Akers,LAR,10,38,0,1,15,1.5,23,2.3,2,5.0
Darrell Henderson,LAR,7,28,1,2,18,2.6,10,1.4,0,
Malcolm Brown,LAR,6,33,2,3,23,3.8,10,1.7,0,
Jared Goff,LAR,5,4,0,2,4,0.8,0,0.0,0,
Robert Woods,LAR,1,3,0,0,3,3.0,0,0.0,0,
