Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
1,0:36,3,1,NYG 42,0,14,Ahmad Bradshaw right guard for no gain (tackle by Reed Doughty and Kedric Golston),1.090,-0.590
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,NYG 42,0,14,Matt Dodge punts 53 yards,-0.590,0.380
2,14:49,1,10,WAS 5,0,14,Donovan McNabb pass complete deep middle to Anthony Armstrong for 18 yards (tackle by Antrel Rolle),-0.380,0.480
2,14:18,1,10,WAS 23,0,14,James Davis right end for -1 yards (tackle by Jonathan Goff),0.480,-0.200
2,13:45,2,11,WAS 22,0,14,Donovan McNabb pass complete short right to Logan Paulsen for 9 yards (tackle by Michael Boley),-0.200,0.300
2,13:15,3,2,WAS 31,0,14,Keiland Williams left end for 2 yards (tackle by Chris Canty),0.300,1.140
2,12:36,1,10,WAS 33,0,14,Donovan McNabb pass incomplete short right intended for Chris Cooley,1.140,0.590
2,12:29,2,10,WAS 33,0,14,James Davis middle for 8 yards (tackle by Antrel Rolle),0.590,0.960
2,11:51,3,2,WAS 41,0,14,Donovan McNabb sacked by Jason Pierre-Paul for -4 yards,0.960,-0.910
2,11:38,4,6,WAS 37,0,14,"Hunter Smith punts 44 yards, fair catch by Darius Reynaud",-0.910,-0.150
2,11:28,1,10,NYG 19,0,14,Eli Manning pass complete deep right to Derek Hagan for 17 yards (tackle by Phillip Buchanon and Lorenzo Alexander),0.150,1.330
2,10:45,1,10,NYG 36,0,14,Eli Manning pass complete short left to Bear Pascoe for 9 yards (tackle by Rocky McIntosh),1.330,2.010
2,10:09,2,1,NYG 45,0,14,Brandon Jacobs right guard for 4 yards (tackle by Reed Doughty),2.010,2.190
2,9:24,1,10,NYG 49,0,14,Brandon Jacobs right end for 10 yards (tackle by Reed Doughty and Kareem Moore),2.190,2.850
2,8:40,1,10,WAS 41,0,14,Eli Manning pass complete short left to Derek Hagan for 15 yards (tackle by Phillip Buchanon),2.850,3.840
2,7:56,1,10,WAS 26,0,14,Eli Manning pass complete short right to Bear Pascoe for 12 yards (tackle by London Fletcher),3.840,4.650
2,7:21,1,10,WAS 14,0,14,Ahmad Bradshaw right tackle for 5 yards (tackle by Phillip Daniels and Brian Orakpo),4.650,4.900
2,6:38,2,5,WAS 9,0,14,Ahmad Bradshaw left guard for 5 yards (tackle by Kareem Moore),4.900,6.280
2,5:50,1,4,WAS 4,0,14,Eli Manning pass incomplete short middle intended for Kevin Boss is intercepted by London Fletcher,6.280,-0.280
2,5:40,1,10,WAS 20,0,14,Donovan McNabb pass incomplete short middle intended for Chris Cooley (defended by Dave Tollefson),0.280,-0.270
2,5:36,2,10,WAS 20,0,14,Donovan McNabb pass complete deep middle to Fred Davis for 18 yards (tackle by Jonathan Goff),-0.270,1.470
2,5:06,1,10,WAS 38,0,14,James Davis left end for 2 yards (tackle by Barry Cofield),1.470,1.190
2,4:34,2,8,WAS 40,0,14,"Donovan McNabb pass complete short left to Anthony Armstrong for 9 yards (tackle by Terrell Thomas). Anthony Armstrong fumbles (forced by Terrell Thomas), recovered by Keith Bulluck at WAS-49",1.190,-2.980
,,,,,,,"WAS challenged the fumble ruling, and the play was upheld.",,
2,4:19,1,10,WAS 39,0,14,"Penalty on London Fletcher: Delay of Game, 5 yards (no play)",2.980,3.710
2,4:19,1,5,WAS 34,0,14,Ahmad Bradshaw right tackle for 2 yards (tackle by Lorenzo Alexander and Ma'ake Kemoeatu),3.710,3.390
2,3:41,2,3,WAS 32,0,14,Eli Manning pass complete short left to Derek Hagan for 7 yards (tackle by Kevin Barnes),3.390,3.910
2,2:59,1,10,WAS 25,0,14,Ahmad Bradshaw right end for no gain (tackle by Reed Doughty),3.910,3.360
2,2:19,2,10,WAS 25,0,14,Ahmad Bradshaw left guard for 15 yards (tackle by Kareem Moore and Rocky McIntosh),3.360,4.910
2,2:00,1,10,WAS 10,0,20,"Ahmad Bradshaw right tackle for 10 yards, touchdown",4.910,7.000
2,,,,WAS 2,0,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,0,21,"Lawrence Tynes kicks off 61 yards, returned by Brandon Banks for 12 yards (tackle by Brian Jackson)",0.000,0.340
2,1:49,1,10,WAS 21,0,21,Donovan McNabb pass complete short left to Chris Cooley for 13 yards,0.340,1.200
2,1:44,1,10,WAS 34,0,21,Donovan McNabb pass incomplete deep left intended for Chris Cooley (defended by Deon Grant),1.200,0.660
2,1:38,2,10,WAS 34,0,21,Donovan McNabb pass complete short right to Keiland Williams for 1 yard (tackle by Barry Cofield),0.660,0.100
2,1:15,3,9,WAS 35,0,21,Donovan McNabb pass complete short middle to Chris Cooley for 9 yards (tackle by Deon Grant and Corey Webster),0.100,1.860
2,0:49,1,10,WAS 44,0,21,Donovan McNabb pass complete short middle to Anthony Armstrong for 6 yards (tackle by Kenny Phillips),1.860,2.130
2,0:43,,,,0,21,Timeout #2 by Washington Redskins,0.000,2.130
2,0:43,2,4,,0,21,Donovan McNabb pass incomplete short middle intended for Anthony Armstrong,2.130,1.420
2,0:37,3,4,,0,21,Donovan McNabb pass incomplete short left intended for Santana Moss (defended by Aaron Ross),1.420,-0.060
2,0:32,4,4,,0,21,Hunter Smith punts 33 yards,-0.060,0.060
2,0:22,1,10,NYG 17,0,21,Eli Manning kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,0,21,"Lawrence Tynes kicks off 47 yards, returned by Mike Sellers for 11 yards (tackle by Travis Beckum)",0.000,1.200
3,14:54,1,10,WAS 34,0,21,Donovan McNabb pass incomplete short left intended for Chris Cooley,1.200,0.660
3,14:48,2,10,WAS 34,0,21,"Donovan McNabb pass incomplete short middle intended for Fred Davis. Penalty on Kenny Phillips: Defensive Holding, 5 yards (no play)",0.660,1.530
3,14:42,1,10,WAS 39,0,21,James Davis right guard for 4 yards (tackle by Barry Cofield and Osi Umenyiora),1.530,1.530
3,14:14,2,6,WAS 43,0,21,James Davis left guard for 3 yards (tackle by Barry Cofield and Michael Boley),1.530,1.220
3,13:30,3,3,WAS 46,0,21,Donovan McNabb pass incomplete short middle intended for Chris Cooley (defended by Deon Grant),1.220,-0.320
3,13:18,4,3,WAS 46,0,21,Hunter Smith punts 31 yards,-0.320,-0.480
3,13:09,1,10,NYG 23,0,21,Eli Manning pass incomplete short middle intended for Brandon Jacobs (defended by London Fletcher),0.480,-0.070
3,13:03,2,10,NYG 23,0,21,Brandon Jacobs right tackle for 1 yard (tackle by Adam Carriker),-0.070,-0.630
3,12:22,3,9,NYG 24,0,21,"Penalty on Mario Manningham: False Start, 5 yards (no play)",-0.630,-1.360
3,12:00,3,14,NYG 19,0,21,Eli Manning pass incomplete short middle intended for Brandon Jacobs. Penalty on Will Beatty: Offensive Holding (Declined),-1.360,-2.140
3,11:51,4,14,NYG 19,0,21,Matt Dodge punts 43 yards,-2.140,-1.470
3,11:42,1,10,WAS 38,0,21,Donovan McNabb pass incomplete short right intended for Mike Sellers,1.470,0.920
3,11:36,2,10,WAS 38,0,21,Donovan McNabb pass complete short middle to Chris Cooley for 3 yards (tackle by Kenny Phillips),0.920,0.630
3,10:52,3,7,WAS 41,0,21,"Donovan McNabb sacked by Osi Umenyiora for -10 yards. Donovan McNabb fumbles (forced by Osi Umenyiora), recovered by Stephon Heyer at WAS-32",0.630,-1.240
3,10:15,4,16,WAS 32,0,21,"Hunter Smith punts 47 yards, returned by Darius Reynaud for 2 yards (tackle by Byron Westbrook)",-1.240,-0.480
3,10:06,1,10,NYG 23,0,21,Ahmad Bradshaw left tackle for 2 yards (tackle by Rocky McIntosh),0.480,0.200
3,9:20,,,,0,21,Timeout #1 by New York Giants,0.000,0.200
3,9:20,2,8,NYG 25,0,21,Eli Manning pass incomplete short right intended for Bear Pascoe,0.200,-0.490
3,9:14,3,8,NYG 25,0,21,Eli Manning pass complete short middle to Kevin Boss for 7 yards (tackle by Kareem Moore),-0.490,-1.240
3,8:38,4,1,NYG 32,0,21,"Matt Dodge punts 43 yards, returned by Brandon Banks for 11 yards (tackle by Chase Blackburn)",-1.240,-1.330
3,8:25,1,10,WAS 36,0,21,Donovan McNabb pass complete short right to James Davis for 8 yards (tackle by Michael Boley),1.330,1.870
3,7:50,2,2,WAS 44,0,21,"Donovan McNabb right end for 3 yards (tackle by Dave Tollefson). Donovan McNabb fumbles (forced by Dave Tollefson), recovered by Corey Webster at WAS-47 and returned for 1 yards (tackle by Chris Cooley)",1.870,-2.520
3,7:32,1,10,WAS 46,0,21,Eli Manning pass complete short left to Mario Manningham for 13 yards (tackle by DeAngelo Hall),2.520,3.380
3,6:57,1,10,WAS 33,0,21,Eli Manning pass incomplete short left intended for Mario Manningham,3.380,2.840
3,6:50,2,10,WAS 33,0,21,"Eli Manning pass incomplete short middle intended for Kevin Boss (defended by London Fletcher). Penalty on London Fletcher: Defensive Holding, 5 yards (no play)",2.840,3.710
3,6:44,1,10,WAS 28,0,27,"Brandon Jacobs right guard for 28 yards, touchdown",3.710,7.000
3,,,,WAS 2,0,28,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,0,28,"Lawrence Tynes kicks off 69 yards, returned by Brandon Banks for 27 yards (tackle by Deon Grant)",0.000,0.810
3,6:29,1,10,WAS 28,0,28,Donovan McNabb pass complete short left to James Davis for 28 yards (tackle by Kenny Phillips),0.810,2.650
3,5:57,1,10,NYG 44,0,28,Donovan McNabb pass complete short middle to Anthony Armstrong for 9 yards (tackle by Terrell Thomas),2.650,3.330
3,5:21,2,1,NYG 35,0,28,Keiland Williams right end for 2 yards (tackle by Barry Cofield and Osi Umenyiora),3.330,3.380
3,4:48,1,10,NYG 33,6,28,"Donovan McNabb pass complete deep middle to Anthony Armstrong for 33 yards, touchdown",3.380,7.000
3,,,,NYG 2,7,28,Graham Gano kicks extra point good,0.000,0.000
3,,,,WAS 30,7,28,"Graham Gano kicks off 65 yards, returned by Danny Ware for 15 yards (tackle by H.B. Blades)",0.000,0.280
3,4:28,1,10,NYG 20,7,28,Ahmad Bradshaw right guard for 1 yard (tackle by Adam Carriker),0.280,-0.130
3,3:53,2,9,NYG 21,7,28,Eli Manning pass complete short left to Derek Hagan for 9 yards (tackle by Kevin Barnes),-0.130,0.940
3,3:24,1,10,NYG 30,7,28,Ahmad Bradshaw right guard for 2 yards (tackle by Ma'ake Kemoeatu and Reed Doughty),0.940,0.660
3,2:38,2,8,NYG 32,7,28,"Eli Manning pass incomplete short middle intended for Derek Hagan. Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",0.660,-0.690
3,2:28,2,18,NYG 22,7,28,Eli Manning pass incomplete short right intended for Ahmad Bradshaw (defended by Phillip Buchanon),-0.690,-1.350
3,2:24,3,18,NYG 22,7,28,"Penalty on Will Beatty: False Start, 5 yards (no play)",-1.350,-2.360
3,2:07,3,23,NYG 17,7,28,Eli Manning pass complete short right to Ahmad Bradshaw for 8 yards (tackle by Brian Orakpo),-2.360,-1.700
3,1:31,4,15,NYG 25,7,28,Matt Dodge punts 40 yards (tackle by Deon Grant),-1.700,-2.520
3,1:16,1,10,NYG 46,7,28,Donovan McNabb pass complete short left to James Davis for 5 yards (tackle by Kenny Phillips and Michael Boley),2.520,2.650
3,0:49,2,5,NYG 41,7,28,Keiland Williams middle for 3 yards (tackle by Jason Pierre-Paul),2.650,2.350
3,0:07,3,2,NYG 38,7,28,"Penalty on Stephon Heyer: False Start, 5 yards (no play)",2.350,1.680
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,NYG 43,7,28,Donovan McNabb pass complete short left to Chris Cooley for 21 yards (tackle by Kenny Phillips),1.680,4.110
4,14:21,1,10,NYG 22,7,28,Donovan McNabb pass incomplete deep middle intended for Santana Moss is intercepted by Terrell Thomas at NYG-18 and returned for 22 yards,4.110,-0.040
4,14:05,1,10,NYG 18,7,28,Ahmad Bradshaw middle for no gain (tackle by Kedric Golston),0.040,-0.490
4,13:22,2,10,NYG 18,7,28,Eli Manning pass complete deep left to Mario Manningham for 23 yards,-0.490,1.660
4,12:57,1,10,NYG 41,7,28,Ahmad Bradshaw middle for 6 yards (tackle by Chris Wilson),1.660,1.930
4,12:16,2,4,NYG 47,7,28,Ahmad Bradshaw left end for 2 yards (tackle by Kevin Barnes and Chris Wilson),1.930,1.490
4,11:32,3,2,NYG 49,7,28,Eli Manning pass incomplete deep middle intended for Mario Manningham (defended by Rocky McIntosh),1.490,-0.130
4,11:21,4,2,NYG 49,7,28,"Matt Dodge punts 38 yards, returned by Brandon Banks for 9 yards (tackle by Michael Coe)",-0.130,-0.410
4,11:13,1,10,WAS 22,7,28,Donovan McNabb pass incomplete deep left intended for Santana Moss,0.410,-0.130
4,11:06,2,10,WAS 22,7,28,Donovan McNabb pass incomplete deep right intended for Chris Cooley,-0.130,-0.820
4,10:57,,,,7,28,Timeout #1 by Washington Redskins,0.000,-0.820
4,10:57,3,10,WAS 22,7,28,"Penalty on Fred Davis: False Start, 5 yards (no play)",-0.820,-1.680
4,10:57,3,15,WAS 17,7,28,"Donovan McNabb sacked by Justin Tuck for -10 yards. Donovan McNabb fumbles (forced by Justin Tuck), recovered by Donovan McNabb at WAS-9",-1.680,-2.490
4,10:44,4,23,WAS 9,7,28,"Hunter Smith punts 8 yards, muffed catch by Aaron Ross, ball out of bounds at WAS-13. Penalty on Kareem Moore: Offensive Holding (Declined)",-2.490,-4.710
4,10:35,1,10,WAS 13,7,28,Ahmad Bradshaw middle for 2 yards (tackle by Kareem Moore and Phillip Daniels),4.710,4.390
4,9:56,2,8,WAS 11,7,28,Ahmad Bradshaw right tackle for 1 yard (tackle by Ma'ake Kemoeatu),4.390,3.650
4,9:11,3,7,WAS 10,7,28,Eli Manning pass incomplete short middle intended for Ahmad Bradshaw,3.650,2.760
4,9:05,,,,7,28,Timeout #2 by New York Giants,0.000,2.760
4,9:05,4,7,WAS 10,7,31,Lawrence Tynes 28 yard field goal good,2.760,3.000
4,,,,NYG 30,7,31,"Lawrence Tynes kicks off 46 yards, returned by Chris Wilson for 12 yards (tackle by Clint Sintim)",0.000,1.330
4,8:55,1,10,WAS 36,7,31,Donovan McNabb pass complete short right to Mike Sellers for 7 yards (tackle by Corey Webster),1.330,1.740
4,8:25,2,3,WAS 43,7,31,Donovan McNabb pass complete short left to Mike Sellers for 10 yards (tackle by Terrell Thomas),1.740,2.460
4,7:49,1,10,NYG 47,7,31,Donovan McNabb pass complete short left to Roydell Williams for 10 yards (tackle by Terrell Thomas),2.460,3.120
4,7:16,1,10,NYG 37,7,31,"Donovan McNabb pass complete short middle to Keiland Williams for 1 yard (tackle by Justin Tuck). Keiland Williams fumbles (forced by Justin Tuck), recovered by Antrel Rolle at NYG-20 (tackle by Chris Cooley)",3.120,-0.150
4,7:02,1,10,NYG 19,7,31,Ahmad Bradshaw left tackle for 3 yards (tackle by Adam Carriker and Kedric Golston),0.150,0.070
4,6:24,2,7,NYG 22,7,31,Ahmad Bradshaw right tackle for 1 yard (tackle by Ma'ake Kemoeatu),0.070,-0.550
4,5:40,3,6,NYG 23,7,31,Eli Manning pass incomplete deep left intended for Derek Hagan (defended by Kevin Barnes),-0.550,-1.830
4,5:30,4,6,NYG 23,7,31,"Matt Dodge punts 42 yards, returned by Brandon Banks for 11 yards (tackle by Zak DeOssie)",-1.830,-1.990
4,5:20,1,10,WAS 46,7,31,Donovan McNabb pass incomplete deep middle intended for Anthony Armstrong (defended by Barry Cofield),1.990,1.450
4,5:15,2,10,WAS 46,7,31,Donovan McNabb pass complete short middle to Santana Moss for 16 yards (tackle by Deon Grant),1.450,3.050
4,4:41,1,10,NYG 38,7,31,"Donovan McNabb pass complete short middle to Chris Cooley for 7 yards (tackle by Deon Grant). Chris Cooley fumbles (forced by Deon Grant), recovered by Jason Pierre-Paul at NYG-30 (tackle by Kory Lichtensteiger)",3.050,-0.940
4,4:27,1,10,NYG 30,7,31,Ahmad Bradshaw right tackle for 11 yards (tackle by London Fletcher and Reed Doughty),0.940,1.660
4,3:45,1,10,NYG 41,7,31,Danny Ware left tackle for -2 yards (tackle by London Fletcher),1.660,0.850
4,3:15,2,12,NYG 39,7,31,Danny Ware middle for no gain (tackle by Brian Orakpo),0.850,0.170
4,2:25,3,12,NYG 39,7,31,Eli Manning pass complete short left to Danny Ware for 3 yards (tackle by DeAngelo Hall),0.170,-0.590
4,2:00,4,9,NYG 42,7,31,"Matt Dodge punts 50 yards, returned by Brandon Banks for 6 yards (tackle by Devin Thomas)",-0.590,0.280
4,1:50,1,10,WAS 14,7,31,Donovan McNabb pass incomplete short right intended for Santana Moss (defended by Jason Pierre-Paul),-0.280,-0.750
4,1:46,2,10,WAS 14,7,31,Donovan McNabb pass complete short middle to Roydell Williams for 9 yards (tackle by Aaron Ross),-0.750,-0.320
4,1:26,3,1,WAS 23,7,31,Donovan McNabb middle for 2 yards (tackle by Chris Canty),-0.320,0.610
4,1:21,,,,7,31,Timeout #2 by Washington Redskins,0.000,0.610
4,1:21,1,10,WAS 25,7,31,Donovan McNabb pass complete short middle to Roydell Williams for 8 yards (tackle by Deon Grant and Aaron Ross),0.610,1.140
4,1:01,2,2,WAS 33,7,31,Donovan McNabb pass complete short right to Santana Moss for 8 yards (tackle by Corey Webster),1.140,1.660
4,0:39,1,10,WAS 41,7,31,Donovan McNabb pass incomplete deep middle intended for Brandon Banks,1.660,1.120
4,0:33,2,10,WAS 41,7,31,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong,1.120,0.430
4,0:25,3,10,WAS 41,7,31,Keiland Williams left tackle for 20 yards (tackle by Antrel Rolle),0.430,2.980
4,0:01,1,10,NYG 39,7,31,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong is intercepted by Corey Webster at NYG-16 and returned for -4 yards,2.980,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
