Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
1,0:10,1,5,SFO 29,7,0,Carlos Hyde middle for 9 yards (tackle by Frank Clark and Earl Thomas),1.270,1.470
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 38,7,0,Colin Kaepernick sacked by Michael Bennett for -5 yards,1.470,0.250
2,14:19,2,15,SFO 33,7,0,Carlos Hyde middle for -3 yards (tackle by Frank Clark),0.250,-0.820
2,13:42,3,18,SFO 30,7,0,Colin Kaepernick pass complete short right to Reggie Bush for 4 yards (tackle by Cary Williams),-0.820,-1.110
2,13:07,4,14,SFO 34,7,0,"Bradley Pinion punts 37 yards, returned by Tyler Lockett for 5 yards (tackle by Nick Bellore)",-1.110,-1.200
2,12:58,1,10,SEA 34,7,0,Thomas Rawls left guard for 4 yards (tackle by NaVorro Bowman),1.200,1.200
2,12:21,2,6,SEA 38,7,0,Russell Wilson pass complete deep middle to Jimmy Graham for 23 yards (tackle by Michael Wilhoite),1.200,2.980
2,11:43,1,10,SFO 39,7,0,Marshawn Lynch left guard for 2 yards (tackle by Ian Williams),2.980,2.710
2,11:04,2,8,SFO 37,7,0,Marshawn Lynch middle for 3 yards (tackle by Glenn Dorsey and NaVorro Bowman),2.710,2.410
2,10:24,3,5,SFO 34,7,0,Russell Wilson middle for 3 yards (tackle by Tank Carradine),2.410,1.400
2,9:43,4,2,SFO 31,10,0,Steven Hauschka 49 yard field goal good,1.400,3.000
2,9:43,,,SEA 35,10,0,"Steven Hauschka kicks off 63 yards, returned by Bruce Ellington for 24 yards (tackle by Kelcie McCray)",0.000,-0.670
2,9:31,1,10,SFO 26,10,0,Colin Kaepernick pass complete short right to Vernon Davis for 14 yards (tackle by Bobby Wagner),0.670,1.600
2,8:57,1,10,SFO 40,10,0,Reggie Bush left end for 3 yards (tackle by Cassius Marsh),1.600,1.460
2,8:28,2,7,SFO 43,10,0,Colin Kaepernick pass complete short left to Reggie Bush for 8 yards (tackle by Bobby Wagner),1.460,2.320
2,7:58,1,10,SEA 49,10,0,Colin Kaepernick pass complete short right to Garrett Celek for 8 yards (tackle by K.J. Wright and Richard Sherman),2.320,2.860
2,7:26,2,2,SEA 41,10,0,Carlos Hyde left end for 5 yards (tackle by K.J. Wright and Kam Chancellor),2.860,3.180
2,6:46,1,10,SEA 36,10,0,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,3.180,2.640
2,6:43,2,10,SEA 36,10,0,Colin Kaepernick pass incomplete deep right intended for Vernon Davis,2.640,1.950
2,6:34,3,10,SEA 36,10,0,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",1.950,1.290
2,6:34,3,15,SEA 41,10,0,Colin Kaepernick pass complete short middle to Reggie Bush for 1 yard (tackle by Cliff Avril),1.290,0.590
2,5:55,4,14,SEA 40,10,0,Bradley Pinion punts 30 yards,0.590,0.380
2,5:41,1,10,SEA 10,10,0,Marshawn Lynch middle for 2 yards (tackle by Glenn Dorsey and Ahmad Brooks),-0.380,-0.630
2,5:03,2,8,SEA 12,10,0,Russell Wilson pass complete deep right to Jermaine Kearse for 21 yards (tackle by Tramaine Brock),-0.630,1.140
2,4:26,1,10,SEA 33,10,0,Russell Wilson sacked by Ahmad Brooks for -1 yards,1.140,0.460
2,3:45,2,11,SEA 32,10,0,"Marshawn Lynch right guard for 3 yards (tackle by NaVorro Bowman). Penalty on Chris Matthews: Illegal Shift, 5 yards (no play)",0.460,-0.220
2,3:22,2,16,SEA 27,10,0,"Russell Wilson pass complete short right to Doug Baldwin for 15 yards (tackle by Antoine Bethea). Penalty on Antoine Bethea: Face Mask (15 Yards), 15 yards",-0.220,2.720
2,2:53,1,10,SFO 43,16,0,"Russell Wilson pass complete deep left to Tyler Lockett for 43 yards, touchdown",2.720,7.000
2,2:53,,,SFO 43,17,0,Steven Hauschka kicks extra point good,0.000,0.000
2,2:53,,,SEA 35,17,0,"Steven Hauschka kicks off 68 yards, returned by Bruce Ellington for 24 yards (tackle by Earl Thomas)",0.000,-0.340
2,2:36,1,10,SFO 21,17,0,Colin Kaepernick sacked by Cliff Avril and Michael Bennett for -4 yards,0.340,-0.860
2,2:01,2,14,SFO 17,17,0,Colin Kaepernick sacked by Michael Bennett for -4 yards,-0.860,-2.300
2,1:54,3,18,SFO 13,17,0,Colin Kaepernick pass complete short left to Anquan Boldin for 6 yards (tackle by Richard Sherman). Penalty on Torrey Smith: Offensive Pass Interference (Declined),-2.300,-2.140
2,1:49,4,12,SFO 19,17,0,"Bradley Pinion punts 54 yards, returned by Tyler Lockett for no gain",-2.140,-0.740
2,1:41,1,10,SEA 27,17,0,Russell Wilson pass complete short right to Fred Jackson for 7 yards (tackle by Michael Wilhoite),0.740,1.140
2,1:19,2,3,SEA 34,17,0,Russell Wilson pass complete deep right to Jermaine Kearse for 36 yards (tackle by Michael Wilhoite),1.140,1.140
2,1:10,2,3,SEA 34,17,0,Timeout #1 by Seattle Seahawks,1.140,3.580
2,1:10,1,10,SFO 30,17,0,Russell Wilson sacked by Quinton Dial for -2 yards,3.580,3.580
2,1:02,1,10,SFO 30,17,0,Timeout #2 by Seattle Seahawks,3.580,2.760
2,1:02,2,12,SFO 32,17,0,Russell Wilson pass complete short left to Tyler Lockett for 12 yards (tackle by Jaquiski Tartt),2.760,4.240
2,0:57,1,10,SFO 20,17,0,Russell Wilson pass incomplete short middle intended for Jimmy Graham (defended by Eric Reid),4.240,3.690
2,0:52,2,10,SFO 20,17,0,Russell Wilson pass incomplete deep right intended for Doug Baldwin is intercepted by Tramaine Brock at SFO--5,3.690,-0.280
2,0:43,1,10,SFO 20,17,0,Colin Kaepernick sacked by Cliff Avril for -14 yards,0.280,-1.800
2,0:22,2,24,SFO 6,17,0,Reggie Bush right guard for 9 yards (tackle by Bobby Wagner),-1.800,-1.860
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,17,0,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SEA 20,17,0,Marshawn Lynch right end for 14 yards (tackle by Jaquiski Tartt and Michael Wilhoite),0.280,1.200
3,14:24,1,10,SEA 34,17,0,Marshawn Lynch right guard for 12 yards (tackle by Jaquiski Tartt and Ahmad Brooks),1.200,1.990
3,13:44,1,10,SEA 46,17,0,"Thomas Rawls left tackle for 1 yard (tackle by Quinton Dial). Penalty on J.R. Sweezy: Unnecessary Roughness, 15 yards (no play)",1.990,1.000
3,13:20,1,25,SEA 31,17,0,Russell Wilson pass complete short right to Thomas Rawls for 5 yards (tackle by Eric Reid and NaVorro Bowman),1.000,0.100
3,12:37,2,20,SEA 36,17,0,Russell Wilson sacked by Aaron Lynch for -6 yards,0.100,-1.350
3,11:52,3,26,SEA 30,17,0,Fred Jackson right tackle for 2 yards (tackle by NaVorro Bowman and Tank Carradine),-1.350,-1.240
3,11:12,4,24,SEA 32,17,0,"Jon Ryan punts 51 yards, returned by Reggie Bush for 9 yards (tackle by Kelcie McCray)",-1.240,-0.670
3,11:00,1,10,SFO 26,17,0,Carlos Hyde right tackle for 4 yards (tackle by Michael Bennett and Cary Williams),0.670,0.670
3,10:30,2,6,SFO 30,17,0,Carlos Hyde right tackle for 3 yards (tackle by Bobby Wagner),0.670,0.370
3,9:50,3,3,SFO 33,17,0,"Carlos Hyde right tackle for -2 yards (tackle by Cliff Avril). Carlos Hyde fumbles (forced by Cliff Avril), recovered by Erik Pears at SFO-31",0.370,-1.310
3,9:09,4,5,SFO 31,17,0,"Bradley Pinion punts 53 yards, out of bounds",-1.310,0.140
3,9:02,1,10,SEA 16,17,0,Russell Wilson pass complete short right to Doug Baldwin for 4 yards (tackle by Jimmie Ward),-0.140,0.010
3,8:28,2,6,SEA 20,17,0,Marshawn Lynch right tackle for 4 yards (tackle by Michael Wilhoite),0.010,-0.320
3,7:49,3,2,SEA 24,17,0,Russell Wilson pass complete short left to Jermaine Kearse for 7 yards (tackle by Kenneth Acker),-0.320,1.000
3,7:11,1,10,SEA 31,17,0,Thomas Rawls right guard for 4 yards (tackle by NaVorro Bowman),1.000,1.000
3,6:34,2,6,SEA 35,17,0,Russell Wilson pass incomplete deep middle intended for Jermaine Kearse is intercepted by Kenneth Acker at SFO-7,1.000,0.380
3,6:24,1,10,SFO 7,17,0,"Carlos Hyde left tackle for 10 yards (tackle by Bobby Wagner). Carlos Hyde fumbles (forced by Bobby Wagner), recovered by Joe Staley at SFO-17. Penalty on Alex Boone: Offensive Holding, 3 yards (no play)",-0.380,-0.490
3,5:56,1,13,SFO 4,17,0,Reggie Bush middle for 3 yards (tackle by K.J. Wright),-0.490,-0.780
3,5:20,2,10,SFO 7,17,0,Colin Kaepernick pass incomplete short left intended for Reggie Bush,-0.780,-1.420
3,5:16,3,10,SFO 7,17,0,Colin Kaepernick pass complete short middle to Vernon Davis for 13 yards (tackle by Bobby Wagner),-1.420,0.280
3,4:39,1,10,SFO 20,17,0,Carlos Hyde left guard for 1 yard (tackle by David King),0.280,-0.130
3,3:54,2,9,SFO 21,17,0,Colin Kaepernick pass complete deep left to Vernon Davis for 27 yards (tackle by Cary Williams and Earl Thomas),-0.130,2.130
3,3:23,1,10,SFO 48,17,0,Colin Kaepernick pass complete deep left to Anquan Boldin for 27 yards (tackle by DeShawn Shead),2.130,3.910
3,2:47,1,10,SEA 25,17,0,Carlos Hyde left guard for 2 yards (tackle by Earl Thomas),3.910,3.630
3,2:04,2,8,SEA 23,17,0,Carlos Hyde left end for 6 yards (tackle by Earl Thomas),3.630,3.850
3,1:31,3,2,SEA 17,17,0,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,3.850,2.440
3,1:26,4,2,SEA 17,17,3,Phil Dawson 35 yard field goal good,2.440,3.000
3,1:26,,,SFO 35,17,3,"Bradley Pinion kicks off 62 yards, returned by Tyler Lockett for 20 yards (tackle by Shayne Skov)",0.000,-0.480
3,1:15,1,10,SEA 23,17,3,Marshawn Lynch middle for 5 yards (tackle by Eli Harold),0.480,0.610
3,0:45,2,5,SEA 28,17,3,Marshawn Lynch left end for 9 yards (tackle by NaVorro Bowman),0.610,1.400
3,0:08,1,10,SEA 37,17,3,"Marshawn Lynch left end for 4 yards (tackle by Michael Wilhoite and Jaquiski Tartt). Penalty on Drew Nowak: Offensive Holding, 10 yards",1.400,1.000
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,16,SEA 31,17,3,Russell Wilson pass complete short right to Jimmy Graham for 8 yards (tackle by Michael Wilhoite and Jimmie Ward),1.000,1.130
4,14:21,2,8,SEA 39,17,3,Russell Wilson pass complete short right to Fred Jackson for 18 yards (tackle by Tramaine Brock and Jaquiski Tartt),1.130,2.720
4,13:34,1,10,SFO 43,17,3,Marshawn Lynch middle for 3 yards (tackle by NaVorro Bowman and Michael Wilhoite),2.720,2.580
4,12:55,2,7,SFO 40,17,3,Russell Wilson pass complete short right to Tyler Lockett for 6 yards (tackle by Jaquiski Tartt),2.580,2.680
4,12:16,3,1,SFO 34,17,3,Russell Wilson left end for 8 yards (tackle by Jaquiski Tartt),2.680,3.840
4,11:36,1,10,SFO 26,17,3,Marshawn Lynch left guard for 2 yards (tackle by Michael Wilhoite and Ahmad Brooks),3.840,3.570
4,10:52,2,8,SFO 24,17,3,Russell Wilson sacked by Aaron Lynch for -5 yards,3.570,2.210
4,10:10,3,13,SFO 29,17,3,Russell Wilson pass complete short left to Fred Jackson for 1 yard (tackle by Eric Reid),2.210,1.590
4,9:29,4,12,SFO 28,20,3,Steven Hauschka 46 yard field goal good,1.590,3.000
4,9:29,,,SEA 35,20,3,"Steven Hauschka kicks off 67 yards, returned by Bruce Ellington for 25 yards (tackle by B.J. Daniels)",0.000,-0.480
4,9:14,1,10,SFO 23,20,3,Colin Kaepernick sacked by Michael Bennett for -7 yards,0.480,-1.150
4,8:32,2,17,SFO 16,20,3,Colin Kaepernick sacked by David King and Brandon Mebane for -9 yards,-1.150,-3.290
4,7:52,3,26,SFO 7,20,3,Reggie Bush middle for 6 yards (tackle by Kam Chancellor),-3.290,-2.490
4,7:14,4,20,SFO 13,20,3,"Bradley Pinion punts 42 yards, fair catch by Tyler Lockett",-2.490,-1.930
4,7:06,1,10,SEA 45,20,3,Marshawn Lynch right tackle for -4 yards (tackle by Jaquiski Tartt),1.930,0.840
4,6:24,2,14,SEA 41,20,3,Marshawn Lynch middle for 4 yards (tackle by Tony Jerod-Eddie),0.840,0.700
4,5:44,3,10,SEA 45,20,3,Russell Wilson sacked by Ahmad Brooks for -9 yards,0.700,-0.980
4,5:00,4,19,SEA 36,20,3,"Jon Ryan punts 44 yards, fair catch by Reggie Bush. Penalty on Quinton Patton: Unsportsmanlike Conduct, 10 yards",-0.980,0.380
4,4:52,1,10,SFO 10,20,3,Colin Kaepernick pass complete short left to Anquan Boldin for 6 yards (tackle by DeShawn Shead),-0.380,-0.230
4,4:26,2,4,SFO 16,20,3,Colin Kaepernick pass incomplete short middle intended for Torrey Smith,-0.230,-0.720
4,4:22,3,4,SFO 16,20,3,Colin Kaepernick pass incomplete deep left intended for Quinton Patton. Penalty on Alex Boone: Offensive Holding (Declined),-0.720,-2.390
4,4:16,4,4,SFO 16,20,3,"Bradley Pinion punts 43 yards, returned by Tyler Lockett for 2 yards (tackle by L.J. McCray)",-2.390,-1.800
4,4:08,1,10,SEA 43,20,3,Marshawn Lynch right guard for 2 yards (tackle by Ian Williams and Glenn Dorsey),1.800,1.800
4,4:00,1,10,SEA 43,20,3,Timeout #1 by San Francisco 49ers,1.800,1.520
4,4:00,2,8,SEA 45,20,3,Marshawn Lynch left guard for 2 yards (tackle by Michael Wilhoite),1.520,1.520
4,3:56,2,8,SEA 45,20,3,Timeout #2 by San Francisco 49ers,1.520,1.090
4,3:56,3,6,SEA 47,20,3,Russell Wilson pass incomplete short left intended for Jimmy Graham,1.090,-0.260
4,3:53,4,6,SEA 47,20,3,"Jon Ryan punts 53 yards, touchback",-0.260,-0.280
4,3:42,1,10,SFO 20,20,3,Colin Kaepernick pass complete short right to Vernon Davis for 7 yards (tackle by Kam Chancellor),0.280,0.680
4,3:19,2,3,SFO 27,20,3,Colin Kaepernick pass incomplete short right intended for Quinton Patton,0.680,-0.030
4,3:16,3,3,SFO 27,20,3,Colin Kaepernick pass incomplete short left intended for Anquan Boldin (defended by Bobby Wagner),-0.030,-1.570
4,3:13,4,3,SFO 27,20,3,"Bradley Pinion punts 48 yards, out of bounds",-1.570,-0.610
4,3:05,1,10,SEA 25,20,3,Marshawn Lynch left tackle for 11 yards (tackle by Michael Wilhoite),0.610,1.330
4,2:20,1,10,SEA 36,20,3,Marshawn Lynch middle for 3 yards (tackle by Tank Carradine),1.330,1.330
4,2:12,1,10,SEA 36,20,3,Timeout #3 by San Francisco 49ers,1.330,1.200
4,2:12,2,7,SEA 39,20,3,Russell Wilson pass complete short left to Tyler Lockett for 2 yards (tackle by Gerald Hodges),1.200,0.760
4,2:06,3,5,SEA 41,20,3,Marshawn Lynch left guard for 6 yards (tackle by Keith Reaser),0.760,2.060
4,2:00,1,10,SEA 47,20,3,Russell Wilson kneels for -1 yards,2.060,1.380
4,1:19,2,11,SEA 46,20,3,Russell Wilson kneels for -1 yards,1.380,0.560
4,0:39,3,12,SEA 45,20,3,Russell Wilson kneels for -1 yards,0.560,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
