Quarter,Time,Tm,Detail,SEA,SFO
1.0,7:01,Seahawks,Marshawn Lynch 1 yard rush (Stephen Hauschka kick),7,0
2.0,9:37,Seahawks,Stephen Hauschka 49 yard field goal,10,0
,2:44,Seahawks,Tyler Lockett 43 yard pass from Russell Wilson (Stephen Hauschka kick),17,0
3.0,1:21,49ers,Phil Dawson 35 yard field goal,17,3
4.0,9:23,Seahawks,Stephen Hauschka 46 yard field goal,20,3
