Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeVante Parker,MIA,9,6,134,0,6,87,14.5,47,7.8,18.2,0,,0,0.0,0,109.7
Danny Amendola,MIA,6,5,43,0,1,27,5.4,16,3.2,8.2,0,,0,0.0,1,56.9
Mike Gesicki,MIA,5,4,14,0,1,11,2.8,3,0.8,8.4,0,,0,0.0,0,79.2
Jakeem Grant,MIA,8,4,36,0,2,21,5.3,15,3.8,6.0,0,,0,0.0,0,62.5
Kenyan Drake,MIA,2,2,37,1,1,26,13.0,11,5.5,13.0,0,,0,0.0,0,158.3
Frank Gore,MIA,2,1,5,0,0,-2,-2.0,7,7.0,-1.5,0,,0,0.0,0,56.2
Durham Smythe,MIA,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,HOU,7,6,82,2,4,51,8.5,31,5.2,10.6,0,,0,0.0,0,155.1
Will Fuller,HOU,6,5,124,1,2,62,12.4,62,12.4,13.8,0,,0,0.0,0,158.3
Jordan Thomas,HOU,4,4,29,2,2,21,5.3,8,2.0,5.3,0,,0,0.0,0,136.5
Tyler Ervin,HOU,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Lamar Miller,HOU,2,0,0,0,0,0,,0,,1.5,0,,0,0.0,0,39.6
