Quarter,Time,Down,ToGo,Location,CIN,STL,Detail,EPB,EPA
2,6:13,3,1,CIN 30,3,0,"Brandon Lloyd left end for -3 yards (tackle by Nate Clements). Penalty on Pacman Jones: Face Mask (15 Yards), 15 yards (no play)",2.940,4.580
2,5:49,1,10,CIN 15,3,0,Kellen Clemens pass incomplete short left intended for Brandon Lloyd,4.580,3.950
2,5:41,2,10,CIN 15,3,0,Steven Jackson left guard for 6 yards (tackle by Rey Maualuga),3.950,4.220
2,5:04,3,4,CIN 9,3,0,Kellen Clemens pass complete short left to Brandon Lloyd for 1 yard (tackle by Nate Clements),4.220,2.980
2,4:21,4,3,CIN 8,3,3,Josh Brown 26 yard field goal good,2.980,3.000
2,,,,STL 35,3,3,"Josh Brown kicks off 72 yards, returned by Brandon Tate for 33 yards (tackle by Craig Dahl)",0.000,0.670
2,4:12,1,10,CIN 26,3,3,Cedric Benson up the middle for 4 yards (tackle by Darian Stewart),0.670,0.670
2,3:36,2,6,CIN 30,3,3,Andy Dalton sacked by Chris Long for -6 yards,0.670,-0.820
2,3:03,3,12,CIN 24,3,3,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Roderick Hood: Defensive Pass Interference, 25 yards (no play)",-0.820,2.190
2,2:58,1,10,CIN 49,3,3,Cedric Benson up the middle for -2 yards (tackle by James Laurinaitis),2.190,1.380
2,2:58,2,12,CIN 47,3,3,Andy Dalton pass complete short right to Cedric Benson for 11 yards (tackle by Eugene Sims),1.380,2.150
2,2:00,3,1,STL 42,3,3,Cedric Benson left tackle for no gain (tackle by Justin Bannan),2.150,0.460
2,1:23,4,1,STL 42,3,3,Cedric Benson left tackle for -1 yards (tackle by James Laurinaitis and Brady Poppinga),0.460,-1.800
2,1:17,1,10,STL 43,3,3,Kellen Clemens pass complete short right to Steven Jackson for 11 yards (tackle by Geno Atkins),1.800,2.520
2,0:51,1,10,CIN 46,3,3,Kellen Clemens pass complete short right to Brandon Lloyd for 12 yards (tackle by Kelly Jennings),2.520,3.310
2,0:46,1,10,CIN 34,3,3,Kellen Clemens pass complete short left to Steven Jackson for 4 yards (tackle by Pacman Jones),3.310,3.310
2,0:39,,,,3,3,Timeout #2 by St. Louis Rams,0.000,3.310
2,0:39,2,6,CIN 30,3,3,Kellen Clemens pass incomplete short right intended for Austin Pettis,3.310,2.610
2,0:36,3,6,CIN 30,3,3,Kellen Clemens pass complete short left to Danario Alexander for 5 yards (tackle by Pacman Jones),2.610,1.950
2,0:31,4,1,CIN 25,3,6,Josh Brown 43 yard field goal good,1.950,3.000
2,,,,STL 35,3,6,"Josh Brown kicks off 68 yards, returned by Brandon Tate for 37 yards (tackle by David Nixon)",0.000,1.200
2,0:17,1,10,CIN 34,3,6,Andy Dalton pass incomplete deep left intended for Jerome Simpson,1.200,0.660
2,0:12,2,10,CIN 34,3,6,Cedric Peerman up the middle for -3 yards (tackle by Darian Stewart),0.660,-0.430
Quarter,Time,Down,ToGo,Location,CIN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,3,6,"Josh Brown kicks off 70 yards, returned by Brandon Tate for 31 yards (tackle by Chris Chamberlain)",0.000,0.670
3,14:55,1,10,CIN 26,3,6,Cedric Benson left tackle for 5 yards (tackle by Brady Poppinga and Darian Stewart),0.670,0.810
3,14:22,2,5,CIN 31,3,6,Andy Dalton pass incomplete short right intended for Jermaine Gresham (defended by Brady Poppinga),0.810,0.100
3,14:19,3,5,CIN 31,3,6,Andy Dalton pass complete short left to Ryan Whalen for 7 yards (tackle by Josh Gordy),0.100,1.470
3,14:05,1,10,CIN 38,3,6,"Cedric Benson left tackle for 13 yards (tackle by Quintin Mikell). Cedric Benson fumbles (forced by Quintin Mikell), recovered by Cedric Benson at STL-49",1.470,2.320
3,14:05,1,10,STL 49,3,6,Cedric Benson right tackle for no gain (tackle by Quintin Mikell),2.320,1.780
3,12:53,2,10,STL 49,3,6,Cedric Benson right end for 7 yards (tackle by Quintin Mikell),1.780,2.020
3,12:17,3,3,STL 42,3,6,Andy Dalton pass complete short right to Jerome Simpson for 10 yards (tackle by Quintin Mikell),2.020,3.450
3,11:56,1,10,STL 32,3,6,Andy Dalton pass complete short right to Jermaine Gresham for 9 yards (tackle by James Laurinaitis),3.450,4.120
3,11:13,2,1,STL 23,3,6,Andy Dalton pass incomplete deep right intended for Jermaine Gresham,4.120,3.400
3,11:07,3,1,STL 23,3,6,Cedric Benson right tackle for no gain (tackle by Brady Poppinga and Darell Scott),3.400,2.080
3,10:26,4,1,STL 23,6,6,Mike Nugent 41 yard field goal good,2.080,3.000
3,,,,CIN 35,6,6,"Mike Nugent kicks off 71 yards, returned by Jerious Norwood for 21 yards (tackle by Bart Johnson)",0.000,-0.220
3,10:18,1,10,STL 15,6,6,Kellen Clemens left tackle for 8 yards (tackle by Chris Crocker),-0.220,0.480
3,9:41,2,2,STL 23,6,6,Steven Jackson for 18 yards (tackle by Thomas Howard),0.480,1.660
3,9:15,1,10,STL 41,6,6,Steven Jackson up the middle for 2 yards (tackle by Dan Skuta),1.660,1.390
3,8:39,2,8,STL 43,6,6,Kellen Clemens pass complete short right to Brandon Lloyd for 6 yards (tackle by Bart Johnson),1.390,1.490
3,7:52,3,2,STL 49,6,6,Kellen Clemens right guard for 1 yard (tackle by Micah Johnson),1.490,-0.060
3,7:12,4,1,,6,6,"Donnie Jones punts 39 yards, fair catch by Brandon Tate",-0.060,0.370
3,7:00,1,10,CIN 11,6,6,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",-0.370,-0.570
3,7:00,1,15,CIN 6,6,6,Cedric Benson left tackle for 4 yards (tackle by Fred Robbins),-0.570,-0.850
3,6:26,2,11,CIN 10,6,6,"Andy Dalton for 7 yards (tackle by Chris Chamberlain). Penalty on Anthony Collins: Offensive Holding, 5 yards (no play)",-0.850,-1.220
3,5:59,2,16,CIN 5,6,6,Andy Dalton pass complete short right to Andrew Hawkins for 10 yards (tackle by Craig Dahl),-1.220,-0.950
3,5:23,3,6,CIN 15,6,6,Andy Dalton pass complete short right to A.J. Green for 7 yards (tackle by Roderick Hood),-0.950,0.410
3,4:47,1,10,CIN 22,6,6,Cedric Benson right end for -2 yards (tackle by Chris Chamberlain),0.410,-0.400
3,4:07,2,12,CIN 20,6,6,Andy Dalton pass incomplete short left intended for Jerome Simpson (defended by Josh Gordy),-0.400,-1.090
3,4:02,3,12,CIN 20,6,6,"Penalty on CIN: False Start, 5 yards (no play)",-1.090,-2.050
3,4:02,3,17,CIN 15,6,6,Cedric Peerman up the middle for 11 yards (tackle by James Laurinaitis),-2.050,-1.630
3,3:28,4,6,CIN 26,6,6,"Kevin Huber punts 43 yards, fair catch by Nick Miller",-1.630,-1.000
3,3:20,1,10,STL 31,6,6,Steven Jackson left tackle for 1 yard (tackle by Pacman Jones),1.000,0.600
3,2:48,2,9,STL 32,6,6,Kellen Clemens pass complete short middle to Steven Jackson for 2 yards (tackle by Rey Maualuga),0.600,0.170
3,2:10,3,7,STL 34,6,6,Kellen Clemens sacked by Nate Clements for -8 yards,0.170,-1.630
3,1:48,4,15,STL 26,6,6,"Donnie Jones punts 54 yards, returned by Brandon Tate for 56 yards (tackle by James Butler). Penalty on James Butler: Unnecessary Roughness, 12 yards",-1.630,-4.780
3,1:33,1,10,STL 12,6,6,Bernard Scott up the middle for 11 yards (tackle by Darian Stewart and Quintin Mikell),4.780,6.970
3,0:57,1,1,STL 1,6,6,Andy Dalton pass incomplete short right intended for A.J. Green. Penalty on Darian Stewart: Illegal Use of Hands (no play),6.970,6.970
3,0:53,1,1,STL 1,6,6,Bernard Scott left tackle for no gain (tackle by Justin Bannan),6.970,5.910
3,0:17,2,1,STL 1,12,6,"Bernard Scott left tackle for 1 yard, touchdown",5.910,7.000
3,,,,STL 2,13,6,Mike Nugent kicks extra point good,0.000,0.000
3,,,,CIN 35,13,6,"Mike Nugent kicks off 72 yards, touchback",0.000,0.280
3,0:12,1,10,STL 20,13,6,Kellen Clemens pass complete short left to Lance Kendricks for 3 yards (tackle by Reggie Nelson),0.280,0.140
Quarter,Time,Down,ToGo,Location,CIN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,STL 23,13,6,Steven Jackson right end for 2 yards (tackle by Rey Maualuga),0.140,-0.300
4,14:32,3,5,STL 25,13,6,Kellen Clemens pass complete short right to Austin Pettis for 6 yards (tackle by Kelly Jennings),-0.300,1.000
4,14:05,1,10,STL 31,13,6,"Cadillac Williams right tackle for 12 yards. Penalty on Harvey Dahl: Offensive Holding, 10 yards, Penalty on Harvey Dahl: Unsportsmanlike Conduct, 10 yards (no play)",1.000,-1.060
4,13:46,1,30,STL 11,13,6,Cadillac Williams up the middle for 7 yards (tackle by Nick Hayden),-1.060,-1.400
4,13:08,2,23,STL 18,13,6,Steven Jackson right end for 1 yard (tackle by Nick Hayden),-1.400,-1.940
4,12:24,3,22,STL 19,13,6,Kellen Clemens pass complete short right to Lance Kendricks for 9 yards (tackle by Carlos Dunlap). Penalty on Jason Brown: Ineligible Downfield Pass (Declined),-1.940,-1.500
4,11:57,4,13,STL 28,13,6,"Donnie Jones punts 57 yards, returned by Brandon Tate for 15 yards (tackle by Jacob McQuaide). Penalty on Dan Skuta: Offensive Holding, 10 yards",-1.500,-0.280
4,11:45,1,10,CIN 20,13,6,Andy Dalton pass complete short right to A.J. Green for 14 yards (tackle by Roderick Hood),0.280,1.200
4,11:07,1,10,CIN 34,13,6,"Cedric Benson left tackle for 11 yards (tackle by Quintin Mikell). Cedric Benson fumbles (forced by Quintin Mikell), recovered by Jerome Simpson at STL-47",1.200,2.460
4,10:27,1,10,STL 47,13,6,"Andy Dalton pass incomplete short left intended for Cedric Benson. Penalty on Chris Chamberlain: Unnecessary Roughness, 15 yards",2.460,3.450
4,10:22,1,10,STL 32,13,6,Andrew Hawkins left end for 8 yards (tackle by Chris Chamberlain),3.450,3.980
4,9:38,2,2,STL 24,13,6,"Cedric Benson left tackle for 15 yards (tackle by Quintin Mikell). Penalty on Chris Chamberlain: Unnecessary Roughness, 5 yards",3.980,6.280
4,9:16,1,4,STL 4,19,6,"Cedric Benson left end for 4 yards, touchdown",6.280,7.000
4,,,,STL 2,20,6,Mike Nugent kicks extra point good,0.000,0.000
4,,,,CIN 35,20,6,"Mike Nugent kicks off 71 yards, returned by Jerious Norwood for 26 yards (tackle by Gibril Wilson)",0.000,0.280
4,9:11,1,10,STL 20,20,6,Kellen Clemens pass complete short middle to Austin Pettis for 6 yards (tackle by Rey Maualuga),0.280,0.540
4,8:49,2,4,STL 26,20,6,Steven Jackson up the middle for -1 yards (tackle by Frostee Rucker),0.540,-0.300
4,7:57,3,5,STL 25,20,6,Kellen Clemens pass incomplete short middle intended for Austin Pettis,-0.300,-1.700
4,7:52,4,5,STL 25,20,6,Donnie Jones punts 33 yards,-1.700,-1.730
4,7:44,1,10,CIN 42,20,6,Cedric Benson left guard for -2 yards (tackle by Fred Robbins and Darian Stewart),1.730,0.920
4,7:09,2,12,CIN 40,20,6,Andy Dalton pass complete short right to Jermaine Gresham for 4 yards (tackle by Roderick Hood),0.920,0.760
4,6:26,3,8,CIN 44,20,6,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Robert Quinn),0.760,-0.460
4,6:21,4,8,CIN 44,20,6,"Kevin Huber punts 35 yards, fair catch by Nick Miller",-0.460,-0.340
4,6:14,1,10,STL 21,20,6,Kellen Clemens pass complete short middle to Steven Jackson for 6 yards (tackle by Nate Clements),0.340,0.610
4,5:40,2,4,STL 27,20,6,Kellen Clemens pass complete short middle to Steven Jackson for 6 yards (tackle by Nate Clements),0.610,1.140
4,5:16,1,10,STL 33,20,6,Kellen Clemens pass complete short left to Steven Jackson for 11 yards (tackle by Thomas Howard and Micah Johnson),1.140,1.860
4,4:51,1,10,STL 44,20,6,Kellen Clemens pass incomplete deep right intended for Austin Pettis,1.860,1.320
4,4:46,2,10,STL 44,20,6,Kellen Clemens pass complete short left to Cadillac Williams for 6 yards (tackle by Bart Johnson),1.320,1.420
4,4:19,3,4,,20,6,Kellen Clemens pass complete short right to Lance Kendricks for 7 yards (tackle by Thomas Howard),1.420,2.720
4,3:56,1,10,CIN 43,20,6,"Kellen Clemens pass incomplete deep middle intended for Lance Kendricks. Penalty on Thomas Howard: Defensive Pass Interference, 16 yards (no play)",2.720,3.780
4,3:52,1,10,CIN 27,20,6,Kellen Clemens pass incomplete short middle intended for Steven Jackson (defended by Jonathan Fanene),3.780,3.230
4,3:47,2,10,CIN 27,20,6,Kellen Clemens pass complete short middle to Steven Jackson for 9 yards (tackle by Thomas Howard),3.230,3.840
4,3:15,3,1,CIN 18,20,6,"Kellen Clemens sacked by Geno Atkins for -5 yards. Kellen Clemens fumbles (forced by Geno Atkins), recovered by Bryan Mattison at CIN-23",3.840,1.950
4,2:35,4,6,CIN 23,20,6,"Kellen Clemens pass incomplete short left intended for Brandon Lloyd. Penalty on Kellen Clemens: Intentional Grounding, 12 yards",1.950,-1.270
4,2:33,1,10,CIN 35,20,6,Andy Dalton pass complete short right to Jerome Simpson for 4 yards (tackle by Chris Chamberlain),1.270,1.260
4,2:25,,,,20,6,Timeout #1 by St. Louis Rams,0.000,1.260
4,2:25,2,6,CIN 39,20,6,Bernard Scott left tackle for 2 yards (tackle by Darell Scott),1.260,0.830
4,2:19,,,,20,6,Timeout #2 by St. Louis Rams,0.000,0.830
4,2:19,3,4,CIN 41,20,6,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",0.830,0.170
4,2:19,3,9,CIN 36,20,6,Bernard Scott right guard for no gain (tackle by Darell Scott),0.170,-0.980
4,2:15,,,,20,6,Timeout #3 by St. Louis Rams,0.000,-0.980
4,2:15,4,9,CIN 36,20,6,"Kevin Huber punts 34 yards, fair catch by Nick Miller",-0.980,-0.940
4,2:08,1,10,STL 30,20,6,Kellen Clemens pass complete short middle to Steven Jackson for 11 yards (tackle by Thomas Howard),0.940,1.660
4,2:00,1,10,STL 41,20,6,Kellen Clemens pass complete short middle to Danario Alexander for 22 yards (tackle by Thomas Howard),1.660,3.120
4,1:41,1,10,CIN 37,20,6,Kellen Clemens pass complete short middle to Steven Jackson for 12 yards (tackle by Thomas Howard),3.120,3.910
4,1:18,1,10,CIN 25,20,6,Kellen Clemens pass incomplete short middle intended for Lance Kendricks (defended by Bart Johnson),3.910,3.360
4,1:14,2,10,CIN 25,20,12,"Kellen Clemens pass complete deep left to Danario Alexander for 25 yards, touchdown",3.360,7.000
4,,,,CIN 2,20,13,Josh Brown kicks extra point good,0.000,0.000
4,,,,STL 35,20,13,Josh Brown kicks off 33 yards,0.000,1.070
4,1:06,1,10,CIN 32,20,13,Andy Dalton kneels for -1 yards,1.070,0.390
4,0:34,2,11,CIN 31,20,13,Andy Dalton kneels for -1 yards,0.390,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
