Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
1,6:31,3,8,NOR 40,0,0,Drew Brees pass incomplete short left intended for Devery Henderson,0.500,-0.720
1,6:26,4,8,NOR 40,0,0,"Steve Weatherford punts 36 yards, fair catch by Brandon Williams",-0.720,-0.540
1,6:18,1,10,SFO 24,0,0,Frank Gore right tackle for 8 yards (tackle by Charles Grant and Scott Shanle),0.540,1.080
1,5:39,2,2,SFO 32,0,0,Frank Gore right guard for 12 yards (tackle by Omar Stoutmire),1.080,1.860
1,4:59,1,10,SFO 44,0,0,Frank Gore left guard for 2 yards (tackle by Charles Grant),1.860,1.590
1,4:34,2,8,SFO 46,0,0,Alex Smith pass incomplete (defended by Charles Grant),1.590,0.890
1,4:27,3,8,SFO 46,0,0,Bryan Gilmore left end for 12 yards (tackle by Jason Craft and Josh Bullocks),0.890,2.790
1,3:43,1,10,NOR 42,0,0,Alex Smith pass complete short right to Arnaz Battle for 13 yards (tackle by Omar Stoutmire),2.790,3.640
1,3:13,1,10,NOR 29,0,0,Maurice Hicks right guard for 5 yards (tackle by Charles Grant and Scott Shanle),3.640,3.780
1,2:30,2,5,NOR 24,0,0,Alex Smith pass incomplete deep right intended for Vernon Davis,3.780,3.070
1,2:22,3,5,NOR 24,0,0,Alex Smith pass complete short right to Arnaz Battle for 9 yards,3.070,4.580
1,1:48,1,10,NOR 15,0,0,Frank Gore left guard for 1 yard (tackle by Hollis Thomas and Mark Simoneau),4.580,4.110
1,1:09,2,9,NOR 14,0,0,Alex Smith pass incomplete short right intended for Frank Gore,4.110,3.240
1,1:04,3,9,NOR 14,0,0,Frank Gore middle for 2 yards (tackle by Scott Fujita),3.240,2.630
1,0:25,4,7,NOR 12,3,0,Joe Nedney 29 yard field goal good,2.630,3.000
1,,,,SFO 30,3,0,"Joe Nedney kicks off 69 yards, returned by Michael Lewis for 47 yards (tackle by Joe Nedney)",0.000,2.130
1,0:13,1,10,NOR 48,3,0,Deuce McAllister left tackle for 6 yards (tackle by Hannibal Navies),2.130,2.390
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,SFO 46,3,0,Deuce McAllister left tackle for 17 yards (tackle by Hannibal Navies and Derek Smith),2.390,3.640
2,14:25,1,10,SFO 29,3,0,Drew Brees pass complete short right to Reggie Bush for 11 yards (tackle by Sammy Davis),3.640,4.370
2,13:58,1,10,SFO 18,3,0,Deuce McAllister right guard for 3 yards (tackle by Marques Douglas and Derek Smith),4.370,4.250
2,13:17,2,7,SFO 15,3,0,Drew Brees pass incomplete short left intended for Devery Henderson,4.250,3.460
2,13:12,3,7,SFO 15,3,0,Drew Brees pass complete short right to Reggie Bush for 14 yards (tackle by Sammy Davis and Walt Harris),3.460,6.970
2,12:17,,,,3,0,Timeout #1 by New Orleans Saints,0.000,6.970
2,12:17,1,1,SFO 1,3,6,"Reggie Bush left guard for 1 yard, touchdown",6.970,7.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
2,,,,SFO 2,3,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,3,7,"Billy Cundiff kicks off 67 yards, returned by Maurice Hicks for 28 yards (tackle by Steve Gleason)",0.000,-1.000
2,12:06,1,10,SFO 31,3,7,Alex Smith sacked by Hollis Thomas for -8 yards,1.000,-0.620
2,11:27,2,18,SFO 23,3,7,Frank Gore left guard for 1 yard (tackle by Willie Whitehead and Brian Young),-0.620,-1.150
2,10:44,3,17,SFO 24,3,7,Alex Smith sacked by Josh Cooper for -1 yards,-1.150,-1.830
2,10:10,4,18,SFO 23,3,7,Andy Lee punts 50 yards,-1.830,-0.740
2,10:02,1,10,NOR 27,3,7,Drew Brees pass complete short right to Devery Henderson for 11 yards (tackle by Manny Lawson),0.740,1.470
2,9:24,1,10,NOR 38,3,7,Drew Brees pass incomplete deep right intended for Devery Henderson,1.470,0.920
2,9:15,2,10,NOR 38,3,7,Drew Brees pass complete short left to Reggie Bush for -2 yards (tackle by Walt Harris),0.920,-0.030
2,8:26,,,,3,7,Timeout #2 by New Orleans Saints,0.000,-0.030
2,8:26,3,12,NOR 36,3,7,Deuce McAllister middle for 11 yards (tackle by Marcus Hudson),-0.030,-0.260
2,8:19,4,1,NOR 47,3,7,"Steve Weatherford punts 41 yards, fair catch by Brandon Williams",-0.260,0.350
2,8:11,1,10,SFO 12,3,7,Frank Gore left end for 2 yards (tackle by Scott Shanle),-0.350,-0.610
2,7:38,2,8,SFO 14,3,7,Alex Smith sacked by Mark Simoneau for -4 yards,-0.610,-1.650
2,7:01,3,12,SFO 10,3,7,Alex Smith pass incomplete deep left intended for Antonio Bryant,-1.650,-2.490
2,6:54,4,12,SFO 10,3,7,"Andy Lee punts 47 yards, returned by Jay Bellamy for no gain",-2.490,-1.800
2,6:42,1,10,NOR 43,3,7,Reggie Bush right tackle for 7 yards (tackle by Mark Roman),1.800,2.200
2,5:58,2,3,NOR 50,3,7,Deuce McAllister right tackle for -1 yards (tackle by Manny Lawson and Hannibal Navies),2.200,1.350
2,5:16,3,4,NOR 49,3,7,Drew Brees pass complete short right to Devery Henderson for 3 yards (tackle by Keith Lewis),1.350,0.070
2,4:33,,,,3,7,Timeout #2 by San Francisco 49ers,0.000,0.070
2,4:33,4,1,SFO 48,3,7,Deuce McAllister left guard for 3 yards (tackle by Melvin Oliver),0.070,2.590
2,3:48,1,10,SFO 45,3,7,Deuce McAllister left guard for 2 yards (tackle by Hannibal Navies and Manny Lawson),2.590,2.310
2,3:19,2,8,SFO 43,3,7,Drew Brees pass complete short left to Reggie Bush for 1 yard (tackle by Hannibal Navies),2.310,1.750
2,2:34,3,7,SFO 42,3,7,Drew Brees pass complete short right to Reggie Bush for 10 yards (tackle by Walt Harris),1.750,3.450
2,2:00,1,10,SFO 32,3,7,"Drew Brees pass incomplete intended for Aaron Stecker. Drew Brees fumbles, recovered by Drew Brees at SFO-48",3.450,2.900
2,1:54,2,10,SFO 32,3,7,Drew Brees pass complete to Jamal Jones for 4 yards (tackle by Brandon Moore),2.900,2.740
2,1:38,,,,3,7,Timeout #3 by San Francisco 49ers,0.000,2.740
2,1:38,3,6,SFO 28,3,7,Drew Brees pass complete short left to Reggie Bush for 13 yards (tackle by Walt Harris),2.740,4.580
2,1:31,1,10,SFO 15,3,7,"Drew Brees pass incomplete short middle intended for Aaron Stecker. Penalty on Sammy Davis: Illegal Contact, 5 yards (no play)",4.580,4.910
2,1:27,1,10,SFO 10,3,7,Reggie Bush left guard for 2 yards (tackle by Marques Douglas),4.910,4.570
2,0:50,2,8,SFO 8,3,13,"Reggie Bush left end for 8 yards, touchdown",4.570,7.000
2,,,,SFO 2,3,14,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,3,14,"Billy Cundiff kicks off 70 yards, touchback",0.000,-0.280
2,0:43,1,10,SFO 20,3,14,Frank Gore left tackle for 3 yards (tackle by Josh Cooper and Jason Craft),0.280,0.140
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,3,14,"Joe Nedney kicks off 65 yards, returned by Michael Lewis for 24 yards (tackle by Maurice Hicks)",0.000,0.870
3,14:54,1,10,NOR 29,3,14,Drew Brees pass complete short left to Mike Karney for 5 yards (tackle by Walt Harris),0.870,1.000
3,14:17,2,5,NOR 34,3,14,Reggie Bush right end for 2 yards (tackle by Bryant Young),1.000,0.560
3,13:34,3,3,NOR 36,3,14,Reggie Bush left tackle for -4 yards (tackle by Mark Roman and Roderick Green),0.560,-1.240
3,13:08,4,7,NOR 32,3,14,"Steve Weatherford punts 40 yards, returned by Brandon Williams for no gain. Penalty on SFO: Defensive 12 On-field, 5 yards",-1.240,-0.480
3,12:56,1,10,SFO 23,3,14,Alex Smith pass complete short middle to Antonio Bryant for 14 yards (tackle by Omar Stoutmire),0.480,1.400
3,12:19,1,10,SFO 37,3,14,Alex Smith pass complete short middle to Frank Gore for 7 yards (tackle by Hollis Thomas and Mark Simoneau),1.400,1.800
3,11:38,2,3,SFO 44,3,14,Frank Gore right guard for 8 yards (tackle by Willie Whitehead and Mark Simoneau),1.800,2.390
3,11:00,1,10,NOR 48,9,14,"Alex Smith pass complete deep left to Antonio Bryant for 48 yards, touchdown",2.390,7.000
3,,,,NOR 2,10,14,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,10,14,Joe Nedney kicks onside 11 yards (onside kick successful),0.000,1.660
3,10:51,1,10,SFO 41,10,14,Alex Smith pass incomplete deep right intended for Antonio Bryant is intercepted by Mike McKenzie at NOR-40 and returned for 54 yards,1.660,-5.830
,,,,,,,"NOR challenged the ruling, and the original play was overturned.",,
3,10:34,1,6,SFO 6,10,14,Drew Brees pass complete short right to Mark Campbell for 3 yards (tackle by Mark Roman),5.830,5.530
3,10:10,2,3,SFO 3,10,14,Drew Brees pass incomplete short right intended for Billy Miller,5.530,4.720
3,10:04,3,3,SFO 3,10,14,Deuce McAllister left guard for 2 yards (tackle by Bryant Young),4.720,3.550
3,9:06,4,1,SFO 1,10,17,John Carney 19 yard field goal good,3.550,3.000
3,,,,NOR 30,10,17,"Billy Cundiff kicks off 73 yards, returned by Maurice Hicks for 22 yards (tackle by Danny Clark)",0.000,-0.150
3,8:57,1,10,SFO 19,10,17,Frank Gore left guard for 2 yards (tackle by Scott Shanle),0.150,-0.060
3,8:15,2,8,SFO 21,10,17,Alex Smith sacked by Charles Grant for -13 yards,-0.060,-2.710
3,7:18,3,21,SFO 8,10,17,Alex Smith pass complete short left to Arnaz Battle for 14 yards (tackle by Fred Thomas),-2.710,-1.900
3,6:49,4,7,SFO 22,10,17,Andy Lee punts 45 yards,-1.900,-1.140
3,6:41,1,10,NOR 33,10,17,Deuce McAllister right guard for 2 yards (tackle by Mark Roman),1.140,0.860
3,6:06,2,8,NOR 35,10,17,Drew Brees pass incomplete short left intended for Mark Campbell,0.860,0.170
3,6:00,3,8,NOR 35,10,17,Drew Brees middle for 16 yards (tackle by Keith Lewis),0.170,2.320
3,5:19,1,10,SFO 49,10,17,Deuce McAllister left guard for 4 yards (tackle by Derek Smith and Walt Harris),2.320,2.320
3,4:41,2,6,SFO 45,10,17,Deuce McAllister right end for 8 yards (tackle by Donald Strickland and Derek Smith),2.320,3.120
3,3:59,1,10,SFO 37,10,17,Deuce McAllister left guard for 18 yards (tackle by Donald Strickland),3.120,4.310
3,3:16,1,10,SFO 19,10,17,Reggie Bush left tackle for 9 yards (tackle by Mark Roman),4.310,5.360
3,2:33,2,1,SFO 10,10,17,Mike Karney right guard for 2 yards (tackle by Hannibal Navies),5.360,5.370
3,1:48,1,8,SFO 8,10,17,"Reggie Bush left end for no gain (tackle by Keith Lewis). Penalty on Keith Lewis: Face Mask (15 Yards), 4 yards",5.370,6.280
3,1:25,1,4,SFO 4,10,17,"Deuce McAllister left guard for 1 yard (tackle by Brandon Moore). Penalty on Anthony Adams: Defensive Holding, 2 yards (no play)",6.280,6.740
3,1:04,,,,10,17,Timeout #1 by San Francisco 49ers,0.000,6.740
3,1:04,1,2,SFO 2,10,17,Deuce McAllister left end for -2 yards (tackle by Chad Williams),6.740,5.340
3,0:45,2,4,SFO 4,10,17,Drew Brees sacked by Keith Lewis for -1 yards,5.340,4.260
3,0:17,3,5,SFO 5,10,23,"Drew Brees pass complete short middle to Reggie Bush for 5 yards, touchdown",4.260,7.000
3,,,,SFO 2,10,24,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,10,24,"Billy Cundiff kicks off 73 yards, returned by Maurice Hicks for 28 yards (tackle by Terrence Melton). Penalty on Chad Williams: Illegal Block Above the , 10 yards",0.000,0.220
3,0:05,1,10,SFO 15,10,24,Alex Smith pass complete short right to Frank Gore for 4 yards (tackle by Charles Grant),-0.220,-0.110
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,SFO 19,10,24,Alex Smith pass incomplete short right intended for Delanie Walker,-0.110,-0.880
4,14:51,,,,10,24,Timeout #2 by San Francisco 49ers,0.000,-0.880
4,14:51,3,6,SFO 19,10,24,Alex Smith pass complete deep left to Vernon Davis for 21 yards,-0.880,1.600
4,14:24,1,10,SFO 40,10,24,Alex Smith pass incomplete deep right intended for Antonio Bryant is intercepted by Mike McKenzie at NOR-9,1.600,0.380
4,14:14,1,10,NOR 9,10,24,Drew Brees pass incomplete deep left intended for Mark Campbell,-0.380,-0.780
4,14:08,2,10,NOR 9,10,24,Deuce McAllister left guard for -1 yards (tackle by Ronald Fields),-0.780,-1.540
4,13:24,,,,10,24,Timeout #1 by New Orleans Saints,0.000,-1.540
4,13:24,3,11,NOR 8,10,24,Drew Brees pass complete short right to Reggie Bush for 74 yards,-1.540,4.370
4,12:53,1,10,SFO 18,10,24,Deuce McAllister left end for 4 yards (tackle by Brandon Moore),4.370,4.430
4,12:14,2,6,SFO 14,10,24,Drew Brees pass complete short right to Deuce McAllister for 4 yards (tackle by Keith Lewis and Donald Strickland),4.430,4.510
4,11:28,3,2,SFO 10,10,30,"Reggie Bush left end for 10 yards, touchdown",4.510,7.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
4,,,,SFO 2,10,31,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,10,31,"Billy Cundiff kicks off 71 yards, returned by Maurice Hicks for 22 yards (tackle by Danny Clark)",0.000,-0.340
4,11:14,1,10,SFO 21,10,31,Alex Smith pass incomplete short left intended for Frank Gore (defended by Josh Cooper),0.340,-0.200
4,11:09,2,10,SFO 21,10,31,Alex Smith pass complete short middle to Frank Gore for 5 yards (tackle by Scott Fujita),-0.200,-0.230
4,10:26,3,5,SFO 26,10,31,Alex Smith pass incomplete short left intended for Antonio Bryant (defended by Jason Craft),-0.230,-1.630
4,10:19,4,5,SFO 26,10,31,Andy Lee punts 56 yards (tackle by Mike Adams),-1.630,-0.940
4,10:09,1,10,NOR 30,10,31,Deuce McAllister left guard for 3 yards (tackle by Isaac Sopoaga),0.940,0.800
4,9:23,2,7,NOR 33,10,31,Deuce McAllister left guard for 15 yards (tackle by Keith Lewis and Mark Roman),0.800,2.130
4,8:38,1,10,NOR 48,10,31,Deuce McAllister left tackle for 5 yards (tackle by Marques Douglas and Brandon Moore),2.130,2.260
4,7:53,2,5,SFO 47,10,31,Deuce McAllister left end for 3 yards (tackle by Mark Roman and Jeff Ulbrich),2.260,1.950
4,7:08,3,2,SFO 44,10,31,Deuce McAllister left end for 9 yards (tackle by Mark Roman and Keith Lewis),1.950,3.250
4,6:21,1,10,SFO 35,10,31,Deuce McAllister left guard for 6 yards (tackle by Jeff Ulbrich),3.250,3.510
4,5:37,2,4,SFO 29,10,31,Deuce McAllister left guard for 3 yards (tackle by Jeff Ulbrich),3.510,3.200
4,4:53,3,1,SFO 26,10,31,"Reggie Bush left end for no gain (tackle by Jeff Ulbrich and Marques Douglas). Penalty on SFO: Defensive 12 On-field, 5 yards (no play)",3.200,4.170
4,4:46,1,10,SFO 21,10,31,Mike Karney left guard for 1 yard (tackle by Marques Douglas),4.170,3.760
4,4:02,,,,10,31,Timeout #2 by New Orleans Saints,0.000,3.760
4,4:02,2,9,SFO 20,10,31,Deuce McAllister left tackle for 3 yards (tackle by Bryant Young and Anthony Adams),3.760,3.460
4,3:18,3,6,SFO 17,10,31,Deuce McAllister right tackle for 2 yards (tackle by Melvin Oliver),3.460,2.520
4,2:36,4,4,SFO 15,10,34,John Carney 33 yard field goal good,2.520,3.000
4,,,,NOR 30,10,34,"Billy Cundiff kicks off 67 yards, returned by Maurice Hicks for 19 yards (tackle by Steve Gleason)",0.000,-0.410
4,2:26,1,10,SFO 22,10,34,Alex Smith pass complete short middle to Arnaz Battle for 7 yards (tackle by Scott Shanle),0.410,0.810
4,2:01,2,3,SFO 29,10,34,Alex Smith pass complete short middle to Frank Gore for 6 yards (tackle by Scott Shanle and Scott Fujita),0.810,1.270
4,1:53,1,10,SFO 35,10,34,Alex Smith pass complete short middle to Frank Gore for 6 yards (tackle by Jason Craft and Scott Shanle),1.270,1.530
4,1:53,2,4,SFO 41,10,34,"Penalty on Bryan Gilmore: False Start, 6 yards (no play)",1.530,0.720
4,1:28,2,10,SFO 35,10,34,"Alex Smith pass incomplete deep middle intended for Vernon Davis. Penalty on Scott Fujita: Defensive Pass Interfere, 27 yards (no play)",0.720,3.050
4,1:23,1,10,NOR 38,10,34,Alex Smith pass incomplete deep left intended for Antonio Bryant is intercepted by Josh Bullocks at NOR-7,3.050,0.380
4,1:15,1,10,NOR 7,10,34,Drew Brees kneels for -1 yards,-0.380,-0.850
4,0:35,2,11,NOR 6,10,34,Drew Brees kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
