Quarter,Time,Down,ToGo,Location,WAS,HOU,Detail,EPB,EPA
2,1:37,3,1,WAS 29,6,14,Robert Griffin pass complete short left to DeSean Jackson for 7 yards (tackle by A.J. Bouye),0.230,1.330
2,1:32,1,10,WAS 36,6,14,"Robert Griffin sacked by Whitney Mercilus for -6 yards. Penalty on Kareem Jackson: Illegal Contact, 5 yards (no play)",1.330,1.660
2,1:24,1,10,WAS 41,6,14,Robert Griffin pass complete short left to Pierre Garcon for 15 yards (tackle by Kareem Jackson),1.660,2.650
2,1:01,1,10,HOU 44,6,14,"Robert Griffin pass incomplete. Penalty on Robert Griffin: Intentional Grounding, 15 yards, Penalty on Andre Roberts: Offensive Pass Interference (Declined)",2.650,0.080
2,0:55,2,25,WAS 41,6,14,Robert Griffin pass complete short left to DeSean Jackson for no gain,0.080,0.080
2,0:04,2,25,WAS 41,6,14,Timeout #3 by Washington Redskins,0.080,-0.560
2,0:04,3,25,WAS 41,6,14,Alfred Morris left end for 9 yards (tackle by Kareem Jackson and D.J. Swearinger),-0.560,-0.060
Quarter,Time,Down,ToGo,Location,WAS,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,6,14,"Randy Bullock kicks off 71 yards, returned by Andre Roberts for 28 yards (tackle by Mike Mohamed). Penalty on Ryan Grant: Offensive Holding, 10 yards",0.000,-0.350
3,14:52,1,10,WAS 12,6,14,Robert Griffin pass complete short left to DeSean Jackson for 17 yards,-0.350,0.870
3,14:16,1,10,WAS 29,6,14,"Alfred Morris up the middle for 4 yards (tackle by Jared Crick). Penalty on Trent Williams: Offensive Holding, 10 yards",0.870,0.480
3,13:53,1,16,WAS 23,6,14,Robert Griffin pass complete short left to Pierre Garcon for 10 yards (tackle by Brian Cushing),0.480,0.870
3,13:15,2,6,WAS 33,6,14,Robert Griffin right end for 1 yard (tackle by Kareem Jackson),0.870,0.300
3,12:31,3,5,WAS 34,6,14,Robert Griffin pass complete deep right to Niles Paul for 17 yards,0.300,2.320
3,11:52,1,10,HOU 49,6,14,Alfred Morris right tackle for 9 yards (tackle by Johnathan Joseph),2.320,3.000
3,11:20,2,1,HOU 40,6,14,Alfred Morris right tackle for 6 yards (tackle by Jared Crick),3.000,3.310
3,10:44,1,10,HOU 34,6,14,Roy Helu right end for 16 yards (tackle by Danieal Manning),3.310,4.370
3,10:12,1,10,HOU 18,6,14,Alfred Morris left guard for 4 yards (tackle by Kareem Jackson and Brian Cushing),4.370,4.370
3,9:35,1,10,HOU 18,6,14,Timeout #1 by Houston Texans,4.370,4.430
3,9:35,2,6,HOU 14,6,14,Robert Griffin pass incomplete,4.430,3.630
3,9:27,3,6,HOU 14,6,14,"Robert Griffin pass incomplete short left intended for DeSean Jackson. Penalty on D.J. Swearinger: Roughing the Passer, 7 yards (no play)",3.630,5.600
3,9:23,1,7,HOU 7,6,14,"Robert Griffin for no gain. Robert Griffin fumbles, recovered by J.J. Watt at HOU-10 (tackle by Logan Paulsen)",5.600,0.380
3,9:16,1,10,HOU 10,6,14,Ryan Fitzpatrick pass complete short middle to Andre Johnson for 13 yards (tackle by Ryan Clark),-0.380,0.480
3,8:42,1,10,HOU 23,6,14,Ryan Fitzpatrick pass complete short right to Andre Johnson for 14 yards (tackle by DeAngelo Hall),0.480,1.400
3,8:12,1,10,HOU 37,6,14,Arian Foster right tackle for 2 yards (tackle by Perry Riley),1.400,1.130
3,7:37,2,8,HOU 39,6,14,"Ryan Fitzpatrick pass complete short middle to DeAndre Hopkins for 5 yards (tackle by DeAngelo Hall). Penalty on Keshawn Martin: Offensive Pass Interference (Offsetting), Penalty on DeAngelo Hall: Unnecessary Roughness (Offsetting) (no play)",1.130,1.130
3,7:12,2,8,HOU 39,6,14,Arian Foster up the middle for 2 yards (tackle by Jarvis Jenkins),1.130,0.700
3,6:30,3,6,HOU 41,6,14,Ryan Fitzpatrick pass incomplete short middle intended for C.J. Fiedorowicz,0.700,-0.650
3,6:25,4,6,HOU 41,6,14,Shane Lechler punts 47 yards,-0.650,0.350
3,6:13,1,10,WAS 12,6,14,Robert Griffin pass complete short right to Pierre Garcon for 6 yards (tackle by Johnathan Joseph),-0.350,-0.070
3,5:34,2,4,WAS 18,6,14,Robert Griffin pass complete short middle to Andre Roberts for 22 yards (tackle by Kareem Jackson),-0.070,1.600
3,4:57,1,10,WAS 40,6,14,Robert Griffin pass complete short right to Logan Paulsen for 3 yards (tackle by Danieal Manning),1.600,1.460
3,4:15,2,7,WAS 43,6,14,Robert Griffin pass incomplete short right intended for DeSean Jackson,1.460,0.760
3,4:06,3,7,WAS 43,6,14,"Robert Griffin pass complete deep middle to Niles Paul for 48 yards (tackle by D.J. Swearinger). Niles Paul fumbles (forced by D.J. Swearinger), recovered by Kendrick Lewis at HOU-9 (tackle by Ryan Grant)",0.760,0.380
3,3:53,1,10,HOU 9,6,14,Arian Foster left tackle for 2 yards (tackle by Chris Baker),-0.380,-0.630
3,3:14,2,8,HOU 11,6,14,Ryan Fitzpatrick pass incomplete deep left intended for Andre Johnson,-0.630,-1.190
3,3:08,3,8,HOU 11,6,14,Ryan Fitzpatrick pass complete short left to Andre Johnson for 10 yards (tackle by David Amerson),-1.190,0.340
3,2:35,1,10,HOU 21,6,14,Arian Foster left tackle for 8 yards (tackle by Ryan Clark),0.340,0.880
3,2:01,2,2,HOU 29,6,14,Ryan Fitzpatrick pass incomplete short middle intended for DeAndre Hopkins (defended by Ryan Clark),0.880,0.170
3,1:54,3,2,HOU 29,6,14,Ryan Fitzpatrick pass complete short left to DeAndre Hopkins for 6 yards (tackle by David Amerson),0.170,1.270
3,1:23,1,10,HOU 35,6,14,Arian Foster right guard for 3 yards (tackle by Jason Hatcher),1.270,1.130
3,0:51,2,7,HOU 38,6,14,Arian Foster right guard for 6 yards (tackle by Bacarri Rambo and Perry Riley),1.130,1.220
3,0:19,3,1,HOU 44,6,14,Ryan Fitzpatrick up the middle for 3 yards (tackle by Brian Orakpo),1.220,2.060
Quarter,Time,Down,ToGo,Location,WAS,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 47,6,14,Arian Foster up the middle for 7 yards (tackle by Keenan Robinson),2.060,2.460
4,14:34,2,3,WAS 46,6,14,Jonathan Grimes up the middle for 2 yards (tackle by Jason Hatcher and Keenan Robinson),2.460,2.020
4,13:47,3,1,WAS 44,6,14,"Ryan Fitzpatrick pass complete short left to Andre Johnson for 23 yards (tackle by Bashaud Breeland). Penalty on Bashaud Breeland: Horse Collar Tackle, 10 yards",2.020,4.840
4,13:19,1,10,WAS 11,6,14,"Arian Foster right tackle for 3 yards (tackle by Ryan Kerrigan). Arian Foster fumbles (forced by Ryan Kerrigan), recovered by Keenan Robinson at WAS-8 (tackle by C.J. Fiedorowicz)",4.840,0.380
4,13:10,1,10,WAS 8,6,14,Robert Griffin pass complete short left to Pierre Garcon for 8 yards (tackle by Kareem Jackson and Justin Tuggle),-0.380,-0.090
4,12:36,2,2,WAS 16,6,14,Alfred Morris up the middle for 9 yards (tackle by Danieal Manning),-0.090,0.610
4,12:06,1,10,WAS 25,6,14,Robert Griffin pass complete short left to Pierre Garcon for 11 yards (tackle by A.J. Bouye),0.610,1.330
4,11:34,1,10,WAS 36,6,14,Robert Griffin sacked by J.J. Watt for -6 yards,1.330,1.330
4,10:46,1,10,WAS 36,6,14,Timeout #1 by Washington Redskins,1.330,-0.020
4,10:46,2,16,WAS 30,6,14,Robert Griffin pass complete short middle to DeSean Jackson for 16 yards (tackle by Johnathan Joseph),-0.020,1.990
4,10:09,1,10,WAS 46,6,14,Alfred Morris right end for -4 yards (tackle by J.J. Watt and D.J. Swearinger),1.990,0.910
4,9:23,2,14,WAS 42,6,14,Robert Griffin pass complete short right to Logan Paulsen for -3 yards (tackle by Brian Cushing and Jared Crick),0.910,-0.160
4,9:23,3,17,WAS 39,6,14,Robert Griffin pass incomplete short middle intended for Pierre Garcon (defended by A.J. Bouye),-0.160,-0.780
4,8:35,4,17,WAS 39,6,14,"Tress Way punts 45 yards, returned by Damaris Johnson for no gain. Penalty on Andre Hal: Offensive Holding, 8 yards",-0.780,0.380
4,8:27,1,10,HOU 8,6,14,Arian Foster left tackle for 3 yards (tackle by Ryan Clark),-0.380,-0.560
4,7:48,2,7,HOU 11,6,14,Ryan Fitzpatrick pass complete short right to Ryan Griffin for 6 yards (tackle by DeAngelo Hall and Brian Orakpo),-0.560,-0.370
4,7:26,3,1,HOU 17,6,14,"Arian Foster right guard for 1 yard (tackle by Keenan Robinson). Penalty on Chris Baker: Neutral Zone Infraction, 6 yards (no play)",-0.370,0.480
4,7:07,1,10,HOU 23,6,14,"Ryan Fitzpatrick pass incomplete short left intended for Ryan Griffin. Penalty on Jarvis Jenkins: Roughing the Passer, 15 yards (no play)",0.480,1.470
4,7:02,1,10,HOU 38,6,14,Arian Foster right tackle for 9 yards (tackle by DeAngelo Hall),1.470,2.140
4,6:33,2,1,HOU 47,6,14,Arian Foster right tackle for no gain (tackle by Perry Riley),2.140,2.140
4,5:49,2,1,HOU 47,6,14,Timeout #2 by Houston Texans,2.140,1.420
4,5:49,3,1,HOU 47,6,14,Arian Foster left tackle for 3 yards (tackle by Keenan Robinson),1.420,2.260
4,5:11,1,10,,6,14,Arian Foster left guard for 4 yards (tackle by DeAngelo Hall),2.260,2.250
4,4:32,2,6,WAS 46,6,14,Alfred Blue right guard for no gain (tackle by Chris Baker and Keenan Robinson),2.250,1.550
4,3:48,3,6,WAS 46,6,14,Ryan Fitzpatrick up the middle for 9 yards (tackle by DeAngelo Hall),1.550,3.120
4,3:06,1,10,WAS 37,6,14,Ryan Fitzpatrick pass complete deep middle to Andre Johnson for 20 yards (tackle by David Amerson),3.120,4.440
4,2:40,1,10,WAS 17,6,14,Arian Foster left tackle for -3 yards (tackle by Jarvis Jenkins),4.440,4.440
4,2:35,1,10,WAS 17,6,14,Timeout #2 by Washington Redskins,4.440,3.490
4,2:35,2,13,WAS 20,6,14,"Penalty on DeAndre Hopkins: False Start, 5 yards (no play)",3.490,2.810
4,2:35,2,18,WAS 25,6,14,Ryan Fitzpatrick pass complete short left to DeAndre Hopkins for no gain,2.810,2.810
4,2:30,2,18,WAS 25,6,14,Timeout #3 by Washington Redskins,2.810,2.150
4,2:30,3,18,WAS 25,6,14,Arian Foster up the middle for 1 yard (tackle by Ryan Kerrigan),2.150,1.870
4,2:00,4,17,WAS 24,6,17,Randy Bullock 42 yard field goal good,1.870,3.000
4,2:00,,,HOU 35,6,17,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
4,1:55,1,10,WAS 20,6,17,Robert Griffin pass complete short middle to Niles Paul for 19 yards (tackle by A.J. Bouye),0.280,1.530
4,1:48,1,10,WAS 39,6,17,Robert Griffin pass complete short right to DeSean Jackson for 13 yards (tackle by Johnathan Joseph),1.530,2.390
4,1:40,1,10,HOU 48,6,17,Robert Griffin pass incomplete deep right intended for Pierre Garcon,2.390,1.850
4,1:35,2,10,HOU 48,6,17,Robert Griffin pass incomplete short left intended for Andre Roberts,1.850,1.160
4,1:28,3,10,HOU 48,6,17,Robert Griffin pass incomplete short right intended for Roy Helu (defended by J.J. Watt),1.160,0.070
4,1:23,4,10,HOU 48,6,17,Robert Griffin pass complete short right to Roy Helu for 6 yards (tackle by Johnathan Joseph),0.070,-1.730
4,1:14,1,10,HOU 42,6,17,Ryan Fitzpatrick kneels for -1 yards,1.730,1.050
4,0:37,2,11,HOU 41,6,17,Ryan Fitzpatrick kneels for -1 yards,1.050,0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
