Quarter,Time,Down,ToGo,Location,WAS,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss and deferred, Texans to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,HOU 20,0,0,Ryan Fitzpatrick pass complete short right to DeAndre Hopkins for 7 yards (tackle by DeAngelo Hall),0.280,0.680
1,14:27,2,3,HOU 27,0,0,Ryan Fitzpatrick pass incomplete short middle intended for Damaris Johnson,0.680,-0.030
1,14:22,3,3,HOU 27,0,0,Ryan Fitzpatrick pass complete short right to Andre Johnson for 13 yards (tackle by DeAngelo Hall),-0.030,1.600
1,13:48,1,10,HOU 40,0,0,Ryan Fitzpatrick pass incomplete deep right intended for Andre Johnson,1.600,1.050
1,13:43,2,10,HOU 40,0,0,Arian Foster right guard for 9 yards (tackle by Bacarri Rambo and Ryan Clark),1.050,1.550
1,13:04,3,1,HOU 49,0,0,Arian Foster left guard for -1 yards (tackle by Barry Cofield and Chris Baker),1.550,-0.190
1,12:33,4,2,HOU 48,0,0,"Shane Lechler punts 41 yards, fair catch by Andre Roberts",-0.190,0.370
1,12:24,1,10,WAS 11,0,0,Alfred Morris left end for 9 yards (tackle by Brooks Reed),-0.370,0.360
1,11:45,2,1,WAS 20,0,0,Robert Griffin pass complete short right to DeSean Jackson for no gain,0.360,0.360
1,10:57,2,1,WAS 20,0,0,Timeout #1 by Washington Redskins,0.360,-0.370
1,10:57,3,1,WAS 20,0,0,Alfred Morris up the middle for -1 yards (tackle by J.J. Watt and Brooks Reed),-0.370,-2.140
1,10:24,4,2,WAS 19,0,0,"Tress Way punts 61 yards, returned by Damaris Johnson for 12 yards (tackle by E.J. Biggers)",-2.140,-1.070
1,10:09,1,10,HOU 32,0,0,Arian Foster left guard for 3 yards (tackle by Jason Hatcher and Ryan Kerrigan),1.070,0.930
1,9:24,2,7,HOU 35,0,0,Ryan Fitzpatrick pass complete short left to Arian Foster for 6 yards (tackle by Keenan Robinson),0.930,1.030
1,8:42,3,1,HOU 41,0,0,Arian Foster right guard for no gain (tackle by Keenan Robinson and Brian Orakpo). Penalty on Chris Myers: Offensive Holding (Declined),1.030,-0.650
1,8:35,4,1,HOU 41,0,0,"Shane Lechler punts 59 yards, touchback",-0.650,-0.280
1,8:23,1,10,WAS 20,0,0,Robert Griffin pass complete short right to Pierre Garcon for 5 yards (tackle by Johnathan Joseph),0.280,0.410
1,7:45,2,5,WAS 25,0,0,Robert Griffin sacked by D.J. Swearinger for -8 yards,0.410,-1.510
1,7:02,3,13,WAS 17,0,0,Robert Griffin pass complete short left to DeSean Jackson for no gain,-1.510,-2.320
1,6:31,4,13,WAS 17,0,0,"Tress Way punts 58 yards, returned by Damaris Johnson for 7 yards (tackle by Keenan Robinson)",-2.320,-1.070
1,6:18,1,10,HOU 32,0,0,Ryan Fitzpatrick pass incomplete short left intended for Ryan Griffin,1.070,0.530
1,6:13,2,10,HOU 32,0,0,"Arian Foster right end for 9 yards (tackle by DeAngelo Hall). Penalty on Brandon Brooks: Offensive Holding, 10 yards (no play)",0.530,-0.820
1,5:46,2,20,HOU 22,0,0,Ryan Fitzpatrick pass complete short left to Arian Foster for 11 yards (tackle by Ryan Clark),-0.820,-0.030
1,5:05,3,9,HOU 33,0,0,Ryan Fitzpatrick pass complete short right to Damaris Johnson for 1 yard (tackle by DeAngelo Hall),-0.030,-1.110
1,4:30,4,8,HOU 34,0,0,"Shane Lechler punts 53 yards, returned by Andre Roberts for 11 yards",-1.110,-0.540
1,4:17,1,10,WAS 24,0,0,Alfred Morris right tackle for 6 yards (tackle by D.J. Swearinger),0.540,0.810
1,3:57,2,4,WAS 30,0,0,"Robert Griffin for no gain. Robert Griffin fumbles, recovered by Robert Griffin at WAS-31",0.810,0.230
1,3:21,3,3,WAS 31,0,0,Robert Griffin pass incomplete deep right intended for Andre Roberts,0.230,-1.310
,,,,,,,"WAS challenged the incomplete pass ruling, and the play was upheld.",,
1,3:11,4,3,WAS 31,0,0,"Tress Way punts 44 yards, returned by Damaris Johnson for 9 yards (tackle by Trent Robinson)",-1.310,-1.200
1,2:58,1,10,HOU 34,0,0,Arian Foster left guard for 4 yards (tackle by Perry Riley),1.200,1.200
1,2:24,2,6,HOU 38,0,0,Arian Foster right tackle for 2 yards (tackle by Jarvis Jenkins),1.200,0.760
1,1:41,3,4,HOU 40,0,0,Ryan Fitzpatrick pass incomplete short left intended for Andre Johnson (defended by Jason Hatcher),0.760,-0.720
1,1:36,4,4,HOU 40,0,0,"Shane Lechler punts 60 yards, touchback",-0.720,-0.280
1,1:26,1,10,WAS 20,0,0,Robert Griffin pass complete short left to Jordan Reed for 4 yards (tackle by Kendrick Lewis and Brian Cushing),0.280,0.270
1,0:43,2,6,WAS 24,0,0,Robert Griffin pass complete short right to Pierre Garcon for 9 yards (tackle by Brooks Reed),0.270,1.140
1,0:08,1,10,WAS 33,0,0,Alfred Morris left tackle for 1 yard (tackle by Tim Jamison),1.140,0.730
Quarter,Time,Down,ToGo,Location,WAS,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,WAS 34,0,0,Robert Griffin pass complete short right to DeSean Jackson for 9 yards (tackle by Johnathan Joseph),0.730,1.800
2,14:22,1,10,WAS 43,0,0,Robert Griffin pass complete short middle to Niles Paul for 2 yards (tackle by Jared Crick),1.800,1.520
2,13:45,2,8,WAS 45,0,0,Robert Griffin pass complete short left to Pierre Garcon for 3 yards (tackle by Kendrick Lewis and Kareem Jackson),1.520,1.220
2,13:06,3,5,WAS 48,0,0,Roy Helu up the middle for 16 yards (tackle by Kendrick Lewis),1.220,3.180
2,12:39,1,10,HOU 36,0,0,Robert Griffin pass complete short right to Darrel Young for 1 yard (tackle by Brian Cushing),3.180,2.770
2,12:39,2,9,HOU 35,0,0,"Penalty on Chris Chester: False Start, 5 yards (no play)",2.770,2.100
2,11:52,2,14,HOU 40,0,0,Roy Helu up the middle for 6 yards (tackle by Tim Jamison),2.100,2.210
2,11:15,3,8,HOU 34,0,0,Robert Griffin sacked by Brooks Reed for -12 yards,2.210,0.200
2,10:40,4,20,HOU 46,0,0,"Tress Way punts 38 yards, fair catch by Damaris Johnson",0.200,0.380
2,10:31,1,10,HOU 8,0,0,Arian Foster right guard for 6 yards (tackle by Jason Hatcher),-0.380,-0.320
2,10:02,2,4,HOU 14,0,0,Arian Foster left guard for 6 yards (tackle by David Amerson),-0.320,0.280
2,9:19,1,10,HOU 20,0,0,Ryan Fitzpatrick pass incomplete short right intended for Damaris Johnson,0.280,-0.270
2,9:14,2,10,HOU 20,0,0,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at HOU-15",-0.270,-1.860
2,8:31,3,15,HOU 15,0,0,Arian Foster right end for 10 yards (tackle by Perry Riley),-1.860,-1.700
2,7:57,4,5,HOU 25,0,0,"Shane Lechler punts 46 yards, returned by Andre Roberts for 25 yards (tackle by Elbert Mack)",-1.700,-2.520
2,7:43,1,10,HOU 46,0,0,Alfred Morris right tackle for 16 yards (tackle by Kendrick Lewis),2.520,3.580
2,7:07,1,10,HOU 30,0,0,Roy Helu right end for 8 yards (tackle by Johnathan Joseph),3.580,4.110
2,6:41,2,2,HOU 22,0,0,Alfred Morris right end for 21 yards (tackle by Johnathan Joseph),4.110,6.970
,,,,,,,"HOU challenged the fumble ruling, and the play was upheld.",,
2,6:11,1,1,HOU 1,6,0,"Darrel Young up the middle for 1 yard, touchdown",6.970,7.000
2,6:11,,,HOU 2,6,0,Kai Forbath kicks extra point no good,0.000,-1.000
2,6:11,,,WAS 35,6,0,"Kai Forbath kicks off 72 yards, returned by Damaris Johnson for 27 yards (tackle by E.J. Biggers). Penalty on Justin Tuggle: Offensive Holding, 10 yards",0.000,0.380
2,6:00,1,10,HOU 10,6,0,Arian Foster right tackle for 5 yards (tackle by Keenan Robinson),-0.380,-0.350
2,5:32,2,5,HOU 15,6,0,Arian Foster right tackle for 5 yards (tackle by Kedric Golston),-0.350,0.280
2,5:01,1,10,HOU 20,6,0,Arian Foster right tackle for 4 yards (tackle by Brian Orakpo),0.280,0.270
2,4:28,2,6,HOU 24,6,6,"Ryan Fitzpatrick pass complete deep right to DeAndre Hopkins for 76 yards, touchdown. Penalty on Perry Riley: Defensive Holding (Declined)",0.270,7.000
2,4:28,,,WAS 2,6,7,Randy Bullock kicks extra point good,0.000,0.000
2,4:28,,,HOU 35,6,7,"Randy Bullock kicks off 72 yards, returned by Andre Roberts for 28 yards (tackle by Andre Hal)",0.000,-0.340
2,4:09,1,10,WAS 21,6,7,DeSean Jackson right end for -9 yards (tackle by Jadeveon Clowney),0.340,-1.440
2,3:29,2,19,WAS 12,6,7,Robert Griffin pass complete short left to Pierre Garcon for 3 yards (tackle by Kareem Jackson),-1.440,-1.960
2,2:51,3,16,WAS 15,6,7,Robert Griffin pass complete short left to Roy Helu for 9 yards (tackle by Kendrick Lewis),-1.960,-1.770
2,2:15,4,7,WAS 24,6,13,"Tress Way punts, blocked by Alfred Blue, recovered by Alfred Blue and returned 5 yards, touchdown",-1.770,-7.000
2,2:09,,,WAS 2,6,14,Randy Bullock kicks extra point good,0.000,0.000
2,2:09,,,HOU 35,6,14,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
2,2:09,1,10,WAS 20,6,14,Alfred Morris left end for 2 yards (tackle by D.J. Swearinger),0.280,0.000
2,2:00,2,8,WAS 22,6,14,Robert Griffin pass complete short right to Pierre Garcon for 7 yards (tackle by Johnathan Joseph),0.000,0.230
