Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
1,7:36,2,7,GNB 26,0,2,Kirk Cousins pass complete short middle to Jordan Reed for 11 yards (tackle by Micah Hyde),3.510,4.580
1,6:53,1,10,GNB 15,0,2,Kirk Cousins pass complete short middle to DeSean Jackson for 14 yards (tackle by Ha Ha Clinton-Dix),4.580,6.970
1,6:35,1,1,GNB 1,0,2,Alfred Morris left guard for no gain (tackle by Jake Ryan),6.970,5.910
1,5:57,2,1,GNB 1,0,2,Alfred Morris left tackle for -1 yards (tackle by Letroy Guion and Clay Matthews),5.910,4.950
1,5:11,3,2,GNB 2,0,2,"Penalty on Kirk Cousins: Delay of Game, 5 yards (no play)",4.950,3.810
1,4:58,3,7,GNB 7,0,2,Kirk Cousins pass incomplete short middle intended for Pierre Garcon (defended by Ha Ha Clinton-Dix),3.810,2.970
1,4:54,4,7,GNB 7,0,5,Dustin Hopkins 25 yard field goal good,2.970,3.000
1,4:54,,,WAS 35,0,5,"Dustin Hopkins kicks off 67 yards, returned by Jeff Janis for 22 yards (tackle by Deshazor Everett)",0.000,-0.280
1,4:47,1,10,GNB 20,0,5,Eddie Lacy right tackle for 2 yards (tackle by Jason Hatcher),0.280,0.000
1,4:19,2,8,GNB 22,0,5,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,0.000,-0.690
1,4:13,3,8,GNB 22,0,5,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,-0.690,-1.900
1,4:08,4,8,GNB 22,0,5,Tim Masthay punts 46 yards,-1.900,-1.070
1,3:57,1,10,WAS 32,0,5,"Kirk Cousins sacked by Clay Matthews for -12 yards. Kirk Cousins fumbles (forced by Clay Matthews), recovered by Kirk Cousins at WAS-20",1.070,-1.090
1,3:13,2,22,WAS 20,0,5,Pierre Thomas right guard for 7 yards (tackle by Joe Thomas),-1.090,-0.820
1,2:33,3,15,WAS 27,0,5,Kirk Cousins pass incomplete short right intended for Jordan Reed,-0.820,-1.570
1,2:28,4,15,WAS 27,0,5,Tress Way punts 60 yards,-1.570,0.320
1,2:17,1,10,GNB 13,0,5,Randall Cobb right end for 1 yard (tackle by Will Blackmon),-0.320,-0.680
1,1:41,2,9,GNB 14,0,5,Aaron Rodgers pass incomplete short left intended for Jared Abbrederis,-0.680,-1.300
1,1:36,3,9,GNB 14,0,5,Aaron Rodgers pass incomplete short left intended for James Jones (defended by Quinton Dunbar),-1.300,-2.470
1,1:33,4,9,GNB 14,0,5,"Tim Masthay punts 45 yards, returned by Jamison Crowder for 10 yards (tackle by John Kuhn). Penalty on Cary Williams: Offensive Holding, 10 yards",-2.470,-1.330
1,1:24,1,10,WAS 36,0,5,Alfred Morris right tackle for 7 yards (tackle by Jake Ryan and Damarious Randall),1.330,1.740
1,0:48,2,3,WAS 43,0,5,Kirk Cousins pass incomplete short left intended for Ryan Grant,1.740,1.030
1,0:44,3,3,WAS 43,0,5,Kirk Cousins pass complete short left to Jordan Reed for 20 yards (tackle by Micah Hyde),1.030,3.120
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 37,0,5,Kirk Cousins pass complete short left to Pierre Garcon for 13 yards (tackle by Casey Hayward),3.120,3.970
2,14:32,1,10,GNB 24,0,5,Alfred Morris left tackle for -4 yards (tackle by B.J. Raji),3.970,2.890
2,13:49,2,14,GNB 28,0,5,Kirk Cousins pass complete short left to Chris Thompson for 4 yards (tackle by Quinten Rollins),2.890,2.740
2,13:07,3,10,GNB 24,0,11,"Kirk Cousins pass complete deep middle to Jordan Reed for 24 yards, touchdown",2.740,7.000
2,13:07,,,GNB 24,0,11,Dustin Hopkins kicks extra point no good,0.000,-1.000
2,13:07,,,WAS 35,0,11,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
2,13:02,1,10,GNB 20,0,11,James Starks right end for -1 yards (tackle by Mason Foster),0.280,-0.460
2,12:24,2,11,GNB 19,0,11,Aaron Rodgers pass complete short right to James Jones for 7 yards (tackle by Bashaud Breeland and Dashon Goldson),-0.460,-0.160
2,12:04,3,4,GNB 26,0,11,"Aaron Rodgers pass incomplete short right intended for Andrew Quarless. Penalty on Ricky Jean-Francois: Defensive 12 On-field, 5 yards (no play)",-0.160,1.000
2,12:03,1,10,GNB 31,0,11,Aaron Rodgers pass complete deep middle to James Jones for 34 yards (tackle by Will Blackmon),1.000,3.250
2,11:31,1,10,WAS 35,0,11,Aaron Rodgers pass complete short left to Davante Adams for 9 yards (tackle by Quinton Dunbar),3.250,3.920
2,11:07,2,1,WAS 26,0,11,James Starks right tackle for 1 yard (tackle by Mason Foster),3.920,3.910
2,10:28,1,10,WAS 25,0,11,Aaron Rodgers pass complete short right to James Starks for 6 yards (tackle by DeAngelo Hall and Bashaud Breeland),3.910,4.200
2,9:45,2,4,WAS 19,0,11,Randall Cobb left end for 7 yards (tackle by William Compton),4.200,4.780
2,9:13,1,10,WAS 12,0,11,Aaron Rodgers pass incomplete short right intended for Randall Cobb,4.780,4.100
2,9:09,2,10,WAS 12,6,11,"Aaron Rodgers pass complete short middle to Randall Cobb for 12 yards, touchdown. Penalty on Trent Murphy: Defensive 12 On-field (Declined), Penalty on Trent Murphy: Defensive Offside (Declined)",4.100,7.000
2,9:09,,,WAS 12,7,11,Mason Crosby kicks extra point good,0.000,0.000
2,9:09,,,GNB 35,7,11,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,9:04,1,10,WAS 20,7,11,Pierre Thomas left end for 2 yards (tackle by Mike Daniels and Jake Ryan),0.280,0.000
2,8:27,2,8,WAS 22,7,11,Kirk Cousins pass complete short middle to Jordan Reed for 2 yards (tackle by Casey Hayward),0.000,-0.430
2,7:48,3,6,WAS 24,7,11,Kirk Cousins pass complete short right to Pierre Garcon for 12 yards (tackle by Morgan Burnett),-0.430,1.330
2,7:08,1,10,WAS 36,7,11,Kirk Cousins pass incomplete deep middle intended for DeSean Jackson (defended by Casey Hayward),1.330,0.790
2,7:03,2,10,WAS 36,7,11,Chris Thompson right tackle for 25 yards (tackle by Damarious Randall),0.790,2.980
2,6:18,1,10,GNB 39,7,11,"Kirk Cousins sacked by Mike Neal for -7 yards. Kirk Cousins fumbles (forced by Mike Neal), recovered by Mike Neal at GNB-46 (tackle by Kirk Cousins)",2.980,2.980
2,6:05,1,10,GNB 39,7,11,Timeout #1 by Green Bay Packers,2.980,-1.990
2,6:05,1,10,GNB 46,7,11,Aaron Rodgers pass incomplete,1.990,1.450
2,5:57,2,10,GNB 46,7,11,Aaron Rodgers pass complete short right to Randall Cobb for 11 yards (tackle by Will Blackmon),1.450,2.720
2,5:33,1,10,WAS 43,7,11,Aaron Rodgers pass complete short left to James Jones for 9 yards (tackle by Quinton Dunbar),2.720,3.390
2,4:58,2,1,WAS 34,7,11,Eddie Lacy right end for 2 yards (tackle by Mason Foster),3.390,3.450
2,4:19,1,10,WAS 32,7,11,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,3.450,2.900
2,4:12,2,10,WAS 32,7,11,"Aaron Rodgers pass complete short middle to Eddie Lacy for -1 yards (tackle by Mason Foster). Penalty on Ryan Kerrigan: Defensive Offside, 5 yards (no play)",2.900,3.580
2,3:45,2,5,WAS 27,7,11,James Starks left guard for 3 yards (tackle by Ryan Kerrigan and Dashon Goldson),3.580,3.270
2,3:01,3,2,WAS 24,7,11,Aaron Rodgers pass incomplete short left intended for James Jones (defended by Quinton Dunbar),3.270,1.990
2,2:57,4,2,WAS 24,10,11,Mason Crosby 43 yard field goal good,1.990,3.000
2,2:57,,,GNB 35,10,11,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,2:54,1,10,WAS 20,10,11,Alfred Morris middle for 3 yards (tackle by Letroy Guion and Jake Ryan),0.280,0.280
2,2:43,1,10,WAS 20,10,11,Timeout #2 by Green Bay Packers,0.280,0.140
2,2:43,2,7,WAS 23,10,11,Kirk Cousins pass complete short middle to Jamison Crowder for 5 yards (tackle by Joe Thomas),0.140,0.140
2,2:38,2,7,WAS 23,10,11,Timeout #3 by Green Bay Packers,0.140,0.100
2,2:38,3,2,WAS 28,10,11,Kirk Cousins pass incomplete short left intended for Jamison Crowder (defended by Quinten Rollins),0.100,-1.500
2,2:34,4,2,WAS 28,10,11,"Tress Way punts 49 yards, returned by Micah Hyde for 17 yards (tackle by Mason Foster)",-1.500,-1.600
2,2:22,1,10,GNB 40,10,11,Aaron Rodgers pass complete short middle to James Jones for 5 yards (tackle by William Compton and Dashon Goldson),1.600,1.730
2,2:00,2,5,GNB 45,10,11,Aaron Rodgers pass complete short middle to James Starks for 6 yards (tackle by DeAngelo Hall and William Compton),1.730,2.320
2,1:32,1,10,WAS 49,10,11,Aaron Rodgers pass complete short right to Richard Rodgers for 6 yards (tackle by William Compton),2.320,2.590
2,1:19,2,4,WAS 43,10,11,Aaron Rodgers pass complete short right to Richard Rodgers for 5 yards (tackle by Mason Foster),2.590,3.050
2,1:00,1,10,WAS 38,10,11,Aaron Rodgers pass incomplete short right intended for Richard Rodgers (defended by Ryan Kerrigan),3.050,2.510
2,0:57,2,10,WAS 38,10,11,Aaron Rodgers pass complete short right to James Jones for 8 yards (tackle by Bashaud Breeland),2.510,2.510
2,0:45,2,10,WAS 38,10,11,Timeout #1 by Washington Redskins,2.510,2.870
2,0:45,3,2,WAS 30,10,11,Aaron Rodgers pass complete deep left to Davante Adams for 20 yards (tackle by Quinton Dunbar),2.870,4.910
2,0:38,1,10,WAS 10,10,11,Aaron Rodgers pass incomplete short right intended for Randall Cobb,4.910,4.190
2,0:33,2,10,WAS 10,16,11,"Aaron Rodgers pass complete short left to Davante Adams for 10 yards, touchdown",4.190,7.000
2,0:33,,,WAS 10,17,11,Mason Crosby kicks extra point good,0.000,0.000
2,0:33,,,GNB 35,17,11,"Mason Crosby kicks off 63 yards, returned by Rashad Ross for 18 yards (tackle by Morgan Burnett)",0.000,-0.280
2,0:24,1,10,WAS 20,17,11,Kirk Cousins kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,17,11,"Mason Crosby kicks off 64 yards, returned by Rashad Ross for 26 yards (tackle by Demetri Goodson)",0.000,0.740
3,14:53,1,10,WAS 27,17,11,Kirk Cousins pass complete deep middle to Pierre Garcon for 21 yards (tackle by Damarious Randall),0.740,2.130
3,14:14,1,10,WAS 48,17,11,Alfred Morris middle for 19 yards (tackle by Ha Ha Clinton-Dix and Morgan Burnett),2.130,3.380
3,13:31,1,10,GNB 33,17,11,Pierre Thomas left end for -4 yards (tackle by Jake Ryan),3.380,2.300
3,12:46,2,14,GNB 37,17,11,Kirk Cousins pass complete short middle to Chris Thompson for 7 yards (tackle by Ha Ha Clinton-Dix and Micah Hyde),2.300,2.540
3,12:01,3,7,GNB 30,17,11,Kirk Cousins pass complete short right to Jamison Crowder for 6 yards (tackle by Casey Hayward),2.540,2.020
3,11:16,4,1,GNB 24,17,11,Kirk Cousins pass complete short middle to Jordan Reed for 17 yards (tackle by Joe Thomas and Morgan Burnett),2.020,5.600
3,10:32,1,7,GNB 7,17,11,Kirk Cousins pass incomplete short right intended for Pierre Garcon,5.600,4.760
3,10:26,2,7,GNB 7,17,11,Kirk Cousins pass complete short right to Jamison Crowder for 4 yards (tackle by Micah Hyde and Morgan Burnett),4.760,4.720
3,9:44,3,3,GNB 3,17,17,"Kirk Cousins right tackle for 3 yards, touchdown",4.720,7.000
3,9:44,,,GNB 3,17,18,Dustin Hopkins kicks extra point good,0.000,0.000
3,9:44,,,WAS 35,17,18,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
3,9:41,1,10,GNB 20,17,18,Aaron Rodgers pass complete short right to Davante Adams for 9 yards (tackle by William Compton),0.280,0.950
3,9:17,2,1,GNB 29,17,18,John Kuhn left tackle for 2 yards (tackle by Preston Smith),0.950,1.000
3,8:50,1,10,GNB 31,17,18,Aaron Rodgers pass incomplete deep left intended for James Jones,1.000,0.460
3,8:43,2,10,GNB 31,17,18,Aaron Rodgers pass complete short left to Jared Abbrederis for 9 yards (tackle by William Compton),0.460,0.960
3,8:00,3,1,GNB 40,17,18,Aaron Rodgers pass complete short right to John Kuhn for 6 yards (tackle by William Compton and Bashaud Breeland),0.960,1.990
3,7:16,1,10,GNB 46,17,18,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,1.990,1.450
3,7:10,2,10,GNB 46,17,18,Randall Cobb left end for 9 yards (tackle by DeAngelo Hall),1.450,1.950
3,6:28,3,1,WAS 45,17,18,John Kuhn middle for no gain (tackle by Ricky Jean-Francois),1.950,1.950
3,5:43,3,1,WAS 45,17,18,Timeout #1 by Green Bay Packers,1.950,0.270
3,5:43,4,1,WAS 45,17,18,Eddie Lacy left end for 11 yards (tackle by Will Blackmon),0.270,3.310
3,5:04,1,10,WAS 34,17,18,Eddie Lacy left tackle for 30 yards (tackle by Trent Murphy and Will Blackmon),3.310,6.280
3,4:18,1,4,WAS 4,23,18,"James Starks right end for 4 yards, touchdown",6.280,7.000
3,4:18,,,WAS 4,24,18,Mason Crosby kicks extra point good,0.000,0.000
3,4:18,,,GNB 35,24,18,"Mason Crosby kicks off 50 yards, returned by Rashad Ross for 9 yards (tackle by Micah Hyde)",0.000,-0.540
3,4:04,1,10,WAS 24,24,18,Kirk Cousins pass incomplete deep left intended for Jordan Reed,0.540,0.000
3,3:59,2,10,WAS 24,24,18,Pierre Thomas right end for 2 yards (tackle by Casey Hayward),0.000,-0.430
3,3:20,3,8,WAS 26,24,18,Kirk Cousins pass incomplete deep middle intended for Ryan Grant,-0.430,-1.630
3,3:15,4,8,WAS 26,24,18,Tress Way punts 50 yards,-1.630,-0.540
3,3:02,1,10,GNB 24,24,18,Randall Cobb left tackle for 4 yards (tackle by Ryan Kerrigan and Dashon Goldson),0.540,0.540
3,2:21,2,6,GNB 28,24,18,Randall Cobb right end for 3 yards (tackle by Chris Baker),0.540,0.230
3,1:39,3,3,GNB 31,24,18,Aaron Rodgers pass complete short left to James Jones for 7 yards (tackle by Quinton Dunbar),0.230,1.470
3,1:06,1,10,GNB 38,24,18,James Starks right end for -3 yards (tackle by Mason Foster),1.470,0.520
3,0:22,2,13,GNB 35,24,18,Aaron Rodgers pass complete short middle to Randall Cobb for 15 yards (tackle by Will Blackmon and Dashon Goldson),0.520,2.260
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,24,18,James Starks right guard for 11 yards (tackle by DeAngelo Hall),2.260,2.980
4,14:31,1,10,WAS 39,24,18,James Starks right end for 7 yards (tackle by Dashon Goldson),2.980,3.390
4,13:47,2,3,WAS 32,24,18,James Starks right guard for 3 yards (tackle by William Compton and Mason Foster),3.390,3.640
4,13:08,1,10,WAS 29,24,18,"Penalty on Ryan Kerrigan: Encroachment, 5 yards (no play)",3.640,4.370
4,12:54,1,5,WAS 24,24,18,James Starks left end for 22 yards (tackle by Will Blackmon),4.370,6.740
4,12:27,1,2,WAS 2,30,18,"Eddie Lacy middle for 2 yards, touchdown",6.740,7.000
4,12:27,1,,WAS 2,32,18,"Two Point Attempt: Aaron Rodgers pass complete to Jared Abbrederis, conversion succeeds",6.740,1.000
4,12:27,,,GNB 35,32,18,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,12:23,1,10,WAS 20,32,18,Alfred Morris right guard for 2 yards (tackle by Mike Neal),0.280,0.000
4,11:46,2,8,WAS 22,32,18,Kirk Cousins pass complete short middle to Chris Thompson for 7 yards (tackle by Micah Hyde and Morgan Burnett),0.000,0.230
4,11:05,3,1,WAS 29,32,18,Alfred Morris left end for 12 yards (tackle by Ha Ha Clinton-Dix and Casey Hayward),0.230,1.660
4,10:29,1,10,WAS 41,32,18,Kirk Cousins pass complete deep middle to Jordan Reed for 22 yards (tackle by Damarious Randall),1.660,3.120
4,9:53,1,10,GNB 37,32,18,Kirk Cousins sacked by Nick Perry and Clay Matthews for -9 yards,3.120,1.360
4,9:14,2,19,GNB 46,32,18,Kirk Cousins pass incomplete deep right intended for DeSean Jackson (defended by Damarious Randall),1.360,0.700
4,9:10,3,19,GNB 46,32,18,Kirk Cousins pass incomplete short left intended for Jordan Reed,0.700,0.200
4,9:05,4,19,GNB 46,32,18,Tress Way punts 37 yards,0.200,0.380
4,8:56,1,10,GNB 9,32,18,Eddie Lacy right tackle for -2 yards (tackle by Terrance Knighton),-0.380,-0.930
4,8:13,2,12,GNB 7,32,18,"Aaron Rodgers pass incomplete deep left intended for James Jones. Penalty on Quinton Dunbar: Defensive Pass Interference, 20 yards (no play)",-0.930,0.740
4,8:09,1,10,GNB 27,32,18,Eddie Lacy right end for 2 yards (tackle by Chris Baker),0.740,0.470
4,7:27,2,8,GNB 29,32,18,Eddie Lacy left end for 2 yards (tackle by William Compton and Preston Smith),0.470,0.040
4,6:43,3,6,GNB 31,32,18,Aaron Rodgers pass complete short middle to Jared Abbrederis for 5 yards (tackle by Quinton Dunbar),0.040,-0.980
4,6:03,4,1,GNB 36,32,18,"Tim Masthay punts 55 yards, fair catch by Jamison Crowder",-0.980,0.380
4,5:55,1,10,WAS 9,32,18,Kirk Cousins pass complete short right to Pierre Garcon for 5 yards (tackle by Damarious Randall),-0.380,-0.390
4,5:36,2,5,WAS 14,32,18,Kirk Cousins pass complete short middle to Chris Thompson for 9 yards (tackle by Damarious Randall and Joe Thomas),-0.390,0.480
4,5:16,1,10,WAS 23,32,18,"Kirk Cousins pass incomplete short middle intended for Jordan Reed. Kirk Cousins fumbles, recovered by Kirk Cousins at WAS-19",0.480,-0.070
4,5:12,2,10,WAS 23,32,18,Kirk Cousins pass incomplete short middle intended for Jordan Reed,-0.070,-0.760
4,5:08,3,10,WAS 23,32,18,Kirk Cousins pass incomplete deep middle intended for Pierre Garcon (defended by Ladarius Gunter),-0.760,-1.830
4,5:02,4,10,WAS 23,32,18,Kirk Cousins sacked by Nick Perry for -6 yards,-1.830,-4.440
4,4:58,1,10,WAS 17,32,18,James Starks right end for no gain (tackle by Dashon Goldson),4.440,4.440
4,4:54,1,10,WAS 17,32,18,Timeout #1 by Washington Redskins,4.440,3.850
4,4:54,2,10,WAS 17,32,18,James Starks right guard for 1 yard (tackle by Bashaud Breeland),3.850,3.850
4,4:49,2,10,WAS 17,32,18,Timeout #2 by Washington Redskins,3.850,3.190
4,4:49,3,9,WAS 16,32,18,James Starks right guard for 5 yards (tackle by DeAngelo Hall and Mason Foster),3.190,3.190
4,4:43,3,9,WAS 16,32,18,Timeout #3 by Washington Redskins,3.190,2.770
4,4:43,4,4,WAS 11,35,18,Mason Crosby 29 yard field goal good,2.770,3.000
4,4:43,,,GNB 35,35,18,"Mason Crosby kicks off 71 yards, returned by Rashad Ross for 21 yards (tackle by Chris Banjo)",0.000,0.220
4,4:36,1,10,WAS 15,35,18,Kirk Cousins pass complete short right to Chris Thompson for 38 yards (tackle by Morgan Burnett and Andy Mulumba),-0.220,2.460
4,4:11,1,10,GNB 47,35,18,Kirk Cousins pass complete short right to Chris Thompson for 7 yards (tackle by Damarious Randall and Micah Hyde),2.460,2.860
4,3:48,2,3,GNB 40,35,18,"Kirk Cousins pass complete deep right to Pierre Garcon for 19 yards (tackle by Morgan Burnett). Penalty on Datone Jones: Roughing the Passer, 10 yards",2.860,4.840
4,3:42,1,10,GNB 11,35,18,Kirk Cousins pass incomplete short middle intended for Jordan Reed (defended by Micah Hyde),4.840,4.140
4,3:37,2,10,GNB 11,35,18,Kirk Cousins pass complete short right to Chris Thompson for 6 yards (tackle by Joe Thomas),4.140,4.440
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
4,3:37,3,4,GNB 5,35,18,"Penalty on Jordan Reed: False Start, 5 yards (no play)",4.440,3.300
4,3:32,3,9,GNB 10,35,18,Kirk Cousins pass complete short middle to Jordan Reed for 6 yards (tackle by Julius Peppers and Joe Thomas),3.300,3.030
4,2:55,4,3,GNB 4,35,18,Kirk Cousins sacked by Mike Neal for -16 yards,3.030,-0.280
4,2:46,1,10,GNB 20,35,18,Eddie Lacy middle for 3 yards (tackle by Will Blackmon and William Compton),0.280,0.140
4,2:00,2,7,GNB 23,35,18,"Eddie Lacy right end for 9 yards (tackle by Bashaud Breeland). Eddie Lacy fumbles (forced by Bashaud Breeland), recovered by Bashaud Breeland at GNB-32 (tackle by T.J. Lang)",0.140,-3.450
4,1:51,1,10,GNB 32,35,18,Kirk Cousins pass incomplete deep right intended for DeSean Jackson,3.450,2.900
4,1:45,2,10,GNB 32,35,18,Kirk Cousins pass complete short left to Jordan Reed for 15 yards (tackle by Ladarius Gunter),2.900,4.440
4,1:36,1,10,GNB 17,35,18,Kirk Cousins pass complete short middle to Rashad Ross for 2 yards (tackle by Morgan Burnett),4.440,4.150
4,1:04,2,8,GNB 15,35,18,Kirk Cousins pass incomplete short middle intended for Jordan Reed (defended by Ha Ha Clinton-Dix),4.150,3.340
4,0:57,3,8,GNB 15,35,18,Kirk Cousins sacked by Nick Perry for -9 yards,3.340,1.870
4,0:24,4,17,GNB 24,35,18,Kirk Cousins pass complete short right to Chris Thompson for 11 yards (tackle by Micah Hyde and Casey Hayward),1.870,0.320
4,0:13,1,10,GNB 13,35,18,Aaron Rodgers kneels for -1 yards,-0.320,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
