Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
2,12:51,2,4,IND 4,0,3,Laurence Maroney up the middle for no gain (tackle by Robert Mathis and Raheem Brock),5.340,4.490
2,12:06,3,4,IND 4,6,3,"Tom Brady pass complete short left to Randy Moss for 4 yards, touchdown",4.490,7.000
2,,,,IND 2,7,3,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,3,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
2,12:00,1,10,IND 20,7,3,"Peyton Manning pass complete short right to Joseph Addai for 8 yards (tackle by Rodney Harrison). Penalty on Rodney Harrison: Illegal Contact, 5 yards (no play)",0.280,0.610
2,11:40,1,10,IND 25,7,3,Joseph Addai up the middle for 3 yards (tackle by Junior Seau and Ty Warren),0.610,0.470
2,11:05,2,7,IND 28,7,3,Peyton Manning pass complete short left to Joseph Addai for 14 yards (tackle by Ellis Hobbs),0.470,1.730
2,10:40,1,10,IND 42,7,3,Joseph Addai left end for -3 yards (tackle by Adalius Thomas),1.730,0.780
2,10:02,2,13,IND 39,7,3,Peyton Manning pass complete short right to Joseph Addai for 12 yards (tackle by Rodney Harrison),0.780,1.690
2,9:37,3,1,NWE 49,7,3,Kenton Keith left tackle for 3 yards (tackle by Adalius Thomas and Jarvis Green),1.690,2.520
2,9:05,1,10,NWE 46,7,3,"Peyton Manning pass incomplete deep left intended for Reggie Wayne. Penalty on Ellis Hobbs: Defensive Pass Interference, 40 yards (no play)",2.520,5.830
2,8:58,1,6,NWE 6,7,3,Peyton Manning pass incomplete short right intended for Aaron Moorehead,5.830,4.950
2,8:54,2,6,NWE 6,7,3,Joseph Addai up the middle for 1 yard (tackle by Ty Warren),4.950,4.260
2,8:21,3,5,NWE 5,7,3,Peyton Manning pass complete short left to Dallas Clark for -2 yards (tackle by Randall Gay),4.260,2.970
2,7:37,4,7,NWE 7,7,6,Adam Vinatieri 25 yard field goal good,2.970,3.000
2,,,,IND 30,7,6,"Adam Vinatieri kicks off 68 yards, returned by Ellis Hobbs for 24 yards (tackle by Tim Jennings)",0.000,0.670
2,7:25,1,10,NWE 26,7,6,Laurence Maroney up the middle for 5 yards (tackle by Edward Johnson and Keyunta Dawson),0.670,0.810
2,6:46,2,5,NWE 31,7,6,Laurence Maroney left tackle for 8 yards (tackle by Marlin Jackson),0.810,1.530
2,6:02,1,10,NWE 39,7,6,Tom Brady pass complete short right to Wes Welker for 12 yards (tackle by Robert Mathis),1.530,2.320
2,5:24,1,10,IND 49,7,6,Tom Brady pass incomplete short middle intended for Randy Moss. Penalty on Kyle Brady: Illegal Formation (Declined),2.320,1.780
2,5:17,2,10,IND 49,7,6,Laurence Maroney up the middle for 3 yards (tackle by Raheem Brock),1.780,1.490
2,4:38,3,7,IND 46,7,6,Tom Brady pass complete short left to Randy Moss for 9 yards (tackle by Tim Jennings),1.490,3.120
2,4:12,1,10,IND 37,7,6,Laurence Maroney up the middle for 8 yards (tackle by Rocky Boiman),3.120,3.650
2,3:28,2,2,IND 29,7,6,Kevin Faulk up the middle for 5 yards (tackle by Marlin Jackson),3.650,3.970
2,2:47,1,10,IND 24,7,6,Tom Brady pass complete short left to Kevin Faulk for 1 yard (tackle by Gary Brackett),3.970,3.570
2,2:00,2,9,IND 23,7,6,"Tom Brady pass incomplete short middle intended for Randy Moss (defended by Tim Jennings). Penalty on Matt Light: Personal Foul, 15 yards (no play)",3.570,1.540
2,1:55,,,,7,6,Timeout #1 by New England Patriots,0.000,1.540
2,1:55,2,24,IND 38,7,6,Tom Brady pass incomplete deep left intended for Donte Stallworth is intercepted by Antoine Bethea at IND-2,1.540,0.380
2,1:46,1,10,IND 2,7,6,Joseph Addai right tackle for 7 yards (tackle by James Sanders),-0.380,-0.270
2,1:20,2,3,IND 9,7,6,Joseph Addai right tackle for 3 yards (tackle by Mike Vrabel and Junior Seau),-0.270,-0.350
2,1:13,,,,7,6,Timeout #1 by Indianapolis Colts,0.000,-0.350
2,1:13,1,10,IND 12,7,6,Peyton Manning pass incomplete deep right intended for Aaron Moorehead,-0.350,-0.780
2,1:07,2,10,IND 12,7,6,Peyton Manning pass complete short right to Aaron Moorehead for 5 yards (tackle by Mike Vrabel),-0.780,-0.840
2,0:34,3,5,IND 17,7,6,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Randall Gay),-0.840,0.740
2,0:28,,,,7,6,Timeout #2 by Indianapolis Colts,0.000,0.740
2,0:28,1,10,IND 27,7,12,"Peyton Manning pass complete short middle to Joseph Addai for 73 yards, touchdown",0.740,7.000
2,,,,NWE 2,7,13,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,7,13,"Adam Vinatieri kicks off 51 yards, returned by Ellis Hobbs for 15 yards (tackle by Tim Jennings)",0.000,1.200
2,0:05,1,10,NWE 34,7,13,Tom Brady kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,7,13,"Adam Vinatieri kicks off 66 yards, returned by Ellis Hobbs for 23 yards (tackle by Tim Jennings)",0.000,0.740
3,14:54,1,10,NWE 27,7,13,Laurence Maroney up the middle for 5 yards (tackle by Dwight Freeney),0.740,0.870
3,14:22,2,5,NWE 32,7,13,Laurence Maroney up the middle for 1 yard (tackle by Marlin Jackson),0.870,0.300
3,13:42,3,4,NWE 33,7,13,Tom Brady pass incomplete short left intended for Ben Watson (defended by Kelvin Hayden),0.300,-1.180
3,13:38,4,4,NWE 33,7,13,Chris Hanson punts 53 yards,-1.180,0.280
3,13:31,1,10,IND 14,7,13,Peyton Manning pass incomplete deep middle intended for Reggie Wayne is intercepted by Rodney Harrison at IND-32 and returned for 2 yards (tackle by Reggie Wayne),-0.280,-3.580
3,13:23,1,10,IND 30,7,13,Laurence Maroney up the middle for 3 yards (tackle by Antoine Bethea and Marlin Jackson),3.580,3.440
3,12:43,2,7,IND 27,7,13,"Tom Brady pass complete short right to Donte Stallworth for 5 yards (tackle by Kelvin Hayden). Penalty on Dan Koppen: Ineligible Downfield Pass, 5 yards (no play)",3.440,2.760
3,12:16,2,12,IND 32,7,13,Tom Brady sacked by Robert Mathis for -8 yards,2.760,1.020
3,11:40,3,20,IND 40,7,13,Tom Brady pass incomplete short middle intended for Kevin Faulk,1.020,0.590
3,11:36,4,20,IND 40,7,13,"Chris Hanson punts 31 yards, returned by T.J. Rushing for 11 yards (tackle by Lonie Paxton)",0.590,-0.280
3,11:27,1,10,IND 20,7,13,Joseph Addai right end for 11 yards (tackle by Jarvis Green and Rodney Harrison),0.280,1.000
3,10:41,1,10,IND 31,7,13,Joseph Addai right end for -1 yards (tackle by Ty Warren and Tedy Bruschi),1.000,0.320
3,10:01,2,11,IND 30,7,13,Joseph Addai left end for -9 yards (tackle by Jarvis Green),0.320,-1.550
3,9:18,3,20,IND 21,7,13,Joseph Addai up the middle for 11 yards (tackle by Rashad Baker),-1.550,-1.240
3,8:40,4,9,IND 32,7,13,"Hunter Smith punts 52 yards, returned by Wes Welker for 2 yards (tackle by Rocky Boiman). Penalty on Willie Andrews: Unsportsmanlike Conduct, 9 yards",-1.240,0.380
3,8:28,1,10,NWE 9,7,13,Tom Brady pass complete short middle to Randy Moss for 17 yards (tackle by Antoine Bethea),-0.380,0.670
3,7:51,1,10,NWE 26,7,13,Tom Brady pass complete short right to Kevin Faulk for 6 yards (tackle by Gary Brackett),0.670,0.940
3,7:09,2,4,NWE 32,7,13,Kevin Faulk up the middle for 6 yards (tackle by Jeff Charleston and Gary Brackett),0.940,1.470
3,6:24,1,10,NWE 38,7,13,Tom Brady pass complete short right to Wes Welker for 3 yards (tackle by Kelvin Hayden),1.470,1.330
3,5:48,2,7,NWE 41,7,13,Kevin Faulk left tackle for no gain (tackle by Kelvin Hayden),1.330,0.630
3,5:04,3,7,NWE 41,7,13,"Tom Brady for 19 yards. Penalty on Tim Jennings: Defensive Holding, 5 yards",0.630,3.250
3,4:36,1,10,IND 35,7,13,Tom Brady pass complete short left to Randy Moss for 12 yards (tackle by Gary Brackett),3.250,4.040
3,3:54,1,10,IND 23,7,13,Tom Brady pass incomplete deep right intended for Randy Moss (defended by Kelvin Hayden),4.040,3.500
3,3:49,2,10,IND 23,7,13,Kevin Faulk up the middle for 9 yards (tackle by Marlin Jackson),3.500,4.280
3,3:04,3,1,IND 14,7,13,Laurence Maroney left end for -2 yards (tackle by Bob Sanders),4.280,2.480
3,2:26,4,3,IND 16,10,13,Stephen Gostkowski 34 yard field goal good,2.480,3.000
3,,,,NWE 30,10,13,"Stephen Gostkowski kicks off 62 yards, returned by T.J. Rushing for 9 yards (tackle by Kyle Eckel)",0.000,-0.060
3,2:18,1,10,IND 17,10,13,Peyton Manning pass complete short right to Aaron Moorehead for 8 yards,-0.060,0.620
3,1:48,2,2,IND 25,10,13,Kenton Keith up the middle for 2 yards (tackle by Ty Warren),0.620,0.740
3,1:15,1,10,IND 27,10,13,Peyton Manning pass incomplete deep middle intended for Dallas Clark,0.740,0.200
3,1:10,2,10,IND 27,10,13,Peyton Manning pass complete short left to Ben Utecht for 8 yards (tackle by James Sanders),0.200,0.560
3,0:29,3,2,IND 35,10,13,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.560,-1.040
3,0:23,4,2,IND 35,10,13,"Hunter Smith punts 55 yards, returned by Wes Welker for 35 yards (tackle by Dante Hughes)",-1.040,-1.930
3,0:08,1,10,NWE 45,10,13,Kevin Faulk up the middle for -1 yards (tackle by Edward Johnson and Marlin Jackson),1.930,1.250
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,NWE 44,10,13,Tom Brady pass complete short right to Randy Moss for 14 yards (tackle by Bob Sanders),1.250,2.790
4,14:17,1,10,IND 42,10,13,"Tom Brady pass incomplete deep left intended for Kyle Brady is intercepted by Gary Brackett at IND-25 and returned for 28 yards. Penalty on Matt Light: Unsportsmanlike Conduct, 15 yards",2.790,-3.450
4,14:04,1,10,NWE 32,10,13,Peyton Manning sacked by Mike Vrabel for -4 yards,3.450,2.360
4,13:35,2,14,NWE 36,10,13,Joseph Addai right tackle for -1 yards (tackle by Richard Seymour),2.360,1.550
4,12:58,3,15,NWE 37,10,13,Peyton Manning pass complete short left to Dallas Clark for 17 yards (tackle by Ellis Hobbs),1.550,4.240
4,12:27,1,10,NWE 20,10,13,Joseph Addai right tackle for 4 yards (tackle by Mike Wright),4.240,4.280
4,11:46,2,6,NWE 16,10,13,Joseph Addai right tackle for 3 yards (tackle by Mike Vrabel and Ty Warren),4.280,4.100
4,11:06,3,3,NWE 13,10,13,Joseph Addai left tackle for 7 yards (tackle by James Sanders),4.100,5.830
4,10:22,1,6,NWE 6,10,13,Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by Ellis Hobbs),5.830,5.910
4,9:50,2,1,NWE 1,10,19,"Peyton Manning up the middle for 1 yard, touchdown",5.910,7.000
4,,,,NWE 2,10,20,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,10,20,"Adam Vinatieri kicks off 69 yards, returned by Wes Welker for 26 yards (tackle by Darrell Reid)",0.000,0.740
4,9:35,1,10,NWE 27,10,20,Tom Brady pass incomplete short left intended for Randy Moss,0.740,0.200
4,9:32,2,10,NWE 27,10,20,Tom Brady pass complete short middle to Randy Moss for 15 yards (tackle by Antoine Bethea),0.200,1.730
4,9:04,1,10,NWE 42,10,20,Tom Brady pass incomplete short left intended for Randy Moss,1.730,1.190
4,8:59,2,10,NWE 42,10,20,Tom Brady pass complete deep left to Randy Moss for 55 yards (tackle by Antoine Bethea). Penalty on Antoine Bethea: Defensive Pass Interference (Declined),1.190,6.510
4,8:40,1,3,IND 3,10,20,"Tom Brady pass incomplete short left intended for Randy Moss. Penalty on Randy Moss: Offensive Pass Interference, 10 yards (no play)",6.510,4.530
4,8:36,1,13,IND 13,10,20,Tom Brady pass incomplete short right intended for Randy Moss,4.530,3.720
4,8:31,2,13,IND 13,10,20,Tom Brady pass complete short middle to Wes Welker for 10 yards (tackle by Gary Brackett),3.720,4.720
4,8:04,,,,10,20,Timeout #1 by Indianapolis Colts,0.000,4.720
4,8:04,3,3,IND 3,16,20,"Tom Brady pass complete short left to Wes Welker for 3 yards, touchdown",4.720,7.000
4,,,,IND 2,17,20,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,17,20,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
4,7:59,1,10,IND 20,17,20,Joseph Addai up the middle for 3 yards (tackle by Ty Warren and Rosevelt Colvin),0.280,0.140
4,7:27,2,7,IND 23,17,20,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Ellis Hobbs),0.140,1.200
4,6:45,1,10,IND 34,17,20,Joseph Addai left end for 3 yards (tackle by Richard Seymour and Rodney Harrison),1.200,1.060
4,6:09,2,7,IND 37,17,20,"Peyton Manning pass complete short left to Bryan Fletcher for 6 yards (tackle by James Sanders). Penalty on Ryan Lilja: Offensive Holding, 10 yards (no play)",1.060,-0.290
4,5:45,2,17,IND 27,17,20,Peyton Manning pass complete short middle to Joseph Addai for 7 yards (tackle by Asante Samuel),-0.290,-0.030
4,4:59,3,10,IND 34,17,20,"Penalty on Ryan Diem: False Start, 5 yards (no play)",-0.030,-0.690
4,4:58,3,15,IND 29,17,20,"Peyton Manning sacked by Rosevelt Colvin for -7 yards. Peyton Manning fumbles (forced by Rosevelt Colvin), recovered by Charlie Johnson at IND-21",-0.690,-1.960
4,4:11,4,23,IND 21,17,20,"Hunter Smith punts 53 yards, returned by Wes Welker for 23 yards (tackle by Brandon Archer)",-1.960,-2.190
4,3:58,1,10,NWE 49,17,20,Tom Brady pass complete short middle to Randy Moss for 5 yards (tackle by Kelvin Hayden),2.190,2.320
4,3:28,2,5,IND 46,17,20,Tom Brady pass complete deep left to Donte Stallworth for 33 yards (tackle by Antoine Bethea),2.320,4.710
4,3:21,1,10,IND 13,23,20,"Tom Brady pass complete short left to Kevin Faulk for 13 yards, touchdown",4.710,7.000
4,,,,IND 2,24,20,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,24,20,"Stephen Gostkowski kicks off 67 yards, returned by T.J. Rushing for 21 yards (tackle by Kyle Eckel)",0.000,0.540
4,3:10,1,10,IND 24,24,20,Peyton Manning pass incomplete deep middle intended for Aaron Moorehead,0.540,0.000
4,3:05,,,,24,20,Timeout #1 by New England Patriots,0.000,0.000
4,3:05,2,10,IND 24,24,20,Peyton Manning pass complete deep left to Reggie Wayne for 24 yards (tackle by Rashad Baker),0.000,2.130
4,3:01,1,10,IND 48,24,20,Joseph Addai left tackle for 1 yard (tackle by Jarvis Green),2.130,1.720
4,2:38,2,9,IND 49,24,20,Peyton Manning pass incomplete short left intended for Bryan Fletcher,1.720,1.020
4,2:34,3,9,IND 49,24,20,"Peyton Manning sacked by Jarvis Green for -5 yards. Peyton Manning fumbles (forced by Jarvis Green), recovered by Rosevelt Colvin at IND-46 and returned for 5 yards (tackle by Jake Scott). Penalty on Rodney Harrison: Delay of Game, 5 yards",1.020,-2.520
4,2:25,1,10,IND 46,24,20,Laurence Maroney left end for 3 yards (tackle by Dwight Freeney),2.520,2.380
4,2:19,,,,24,20,Timeout #2 by Indianapolis Colts,0.000,2.380
4,2:19,2,7,IND 43,24,20,Laurence Maroney up the middle for 1 yard (tackle by Raheem Brock),2.380,1.820
4,2:13,,,,24,20,Timeout #3 by Indianapolis Colts,0.000,1.820
4,2:13,3,6,IND 42,24,20,Tom Brady pass complete short right to Wes Welker for 10 yards (tackle by Marlin Jackson),1.820,3.450
4,2:00,1,10,IND 32,24,20,Tom Brady kneels for -2 yards,3.450,2.630
4,1:18,2,12,IND 34,24,20,Tom Brady kneels for -1 yards,2.630,1.820
4,0:37,3,13,IND 35,24,20,Tom Brady kneels for -1 yards,1.820,0.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
