Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,17,59,0,6,24,1.4,35,2.1,2,8.5
Justin Herbert,LAC,5,14,1,3,14,2.8,0,0.0,0,
Joshua Kelley,LAC,3,6,0,,3,1.0,3,1.0,0,
Andre Roberts,LAC,1,9,0,,8,8.0,1,1.0,0,
Larry Rountree,LAC,1,1,0,,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Howard,PHI,17,71,1,4,42,2.5,29,1.7,2,8.5
Jalen Hurts,PHI,10,62,0,6,55,5.5,7,0.7,0,
Boston Scott,PHI,10,40,0,2,21,2.1,19,1.9,2,5.0
Kenneth Gainwell,PHI,2,3,1,1,2,1.0,1,0.5,0,
