Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
2,15:00,3,5,SFO 38,0,14,Tim Rattay pass incomplete intended for Arnaz Battle (defended by Sheldon Brown),0.560,-0.850
2,14:53,4,5,SFO 38,0,14,"Andy Lee punts 51 yards, returned by Dexter Wynn for -2 yards (tackle by Mike Adams). Dexter Wynn fumbles, recovered by Dexter Wynn at PHI-9",-0.850,0.380
2,14:44,1,10,PHI 9,0,14,Brian Westbrook up the middle for 3 yards (tackle by Julian Peterson),-0.380,-0.560
2,14:00,2,7,PHI 12,0,14,Donovan McNabb pass complete to Brian Westbrook for 12 yards (tackle by Shawntae Spencer),-0.560,0.540
2,13:24,1,10,PHI 24,0,14,Brian Westbrook right end for 31 yards (tackle by Julian Peterson),0.540,2.590
2,12:40,1,10,SFO 45,0,14,Donovan McNabb pass incomplete intended for Greg Lewis (defended by Shawntae Spencer),2.590,2.040
2,12:32,2,10,SFO 45,0,14,Brian Westbrook right tackle for 3 yards (tackle by Andre Carter),2.040,1.750
2,11:50,3,7,SFO 42,0,20,"Donovan McNabb pass complete to Terrell Owens for 42 yards, touchdown. Penalty on Brandon Moore: Illegal Contact (Declined)",1.750,7.000
2,,,,SFO 2,0,21,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,0,21,"David Akers kicks off 61 yards, returned by Maurice Hicks for 20 yards (tackle by Matt Ware)",0.000,0.870
2,11:32,1,10,SFO 29,0,21,Tim Rattay pass incomplete intended for Johnnie Morton is intercepted by Lito Sheppard at SFO-36 and returned for 34 yards,0.870,-6.740
2,11:26,1,2,SFO 2,0,27,"Donovan McNabb pass complete to Brian Westbrook for 2 yards, touchdown",6.740,7.000
2,11:22,,,,0,27,Timeout #1 by Philadelphia Eagles,0.000,0.000
2,,,,SFO 2,0,28,Mark Simoneau kicks extra point good,0.000,0.000
2,,,,PHI 30,0,28,"Mike Bartrum kicks off 51 yards, returned by Otis Amey for 16 yards (tackle by Trent Cole)",0.000,1.270
2,11:15,1,10,SFO 35,0,28,"Penalty on Eric Heitmann: False Start, 5 yards (no play)",1.270,0.940
2,11:15,1,15,SFO 30,0,28,Tim Rattay pass incomplete intended for Arnaz Battle (defended by Sheldon Brown),0.940,0.050
2,11:11,2,15,SFO 30,0,28,Frank Gore up the middle for 6 yards (tackle by Brian Dawkins),0.050,0.170
2,10:30,3,9,SFO 36,0,28,Tim Rattay pass complete to Brandon Lloyd for 9 yards (tackle by Lito Sheppard),0.170,1.930
2,10:09,1,10,SFO 45,0,28,Arnaz Battle left end for 1 yard (tackle by N.D. Kalu),1.930,1.520
2,9:31,2,9,SFO 46,0,28,--,1.520,1.490
2,9:04,3,4,PHI 49,0,28,Tim Rattay pass incomplete intended for Brandon Lloyd is intercepted by Roderick Hood at PHI-40 and returned for 17 yards,1.490,-2.720
2,8:50,1,10,SFO 43,0,28,Donovan McNabb pass complete to Greg Lewis for 13 yards (tackle by Ahmed Plummer),2.720,3.580
2,8:17,1,10,SFO 30,0,28,Brian Westbrook up the middle for 6 yards (tackle by Jeff Ulbrich and Derek Smith),3.580,3.840
2,7:39,2,4,SFO 24,0,28,Lamar Gordon for 4 yards (tackle by Marques Douglas and Jeff Ulbrich),3.840,4.240
2,7:12,1,10,SFO 20,0,28,Brian Westbrook for -5 yards (tackle by Julian Peterson),4.240,3.020
2,6:29,2,15,SFO 25,0,28,Donovan McNabb pass complete to Greg Lewis for 14 yards (tackle by Derek Smith),3.020,4.590
2,5:55,3,1,SFO 11,0,28,Donovan McNabb pass complete to L.J. Smith for 8 yards (tackle by Marques Douglas),4.590,6.510
2,5:09,1,3,SFO 3,0,28,Brian Westbrook for -9 yards (tackle by Jamie Winborn and Tony Parrish),6.510,3.860
2,4:23,2,12,SFO 12,0,28,"Donovan McNabb sacked by Marques Douglas for -9 yards. Donovan McNabb fumbles (forced by Marques Douglas), recovered by Marques Douglas at SFO-26 (tackle by Tra Thomas)",3.860,-0.670
2,4:08,1,10,SFO 26,0,28,Frank Gore for 6 yards (tackle by Brian Dawkins),0.670,0.940
2,3:46,2,4,SFO 32,0,28,Frank Gore for 3 yards (tackle by Keith Adams),0.940,0.630
2,3:17,3,1,SFO 35,0,28,Frank Gore for no gain (tackle by Michael Lewis),0.630,-1.040
2,3:17,4,1,SFO 35,0,28,"Andy Lee punts 50 yards, returned by Dexter Wynn for 9 yards (tackle by Mike Adams). Penalty on Reno Mahe: Offensive Holding, 10 yards",-1.040,0.280
2,2:43,1,10,PHI 14,0,28,Brian Westbrook for 3 yards (tackle by Anthony Adams),-0.280,-0.370
2,2:00,2,7,PHI 17,0,28,Lamar Gordon up the middle for 6 yards (tackle by Jeff Ulbrich),-0.370,-0.320
2,1:13,3,1,PHI 23,0,28,"Brian Westbrook right end for 9 yards (tackle by Tony Parrish). Penalty on Reggie Brown: Offensive Holding, 10 yards",-0.320,-0.440
2,1:06,3,2,PHI 22,0,28,Lamar Gordon left end for 3 yards (tackle by Julian Peterson),-0.440,0.610
2,0:19,1,10,PHI 25,0,28,Brian Westbrook for 18 yards (tackle by Mike Rumph),0.610,1.800
2,0:08,,,,0,28,Timeout #2 by Philadelphia Eagles,0.000,1.800
2,0:07,1,10,PHI 43,0,28,Brian Westbrook left tackle for 2 yards (tackle by Jeff Ulbrich and Bryant Young),1.800,1.520
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,0,28,"David Akers kicks off 52 yards, returned by Otis Amey for 25 yards (tackle by Dexter Wynn)",0.000,1.800
3,14:51,1,10,SFO 43,0,28,Tim Rattay pass complete to Arnaz Battle for 13 yards (tackle by Keith Adams),1.800,2.650
3,14:15,1,10,PHI 44,0,28,Tim Rattay pass complete to Kevan Barlow for 5 yards (tackle by Jeremiah Trotter),2.650,2.780
3,13:43,2,5,PHI 39,0,28,Kevan Barlow left end for 1 yard (tackle by Keith Adams),2.780,2.210
3,12:56,3,4,PHI 38,0,28,Tim Rattay pass complete to Arnaz Battle for 5 yards (tackle by Dhani Jones),2.210,3.380
3,12:19,1,10,PHI 33,0,28,Kevan Barlow up the middle for 2 yards (tackle by Dhani Jones),3.380,3.110
3,11:40,2,8,PHI 31,0,28,Tim Rattay pass incomplete intended for Kevan Barlow,3.110,2.410
3,11:35,3,8,PHI 31,0,28,Tim Rattay sacked by Darwin Walker and Mike Patterson for -8 yards,2.410,0.660
3,11:14,4,16,PHI 39,0,28,Andy Lee punts 36 yards,0.660,0.380
3,11:07,1,10,PHI 3,0,28,Donovan McNabb pass complete to Stephen Spach for 7 yards (tackle by Jeff Ulbrich),-0.380,-0.270
3,10:29,2,3,PHI 10,0,28,Brian Westbrook right tackle for 2 yards (tackle by Derek Smith),-0.270,-0.370
3,9:48,3,1,PHI 12,0,28,Lamar Gordon right end for -1 yards (tackle by Jeff Ulbrich),-0.370,-2.490
3,9:48,4,2,PHI 11,0,28,"Dirk Johnson punts 46 yards, returned by Otis Amey for no gain",-2.490,-1.800
3,9:05,1,10,SFO 43,0,28,Tim Rattay pass complete to Brandon Lloyd for 4 yards (tackle by Keith Adams),1.800,1.790
3,8:28,2,6,SFO 47,0,28,Tim Rattay pass complete to Terry Jackson for 8 yards (tackle by Mike Patterson),1.790,2.590
3,7:51,1,10,PHI 45,0,28,Tim Rattay pass incomplete intended for Chris Hetherington (defended by Dhani Jones),2.590,2.040
3,7:45,2,10,PHI 45,0,28,Tim Rattay pass complete to Arnaz Battle for 17 yards (tackle by Michael Lewis),2.040,3.710
3,7:09,1,10,PHI 28,0,28,Tim Rattay sacked by Lito Sheppard for -8 yards,3.710,2.090
3,6:40,2,18,PHI 36,0,28,Tim Rattay pass complete to Kevan Barlow for 15 yards (tackle by Brian Dawkins),2.090,3.400
3,5:57,3,3,PHI 21,0,28,Tim Rattay pass complete to Steve Bush for 3 yards (tackle by Dhani Jones),3.400,4.370
3,5:01,1,10,PHI 18,0,28,Tim Rattay pass incomplete intended for Brandon Lloyd,4.370,3.800
3,4:56,2,10,PHI 18,0,28,Tim Rattay pass complete to Johnnie Morton for 4 yards (tackle by Dhani Jones),3.800,3.630
3,4:16,3,6,PHI 14,0,28,Tim Rattay pass incomplete intended for Arnaz Battle (defended by Brian Dawkins),3.630,2.530
3,4:16,4,6,PHI 14,3,28,Joe Nedney 32 yard field goal good,2.530,3.000
3,,,,SFO 30,3,28,"Joe Nedney kicks off 70 yards, touchback",0.000,0.280
3,4:08,1,10,PHI 20,3,28,Donovan McNabb pass incomplete intended for Terrell Owens,0.280,-0.270
3,4:05,2,10,PHI 20,3,28,Donovan McNabb pass complete to Greg Lewis for 6 yards (tackle by Shawntae Spencer),-0.270,-0.160
3,3:38,3,4,PHI 26,3,28,Donovan McNabb pass complete to Reggie Brown for 27 yards (tackle by Ahmed Plummer),-0.160,2.460
3,2:55,,,,3,28,Timeout #1 by Philadelphia Eagles,0.000,2.460
3,2:55,1,10,SFO 47,3,28,Donovan McNabb pass complete to Brian Westbrook for 17 yards (tackle by Jamie Winborn),2.460,3.580
3,2:31,1,10,SFO 30,3,28,Brian Westbrook up the middle for 20 yards (tackle by Tony Parrish),3.580,4.910
3,1:48,1,10,SFO 10,3,28,Lamar Gordon right tackle for 4 yards (tackle by Julian Peterson),4.910,4.950
3,1:48,2,6,SFO 6,3,34,"Donovan McNabb pass complete to Greg Lewis for 6 yards, touchdown",4.950,7.000
3,,,,SFO 2,3,35,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,3,35,"David Akers kicks off 50 yards, returned by Otis Amey for 13 yards (tackle by Jason Short)",0.000,1.140
3,0:51,1,10,SFO 33,3,35,Tim Rattay pass incomplete intended for Kevan Barlow (defended by Hollis Thomas),1.140,0.590
3,0:46,2,10,SFO 33,3,35,Tim Rattay pass complete to Kevan Barlow for 11 yards (tackle by Michael Lewis),0.590,1.860
3,0:09,1,10,SFO 44,3,35,Tim Rattay pass complete to Arnaz Battle for 9 yards (tackle by Brian Dawkins),1.860,2.530
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,PHI 47,3,35,Tim Rattay sacked by N.D. Kalu for -7 yards,2.530,0.890
4,14:24,3,8,SFO 46,3,35,Tim Rattay pass incomplete intended for Brandon Lloyd,0.890,-0.320
4,14:15,4,8,SFO 46,3,35,"Andy Lee punts 50 yards, returned by Dexter Wynn for 6 yards (tackle by Maurice Hicks)",-0.320,0.380
4,14:09,1,10,PHI 10,3,35,Koy Detmer pass complete to Josh Parry for 9 yards (tackle by Derek Smith),-0.380,0.240
4,13:27,2,1,PHI 19,3,35,Lamar Gordon up the middle for 3 yards (tackle by Jeff Ulbrich),0.240,0.410
4,12:45,1,10,PHI 22,3,35,Koy Detmer pass complete to Josh Parry for 5 yards (tackle by Ahmed Plummer),0.410,0.540
4,12:01,2,5,PHI 27,3,35,Lamar Gordon up the middle for 1 yard (tackle by Derek Smith),0.540,-0.030
4,11:24,3,4,PHI 28,3,35,Koy Detmer pass complete to Reggie Brown for 5 yards (tackle by Mike Adams),-0.030,1.140
4,10:39,1,10,PHI 33,3,35,"Penalty on Tra Thomas: False Start, 5 yards (no play)",1.140,0.810
4,10:14,1,15,PHI 28,3,35,Koy Detmer pass complete to L.J. Smith for 18 yards (tackle by Tony Parrish and Ahmed Plummer),0.810,1.990
4,9:26,1,10,PHI 46,3,35,Lamar Gordon right guard for 2 yards (tackle by Andre Carter),1.990,1.720
4,8:44,2,8,PHI 48,3,35,"Lamar Gordon left end for no gain (tackle by Jeff Ulbrich). Penalty on Tra Thomas: Offensive Holding, 10 yards (no play)",1.720,0.370
4,8:18,2,18,PHI 38,3,35,Koy Detmer pass complete to Billy McMullen for 24 yards (tackle by Shawntae Spencer),0.370,3.050
4,7:32,1,10,SFO 38,3,35,Koy Detmer pass complete to Stephen Spach for 7 yards (tackle by Derek Smith),3.050,3.450
4,6:50,2,3,SFO 31,3,35,Koy Detmer pass complete to Reno Mahe for 6 yards (tackle by Mike Rumph),3.450,3.910
4,6:05,1,10,SFO 25,3,35,Lamar Gordon right tackle for -1 yards (tackle by Derek Smith),3.910,3.230
4,5:21,,,,3,35,Timeout #2 by Philadelphia Eagles,0.000,3.230
4,5:21,2,11,SFO 26,3,35,Koy Detmer pass complete to L.J. Smith for 17 yards (tackle by Tony Parrish and Derek Smith),3.230,5.140
4,4:32,1,9,SFO 9,3,35,Koy Detmer pass complete to Lamar Gordon for 3 yards (tackle by Ahmed Plummer),5.140,4.950
4,3:47,2,6,SFO 6,3,41,"Lamar Gordon up the middle for 6 yards, touchdown",4.950,7.000
4,,,,SFO 2,3,42,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,3,42,"David Akers kicks off 64 yards, returned by Otis Amey for 17 yards (tackle by Jason Short)",0.000,0.480
4,3:37,1,10,SFO 23,3,42,Alex Smith for 3 yards (tackle by Dexter Wynn),0.480,0.340
4,3:00,2,7,SFO 26,3,42,Alex Smith pass incomplete intended for Brandon Lloyd (defended by Roderick Hood),0.340,-0.360
4,2:55,3,7,SFO 26,3,42,Alex Smith right end for 3 yards (tackle by Mark Simoneau),-0.360,-1.440
4,2:55,4,4,SFO 29,3,42,"Andy Lee punts 40 yards, fair catch by Dexter Wynn",-1.440,-1.000
4,2:39,1,10,PHI 31,3,42,Lamar Gordon for 2 yards (tackle by Brandon Moore),1.000,0.730
4,1:59,2,8,PHI 33,3,42,Reno Mahe right end for 1 yard (tackle by Isaac Sopoaga). Penalty on Artis Hicks: Illegal Formation (Declined),0.730,0.170
4,1:52,3,7,PHI 34,3,42,Mike McMahon pass complete to Darnerien McCants for 22 yards (tackle by Mike Rumph),0.170,2.650
4,1:08,1,10,SFO 44,3,42,Reno Mahe left tackle for 11 yards (tackle by Shawntae Spencer),2.650,3.380
4,1:08,1,10,SFO 33,3,42,Mike McMahon kneels for -1 yards,3.380,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
