Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Joe Nedney kicks off 64 yards, returned by Roderick Hood for 22 yards (tackle by Derrick Johnson)",,
1,14:53,1,10,PHI 28,0,0,Donovan McNabb pass complete to L.J. Smith for 4 yards (tackle by Jeff Ulbrich),0.810,0.800
1,14:20,2,6,PHI 32,0,0,Donovan McNabb pass incomplete intended for Josh Parry,0.800,0.100
1,14:17,3,6,PHI 32,0,6,"Donovan McNabb pass complete to Terrell Owens for 68 yards, touchdown",0.100,7.000
1,,,,SFO 2,0,7,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,7,"David Akers kicks off 71 yards, returned by Maurice Hicks for 21 yards (tackle by Mark Simoneau). Penalty on Jamie Winborn: Offensive Holding, 10 yards",0.000,-0.380
1,14:03,1,10,SFO 10,0,7,Kevan Barlow for 3 yards (tackle by Lito Sheppard),-0.380,-0.560
1,14:03,2,7,SFO 13,0,7,Kevan Barlow for 1 yard (tackle by Jevon Kearse),-0.560,-0.950
1,12:29,3,6,SFO 14,0,7,Tim Rattay pass incomplete intended for Johnnie Morton,-0.950,-2.470
1,12:25,4,6,SFO 14,0,7,"Andy Lee punts 29 yards, fair catch by Reno Mahe",-2.470,-2.720
1,12:22,1,10,SFO 43,0,7,Brian Westbrook for 2 yards (tackle by Marques Douglas and Anthony Adams),2.720,2.450
1,11:45,2,8,SFO 41,0,7,Brian Westbrook left end for -4 yards (tackle by Jamie Winborn),2.450,1.220
1,10:59,3,12,SFO 45,0,7,Donovan McNabb sacked by Anthony Adams for -1 yards,1.220,0.200
1,10:48,4,13,SFO 46,0,7,"Dirk Johnson punts 19 yards, fair catch by Otis Amey",0.200,-0.740
1,10:45,1,10,SFO 27,0,7,Tim Rattay pass incomplete intended for Billy Bajema (defended by Michael Lewis),0.740,0.200
1,10:39,2,10,SFO 27,0,7,Kevan Barlow up the middle for 14 yards (tackle by Brian Dawkins),0.200,1.660
1,10:02,1,10,SFO 41,0,7,Tim Rattay pass incomplete intended for Frank Gore is intercepted by Dhani Jones at PHI-30,1.660,-0.940
1,9:53,1,10,PHI 30,0,7,Donovan McNabb pass incomplete intended for Greg Lewis (defended by Shawntae Spencer),0.940,0.390
1,9:48,2,10,PHI 30,0,7,Donovan McNabb pass complete to Terrell Owens for 20 yards (tackle by Mike Rumph),0.390,2.260
1,9:25,1,10,PHI 50,0,7,Donovan McNabb pass complete to Reggie Brown for 5 yards (tackle by Ahmed Plummer),2.260,2.390
1,9:04,2,5,SFO 45,0,7,Brian Westbrook left end for 8 yards (tackle by Shawntae Spencer),2.390,3.120
1,8:36,1,10,SFO 37,0,7,Donovan McNabb pass complete to Terrell Owens for 9 yards (tackle by Mike Adams),3.120,3.790
1,7:54,2,1,SFO 28,0,7,Donovan McNabb pass complete to L.J. Smith for 22 yards (tackle by Mike Rumph),3.790,5.830
1,7:20,1,6,SFO 6,0,13,"Donovan McNabb pass complete to L.J. Smith for 6 yards, touchdown",5.830,7.000
1,,,,SFO 2,0,14,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,14,"David Akers kicks off 69 yards, returned by Maurice Hicks for 19 yards (tackle by Juqua Thomas)",0.000,0.280
1,7:09,1,10,SFO 20,0,14,Kevan Barlow left guard for 1 yard (tackle by Hollis Thomas),0.280,-0.130
1,6:32,2,9,SFO 21,0,14,Kevan Barlow up the middle for 4 yards (tackle by Hollis Thomas),-0.130,-0.300
1,5:54,3,5,SFO 25,0,14,Tim Rattay pass complete to Brandon Lloyd for 4 yards (tackle by Michael Lewis),-0.300,-1.440
1,5:07,4,1,SFO 29,0,14,"Andy Lee punts 46 yards, returned by Dexter Wynn for 11 yards (tackle by Steve Bush). Penalty on Billy McMullen: Offensive Holding, 10 yards",-1.440,0.220
1,4:58,1,10,PHI 15,0,14,Donovan McNabb pass complete to Josh Parry for 6 yards (tackle by Jamie Winborn),-0.220,0.210
1,4:20,2,4,PHI 21,0,14,Lamar Gordon up the middle for 11 yards (tackle by Julian Peterson),0.210,1.070
1,3:41,1,10,PHI 32,0,14,Donovan McNabb pass complete to L.J. Smith for 23 yards (tackle by Jamie Winborn),1.070,2.590
1,3:07,1,10,SFO 45,0,14,Donovan McNabb pass complete to Terrell Owens for 4 yards (tackle by Ahmed Plummer),2.590,2.580
1,2:46,2,6,SFO 41,0,14,"Penalty on Shawn Andrews: False Start, 5 yards (no play)",2.580,1.910
1,2:22,2,11,SFO 46,0,14,Donovan McNabb pass complete to L.J. Smith for 13 yards (tackle by Tony Parrish),1.910,3.380
1,1:36,1,10,SFO 33,0,14,Donovan McNabb pass complete to L.J. Smith for 8 yards (tackle by Tony Parrish),3.380,3.920
1,1:36,2,2,SFO 25,0,14,Penalty on Keith Lewis: Defensive Offside (Declined),3.920,3.920
1,1:13,2,2,SFO 25,0,14,Donovan McNabb pass incomplete intended for Greg Lewis (defended by Shawntae Spencer),3.920,3.200
1,1:10,3,2,SFO 25,0,14,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Mike Adams),3.200,1.930
1,1:10,4,2,SFO 25,0,14,David Akers 43 yard field goal no good,1.930,-1.140
1,1:01,1,10,SFO 33,0,14,Kevan Barlow left tackle for 4 yards (tackle by Jevon Kearse),1.140,1.130
1,0:22,2,6,SFO 37,0,14,Kevan Barlow right end for 1 yard (tackle by Jeremiah Trotter),1.130,0.560
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
