#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:56,DET 2,3,0:54,-2,Fumble
2,1,11:02,DET 25,7,4:00,75,Touchdown
3,1,4:56,DET 32,3,1:02,4,Punt
4,1,0:04,DET 25,4,1:23,14,Fumble
5,2,10:46,DET 25,8,4:08,53,Field Goal
6,2,1:48,DET 40,10,1:37,59,Downs
7,3,15:00,DET 25,3,1:29,0,Punt
8,3,13:22,NOR 39,4,0:47,1,Missed FG
9,3,9:17,DET 25,2,0:43,2,Interception
10,3,8:34,DET 25,6,2:38,75,Touchdown
11,3,4:37,DET 39,11,3:16,61,Touchdown
12,4,14:46,NOR 45,3,0:58,-11,Punt
13,4,9:03,DET 20,5,1:34,21,Punt
14,4,5:11,DET 1,2,0:07,0,Interception
15,4,5:04,DET 31,2,0:29,34,Interception
16,4,4:15,DET 18,3,1:37,-11,Punt
17,4,1:07,DET 20,2,1:07,1,End of Game
