Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
2,13:48,1,10,NOR 49,7,17,"Matthew Stafford sacked by Craig Robertson for -12 yards. Matthew Stafford fumbles (forced by Craig Robertson), recovered by Craig Robertson at DET-39 and returned for 8 yards (tackle by Matthew Stafford)",2.320,-3.510
2,13:41,1,10,DET 31,7,17,Mark Ingram right end for 4 yards (tackle by Tavon Wilson),3.510,3.510
2,13:03,2,6,DET 27,7,17,Mark Ingram left end for 2 yards (tackle by Jarrad Davis),3.510,3.070
2,12:29,3,4,DET 25,7,17,Drew Brees pass complete short left to Willie Snead for 11 yards (tackle by Darius Slay),3.070,4.650
2,11:46,1,10,DET 14,7,17,Drew Brees pass complete short right to Ted Ginn for 13 yards (tackle by D.J. Hayden),4.650,6.970
2,11:24,1,1,DET 1,7,17,Mark Ingram right guard for no gain (tackle by Tahir Whitehead and Akeem Spence),6.970,5.910
2,10:50,2,1,DET 1,7,23,"Mark Ingram left end for 1 yard, touchdown. Penalty on DET: Defensive Offside (Declined)",5.910,7.000
2,10:46,,,DET 15,7,24,Wil Lutz kicks extra point good,0.000,0.000
2,10:46,,,NOR 35,7,24,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,10:46,1,10,DET 25,7,24,Ameer Abdullah for 34 yards (tackle by Ken Crawley),0.610,2.850
2,10:13,1,10,NOR 41,7,24,Ameer Abdullah left end for 2 yards (tackle by Marcus Williams),2.850,2.580
2,9:32,2,8,NOR 39,7,24,"Matthew Stafford pass incomplete short left intended for Marvin Jones (defended by Marshon Lattimore). Penalty on Emmett Cleary: Illegal Use of Hands, 6 yards (no play)",2.580,1.770
2,9:25,2,14,NOR 45,7,24,"Matthew Stafford pass incomplete (defended by Craig Robertson). Penalty on Cameron Jordan: Defensive Offside, 5 yards (no play)",1.770,2.440
2,9:25,2,9,NOR 40,7,24,Matthew Stafford pass incomplete short left intended for T.J. Jones,2.440,1.750
2,9:20,3,9,NOR 40,7,24,Matthew Stafford pass complete short left to Marvin Jones for 9 yards (tackle by Vonn Bell),1.750,3.510
2,8:39,1,10,NOR 31,7,24,Ameer Abdullah right guard for 2 yards (tackle by Tyeler Davison and Sheldon Rankins),3.510,3.240
2,8:05,2,8,NOR 29,7,24,Matthew Stafford pass complete short left to Jared Abbrederis for 7 yards (tackle by Ken Crawley and Craig Robertson),3.240,3.470
2,7:26,3,1,NOR 22,7,24,Zach Zenner right guard for no gain (tackle by Tyeler Davison),3.470,2.140
2,6:44,4,1,NOR 22,10,24,Matt Prater 41 yard field goal good,2.140,3.000
2,6:38,,,DET 35,10,24,"Jeff Locke kicks off 65 yards, touchback",0.000,-0.610
2,6:38,1,10,NOR 25,10,24,Drew Brees pass complete short left to Michael Thomas for 4 yards (tackle by Darius Slay),0.610,0.600
2,6:08,2,6,NOR 29,10,24,Alvin Kamara left end for 21 yards (tackle by Glover Quin),0.600,2.260
2,5:34,1,10,,10,24,Ted Ginn for 3 yards,2.260,2.120
2,4:58,2,7,DET 47,10,24,Drew Brees pass complete short left to Mark Ingram for 5 yards (tackle by Nevin Lawson and Jarrad Davis),2.120,2.080
2,4:19,3,2,DET 42,10,24,Mark Ingram left guard for 1 yard (tackle by Anthony Zettel and Ezekiel Ansah),2.080,0.000
2,3:33,,,,,,Timeout #1 by New Orleans Saints,0.000,-0.530
2,3:33,4,1,DET 41,10,24,Alvin Kamara right end for 6 yards (tackle by Tahir Whitehead),0.530,3.250
2,3:05,1,10,DET 35,10,24,Drew Brees pass complete deep right to Brandon Coleman for 20 yards,3.250,4.580
2,2:33,1,10,DET 15,10,24,Mark Ingram left guard for 9 yards (tackle by Tahir Whitehead),4.580,5.600
2,2:00,2,1,DET 6,10,24,Mark Ingram right tackle for 3 yards (tackle by Akeem Spence),5.600,0.000
2,1:56,,,,,,Timeout #1 by Detroit Lions,0.000,-6.510
2,1:56,1,3,DET 3,10,24,Mark Ingram right guard for 1 yard (tackle by Glover Quin and Akeem Spence),6.510,0.000
2,1:52,,,,,,Timeout #2 by Detroit Lions,0.000,-5.720
2,1:52,2,2,DET 2,10,30,"Mark Ingram right guard for 2 yards, touchdown",5.720,7.000
2,1:48,,,DET 15,10,31,"Wil Lutz kicks extra point good. Penalty on Senio Kelemete: Illegal Formation, 5 yards (no play)",0.000,-1.000
2,1:48,,,DET 20,10,31,"Wil Lutz kicks extra point good. Penalty on Senio Kelemete: Illegal Formation, 5 yards (no play)",0.000,-1.000
2,1:48,,,DET 25,10,31,Wil Lutz kicks extra point good,0.000,0.000
2,1:48,,,NOR 35,10,31,"Wil Lutz kicks off 64 yards, out of bounds",0.000,-1.600
2,1:48,1,10,DET 40,10,31,Matthew Stafford pass complete short left to Theo Riddick for 13 yards (tackle by Vonn Bell),1.600,2.460
2,1:09,1,10,NOR 47,10,31,Matthew Stafford pass complete short left to Eric Ebron for 9 yards (tackle by Marshon Lattimore),2.460,3.130
2,1:01,2,1,NOR 38,10,31,Matthew Stafford pass incomplete (defended by Kenny Vaccaro),3.130,2.410
2,0:58,3,1,NOR 38,10,31,Matthew Stafford pass complete short left to Golden Tate for 18 yards (tackle by Kenny Vaccaro),2.410,4.240
2,0:52,1,10,NOR 20,10,31,Matthew Stafford pass complete short right to Marvin Jones for 5 yards (tackle by Ken Crawley),4.240,4.450
2,0:33,2,5,NOR 15,10,31,Matthew Stafford pass complete short right to Theo Riddick for 10 yards (tackle by A.J. Klein and Craig Robertson),4.450,0.000
2,0:26,,,,,,Timeout #3 by Detroit Lions,0.000,-6.060
2,0:26,1,5,NOR 5,10,31,Matthew Stafford pass incomplete short right intended for Marvin Jones,6.060,5.150
2,0:23,2,5,NOR 5,10,31,Matthew Stafford pass incomplete short middle intended for Darren Fells (defended by Tyeler Davison),5.150,4.260
2,0:19,3,5,NOR 5,10,31,Matthew Stafford pass incomplete short right intended for Marvin Jones,4.260,0.000
2,0:16,,,,,,Timeout #2 by New Orleans Saints,0.000,-3.010
2,0:16,4,5,NOR 5,10,31,Matthew Stafford pass complete short left to Darren Fells for 4 yards (tackle by Marshon Lattimore and Kenny Vaccaro),3.010,0.380
2,0:11,1,10,NOR 1,10,31,Drew Brees middle for 1 yard (tackle by Jalen Reeves-Maybin),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,31,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,DET 25,10,31,Matthew Stafford pass incomplete deep middle intended for Marvin Jones,0.610,0.060
3,14:54,2,10,DET 25,10,31,Ameer Abdullah right guard for 5 yards (tackle by A.J. Klein and Craig Robertson),0.060,0.040
3,14:14,3,5,DET 30,10,31,Matthew Stafford sacked by Cameron Jordan for -5 yards,0.040,-1.700
3,13:39,4,10,DET 25,10,31,"Jeff Locke punts 49 yards, out of bounds",-1.700,-0.670
3,13:31,1,10,NOR 26,10,31,Drew Brees pass incomplete short right intended for Michael Thomas is intercepted by Darius Slay at NOR-39,0.670,-2.980
3,13:22,1,10,NOR 39,10,31,Ameer Abdullah right end for 1 yard (tackle by Kenny Vaccaro),2.980,2.580
3,12:46,2,9,NOR 38,10,31,Matthew Stafford pass incomplete short right intended for T.J. Jones (defended by Cameron Jordan),2.580,1.880
3,12:44,3,9,NOR 38,10,31,Matthew Stafford pass incomplete short left intended for Jared Abbrederis,1.880,0.720
3,12:40,4,9,NOR 38,10,31,Matt Prater 56 yard field goal no good,0.720,-1.990
3,12:35,1,10,NOR 46,10,31,Alvin Kamara right end for 6 yards (tackle by Glover Quin and A'Shawn Robinson),1.990,2.260
3,12:15,2,4,DET 48,10,31,Drew Brees pass complete short right to Mark Ingram for 11 yards (tackle by Jarrad Davis),2.260,3.120
3,11:44,1,10,DET 37,10,31,Mark Ingram left tackle for 5 yards (tackle by Jalen Reeves-Maybin),3.120,3.250
3,11:09,2,5,DET 32,10,31,"Drew Brees pass incomplete deep left intended for Josh Hill. Penalty on Akeem Spence: Defensive Offside, 5 yards (no play)",3.250,3.780
3,11:04,1,10,DET 27,10,31,Mark Ingram right tackle for no gain (tackle by Akeem Spence and Jalen Reeves-Maybin),3.780,3.230
3,10:19,2,10,DET 27,10,31,Alvin Kamara right guard for 11 yards (tackle by Miles Killebrew and Tavon Wilson),3.230,4.510
3,9:55,1,10,DET 16,10,31,Alvin Kamara right end for 14 yards (tackle by A'Shawn Robinson),4.510,6.740
3,9:21,1,2,DET 2,10,37,"Drew Brees pass complete short right to Michael Hoomanawanui for 2 yards, touchdown",6.740,7.000
3,9:17,,,DET 15,10,38,Wil Lutz kicks extra point good,0.000,0.000
3,9:17,,,NOR 35,10,38,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,9:17,1,10,DET 25,10,38,Matthew Stafford pass complete short right to Golden Tate for 2 yards (tackle by Ken Crawley),0.610,0.330
3,8:42,2,8,DET 27,10,44,"Matthew Stafford pass incomplete short left intended for Marvin Jones is intercepted by Marshon Lattimore at DET-27 and returned for 27 yards, touchdown",0.330,-7.000
3,,,,DET 15,10,45,Wil Lutz kicks extra point good,,
3,8:34,,,NOR 35,10,45,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,8:34,1,10,DET 25,10,45,Ameer Abdullah right end for -3 yards (tackle by David Onyemata),0.610,-0.340
3,8:06,2,13,DET 22,10,45,Matthew Stafford pass complete deep middle to Marvin Jones for 38 yards (tackle by Marcus Williams),-0.340,2.920
3,7:36,1,10,NOR 40,10,45,Matthew Stafford pass complete short left to T.J. Jones for 12 yards (tackle by Marshon Lattimore and Craig Robertson),2.920,3.710
3,7:10,1,10,NOR 28,10,45,Matthew Stafford pass complete short right to Golden Tate for -1 yards (tackle by Kenny Vaccaro),3.710,3.030
3,6:33,2,11,NOR 29,10,45,Matthew Stafford pass complete short right to Golden Tate for 7 yards (tackle by Ken Crawley),3.030,3.270
3,6:02,3,4,NOR 22,16,45,"Matthew Stafford pass complete deep right to Marvin Jones for 22 yards, touchdown. Penalty on Ken Crawley: Defensive Pass Interference (Declined)",3.270,7.000
3,5:56,,,NOR 15,17,45,Matt Prater kicks extra point good,0.000,0.000
3,5:56,,,DET 35,17,45,"Matt Prater kicks onside 9 yards, recovered by Nathan Stupar",0.000,-2.650
3,5:54,1,10,DET 44,17,45,"Mark Ingram for 4 yards (tackle by Tavon Wilson). Penalty on Senio Kelemete: Offensive Holding, 10 yards",2.650,2.260
3,5:24,1,16,,17,45,Drew Brees pass complete short right to Michael Thomas for 5 yards (tackle by D.J. Hayden and Jarrad Davis),2.260,1.980
3,4:49,2,11,DET 45,17,45,Drew Brees pass incomplete short left intended for Willie Snead,1.980,1.290
3,4:45,3,11,DET 45,17,45,"Drew Brees pass complete short left to Mark Ingram for 2 yards (tackle by Miles Killebrew). Mark Ingram fumbles (forced by Miles Killebrew), recovered by Ezekiel Ansah at DET-39 (tackle by Ted Ginn)",1.290,-1.530
3,4:37,1,10,DET 39,17,45,Ameer Abdullah left tackle for 5 yards (tackle by A.J. Klein),1.530,1.660
3,4:08,2,5,DET 44,17,45,Matthew Stafford pass incomplete short left intended for T.J. Jones (defended by Kenny Vaccaro),1.660,0.960
3,4:05,3,5,DET 44,17,45,Matthew Stafford pass complete short left to Marvin Jones for 14 yards,0.960,2.790
3,3:32,1,10,NOR 42,17,45,Matthew Stafford pass incomplete short right intended for Theo Riddick (defended by Alex Okafor),2.790,2.240
3,3:25,2,10,NOR 42,17,45,Matthew Stafford pass incomplete short middle intended for T.J. Jones,2.240,1.550
3,3:22,3,10,NOR 42,17,45,Matthew Stafford pass complete short middle to Theo Riddick for 12 yards (tackle by Vonn Bell and Manti Te'o),1.550,3.580
3,2:44,1,10,NOR 30,17,45,Matthew Stafford pass incomplete deep left intended for Marvin Jones (defended by Marcus Williams),3.580,3.030
3,2:38,2,10,NOR 30,17,45,Matthew Stafford pass complete short left to Theo Riddick for 15 yards (tackle by Marcus Williams),3.030,4.580
3,1:57,1,10,NOR 15,17,45,Matthew Stafford pass incomplete short right intended for Ameer Abdullah,4.580,3.950
3,1:52,2,10,NOR 15,17,45,Matthew Stafford sacked by Cameron Jordan for -7 yards,3.950,2.410
3,1:26,3,17,NOR 22,23,45,"Matthew Stafford pass complete deep middle to Darren Fells for 22 yards, touchdown",2.410,7.000
3,1:21,,,NOR 15,24,45,Matt Prater kicks extra point good,0.000,0.000
3,1:21,,,DET 35,24,45,"Matt Prater kicks off 55 yards, returned by Ted Ginn for 9 yards (tackle by Don Carey)",0.000,-0.150
3,1:14,1,10,NOR 19,24,45,Mark Ingram right guard for 4 yards (tackle by Anthony Zettel),0.150,0.210
3,0:33,2,6,NOR 23,24,45,Drew Brees pass incomplete short left intended for Michael Thomas (defended by A'Shawn Robinson),0.210,-0.550
3,0:28,3,6,NOR 23,24,45,Drew Brees pass complete short left to Alvin Kamara for 2 yards (tackle by Quandre Diggs),-0.550,-1.700
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,NOR 25,24,45,"Thomas Morstead punts 46 yards, returned by Jamal Agnew for 26 yards (tackle by Justin Hardee)",-1.700,-2.590
4,14:46,1,10,NOR 45,24,45,Ameer Abdullah right end for -6 yards (tackle by Cameron Jordan and Craig Robertson),2.590,1.230
4,14:12,2,16,DET 49,24,45,Matthew Stafford pass incomplete short left intended for Ameer Abdullah (defended by Alex Okafor),1.230,0.560
4,14:07,3,16,DET 49,24,45,Matthew Stafford pass incomplete deep left intended for T.J. Jones,0.560,-0.130
4,14:02,4,16,DET 49,24,45,"Jeff Locke punts 39 yards, fair catch by Ted Ginn. Penalty on Jalen Reeves-Maybin: False Start, 5 yards (no play)",-0.130,-0.460
4,13:55,4,21,DET 44,24,45,"Jeff Locke punts 47 yards, fair catch by Ted Ginn",-0.460,0.380
4,13:48,1,10,NOR 9,24,45,Mark Ingram right tackle for 4 yards (tackle by A'Shawn Robinson and Akeem Spence),-0.380,-0.480
4,13:09,2,6,NOR 13,24,45,"Drew Brees pass complete short right to Alvin Kamara for no gain. Penalty on Josh Hill: Unnecessary Roughness, 6 yards (no play)",-0.480,-0.930
4,12:38,2,12,NOR 7,24,45,Drew Brees pass incomplete deep middle intended for Michael Hoomanawanui,-0.930,-1.650
4,12:32,3,12,NOR 7,24,45,"Alvin Kamara right tackle for 12 yards (tackle by Ezekiel Ansah). Penalty on Jarrad Davis: Face Mask (15 Yards) (Offsetting), Penalty on Michael Thomas: Offensive Holding (Offsetting) (no play)",-1.650,-1.650
4,12:03,3,12,NOR 7,24,45,Drew Brees pass complete short right to Mark Ingram for 9 yards (tackle by Tavon Wilson),-1.650,-2.390
4,11:15,4,3,NOR 16,30,45,"Thomas Morstead punts 58 yards, returned by Jamal Agnew for 74 yards, touchdown. Penalty on Jamal Agnew: Taunting, 15 yards",-2.390,-7.000
4,,,,NOR 15,31,45,Matt Prater kicks extra point good,,
4,11:03,,,DET 20,31,45,"Matt Prater kicks off 66 yards, returned by Ted Ginn for 17 yards (tackle by Jamal Agnew)",0.000,-1.000
4,10:57,1,10,NOR 31,31,45,Drew Brees pass incomplete short right intended for Zach Line,1.000,0.460
4,10:51,2,10,NOR 31,31,45,"Alvin Kamara left guard for 2 yards (tackle by Akeem Spence). Penalty on NOR: Illegal Formation, 5 yards (no play)",0.460,-0.220
4,10:28,2,15,NOR 26,31,45,Alvin Kamara left end for 7 yards (tackle by Tahir Whitehead),-0.220,0.040
4,9:49,3,8,NOR 33,31,45,Drew Brees pass complete short middle to Brandon Coleman for 3 yards (tackle by Quandre Diggs),0.040,-0.980
4,9:11,4,5,NOR 36,31,45,"Thomas Morstead punts 44 yards, out of bounds",-0.980,-0.280
4,9:03,1,10,DET 20,31,45,Matthew Stafford pass incomplete short right intended for Darren Fells,0.280,-0.270
4,9:00,2,10,DET 20,31,45,Matthew Stafford pass complete short right to T.J. Jones for 24 yards (tackle by A.J. Klein and Marcus Williams),-0.270,1.860
4,8:23,1,10,DET 44,31,45,Matthew Stafford pass complete short left to T.J. Jones for -3 yards (tackle by Vonn Bell),1.860,0.910
4,7:47,2,13,DET 41,31,45,Matthew Stafford pass incomplete short left intended for Jared Abbrederis (defended by Marshon Lattimore),0.910,0.230
4,7:42,3,13,DET 41,31,45,Matthew Stafford pass incomplete short right intended for Zach Zenner,0.230,-0.650
4,7:36,4,13,DET 41,31,45,"Jeff Locke punts 49 yards, fair catch by Ted Ginn. Penalty on Zach Line: Offensive Holding, 5 yards",-0.650,0.380
4,7:29,1,10,NOR 5,31,45,Alvin Kamara right end for -4 yards (tackle by Jalen Reeves-Maybin),-0.380,-1.070
4,6:47,2,14,NOR 1,37,45,"Drew Brees pass incomplete short right intended for Brandon Coleman is intercepted by A'Shawn Robinson at NOR-2 and returned for 2 yards, touchdown",-1.070,-7.000
4,,,,NOR 15,38,45,"Matt Prater kicks extra point good. Penalty on Marshon Lattimore: Defensive Offside, 5 yards",,
4,6:41,,,DET 40,38,45,"Jeff Locke kicks off 60 yards, touchback",0.000,-0.610
4,6:41,1,10,NOR 25,38,45,Drew Brees pass complete short left to Alvin Kamara for 4 yards (tackle by Jarrad Davis),0.610,0.600
4,6:04,2,6,NOR 29,38,45,Mark Ingram right guard for 3 yards (tackle by Tahir Whitehead),0.600,0.300
4,5:26,3,3,NOR 32,38,45,Drew Brees pass incomplete short right intended for Coby Fleener (defended by D.J. Hayden),0.300,-1.240
4,5:23,4,3,NOR 32,38,45,"Thomas Morstead punts 57 yards, muffed catch by Jamal Agnew, recovered by Jamal Agnew and returned for no gain",-1.240,0.380
4,5:11,1,10,DET 1,38,45,Matthew Stafford pass incomplete short right intended for Marvin Jones (defended by Ken Crawley),-0.380,-0.780
4,5:08,2,10,DET 1,38,51,"Matthew Stafford pass incomplete short right intended for Eric Ebron is intercepted by Cameron Jordan at DET-0, touchdown. Penalty on Cameron Jordan: Unsportsmanlike Conduct, 15 yards",-0.780,-7.000
4,,,,DET 15,38,52,Wil Lutz kicks extra point good,,
4,5:04,,,NOR 20,38,52,"Wil Lutz kicks off 73 yards, returned by Jamal Agnew for 24 yards (tackle by Adam Bighill)",0.000,-1.000
4,4:58,1,10,DET 31,38,52,"Matthew Stafford pass incomplete deep right intended for Marvin Jones (defended by Ken Crawley). Penalty on Ken Crawley: Defensive Pass Interference, 34 yards (no play)",1.000,3.250
4,4:51,1,10,NOR 35,38,52,Matthew Stafford pass incomplete short left intended for Jared Abbrederis,3.250,2.700
4,4:46,2,10,NOR 35,38,52,"Matthew Stafford pass incomplete short middle intended for Theo Riddick is intercepted by Kenny Vaccaro at NOR-32 and returned for 11 yards. Kenny Vaccaro fumbles (forced by Jared Abbrederis), recovered by Marshon Lattimore at NOR-45",2.700,-1.930
4,4:35,1,10,NOR 45,38,52,Mark Ingram right guard for 4 yards (tackle by Nevin Lawson),1.930,0.000
4,4:31,,,,,,Timeout #1 by Detroit Lions,0.000,-1.920
4,4:31,2,6,NOR 49,38,52,Mark Ingram right guard for 1 yard (tackle by A'Shawn Robinson and Akeem Spence),1.920,0.000
4,4:26,,,,,,Timeout #2 by Detroit Lions,0.000,-1.360
4,4:26,3,5,,38,52,Drew Brees pass incomplete short right intended for Michael Thomas,1.360,-0.060
4,4:24,4,5,,38,52,"Thomas Morstead punts 38 yards, returned by Jamal Agnew for 6 yards (tackle by Trey Edmunds)",-0.060,-0.040
4,4:15,1,10,DET 18,38,52,Matthew Stafford pass incomplete short right intended for Marvin Jones (defended by Craig Robertson),0.040,-0.490
4,4:10,2,10,DET 18,38,52,"Matthew Stafford pass complete short middle to Theo Riddick for 5 yards (tackle by Vonn Bell). Penalty on Graham Glasgow: Offensive Holding, 9 yards (no play)",-0.490,-1.440
4,4:01,2,19,DET 9,38,52,Matthew Stafford middle for 1 yard (tackle by Alex Okafor),-1.440,-2.360
4,3:20,3,18,DET 10,38,52,Matthew Stafford sacked by Vonn Bell for -3 yards,-2.360,-2.490
4,2:47,4,21,DET 7,38,52,"Jeff Locke punts 49 yards, returned by Ted Ginn for 6 yards (tackle by Zach Zenner). Penalty on Don Carey: Player Out of Bounds on Punt, 5 yards",-2.490,-2.590
4,2:38,1,10,DET 45,38,52,Mark Ingram right guard for 7 yards (tackle by Nevin Lawson),2.590,0.000
4,2:33,,,,,,Timeout #3 by Detroit Lions,0.000,-2.990
4,2:33,2,3,DET 38,38,52,Mark Ingram right guard for 2 yards (tackle by Charles Washington),2.990,2.540
4,2:00,3,1,DET 36,38,52,Mark Ingram left end for -3 yards (tackle by Charles Washington),2.540,0.000
4,1:13,,,,,,Timeout #1 by New Orleans Saints,0.000,-0.660
4,1:13,4,4,DET 39,38,52,"Thomas Morstead punts 39 yards, touchback",0.660,-0.280
4,1:07,1,10,DET 20,38,52,Matthew Stafford pass complete short left to Theo Riddick for -5 yards (tackle by Manti Te'o),0.280,-1.070
4,0:33,2,15,DET 15,38,52,Ameer Abdullah right guard for 6 yards (tackle by David Onyemata),-1.070,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
