Quarter,Time,Tm,Detail,PIT,CIN
2.0,3:21,Steelers,Chris Boswell 26 yard field goal,3,0
,1:55,Bengals,Tyler Boyd 15 yard pass from Ryan Finley (Randy Bullock kick),3,7
3.0,11:10,Steelers,James Washington 79 yard pass from Devlin Hodges (Chris Boswell kick),10,7
,5:07,Bengals,Randy Bullock 27 yard field goal,10,10
4.0,11:59,Steelers,Chris Boswell 47 yard field goal,13,10
,3:18,Steelers,Chris Boswell 26 yard field goal,16,10
