Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
1,8:11,1,10,WAS 32,0,7,Jason Campbell pass complete short right to Chris Cooley for 4 yards (tackle by Nick Collins),1.070,1.070
1,7:43,2,6,WAS 36,0,7,Jason Campbell pass incomplete deep left intended for Santana Moss (defended by Al Harris),1.070,0.370
1,7:37,3,6,WAS 36,0,7,Jason Campbell pass complete short left to Clinton Portis for 8 yards (tackle by Nick Barnett),0.370,1.860
1,6:57,1,10,WAS 44,0,7,Jason Campbell pass complete short right to Antwaan Randle El for 12 yards (tackle by Atari Bigby),1.860,2.650
1,6:20,1,10,GNB 44,0,7,Ladell Betts left end for 7 yards (tackle by Nick Barnett and Charles Woodson),2.650,3.060
1,5:44,2,3,GNB 37,0,7,Mike Sellers left guard for 6 yards (tackle by Nick Barnett and Kabeer Gbaja-Biamila),3.060,3.510
1,5:07,1,10,GNB 31,0,7,Jason Campbell pass complete short right to Chris Cooley for 28 yards (tackle by Nick Barnett),3.510,6.510
1,4:30,1,3,GNB 3,0,7,Clinton Portis right guard for -3 yards (tackle by Johnny Jolly and Cullen Jenkins),6.510,4.950
1,3:51,2,6,GNB 6,6,7,"Jason Campbell right end for 6 yards, touchdown. Penalty on A.J. Hawk: Illegal Contact (Declined)",4.950,7.000
1,,,,GNB 2,7,7,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,WAS 30,7,7,"Shaun Suisham kicks off 62 yards, returned by Tramon Williams for 18 yards (tackle by Rock Cartwright)",0.000,0.670
1,3:38,1,10,GNB 26,7,7,Brett Favre pass incomplete short right intended for Greg Jennings,0.670,0.130
1,3:34,2,10,GNB 26,7,7,Brett Favre pass incomplete short right intended for Donald Driver (defended by Fred Smoot),0.130,-0.560
1,3:29,3,10,GNB 26,7,7,Brett Favre pass complete short middle to Vernand Morency for 7 yards (tackle by Chris Wilson),-0.560,-1.180
1,2:58,4,3,GNB 33,7,7,"Jon Ryan punts 39 yards, fair catch by Antwaan Randle El",-1.180,-0.810
1,2:50,1,10,WAS 28,7,7,Clinton Portis right end for 6 yards (tackle by Cullen Jenkins),0.810,1.070
1,2:11,2,4,WAS 34,7,7,"Jason Campbell pass incomplete short right intended for Clinton Portis. Penalty on Jason Campbell: Intentional Grounding, 10 yards",1.070,-0.960
1,2:06,3,14,WAS 24,7,7,Jason Campbell pass complete short right to Chris Cooley for 14 yards (tackle by A.J. Hawk),-0.960,1.470
1,1:34,1,10,WAS 38,7,7,Jason Campbell pass incomplete deep left intended for Chris Cooley,1.470,0.920
1,1:27,2,10,WAS 38,7,7,Clinton Portis right tackle for 6 yards (tackle by Charles Woodson and Nick Barnett),0.920,1.020
1,0:47,3,4,WAS 44,7,7,Jason Campbell pass incomplete short right intended for Ladell Betts,1.020,-0.460
1,0:38,4,4,WAS 44,7,7,"Derrick Frost punts 56 yards, touchback",-0.460,-0.280
1,0:28,1,10,GNB 20,7,7,Brett Favre pass complete short middle to Greg Jennings for 8 yards (tackle by Carlos Rogers),0.280,0.810
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,GNB 28,7,7,DeShawn Wynn left end for 1 yard (tackle by Andre Carter and London Fletcher),0.810,0.230
2,14:17,3,1,GNB 29,7,7,Brett Favre right end for 2 yards (tackle by Andre Carter),0.230,1.000
2,13:31,1,10,GNB 31,7,7,"Brett Favre sacked by Phillip Daniels and Anthony Montgomery for -2 yards. Brett Favre fumbles (forced by Phillip Daniels), recovered by Tony Moll at GNB-24",1.000,-0.490
2,12:44,,,,7,7,Timeout #1 by Green Bay Packers,0.000,-0.490
2,12:44,2,17,GNB 24,7,7,Brett Favre pass complete short right to Donald Lee for 1 yard (tackle by Shawn Springs),-0.490,-1.020
2,11:59,3,16,GNB 25,7,7,Vernand Morency left end for no gain (tackle by Pierson Prioleau),-1.020,-1.700
2,11:25,4,16,GNB 25,7,7,Jon Ryan punts 35 yards,-1.700,-1.600
2,11:18,1,10,WAS 40,7,7,Jason Campbell pass complete short left to Clinton Portis for 21 yards (tackle by Nick Collins),1.600,2.980
2,10:48,1,10,GNB 39,7,7,Clinton Portis left guard for 2 yards (tackle by Brady Poppinga),2.980,2.710
2,10:14,2,8,GNB 37,7,7,Jason Campbell pass complete short right to Mike Sellers for 1 yard (tackle by Brady Poppinga),2.710,2.150
2,9:29,3,7,GNB 36,7,7,Jason Campbell pass incomplete short right intended for Santana Moss is intercepted by Charles Woodson at GNB-26,2.150,-0.670
2,9:23,1,10,GNB 26,7,7,Brett Favre pass incomplete short left intended for Donald Driver (defended by Anthony Montgomery),0.670,0.130
2,9:20,2,10,GNB 26,7,7,Brett Favre pass incomplete short left intended for DeShawn Wynn,0.130,-0.560
2,9:15,3,10,GNB 26,7,7,Brett Favre pass incomplete deep middle intended for Greg Jennings,-0.560,-1.630
2,9:09,4,10,GNB 26,7,7,"Jon Ryan punts 38 yards. Penalty on Korey Hall: Offensive Holding, 10 yards",-1.630,-1.990
2,8:58,1,10,WAS 46,7,7,Jason Campbell sacked by Cullen Jenkins for -2 yards,1.990,1.180
2,8:26,2,12,WAS 44,7,7,Clinton Portis left end for 4 yards (tackle by Johnny Jolly),1.180,1.030
2,7:43,3,8,WAS 48,7,7,"Jason Campbell pass incomplete short right intended for Antwaan Randle El. Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",1.030,2.460
2,7:36,1,10,GNB 47,7,7,Mike Sellers up the middle for 4 yards (tackle by A.J. Hawk),2.460,2.450
2,6:56,2,6,GNB 43,7,7,Ladell Betts right end for 2 yards (tackle by Aaron Kampman),2.450,2.010
2,6:13,3,4,GNB 41,7,7,Jason Campbell pass incomplete short left intended for Antwaan Randle El,2.010,0.530
2,6:07,4,4,GNB 41,7,7,"Derrick Frost punts 41 yards, touchback",0.530,-0.280
2,5:57,1,10,GNB 20,7,7,Brett Favre pass incomplete short right intended for Bubba Franks,0.280,-0.270
2,5:54,2,10,GNB 20,7,7,Brett Favre pass incomplete deep right intended for Greg Jennings (defended by Sean Taylor),-0.270,-0.960
2,5:47,3,10,GNB 20,7,7,Brett Favre pass complete short middle to Greg Jennings for 6 yards (tackle by Rocky McIntosh),-0.960,-1.630
2,5:18,4,4,GNB 26,7,7,"Jon Ryan punts 37 yards, fair catch by Antwaan Randle El",-1.630,-1.400
2,5:10,1,10,WAS 37,7,7,Clinton Portis right tackle for 11 yards (tackle by Atari Bigby),1.400,2.130
2,4:39,1,10,WAS 48,7,7,Clinton Portis left end for -1 yards (tackle by Nick Barnett and Cullen Jenkins),2.130,1.450
2,4:03,2,11,WAS 47,7,7,Jason Campbell pass complete short right to Chris Cooley for 16 yards (tackle by Nick Collins),1.450,3.120
2,3:36,1,10,GNB 37,7,7,Jason Campbell pass complete short right to Chris Cooley for 12 yards (tackle by Atari Bigby),3.120,3.910
2,2:56,1,10,GNB 25,7,7,Jason Campbell pass complete short right to Ladell Betts for 10 yards (tackle by Atari Bigby),3.910,4.580
2,2:24,1,10,GNB 15,7,7,Mike Sellers left tackle for 4 yards (tackle by Nick Barnett and A.J. Hawk),4.580,4.640
2,2:00,2,6,GNB 11,7,7,Clinton Portis right end for -3 yards (tackle by Charles Woodson),4.640,3.240
2,1:17,,,,7,7,Timeout #1 by Washington Redskins,0.000,3.240
2,1:17,3,9,GNB 14,13,7,"Jason Campbell pass complete short left to Chris Cooley for 14 yards, touchdown. Penalty on Jarrett Bush: Illegal Contact (Declined)",3.240,7.000
2,,,,GNB 2,14,7,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,14,7,"Shaun Suisham kicks off 58 yards, returned by Tramon Williams for 8 yards (tackle by Pierson Prioleau)",0.000,0.280
2,1:07,1,10,GNB 20,14,7,Brett Favre pass complete short right to Greg Jennings for 6 yards (tackle by Rocky McIntosh),0.280,0.540
2,0:49,2,4,GNB 26,14,7,Brett Favre pass complete short right to Vernand Morency for 4 yards (tackle by Fred Smoot),0.540,0.940
2,0:39,,,,14,7,Timeout #2 by Green Bay Packers,0.000,0.940
2,0:39,1,10,GNB 30,14,7,"Brett Favre pass complete deep right to Ruvell Martin for 18 yards (tackle by Sean Taylor). Ruvell Martin fumbles (forced by Sean Taylor), ball out of bounds at GNB-48",0.940,2.130
2,0:33,1,10,GNB 48,14,7,Brett Favre pass complete short middle to Donald Driver for 15 yards (tackle by Rocky McIntosh),2.130,3.120
2,0:21,1,10,WAS 37,14,7,Brett Favre spiked the ball,3.120,2.570
2,0:19,2,10,WAS 37,14,7,Brett Favre pass complete short right to Vernand Morency for 9 yards (tackle by Chris Wilson),2.570,3.070
2,0:03,,,,14,7,Timeout #2 by Washington Redskins,0.000,3.070
2,0:03,3,1,WAS 28,14,7,Mason Crosby 46 yard field goal no good,3.070,1.270
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,7,"Mason Crosby kicks off 68 yards, returned by Rock Cartwright for 22 yards (tackle by Tramon Williams)",0.000,0.540
3,14:55,1,10,WAS 24,14,7,Jason Campbell pass incomplete deep right intended for Santana Moss (defended by Al Harris),0.540,0.000
3,14:49,2,10,WAS 24,14,7,Clinton Portis left end for 13 yards (tackle by Johnny Jolly),0.000,1.400
3,14:13,1,10,WAS 37,14,7,Ladell Betts left end for 1 yard (tackle by A.J. Hawk),1.400,0.990
3,13:30,2,9,WAS 38,14,7,"Jason Campbell pass complete deep left to James Thrash for 40 yards (tackle by Atari Bigby). Penalty on James Thrash: Offensive Pass Interference (Offsetting), Penalty on Charles Woodson: Illegal Contact (Offsetting) (no play)",0.990,0.990
3,12:58,2,9,WAS 38,14,7,Jason Campbell pass incomplete deep left intended for Santana Moss,0.990,0.300
3,12:53,3,9,WAS 38,14,7,"Jason Campbell pass complete short right to Brandon Lloyd for 8 yards (tackle by Al Harris). Penalty on Stephon Heyer: Illegal Formation, 5 yards (no play)",0.300,-0.360
3,12:26,3,14,WAS 33,14,7,Jason Campbell pass incomplete short right intended for Ladell Betts,-0.360,-1.180
3,12:22,4,14,WAS 33,14,7,"Derrick Frost punts 36 yards, returned by Charles Woodson for no gain",-1.180,-1.000
3,12:12,1,10,GNB 31,14,7,Vernand Morency right end for 6 yards (tackle by London Fletcher),1.000,1.270
3,11:29,2,4,GNB 37,14,7,Brett Favre pass incomplete deep left intended for James Jones is intercepted by Sean Taylor at WAS-15,1.270,0.220
3,11:20,1,10,WAS 15,14,7,Clinton Portis left guard for 4 yards (tackle by Aaron Kampman),-0.220,-0.110
3,10:45,2,6,WAS 19,14,7,Jason Campbell pass complete short left to Chris Cooley for 4 yards (tackle by Atari Bigby),-0.110,-0.390
3,10:14,3,2,WAS 23,14,7,Jason Campbell pass incomplete short right intended for Mike Sellers,-0.390,-1.830
3,10:10,4,2,WAS 23,14,7,"Derrick Frost punts 34 yards, returned by Charles Woodson for 5 yards (tackle by Khary Campbell)",-1.830,-2.130
3,10:02,1,10,GNB 48,14,7,Brett Favre left tackle for 7 yards (tackle by Fred Smoot),2.130,2.530
3,9:21,2,3,WAS 45,14,7,DeShawn Wynn right end for 6 yards (tackle by London Fletcher),2.530,2.980
3,8:36,1,10,WAS 39,14,7,Brett Favre pass complete short left to Vernand Morency for no gain,2.980,2.440
3,7:55,2,10,WAS 39,14,7,Brett Favre pass complete short right to Donald Driver for 7 yards (tackle by Pierson Prioleau),2.440,2.680
3,7:20,3,3,WAS 32,14,7,"Penalty on Andre Carter: Defensive Offside, 5 yards (no play)",2.680,3.780
3,6:58,1,10,WAS 27,14,7,Vernand Morency right end for 3 yards (tackle by Phillip Daniels),3.780,3.640
3,6:25,2,7,WAS 24,14,7,Brett Favre pass complete short middle to Donald Driver for 5 yards (tackle by Shawn Springs),3.640,3.640
3,5:44,3,2,WAS 19,14,7,Brett Favre pass complete short right to Donald Driver for 3 yards (tackle by Shawn Springs),3.640,4.510
3,5:13,1,10,WAS 16,14,7,"Vernand Morency left end for 4 yards (tackle by Rocky McIntosh). Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",4.510,3.840
3,4:44,1,20,WAS 26,14,7,Brett Favre pass complete short left to Vernand Morency for 3 yards (tackle by Carlos Rogers),3.840,3.010
3,4:03,2,17,WAS 23,14,7,"Brett Favre pass complete deep middle to James Jones for 23 yards. Penalty on Mark Tauscher: Offensive Holding, 10 yards (no play)",3.010,1.660
3,3:55,2,27,WAS 33,14,7,Brett Favre pass complete short middle to Donald Lee for 14 yards (tackle by Demetric Evans),1.660,2.850
3,3:13,3,13,WAS 19,14,7,Brett Favre pass incomplete deep left intended for Greg Jennings (defended by Carlos Rogers),2.850,2.180
3,3:07,4,13,WAS 19,14,10,Mason Crosby 37 yard field goal good,2.180,3.000
3,,,,GNB 30,14,10,"Mason Crosby kicks off 58 yards, returned by Rock Cartwright for 40 yards (tackle by Mason Crosby)",0.000,2.390
3,2:56,1,10,GNB 48,14,10,Jason Campbell pass complete short left to Todd Yoder for 5 yards (tackle by Atari Bigby),2.390,2.520
3,2:21,2,5,GNB 43,14,16,"Santana Moss left end for no gain (tackle by Corey Williams). Santana Moss fumbles (forced by Corey Williams), recovered by Charles Woodson at GNB-43 and returned for 57 yards, touchdown",2.520,-7.000
3,,,,WAS 2,14,17,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,14,17,"Mason Crosby kicks off 65 yards, returned by Rock Cartwright for 21 yards (tackle by Korey Hall)",0.000,0.670
3,2:00,1,10,WAS 26,14,17,Jason Campbell pass complete deep left to Antwaan Randle El for 18 yards (tackle by Jarrett Bush),0.670,1.860
3,1:29,1,10,WAS 44,14,17,Clinton Portis up the middle for 4 yards (tackle by Aaron Kampman and Nick Barnett),1.860,1.860
3,0:48,2,6,WAS 48,14,17,Jason Campbell pass incomplete deep right intended for Santana Moss,1.860,1.160
3,0:41,3,6,WAS 48,14,17,Jason Campbell pass incomplete deep middle intended for Todd Yoder (defended by Atari Bigby),1.160,-0.190
3,0:35,4,6,WAS 48,14,17,"Derrick Frost punts 42 yards, returned by Tramon Williams for no gain",-0.190,0.380
3,0:24,1,10,GNB 10,14,17,DeShawn Wynn left guard for 1 yard (tackle by London Fletcher and Rocky McIntosh),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 11,14,17,DeShawn Wynn left tackle for 3 yards (tackle by London Fletcher),-0.710,-0.950
4,14:19,3,6,GNB 14,14,17,Brett Favre pass incomplete short right intended for James Jones,-0.950,-2.470
4,14:14,4,6,GNB 14,14,17,"Jon Ryan punts 53 yards, returned by Antwaan Randle El for 4 yards (tackle by Brady Poppinga). Penalty on Khary Campbell: Illegal Block Above the Waist, 10 yards",-2.470,-0.740
4,14:03,1,10,WAS 27,14,17,Clinton Portis right tackle for 1 yard (tackle by Cullen Jenkins),0.740,0.330
4,13:28,2,9,WAS 28,14,17,Clinton Portis left end for 8 yards (tackle by A.J. Hawk and Justin Harrell),0.330,0.700
4,12:47,3,1,WAS 36,14,17,Clinton Portis left end for no gain (tackle by Atari Bigby and Nick Barnett),0.700,-0.980
4,12:02,4,1,WAS 36,14,17,"Derrick Frost punts 40 yards, returned by Charles Woodson for no gain",-0.980,-0.540
4,11:53,1,10,GNB 24,14,17,Brett Favre pass incomplete deep left intended for Greg Jennings,0.540,0.000
4,11:47,2,10,GNB 24,14,17,"Brett Favre pass incomplete short left intended for Greg Jennings. Penalty on Carlos Rogers: Defensive Pass Interference, 13 yards (no play)",0.000,1.400
4,11:42,1,10,GNB 37,14,17,"Brett Favre pass complete short right to Donald Driver for 8 yards (tackle by Rocky McIntosh). Donald Driver fumbles (forced by Rocky McIntosh), recovered by Korey Hall at GNB-45",1.400,1.940
4,11:07,2,2,GNB 45,14,17,Brett Favre pass incomplete short left intended for Greg Jennings (defended by Andre Carter),1.940,1.220
4,11:04,3,2,GNB 45,14,17,Brett Favre pass incomplete deep left intended for Greg Jennings,1.220,-0.390
4,10:57,4,2,GNB 45,14,17,"Jon Ryan punts 42 yards, fair catch by Antwaan Randle El",-0.390,0.320
4,10:50,1,10,WAS 13,14,17,"Clinton Portis left end for -3 yards (tackle by Atari Bigby). Clinton Portis fumbles (forced by Atari Bigby), recovered by A.J. Hawk at WAS-9 (tackle by Mike Pucillo)",-0.320,-5.140
4,10:42,1,9,WAS 9,14,17,DeShawn Wynn left guard for 1 yard (tackle by Cornelius Griffin),5.140,4.570
4,10:06,2,8,WAS 8,14,17,Brett Favre pass incomplete short right intended for Bubba Franks,4.570,3.580
4,10:00,,,,14,17,Timeout #1 by Green Bay Packers,0.000,3.580
4,10:00,3,8,WAS 8,14,17,Brett Favre sacked by Chris Wilson for -12 yards,3.580,2.120
4,9:37,4,20,WAS 20,14,17,Mason Crosby 38 yard field goal no good,2.120,-0.810
4,9:32,1,10,WAS 28,14,17,Jason Campbell pass complete short left to Keenan McCardell for 9 yards (tackle by Al Harris),0.810,1.480
4,8:56,2,1,WAS 37,14,17,Clinton Portis right tackle for 1 yard (tackle by Ryan Pickett),1.480,1.470
4,8:15,1,10,WAS 38,14,17,Jason Campbell pass complete short middle to Keenan McCardell for 21 yards (tackle by Ryan Pickett),1.470,2.850
4,7:40,1,10,GNB 41,14,17,Clinton Portis left end for 4 yards (tackle by Aaron Kampman and Johnny Jolly),2.850,2.850
4,7:03,2,6,GNB 37,14,17,Jason Campbell pass incomplete deep right intended for Brandon Lloyd,2.850,2.150
4,6:57,,,,14,17,Timeout #1 by Washington Redskins,0.000,2.150
4,6:57,3,6,GNB 37,14,17,Jason Campbell pass complete short right to Chris Cooley for 4 yards (tackle by A.J. Hawk),2.150,1.200
4,6:48,,,,14,17,Timeout #2 by Washington Redskins,0.000,1.200
4,6:48,4,2,GNB 33,14,17,Jason Campbell pass complete short right to Ladell Betts for no gain,1.200,-1.140
4,6:43,1,10,GNB 33,14,17,DeShawn Wynn left end for 5 yards (tackle by Rocky McIntosh and LaRon Landry),1.140,1.270
4,6:02,2,5,GNB 38,14,17,DeShawn Wynn right tackle for 6 yards (tackle by Cornelius Griffin),1.270,1.860
4,5:17,1,10,GNB 44,14,17,Vernand Morency right tackle for 2 yards (tackle by Andre Carter),1.860,1.590
4,4:32,2,8,GNB 46,14,17,Brett Favre pass incomplete deep left intended for Greg Jennings is intercepted by Sean Taylor at WAS-18 and returned for 15 yards,1.590,-0.870
4,4:14,1,10,WAS 29,14,17,"Jason Campbell for no gain. Jason Campbell fumbles, recovered by Jason Campbell at WAS-24",0.870,-0.350
4,3:54,2,15,WAS 24,14,17,Jason Campbell pass complete short right to Clinton Portis for -4 yards (tackle by Aaron Kampman),-0.350,-1.550
4,3:16,3,19,WAS 20,14,17,Jason Campbell sacked by Aaron Kampman for -3 yards,-1.550,-2.320
4,2:54,4,22,WAS 17,14,17,"Derrick Frost punts 38 yards, muffed catch by Jarrett Bush, recovered by Charles Woodson and returned for no gain",-2.320,-1.730
4,2:44,1,10,GNB 42,14,17,DeShawn Wynn right end for -2 yards (tackle by Anthony Montgomery),1.730,0.920
4,2:00,2,12,GNB 40,14,17,DeShawn Wynn left end for 5 yards (tackle by Randall Godfrey),0.920,0.890
4,1:51,,,,14,17,Timeout #3 by Washington Redskins,0.000,0.890
4,1:51,3,7,GNB 45,14,17,DeShawn Wynn right tackle for no gain (tackle by Andre Carter),0.890,-0.390
4,1:22,4,7,GNB 45,14,17,"Jon Ryan punts 55 yards, touchback",-0.390,-0.280
4,1:13,1,10,WAS 20,14,17,Jason Campbell pass incomplete short left intended for Brandon Lloyd,0.280,-0.270
4,1:08,2,10,WAS 20,14,17,Jason Campbell sacked by Aaron Kampman for -2 yards,-0.270,-1.330
4,0:38,3,12,WAS 18,14,17,"Penalty on Pete Kendall: False Start, 5 yards (no play)",-1.330,-2.190
4,0:25,3,17,WAS 13,14,17,Jason Campbell pass incomplete deep right intended for James Thrash (defended by Jarrett Bush),-2.190,-2.490
4,0:20,4,17,WAS 13,14,17,Jason Campbell pass complete short right to Ladell Betts for 11 yards (tackle by Aaron Kampman),-2.490,-3.970
4,0:10,1,10,WAS 24,14,17,Brett Favre kneels for -1 yards,3.970,3.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
