Quarter,Time,Tm,Detail,HOU,IND
1.0,4:29,Colts,Dallas Clark 14 yard pass from Peyton Manning (Mike Vanderjagt kick),0,7
2.0,11:14,Colts,Edgerrin James 5 yard rush (Mike Vanderjagt kick),0,14
,5:36,Colts,Brandon Stokley 21 yard pass from Peyton Manning (Mike Vanderjagt kick),0,21
,1:53,Texans,Jonathan Wells 14 yard rush (Kris Brown kick),7,21
3.0,8:26,Texans,Jabar Gaffney 13 yard pass from David Carr (Kris Brown kick),14,21
,5:54,Colts,Marvin Harrison 30 yard pass from Peyton Manning (Mike Vanderjagt kick),14,28
,0:59,Texans,Kris Brown 24 yard field goal,17,28
4.0,11:30,Colts,Mike Vanderjagt 45 yard field goal,17,31
