Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
1,5:57,1,10,NYJ 42,0,0,DeShone Kizer pass incomplete deep left intended for Bryce Treggs,2.790,2.240
1,5:51,2,10,NYJ 42,0,0,Isaiah Crowell right end for 2 yards (tackle by Demario Davis),2.240,1.820
1,5:06,3,8,NYJ 40,0,0,DeShone Kizer pass complete short left to Ricardo Louis for 7 yards (tackle by Morris Claiborne and Buster Skrine),1.820,1.210
1,4:25,4,1,NYJ 33,0,0,Duke Johnson left guard for 2 yards (tackle by Leonard Williams),1.210,3.510
1,3:53,1,10,NYJ 31,0,0,Duke Johnson right end for 6 yards (tackle by Marcus Maye),3.510,3.780
1,3:09,2,4,NYJ 25,0,0,Duke Johnson left guard for 1 yard (tackle by Buster Skrine),3.780,0.000
1,2:34,,,,,,Timeout #1 by New York Jets,0.000,-3.200
1,2:34,3,3,NYJ 24,0,0,DeShone Kizer for 18 yards (tackle by Jamal Adams),3.200,5.830
1,1:55,1,6,NYJ 6,0,0,Isaiah Crowell left guard for 3 yards (tackle by Steve McLendon and Darron Lee),5.830,5.530
1,1:27,2,3,NYJ 3,0,0,DeShone Kizer pass incomplete short right intended for Isaiah Crowell,5.530,4.720
1,1:24,3,3,NYJ 3,0,0,"DeShone Kizer for no gain. DeShone Kizer fumbles, recovered by Freddie Bishop at NYJ-7 (tackle by Isaiah Crowell)",4.720,0.380
1,1:16,1,10,NYJ 7,0,0,Bilal Powell left guard for 5 yards (tackle by Emmanuel Ogbah),-0.380,-0.420
1,0:35,2,5,NYJ 12,0,0,Josh McCown pass complete short left to Bilal Powell for 7 yards (tackle by James Burgess),-0.420,0.150
1,0:09,1,10,NYJ 19,0,0,Elijah McGuire right guard for -1 yards (tackle by Christian Kirksey and Emmanuel Ogbah),0.150,-0.560
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,NYJ 18,0,0,Josh McCown pass incomplete short middle intended for Austin Seferian-Jenkins (defended by Jamar Taylor),-0.560,-1.250
2,14:56,3,11,NYJ 18,0,0,"Josh McCown pass incomplete deep right intended for Jermaine Kearse. Penalty on Jabrill Peppers: Roughing the Passer, 15 yards (no play)",-1.250,1.140
2,14:51,1,10,NYJ 33,0,0,Josh McCown pass complete short right to Bilal Powell for 8 yards (tackle by Jamar Taylor),1.140,1.670
2,14:22,2,2,NYJ 41,0,0,Josh McCown pass complete short middle to Jeremy Kerley for 8 yards (tackle by Christian Kirksey),1.670,2.190
2,13:51,1,10,NYJ 49,0,0,Josh McCown pass incomplete short middle intended for Austin Seferian-Jenkins (defended by Jason McCourty),2.190,1.650
2,13:47,2,10,NYJ 49,0,0,Josh McCown pass incomplete short left intended for Bilal Powell (defended by James Burgess),1.650,0.960
2,13:44,3,10,NYJ 49,0,0,Josh McCown pass incomplete short right intended for Robby Anderson (defended by Jamar Taylor),0.960,-0.130
2,13:39,4,10,NYJ 49,0,0,"Lac Edwards punts 38 yards, returned by Jabrill Peppers for 8 yards (tackle by Thomas Hennessy)",-0.130,-0.340
2,13:27,1,10,CLE 21,0,0,Isaiah Crowell right guard for 10 yards (tackle by Freddie Bishop),0.340,1.000
2,12:55,1,10,CLE 31,0,0,DeShone Kizer pass complete deep right to Ricardo Louis for 21 yards (tackle by Morris Claiborne),1.000,2.390
2,12:16,1,10,NYJ 48,0,0,Isaiah Crowell right guard for 16 yards (tackle by Marcus Maye and Jamal Adams),2.390,3.450
2,11:34,1,10,NYJ 32,0,0,"Isaiah Crowell right tackle for no gain (tackle by Mike Pennel). Penalty on David Njoku: Offensive Holding, 10 yards (no play)",3.450,2.790
2,11:22,1,20,NYJ 42,0,0,"Penalty on Shon Coleman: False Start, 5 yards (no play)",2.790,2.460
2,10:57,1,25,NYJ 47,0,0,DeShone Kizer pass incomplete short right intended for Bryce Treggs,2.460,0.880
2,10:53,2,25,NYJ 47,0,0,DeShone Kizer pass incomplete deep right intended for Bryce Treggs (defended by Morris Claiborne),0.880,0.230
2,10:47,3,25,NYJ 47,0,0,DeShone Kizer pass complete short right to Duke Johnson for 13 yards (tackle by Terrence Brooks and Jamal Adams),0.230,1.060
2,10:05,4,12,NYJ 34,0,0,Zane Gonzalez 52 yard field goal no good,1.060,-1.730
2,10:00,1,10,NYJ 42,0,0,Josh McCown pass complete short left to Jermaine Kearse for 4 yards (tackle by Christian Kirksey),1.730,1.730
2,9:21,2,6,NYJ 46,0,0,Josh McCown pass complete short left to Bilal Powell for 2 yards (tackle by Jason McCourty and James Burgess),1.730,1.290
2,8:42,3,4,NYJ 48,0,0,Josh McCown pass incomplete short left intended for Robby Anderson is intercepted by Jason McCourty at CLE-48 and returned for 3 yards,1.290,-2.320
2,8:37,1,10,NYJ 49,0,0,Isaiah Crowell left guard for 5 yards (tackle by Demario Davis),2.320,2.460
2,7:55,2,5,NYJ 44,0,0,DeShone Kizer pass incomplete deep right intended for Bryce Treggs,2.460,1.750
2,7:51,3,5,NYJ 44,0,0,"DeShone Kizer pass incomplete deep left intended for Duke Johnson. Penalty on Darron Lee: Illegal Use of Hands, 5 yards (no play)",1.750,2.980
2,7:43,1,10,NYJ 39,0,0,David Njoku left end for 1 yard (tackle by Marcus Maye),2.980,2.580
2,7:11,2,9,NYJ 38,0,0,DeShone Kizer pass complete short left to Kasen Williams for 8 yards (tackle by Jamal Adams),2.580,2.940
2,6:32,3,1,NYJ 30,0,0,Isaiah Crowell left end for 9 yards (tackle by Freddie Bishop),2.940,4.170
2,5:45,1,10,NYJ 21,0,0,Duke Johnson right guard for 3 yards (tackle by Leonard Williams and Muhammad Wilkerson),4.170,4.040
2,5:03,2,7,NYJ 18,0,0,"DeShone Kizer left guard for 2 yards (tackle by David Bass). Penalty on Morris Claiborne: Defensive Holding, 5 yards, Penalty on Jamal Adams: Illegal Use of Hands (Declined)",4.040,4.840
2,4:43,1,10,NYJ 11,0,0,DeShone Kizer right guard for 3 yards (tackle by Darron Lee),4.840,4.700
2,4:01,2,7,NYJ 8,0,0,DeShone Kizer pass complete short left to Kasen Williams for 4 yards (tackle by Morris Claiborne),4.700,4.670
2,3:19,3,3,NYJ 4,0,0,DeShone Kizer pass incomplete short right intended for Seth Devalve is intercepted by Marcus Maye at NYJ-2 and returned for 12 yards,4.670,0.280
2,3:13,1,10,NYJ 14,0,0,Elijah McGuire left guard for 1 yard (tackle by Jamie Meder),-0.280,-0.640
2,2:38,2,9,NYJ 15,0,0,ArDarius Stewart right end for 1 yard (tackle by Larry Ogunjobi),-0.640,-1.160
2,1:58,3,8,NYJ 16,0,0,Josh McCown sacked by Myles Garrett for -4 yards,-1.160,0.000
2,1:53,,,,,,Timeout #1 by Cleveland Browns,0.000,2.490
2,1:53,4,12,NYJ 12,0,0,"Lac Edwards punts 47 yards, returned by Jabrill Peppers for 4 yards (tackle by Thomas Hennessy). Jabrill Peppers fumbles (forced by Thomas Hennessy), ball out of bounds at CLE-45",-2.490,-1.930
2,1:42,1,10,CLE 45,0,0,"DeShone Kizer pass incomplete short left intended for Duke Johnson. Penalty on Muhammad Wilkerson: Roughing the Passer, 15 yards (no play)",1.930,2.920
2,1:38,1,10,NYJ 40,0,0,DeShone Kizer pass complete short right to Kasen Williams for 9 yards (tackle by Marcus Williams),2.920,3.590
2,1:16,2,1,NYJ 31,0,0,DeShone Kizer pass incomplete short left intended for Rashard Higgins,3.590,2.870
2,1:13,3,1,NYJ 31,0,0,DeShone Kizer middle for 4 yards (tackle by David Bass),2.870,3.780
2,0:56,1,10,NYJ 27,0,0,DeShone Kizer pass incomplete short right intended for Ricardo Louis,3.780,3.230
2,0:52,2,10,NYJ 27,0,0,DeShone Kizer pass complete short right to Seth Devalve for 6 yards (tackle by Demario Davis),3.230,0.000
2,0:44,,,,,,Timeout #2 by Cleveland Browns,0.000,-3.340
2,0:44,3,4,NYJ 21,0,0,DeShone Kizer pass incomplete deep right intended for Rashard Higgins,3.340,2.130
2,0:35,4,4,NYJ 21,0,0,Zane Gonzalez 39 yard field goal no good,2.130,-0.870
2,0:31,1,10,NYJ 29,0,0,Josh McCown pass complete short left to Bilal Powell for 11 yards (tackle by Nate Orchard),0.870,0.000
2,0:23,,,,,,Timeout #2 by New York Jets,0.000,-1.600
2,0:23,1,10,NYJ 40,0,0,Josh McCown pass incomplete short right intended for Robby Anderson,1.600,1.050
2,0:17,2,10,NYJ 40,0,0,Josh McCown pass complete short right to Robby Anderson for 10 yards (tackle by Jamar Taylor),1.050,2.260
2,0:11,1,10,,0,0,Josh McCown pass complete short left to Austin Seferian-Jenkins for 3 yards (tackle by Briean Boddy-Calhoun),2.260,0.000
2,0:06,,,,,,Timeout #3 by Cleveland Browns,0.000,-2.120
2,0:06,2,7,CLE 47,0,0,Josh McCown pass complete short left to Jeremy Kerley for 8 yards,2.120,2.980
2,0:01,1,10,CLE 39,3,0,Chandler Catanzaro 57 yard field goal good,2.980,3.000
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,0,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CLE 25,3,0,Isaiah Crowell right guard for 2 yards (tackle by Demario Davis),0.610,0.330
3,14:29,2,8,CLE 27,3,0,Kevin Hogan pass complete short right to Ricardo Louis for 6 yards (tackle by Morris Claiborne),0.330,0.430
3,13:57,3,2,CLE 33,3,0,"Kevin Hogan pass incomplete deep left intended for Kasen Williams. Penalty on Leonard Williams: Defensive Offside, 5 yards (no play)",0.430,1.470
,,,,,,,"NYJ challenged the pass completion ruling, and the original play was overturned.",,
3,13:51,1,10,CLE 38,3,0,Duke Johnson right guard for 8 yards (tackle by Darron Lee),1.470,2.000
3,13:19,2,2,CLE 46,3,0,Kevin Hogan for 11 yards (tackle by Morris Claiborne),2.000,2.720
3,12:46,1,10,NYJ 43,3,0,Isaiah Crowell right tackle for -5 yards (tackle by Darron Lee),2.720,1.500
3,12:03,2,15,NYJ 48,3,0,Kevin Hogan pass complete short right to Kasen Williams for 12 yards (tackle by Marcus Williams),1.500,2.410
3,11:18,3,3,NYJ 36,3,0,Kevin Hogan pass complete short right to Isaiah Crowell for 4 yards (tackle by Jamal Adams),2.410,3.450
3,10:38,1,10,NYJ 32,3,0,Kevin Hogan pass complete short right to Bryce Treggs for 9 yards (tackle by Buster Skrine),3.450,4.120
3,10:00,2,1,NYJ 23,3,0,Isaiah Crowell left tackle for 2 yards (tackle by Demario Davis),4.120,0.000
3,9:29,,,,,,Timeout #1 by Cleveland Browns,0.000,-4.170
3,9:29,1,10,NYJ 21,3,6,"Kevin Hogan pass complete deep left to David Njoku for 21 yards, touchdown",4.170,7.000
3,9:23,,,NYJ 15,3,7,"Zane Gonzalez kicks extra point good. Penalty on Muhammad Wilkerson: Leverage, 15 yards",0.000,0.000
3,9:23,,,,3,7,"Zane Gonzalez kicks off 47 yards, returned by ArDarius Stewart for 14 yards (tackle by Derrick Kindred)",0.000,0.060
3,9:19,1,10,NYJ 17,3,7,Elijah McGuire right guard for no gain (tackle by James Burgess),-0.060,-0.580
3,8:44,2,10,NYJ 17,3,7,Josh McCown pass complete short left to Robby Anderson for 6 yards (tackle by Christian Kirksey),-0.580,-0.490
3,8:02,3,4,NYJ 23,3,7,Josh McCown pass complete short left to Austin Seferian-Jenkins for 9 yards (tackle by Derrick Kindred),-0.490,1.070
3,7:22,1,10,NYJ 32,3,7,Elijah McGuire right guard for no gain (tackle by Emmanuel Ogbah),1.070,0.530
3,6:47,2,10,NYJ 32,3,7,Josh McCown pass complete short right to Austin Seferian-Jenkins for 8 yards (tackle by Jamar Taylor),0.530,0.890
3,6:02,3,2,NYJ 40,3,7,Josh McCown pass incomplete short right intended for Elijah McGuire,0.890,-0.720
3,5:57,4,2,NYJ 40,3,7,"Lac Edwards punts 60 yards, touchback",-0.720,-0.280
3,5:50,1,10,CLE 20,3,7,Isaiah Crowell right guard for 1 yard (tackle by Muhammad Wilkerson),0.280,-0.130
3,5:12,2,9,CLE 21,3,7,Kevin Hogan pass incomplete deep right intended for Ricardo Louis is intercepted by Morris Claiborne at CLE-41 and returned for 28 yards,-0.130,-4.710
3,4:58,1,10,CLE 13,3,7,Josh McCown pass complete short right to Elijah McGuire for 11 yards (tackle by Nate Orchard and Jabrill Peppers),4.710,6.740
3,4:21,1,2,CLE 2,9,7,"Josh McCown pass complete short right to Austin Seferian-Jenkins for 2 yards, touchdown",6.740,7.000
3,4:17,,,CLE 15,10,7,Chandler Catanzaro kicks extra point good,0.000,0.000
3,4:17,,,NYJ 35,10,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,4:17,1,10,CLE 25,10,7,Kevin Hogan pass complete short right to David Njoku for 8 yards (tackle by Jamal Adams),0.610,1.140
3,3:47,2,2,CLE 33,10,7,Duke Johnson right guard for no gain (tackle by Darron Lee),1.140,0.430
3,3:05,3,2,CLE 33,10,7,Kevin Hogan pass complete short right to Seth Devalve for 17 yards (tackle by Marcus Williams),0.430,2.260
3,2:39,1,10,,10,7,Kevin Hogan pass complete short right to Seth Devalve for 1 yard (tackle by Darron Lee),2.260,1.850
3,1:59,2,9,NYJ 49,10,7,"Kevin Hogan pass complete short left to Duke Johnson for 9 yards (tackle by Buster Skrine). Penalty on J.C. Tretter: Offensive Holding, 10 yards",1.850,1.710
3,1:24,2,10,,10,7,Kevin Hogan pass complete deep left to David Njoku for 19 yards (tackle by Jamal Adams),1.710,3.510
3,0:46,1,10,NYJ 31,10,7,Kevin Hogan for 9 yards (tackle by Jamal Adams),3.510,4.180
3,0:15,2,1,NYJ 22,10,7,Isaiah Crowell left tackle for 10 yards (tackle by Marcus Maye),4.180,4.780
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 12,10,7,Isaiah Crowell right tackle for 1 yard (tackle by Steve McLendon),4.780,4.270
4,14:18,2,9,NYJ 11,10,7,Kevin Hogan left end for 4 yards (tackle by Morris Claiborne),4.270,4.160
4,13:41,3,5,NYJ 7,10,7,Kevin Hogan pass complete short right to Isaiah Crowell for 3 yards (tackle by Jamal Adams and Freddie Bishop),4.160,0.000
4,13:03,,,,,,Timeout #2 by Cleveland Browns,0.000,-3.040
4,13:03,4,2,NYJ 4,10,7,Isaiah Crowell right guard for 1 yard (tackle by Jordan Jenkins),3.040,0.380
4,12:56,1,10,NYJ 3,10,7,Josh McCown pass complete short left to Jermaine Kearse for 6 yards (tackle by Jason McCourty),-0.380,-0.340
4,12:18,2,4,NYJ 9,10,7,Josh McCown pass complete short right to Austin Seferian-Jenkins for 2 yards (tackle by Jamar Taylor),-0.340,-0.480
4,11:35,3,2,NYJ 11,10,7,Josh McCown pass complete short middle to Eric Tomlinson for 34 yards (tackle by Jamar Taylor),-0.480,1.930
4,11:07,1,10,NYJ 45,10,7,ArDarius Stewart left end for 11 yards (tackle by Joe Schobert),1.930,2.650
4,10:37,1,10,CLE 44,10,7,Elijah McGuire right guard for 3 yards (tackle by Emmanuel Ogbah),2.650,2.520
4,10:37,2,7,CLE 41,10,7,Josh McCown pass complete short left to Elijah McGuire for -1 yards (tackle by Christian Kirksey),2.520,1.690
4,9:21,3,8,CLE 42,10,7,Josh McCown pass complete deep left to Jeremy Kerley for 18 yards (tackle by Ibraheim Campbell),1.690,3.970
4,8:35,1,10,CLE 24,16,7,"Josh McCown pass complete deep right to Jermaine Kearse for 24 yards, touchdown",3.970,7.000
4,8:30,,,CLE 15,17,7,Chandler Catanzaro kicks extra point good,0.000,0.000
4,8:30,,,NYJ 35,17,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,8:30,1,10,CLE 25,17,7,Kevin Hogan pass incomplete deep left intended for Kasen Williams,0.610,0.060
4,8:25,2,10,CLE 25,17,7,"Kevin Hogan pass incomplete deep middle intended for Ricardo Louis. Penalty on Shon Coleman: Offensive Holding, 10 yards (no play)",0.060,-1.430
4,8:19,2,20,CLE 15,17,7,Kevin Hogan pass complete short right to Rashard Higgins for 5 yards (tackle by Buster Skrine),-1.430,-1.290
4,7:32,3,15,CLE 20,17,7,Kevin Hogan pass incomplete deep left intended for Ricardo Louis,-1.290,-2.030
4,7:26,4,15,CLE 20,17,7,"Britton Colquitt punts 53 yards, returned by Jeremy Kerley for 3 yards (tackle by Ibraheim Campbell). Penalty on Rontez Miles: Unnecessary Roughness, 15 yards",-2.030,0.220
4,7:15,1,10,NYJ 15,17,7,Elijah McGuire left tackle for 1 yard (tackle by Joe Schobert),-0.220,-0.580
4,6:30,2,9,NYJ 16,17,7,Elijah McGuire right guard for 7 yards (tackle by Jabrill Peppers),-0.580,-0.390
4,5:48,3,2,NYJ 23,17,7,Josh McCown pass complete short right to Austin Seferian-Jenkins for 5 yards (tackle by Jason McCourty),-0.390,0.810
4,5:04,1,10,NYJ 28,17,7,Elijah McGuire left end for 2 yards (tackle by Jabrill Peppers and Trevon Coley),0.810,0.530
4,4:27,2,8,NYJ 30,17,7,Josh McCown sacked by James Burgess for -4 yards,0.530,-0.690
4,3:41,3,12,NYJ 26,17,7,Elijah McGuire right guard for 4 yards (tackle by Ibraheim Campbell),-0.690,0.000
4,3:35,,,,,,Timeout #3 by Cleveland Browns,0.000,1.370
4,3:35,4,8,NYJ 30,17,7,Lac Edwards punts 57 yards,-1.370,0.280
4,3:23,1,10,CLE 14,17,7,Kevin Hogan pass complete short left to Rashard Higgins for 2 yards (tackle by Marcus Williams),-0.280,-0.510
4,2:59,2,8,CLE 16,17,7,Kevin Hogan pass complete deep right to Ricardo Louis for 20 yards (tackle by Morris Claiborne),-0.510,1.330
4,2:38,1,10,CLE 36,17,7,Kevin Hogan pass complete short right to Ricardo Louis for 17 yards (tackle by Morris Claiborne),1.330,2.460
4,2:08,1,10,NYJ 47,17,7,Kevin Hogan right tackle for 6 yards (tackle by Morris Claiborne),2.460,2.720
4,2:00,2,4,NYJ 41,17,13,"Kevin Hogan pass complete short left to Duke Johnson for 41 yards, touchdown",2.720,7.000
4,1:49,,,NYJ 15,17,14,Zane Gonzalez kicks extra point good,0.000,0.000
4,1:49,,,CLE 35,17,14,"Zane Gonzalez kicks onside 10 yards, recovered by Julian Stanford",0.000,-2.590
4,1:49,1,10,CLE 45,17,14,Josh McCown kneels for -1 yards,2.590,1.910
4,1:10,2,11,CLE 46,17,14,Josh McCown kneels for -1 yards,1.910,1.090
4,0:30,3,12,CLE 47,17,14,Josh McCown kneels for -1 yards,1.090,0.000
4,,,,,17,14,--,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
