Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Michael Koenen kicks off 64 yards, returned by Devin Hester for 29 yards (tackle by Crezdon Butler)",0.000,-0.940
1,14:53,1,10,ATL 30,0,0,Matt Ryan pass complete short middle to Julio Jones for 14 yards (tackle by Jonathan Casillas and Dashon Goldson),0.940,1.860
1,14:26,1,10,ATL 44,0,0,Steven Jackson right tackle for 4 yards (tackle by Lavonte David),1.860,1.860
1,13:58,2,6,ATL 48,0,0,Matt Ryan pass complete short right to Patrick DiMarco for 16 yards (tackle by Dashon Goldson),1.860,3.180
1,13:20,1,10,TAM 36,0,0,Matt Ryan pass complete deep left to Julio Jones for 25 yards (tackle by Mark Barron),3.180,4.840
1,12:49,1,10,TAM 11,0,0,Steven Jackson right tackle for 8 yards (tackle by Clinton McDonald),4.840,5.660
1,12:09,2,2,TAM 3,0,6,"Matt Ryan pass complete short right to Harry Douglas for 3 yards, touchdown",5.660,7.000
1,12:09,,,TAM 2,0,7,Matt Bryant kicks extra point good,0.000,0.000
1,12:09,,,ATL 35,0,7,"Matthew Bosher kicks off 66 yards, returned by Solomon Patton for 19 yards (tackle by Eric Weems). Penalty on Courtney Roby: Face Mask (15 Yards), 15 yards",0.000,-1.140
1,11:57,1,10,TAM 33,0,7,Bobby Rainey left tackle for 1 yard (tackle by Paul Worrilow),1.140,0.730
1,11:17,2,9,TAM 34,0,7,Josh McCown pass complete short left to Brandon Myers for 5 yards (tackle by Joplo Bartu),0.730,0.700
1,10:36,3,4,TAM 39,0,7,Josh McCown pass incomplete deep left intended for Bobby Rainey (defended by Kroy Biermann),0.700,-0.780
1,10:31,4,4,TAM 39,0,7,"Michael Koenen punts 44 yards, returned by Devin Hester for 48 yards (tackle by Michael Koenen). Penalty on Major Wright: Offensive Holding (Offsetting), Penalty on Robert Alford: Illegal Block Above the Waist (Offsetting), Penalty on ATL: Offensive Holding (Offsetting) (no play)",-0.780,-0.780
1,10:15,4,4,TAM 39,0,7,"Michael Koenen punts 36 yards, out of bounds",-0.780,-0.610
1,10:07,1,10,ATL 25,0,7,Matt Ryan pass complete short right to Julio Jones for 9 yards (tackle by Alterraun Verner and Lavonte David),0.610,1.280
1,9:39,2,1,ATL 34,0,7,Steven Jackson right guard for 3 yards (tackle by Dashon Goldson),1.280,1.400
1,9:11,1,10,ATL 37,0,7,Steven Jackson right guard for 13 yards (tackle by Mark Barron and Clinton McDonald),1.400,2.260
1,8:43,1,10,,0,7,Jacquizz Rodgers right guard for 2 yards (tackle by Lavonte David),2.260,1.980
1,8:12,2,8,TAM 48,0,7,Matt Ryan pass complete short left to Levine Toilolo for 12 yards (tackle by Lavonte David),1.980,3.180
1,7:32,1,10,TAM 36,0,7,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Dane Fletcher),3.180,2.640
1,7:28,2,10,TAM 36,0,7,"Matt Ryan pass complete short right to Levine Toilolo for 13 yards (tackle by Alterraun Verner). Levine Toilolo fumbles (forced by Alterraun Verner), recovered by Mark Barron at TAM-21 and returned for 8 yards (tackle by Devin Hester). Mark Barron fumbles (forced by Devin Hester), recovered by Devin Hester at TAM-37 and returned for 8 yards (tackle by Devin Hester)",2.640,3.120
1,7:17,1,10,TAM 37,0,7,Matt Ryan pass complete short right to Eric Weems for 4 yards (tackle by Alterraun Verner),3.120,3.110
1,6:48,2,6,TAM 33,0,7,Steven Jackson left end for 8 yards (tackle by Scott Solomon),3.110,3.910
1,6:21,1,10,TAM 25,0,7,Matt Ryan pass complete short left to Patrick DiMarco for 6 yards (tackle by Johnthan Banks),3.910,4.200
1,5:46,2,4,TAM 19,0,7,Steven Jackson right end for 3 yards (tackle by Dane Fletcher),4.200,4.060
1,5:04,3,1,TAM 16,0,7,Steven Jackson left end for 7 yards (tackle by Dashon Goldson),4.060,5.140
1,4:22,1,9,TAM 9,0,7,Antone Smith left tackle for 4 yards (tackle by Larry English and Akeem Spence),5.140,5.150
1,3:48,2,5,TAM 5,0,7,Jacquizz Rodgers left tackle for -3 yards (tackle by William Gholston),5.150,3.580
1,3:11,3,8,TAM 8,0,13,"Matt Ryan pass complete short left to Julio Jones for 8 yards, touchdown",3.580,7.000
1,3:11,,,TAM 2,0,14,Matt Bryant kicks extra point good,0.000,0.000
1,3:11,,,ATL 35,0,14,"Matthew Bosher kicks off 73 yards, returned by Solomon Patton for 19 yards (tackle by Kemal Ishmael)",0.000,0.370
1,2:58,1,10,TAM 11,0,14,Josh McCown pass incomplete short left intended for Vincent Jackson,-0.370,-0.780
1,2:52,2,10,TAM 11,0,14,Josh McCown pass incomplete deep right intended for Robert Herron,-0.780,-1.420
1,2:47,3,10,TAM 11,0,20,"Josh McCown pass incomplete short left intended for Vincent Jackson is intercepted by Kemal Ishmael at TAM-23 and returned for 23 yards, touchdown",-1.420,-7.000
1,2:38,,,TAM 2,0,21,Matt Bryant kicks extra point good,0.000,0.000
1,2:38,,,ATL 35,0,21,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
1,2:38,1,10,TAM 20,0,21,Bobby Rainey right tackle for no gain (tackle by William Moore),0.280,-0.270
1,1:59,2,10,TAM 20,0,21,"Josh McCown pass complete short right to Bobby Rainey for 13 yards (tackle by Paul Worrilow). Bobby Rainey fumbles (forced by Paul Worrilow), recovered by Dwight Lowery at TAM-35",-0.270,-3.250
1,1:48,1,10,TAM 35,0,21,"Matt Ryan pass incomplete deep right intended for Devin Hester. Penalty on Alterraun Verner: Illegal Contact, 5 yards (no play)",3.250,3.580
1,1:41,1,10,TAM 30,0,21,Devonta Freeman left end for -1 yards (tackle by Lavonte David),3.580,2.900
1,0:57,2,11,TAM 31,0,21,Matt Ryan sacked by Dane Fletcher and Akeem Spence for -6 yards,2.900,1.420
1,0:18,3,17,TAM 37,0,21,Matt Ryan pass complete deep left to Julio Jones for 17 yards (tackle by Dashon Goldson),1.420,4.240
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 20,0,27,"Devin Hester left end for 20 yards, touchdown",4.240,7.000
2,15:00,1,10,TAM 20,0,27,"Penalty on Akeem Spence: Neutral Zone Infraction, 5 yards",4.240,0.000
2,15:00,,,TAM 2,0,28,Matt Bryant kicks extra point good,0.000,0.000
2,15:00,,,ATL 40,0,28,"Matthew Bosher kicks off 57 yards, returned by Solomon Patton for 19 yards (tackle by Nathan Stupar)",0.000,-0.410
2,14:46,1,10,TAM 22,0,28,Mike James right guard for 3 yards (tackle by Paul Worrilow and Kroy Biermann),0.410,0.270
2,14:16,2,7,TAM 25,0,28,"Josh McCown left end for 6 yards (tackle by Kroy Biermann). Penalty on Patrick Omameh: Offensive Holding, 10 yards (no play)",0.270,-1.210
2,13:44,2,17,TAM 15,0,28,Josh McCown pass incomplete deep middle intended for Vincent Jackson,-1.210,-2.050
2,13:37,3,17,TAM 15,0,28,Josh McCown pass complete short right to Mike James for -5 yards (tackle by Corey Peters),-2.050,-2.490
2,12:54,4,22,TAM 10,0,28,"Michael Koenen punts 49 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for no gain",-2.490,-1.470
2,12:44,1,10,ATL 38,0,28,Matt Ryan pass incomplete deep middle intended for Julio Jones,1.470,0.920
2,12:39,2,10,ATL 38,0,28,Steven Jackson left tackle for no gain (tackle by Dane Fletcher),0.920,0.230
2,12:01,3,10,ATL 38,0,28,Matt Ryan pass complete deep right to Julio Jones for 20 yards (tackle by Mark Barron),0.230,2.790
2,11:19,1,10,TAM 42,0,28,Steven Jackson right end for 2 yards (tackle by Mark Barron),2.790,2.510
2,10:36,2,8,TAM 40,0,28,Matt Ryan pass complete short middle to Harry Douglas for 11 yards (tackle by Mark Barron),2.510,3.640
2,9:50,1,10,TAM 29,0,28,Matt Ryan pass complete deep left to Julio Jones for 18 yards (tackle by Crezdon Butler),3.640,4.840
2,9:00,1,10,TAM 11,0,28,"Antone Smith left tackle for 10 yards (tackle by Leonard Johnson). Antone Smith fumbles (forced by Leonard Johnson), recovered by Scott Solomon at TAM-1",4.840,0.380
2,8:50,1,10,TAM 2,0,28,Mike James up the middle for 1 yard (tackle by Kroy Biermann and Joplo Bartu),-0.380,-0.710
2,8:11,2,9,TAM 3,0,28,Mike James right tackle for 3 yards (tackle by Kroy Biermann),-0.710,-0.950
2,7:31,3,6,TAM 6,0,28,Josh McCown pass incomplete short left intended for Robert Herron,-0.950,-2.490
2,7:25,4,6,TAM 6,0,34,"Michael Koenen punts 56 yards, returned by Devin Hester for 62 yards, touchdown. Penalty on Devin Hester: Taunting, 15 yards",-2.490,-7.000
2,7:06,,,TAM 2,0,35,Matt Bryant kicks extra point good,0.000,0.000
2,7:06,,,ATL 20,0,35,"Matthew Bosher kicks off 68 yards, returned by Solomon Patton for 21 yards (tackle by Robert McClain). Penalty on Luke Stocker: Unnecessary Roughness, 15 yards",0.000,-0.040
2,7:00,1,10,TAM 18,0,35,Josh McCown pass complete deep right to Mike Evans for 36 yards. Penalty on Desmond Trufant: Defensive Holding (Declined),0.040,2.520
2,6:29,1,10,ATL 46,0,35,Josh McCown pass complete short right to Bobby Rainey for 9 yards (tackle by Robert McClain and Prince Shembo),2.520,3.190
2,5:49,2,1,ATL 37,0,35,Josh McCown sacked by Jonathan Massaquoi for -8 yards,3.190,1.420
2,5:04,3,9,ATL 45,0,35,Josh McCown pass incomplete deep left intended for Vincent Jackson,1.420,0.270
2,4:58,4,9,ATL 45,0,35,"Michael Koenen punts 34 yards, fair catch by Devin Hester",0.270,0.370
2,4:51,1,10,ATL 11,0,35,Matt Ryan left end for 2 yards (tackle by Clinton McDonald),-0.370,-0.630
2,4:24,2,8,ATL 13,0,35,"Matt Ryan pass complete short right to Jacquizz Rodgers for 4 yards (tackle by Dane Fletcher). Penalty on Justin Blalock: Offensive Holding (Offsetting), Penalty on Johnthan Banks: Defensive Holding (Offsetting) (no play)",-0.630,-0.630
2,4:15,2,8,ATL 13,0,35,"Penalty on Jon Asamoah: False Start, 5 yards (no play)",-0.630,-1.000
2,3:53,2,13,ATL 8,0,35,Jacquizz Rodgers right tackle for 3 yards (tackle by Leonard Johnson). Penalty on Jon Asamoah: Offensive Holding (Declined),-1.000,-1.420
2,3:33,3,10,ATL 11,0,35,Matt Ryan pass incomplete deep right intended for Eric Weems (defended by Lavonte David),-1.420,-2.490
2,3:29,4,10,ATL 11,0,35,"Matthew Bosher punts 45 yards, returned by Solomon Patton for 9 yards (tackle by Nathan Stupar)",-2.490,-2.460
2,3:15,1,10,ATL 47,0,35,Mike Glennon pass complete short middle to Robert Herron for 5 yards (tackle by Dwight Lowery),2.460,2.590
2,2:44,2,5,ATL 42,0,35,Mike Glennon pass incomplete short left intended for Vincent Jackson (defended by Robert Alford),2.590,1.880
2,2:39,3,5,ATL 42,0,35,Mike Glennon pass complete short right to Mike Evans for 6 yards (tackle by Desmond Trufant),1.880,3.180
2,2:04,1,10,ATL 36,0,35,Mike Glennon sacked by Corey Peters for -7 yards,3.180,1.690
2,2:00,2,17,ATL 43,0,35,Mike Glennon pass incomplete deep left intended for Mike Evans,1.690,1.020
2,1:55,3,17,ATL 43,0,35,Mike Glennon pass complete short middle to Mike Evans for 1 yard (tackle by Desmond Trufant),1.020,1.020
2,1:32,3,17,ATL 43,0,35,Timeout #1 by Atlanta Falcons,1.020,0.460
2,1:32,4,16,ATL 42,0,35,"Michael Koenen punts 28 yards, fair catch by Devin Hester",0.460,0.280
2,1:24,1,10,ATL 14,0,35,Matt Ryan pass complete short middle to Julio Jones for 10 yards (tackle by Alterraun Verner and Leonard Johnson),-0.280,-0.280
2,1:24,1,10,ATL 14,0,35,Timeout #2 by Atlanta Falcons,-0.280,0.540
2,1:05,1,10,ATL 24,0,35,Matt Ryan pass complete short middle to Devonta Freeman for 7 yards (tackle by Lavonte David),0.540,0.940
2,0:45,2,3,ATL 31,0,35,Matt Ryan pass complete deep left to Eric Weems for 19 yards (tackle by Mark Barron),0.940,2.260
2,0:20,1,10,,0,35,Matt Ryan pass complete short left to Eric Weems for 6 yards (tackle by Johnthan Banks),2.260,2.260
2,0:11,1,10,,0,35,Timeout #3 by Atlanta Falcons,2.260,2.520
2,0:11,2,4,TAM 44,0,35,Matt Ryan pass complete short left to Jacquizz Rodgers for 3 yards (tackle by Lavonte David),2.520,2.210
2,0:06,3,1,TAM 41,0,35,Matt Bryant 59 yard field goal no good,2.210,2.210
2,0:01,3,1,TAM 41,0,35,Timeout #1 by Tampa Bay Buccaneers,2.210,-2.190
2,0:01,1,10,TAM 49,0,35,Mike Glennon pass incomplete deep right intended for Mike Evans (defended by Julio Jones),2.190,1.650
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,0,35,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,0,35,Bobby Rainey left tackle for 4 yards (tackle by Osi Umenyiora),0.280,0.270
3,14:22,2,6,TAM 24,0,35,Mike Glennon pass complete short right to Bobby Rainey for 1 yard (tackle by Robert McClain),0.270,-0.300
