Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2,13:51,1,10,SEA 25,7,7,Carlos Hyde left end for 5 yards (tackle by Josh Mauro and Jordan Hicks),0.610,0.740
2,13:15,2,5,SEA 30,7,7,Russell Wilson pass complete short middle to Carlos Hyde for 7 yards (tackle by Haason Reddick),0.740,1.400
2,12:38,1,10,SEA 37,7,7,Russell Wilson left end for 5 yards (tackle by De'Vondre Campbell),1.400,1.530
2,12:05,2,5,SEA 42,7,7,Russell Wilson pass incomplete short right intended for Jacob Hollister,1.530,0.830
2,11:59,,,,,,Timeout #1 by Seattle Seahawks,,
2,11:59,3,5,SEA 42,7,7,Russell Wilson pass complete short right to DeeJay Dallas for 11 yards (tackle by Jalen Thompson),0.830,2.460
2,11:25,1,10,ARI 47,7,7,Bo Scarbrough right guard for 12 yards (tackle by Budda Baker),2.460,3.250
2,10:43,1,10,ARI 35,7,7,Russell Wilson sacked by Michael Dogbe for -3 yards,3.250,2.300
2,10:00,2,13,ARI 38,7,7,Russell Wilson pass complete short left to Tyler Lockett for 10 yards (tackle by Dre Kirkpatrick),2.300,2.940
2,9:18,3,3,ARI 28,7,7,Carlos Hyde right guard for 17 yards (tackle by Isaiah Simmons),2.940,4.840
2,8:32,1,10,ARI 11,7,13,"Russell Wilson pass complete short right to Tyler Lockett for 11 yards, touchdown",4.840,7.000
2,8:27,,,ARI 15,7,13,Jason Myers kicks extra point no good hit left upright,0.000,-1.000
2,8:27,,,SEA 35,7,13,"Jason Myers kicks off 66 yards, returned by Chase Edmonds for 25 yards (tackle by Cody Barton)",0.000,0.540
2,8:21,1,10,ARI 24,7,13,Kyler Murray sacked by Carlos Dunlap for -6 yards,0.540,-0.910
2,7:43,2,16,ARI 18,7,13,Kyler Murray pass complete short left to Kenyan Drake for 18 yards (tackle by Tre Flowers),-0.910,1.330
2,7:13,1,10,ARI 36,7,13,"Chase Edmonds left guard for 4 yards (tackle by Bobby Wagner and Jordyn Brooks). Penalty on Justin Pugh: Offensive Holding, 10 yards (no play)",1.330,0.670
2,6:47,1,20,ARI 26,7,13,Kyler Murray pass complete short right to Larry Fitzgerald for 5 yards (tackle by Rasheem Green),0.670,0.120
2,6:11,2,15,ARI 31,7,13,Kyler Murray pass complete short left to Larry Fitzgerald for 13 yards (tackle by K.J. Wright),0.120,1.160
2,5:27,3,2,ARI 44,7,13,"Penalty on Justin Pugh: False Start, 5 yards (no play)",1.160,0.500
2,5:03,3,7,ARI 39,7,13,Kyler Murray pass complete short right to Christian Kirk for 11 yards (tackle by D.J. Reed),0.500,2.260
2,4:41,1,10,ARI 50,7,13,Chase Edmonds up the middle for 2 yards (tackle by Jarran Reed and Bobby Wagner),2.260,1.980
2,4:05,2,8,SEA 48,7,13,Kyler Murray pass incomplete deep left intended for Dan Arnold (defended by Quandre Diggs),1.980,1.290
2,3:56,3,8,SEA 48,7,13,Kyler Murray pass incomplete deep right intended for Christian Kirk,1.290,0.070
2,3:51,4,8,SEA 48,7,13,"Andy Lee punts 37 yards, fair catch by David Moore at SEA-11",0.070,0.370
2,3:44,1,10,SEA 11,7,13,Carlos Hyde left guard for 1 yard (tackle by Josh Mauro),-0.370,-0.710
2,3:00,2,9,SEA 12,7,13,Carlos Hyde right tackle for 6 yards (tackle by Jalen Thompson),-0.710,-0.600
2,2:15,3,3,SEA 18,7,13,Russell Wilson pass complete short left to David Moore for 2 yards (tackle by Byron Murphy),-0.600,-2.030
2,2:00,4,1,SEA 20,7,13,"Michael Dickson punts 42 yards, fair catch by Christian Kirk at ARI-38",-2.030,-1.470
2,1:54,1,10,ARI 38,7,13,Kyler Murray pass complete short left to Chase Edmonds for 6 yards (tackle by Bobby Wagner),1.470,1.730
2,1:48,2,4,ARI 44,7,13,Kyler Murray left tackle for 3 yards (tackle by Bobby Wagner),1.730,1.420
2,1:31,3,1,ARI 47,7,13,Kyler Murray left end for -2 yards (tackle by K.J. Wright),1.420,-0.390
2,1:24,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:24,4,3,ARI 45,7,13,"Andy Lee punts 42 yards, fair catch by David Moore at SEA-13",-0.390,0.320
2,1:17,1,10,SEA 13,7,13,"Penalty on Mike Iupati: False Start, 5 yards (no play)",-0.320,-0.570
2,1:17,1,15,SEA 8,7,13,"Penalty on Duane Brown: False Start, 4 yards (no play)",-0.570,-0.720
2,1:17,1,19,SEA 4,7,13,Russell Wilson pass complete short left to Tyler Lockett for 3 yards (tackle by Byron Murphy),-0.720,-1.220
2,0:53,2,16,SEA 7,7,13,Russell Wilson pass complete short left to Tyler Lockett for 10 yards (tackle by Isaiah Simmons),-1.220,-0.940
2,0:47,3,6,SEA 17,7,13,Russell Wilson left end for 7 yards (tackle by Jordan Hicks),-0.940,0.540
2,0:40,1,10,SEA 24,7,13,Russell Wilson pass complete short middle to DeeJay Dallas for 8 yards (tackle by Isaiah Simmons),0.540,1.080
2,0:32,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:32,2,2,SEA 32,7,13,DeeJay Dallas right tackle for 13 yards (tackle by Haason Reddick and Jalen Thompson),1.080,1.930
2,0:20,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:20,1,10,SEA 45,7,13,"Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Patrick Peterson). Penalty on Patrick Peterson: Defensive Pass Interference, 46 yards. Penalty on Dre Kirkpatrick: Defensive Holding, 46 yards (no play)",1.930,5.140
2,0:11,1,9,ARI 9,7,13,Russell Wilson pass incomplete short middle intended for D.K. Metcalf,5.140,4.380
2,0:05,2,9,ARI 9,7,16,Jason Myers 27 yard field goal good,4.380,3.000
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,16,"Jason Myers kicks off 66 yards, returned by Chase Edmonds for 20 yards (tackle by Nick Bellore and Ryan Neal)",0.000,0.150
3,14:56,1,10,ARI 19,7,16,Kyler Murray pass complete short right to Kenyan Drake for 7 yards (tackle by K.J. Wright and D.J. Reed),0.150,0.610
3,14:27,2,3,ARI 26,7,16,Kenyan Drake left tackle for -3 yards (tackle by Bobby Wagner),0.610,-0.550
3,13:52,3,6,ARI 23,7,16,"Penalty on D.J. Humphries: False Start, 5 yards (no play)",-0.550,-1.250
3,13:41,3,11,ARI 18,7,16,"Kyler Murray pass incomplete deep middle intended for DeAndre Hopkins. Penalty on Quandre Diggs: Unnecessary Roughness, 15 yards (no play)",-1.250,1.140
3,13:35,1,10,ARI 33,7,16,Kyler Murray pass complete short right to Christian Kirk for 13 yards (tackle by D.J. Reed),1.140,1.990
3,13:30,1,10,ARI 46,7,16,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,1.990,1.450
3,13:25,2,10,ARI 46,7,16,Kyler Murray pass complete short right to Christian Kirk for 14 yards (tackle by D.J. Reed),1.450,2.920
3,12:43,1,10,SEA 40,7,16,Kyler Murray pass incomplete short right,2.920,2.370
3,12:38,2,10,SEA 40,7,16,Kyler Murray pass complete short left to Maxx Williams for 4 yards (tackle by Ugo Amadi),2.370,2.210
3,12:01,3,6,SEA 36,7,16,Kyler Murray pass complete short left to DeAndre Hopkins for 6 yards,2.210,3.580
3,11:40,1,10,SEA 30,7,16,"Chase Edmonds left end for -8 yards (tackle by Bobby Wagner). Penalty on Bobby Wagner: Horse Collar Tackle, 15 yards (no play)",3.580,4.580
3,11:18,1,10,SEA 15,7,16,Kyler Murray pass complete short right to Kenyan Drake for 3 yards (tackle by D.J. Reed),4.580,4.450
3,10:40,2,7,SEA 12,7,16,Kyler Murray pass complete short middle to Chase Edmonds for 8 yards (tackle by Shaquem Griffin),4.450,6.280
3,10:11,1,4,SEA 4,13,16,"Kyler Murray pass complete short middle to Dan Arnold for 4 yards, touchdown",6.280,7.000
3,10:07,,,SEA 15,14,16,Zane Gonzalez kicks extra point good,0.000,0.000
3,10:07,,,ARI 35,14,16,"Zane Gonzalez kicks off 62 yards, returned by D.J. Reed for 25 yards (tackle by Tanner Vallejo)",0.000,0.810
3,10:02,1,10,SEA 28,14,16,Russell Wilson pass complete short left to D.K. Metcalf for 22 yards (tackle by Patrick Peterson),0.810,2.260
3,9:16,1,10,SEA 50,14,16,Russell Wilson pass incomplete short right intended for D.K. Metcalf,2.260,1.710
3,9:12,2,10,SEA 50,14,16,Russell Wilson pass complete short right to Greg Olsen for 10 yards (tackle by Isaiah Simmons),1.710,2.920
3,8:32,1,10,ARI 40,14,16,"Carlos Hyde right tackle for 7 yards (tackle by Josh Mauro and Dre Kirkpatrick). Penalty on Damien Lewis: Offensive Holding, 10 yards (no play)",2.920,2.260
3,8:04,1,20,SEA 50,14,16,Russell Wilson left end for 10 yards (tackle by Jordan Hicks),2.260,2.370
3,7:17,2,10,ARI 40,14,16,Carlos Hyde right tackle for 3 yards (tackle by Haason Reddick),2.370,2.080
3,6:31,3,7,ARI 37,14,16,"Russell Wilson pass complete short left to Tyler Lockett for 5 yards (tackle by Isaiah Simmons). Penalty on Dre Kirkpatrick: Taunting, 15 yards",2.080,4.440
3,5:37,1,10,ARI 17,14,16,Carlos Hyde right guard for 15 yards (tackle by Patrick Peterson and Budda Baker),4.440,6.740
3,5:23,1,2,ARI 2,14,22,"Carlos Hyde right guard for 2 yards, touchdown",6.740,7.000
3,5:20,,,ARI 15,14,23,Jason Myers kicks extra point good,0.000,0.000
3,5:20,,,SEA 35,14,23,"Jason Myers kicks off 66 yards, returned by Chase Edmonds for 11 yards (tackle by Ryan Neal)",0.000,-0.380
3,5:17,1,10,ARI 10,14,23,Kyler Murray left end for 8 yards (tackle by Jordyn Brooks),-0.380,0.070
3,4:59,2,2,ARI 18,14,23,Kenyan Drake left tackle for 1 yard (tackle by Alton Robinson and Bobby Wagner),0.070,-0.370
3,4:18,3,1,ARI 19,14,23,Kenyan Drake left guard for 2 yards (tackle by Jordyn Brooks),-0.370,0.340
3,3:45,1,10,ARI 21,14,23,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards,0.340,1.070
3,3:24,1,10,ARI 32,14,23,"Kenyan Drake right tackle for 2 yards (tackle by D.J. Reed). Penalty on Larry Fitzgerald: Offensive Holding, 10 yards",1.070,0.540
3,2:54,1,18,ARI 24,14,23,Kyler Murray pass complete short left to Larry Fitzgerald for 2 yards (tackle by Tre Flowers),0.540,-0.280
3,2:12,2,16,ARI 26,14,23,"Penalty on D.J. Humphries: False Start, 5 yards (no play)",-0.280,-0.960
3,1:55,2,21,ARI 21,14,23,Kyler Murray pass complete short left to Chase Edmonds for 19 yards (tackle by K.J. Wright and Jamal Adams),-0.960,0.890
3,1:14,3,2,ARI 40,14,23,Kyler Murray pass complete short left to DeAndre Hopkins for 4 yards,0.890,1.860
3,0:50,1,10,ARI 44,14,23,Kyler Murray pass incomplete short left intended for Larry Fitzgerald,1.860,1.320
3,0:47,2,10,ARI 44,14,23,Kyler Murray pass complete short left to DeAndre Hopkins for 23 yards (tackle by Bobby Wagner),1.320,3.380
3,0:25,1,10,SEA 33,14,23,Kyler Murray pass complete short right to Larry Fitzgerald for 18 yards (tackle by D.J. Reed). Penalty on Damon Harrison: Defensive Offside (Declined),3.380,4.580
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 15,14,23,Kenyan Drake up the middle for 12 yards (tackle by D.J. Reed),4.580,6.510
4,14:32,1,3,SEA 3,14,23,Kenyan Drake left tackle for no gain (tackle by Bobby Wagner),6.510,5.530
4,13:49,2,3,SEA 3,14,23,Kyler Murray right end for no gain (tackle by Jamal Adams and D.J. Reed),5.530,4.720
4,13:24,3,3,SEA 3,20,23,"Kyler Murray pass complete short right to Chase Edmonds for 3 yards, touchdown",4.720,7.000
4,13:19,,,SEA 15,21,23,Zane Gonzalez kicks extra point good,0.000,0.000
4,13:19,,,ARI 35,21,23,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,13:19,1,10,SEA 25,21,23,Russell Wilson right end for 4 yards (tackle by Josh Mauro),0.610,0.600
4,12:31,2,6,SEA 29,21,23,Carlos Hyde up the middle for 15 yards (tackle by Chris Banjo),0.600,1.860
4,11:48,1,10,SEA 44,21,23,"Russell Wilson pass complete short left to David Moore for 7 yards (tackle by Chris Banjo) Penalty on SEA: Illegal Shift, 5 yards (no play)",1.860,1.530
4,11:25,1,15,SEA 39,21,23,Russell Wilson pass complete short left to D.K. Metcalf for -1 yards (tackle by Isaiah Simmons and Patrick Peterson),1.530,0.510
4,10:50,2,16,SEA 38,21,23,Russell Wilson left end for 3 yards (tackle by Isaiah Simmons),0.510,0.230
4,10:02,3,13,SEA 41,21,23,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Dre Kirkpatrick),0.230,-0.190
4,9:30,4,6,SEA 48,21,23,"Michael Dickson punts 38 yards, fair catch by Christian Kirk at ARI-14",-0.190,0.280
4,9:23,1,10,ARI 14,21,23,"Kyler Murray pass incomplete short left. Penalty on Kyler Murray: Intentional Grounding, 12 yards",-0.280,-1.660
4,9:18,2,22,ARI 2,21,25,"Kyler Murray pass complete short middle to DeAndre Hopkins for 8 yards (tackle by K.J. Wright). Penalty on J.R. Sweezy: Offensive Holding, 2 yards (no play)",-1.660,-2.000
4,9:12,,,ARI 20,21,25,"Andy Lee kicks off 60 yards, returned by D.J. Reed for 20 yards (tackle by Jonathan Ward)",0.000,1.600
4,9:08,1,10,SEA 40,21,25,Bo Scarbrough right end for 4 yards (tackle by Chris Banjo),1.600,1.590
4,8:40,2,6,SEA 44,21,25,Russell Wilson pass complete short left to Will Dissly for 10 yards (tackle by Budda Baker),1.590,2.520
4,7:55,1,10,ARI 46,21,25,Carlos Hyde left tackle for 2 yards (tackle by Angelo Blackson and Isaiah Simmons),2.520,2.250
4,7:09,2,8,ARI 44,21,25,Carlos Hyde left end for 4 yards (tackle by Isaiah Simmons),2.250,2.080
4,6:23,3,4,ARI 40,21,25,Russell Wilson pass complete short left to Tyler Lockett for 7 yards (tackle by Dre Kirkpatrick),2.080,3.380
4,5:49,1,10,ARI 33,21,25,Bo Scarbrough right end for 9 yards (tackle by Chris Banjo and Budda Baker),3.380,4.050
4,5:02,2,1,ARI 24,21,25,Bo Scarbrough left guard for no gain (tackle by Haason Reddick and Jordan Hicks),4.050,3.340
4,4:25,3,1,ARI 24,21,25,Russell Wilson pass complete short right to Jacob Hollister for 9 yards (tackle by Dre Kirkpatrick and Chris Banjo),3.340,4.580
4,3:36,1,10,ARI 15,21,25,Russell Wilson pass complete short left to David Moore for 3 yards (tackle by Dre Kirkpatrick),4.580,4.450
4,2:54,2,7,ARI 12,21,25,"Russell Wilson aborted snap, recovered by Carlos Hyde at ARI-23",4.450,2.280
4,2:31,3,18,ARI 23,21,25,Russell Wilson pass incomplete deep left,2.280,1.930
4,2:24,4,18,ARI 23,21,28,Jason Myers 41 yard field goal good,1.930,3.000
4,2:19,,,SEA 35,21,28,"Jason Myers kicks off 64 yards, returned by Chase Edmonds for 20 yards (tackle by Ben Burr-Kirven)",0.000,0.340
4,2:15,1,10,ARI 21,21,28,Kyler Murray pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Bobby Wagner),0.340,0.610
4,2:01,2,4,ARI 27,21,28,Kyler Murray pass complete short left to Larry Fitzgerald for 6 yards (tackle by Tre Flowers),0.610,1.140
4,1:56,1,10,ARI 33,21,28,Kyler Murray pass complete short right to Andy Isabella for 6 yards (tackle by Ugo Amadi),1.140,1.400
4,1:52,2,4,ARI 39,21,28,Kyler Murray pass complete short right to Christian Kirk for 12 yards (tackle by D.J. Reed),1.400,2.320
4,1:32,1,10,SEA 49,21,28,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,2.320,1.780
4,1:27,2,10,SEA 49,21,28,Kyler Murray pass complete short left to Larry Fitzgerald for 11 yards (tackle by Ugo Amadi),1.780,3.050
4,1:12,1,10,SEA 38,21,28,Chase Edmonds up the middle for 11 yards (tackle by K.J. Wright and Jarran Reed),3.050,3.780
4,0:54,1,10,SEA 27,21,28,Kyler Murray pass incomplete short right intended for Christian Kirk,3.780,3.230
4,0:50,2,10,SEA 27,21,28,Kyler Murray pass incomplete deep middle intended for Larry Fitzgerald (defended by Quandre Diggs),3.230,2.540
4,0:45,,,,,,Timeout #2 by Arizona Cardinals,,
4,0:45,,,,,,Timeout #1 by Seattle Seahawks,,
4,0:45,3,10,SEA 27,21,28,Kyler Murray pass incomplete deep right intended for Andy Isabella (defended by D.J. Reed),2.540,1.670
4,0:38,4,10,SEA 27,21,28,Kyler Murray sacked by Carlos Dunlap for -6 yards,1.670,-1.140
4,0:34,1,10,SEA 33,21,28,Russell Wilson kneels for -1 yards,1.140,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
